date,facility_name,upgrade
2011-01-01,Oleum Substation - Formosa Plastics 138 kV #1,baseline reliability upgrade
2011-01-01,Oleum Substation - Hillman 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Keo - Carmichael 138 kV #1,baseline reliability upgrade
2011-01-01,Darbyville - Harrison N 138 kV Line 1,baseline reliability upgrade
2011-01-01,Darbyville - Canyon Pnm 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Canyon Pnm - Darbyville Substation 138 kV Cir. 2,baseline reliability upgrade
2011-01-01,Elm St - Newark Bay Cogeneration Partnership Lp 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Elm Street - Carmichael Substation 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Willow Glen - Santa Ana 9103 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Marion Substation - Cottonwood 138 kV L,baseline reliability upgrade
2011-01-01,Newark Bay Cogeneration Partnership Lp - Dorton 138 kV #1,baseline reliability upgrade
2011-01-01,Newark Bay Cogeneration Partnership Lp - Dorton 138 kV line,baseline reliability upgrade
2011-01-01,Clay St - 15Th St 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Cow Creek Substation - Marblehead North 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Marblehead North - Njt Meadowlands Rail Substaion 138 kV Line,baseline reliability upgrade
2011-01-01,Santa Ana9103 - Njt Meadowlands Rail Substaion 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Santa Ana 9103 - Njt Meadowlands Rai Substaion 138 kV,baseline reliability upgrade
2011-01-01,Georgia Substation - Marathon Generating Plant 138 kV Line,baseline reliability upgrade
2011-01-01,Fox Hill - Bergen Generating Sta 138 kV Ckt 2,baseline reliability upgrade
2011-01-01,Cow Crk - Slide Crk Powerplant 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Indian Mesa - Marion Substation 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Hughes Lane - Mission 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Hughes Lane - Mission 138 kV,baseline reliability upgrade
2011-01-01,Edgewater Sta - C W Tppy 138 kV,baseline reliability upgrade
2011-01-01,Edgewater Ta - Whitmore 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Stave Falls - Sutherland Springs 138 kV,baseline reliability upgrade
2011-01-01,Sutherland Springs - Hope Creek 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Stave Falls Substation - C W Tippy 138 kV L,baseline reliability upgrade
2011-01-01,Baker Riv - Burns 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Baker Riv - Oak Knoll Substation 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Hamilton Dome - Oak Knoll 138 kV Line 1,baseline reliability upgrade
2011-01-01,Bayway - Camp Evers 138 kV Line 1,baseline reliability upgrade
2011-01-01,Camp Evers - Bayway 138 kV Ckt 2,baseline reliability upgrade
2011-01-01,Pipe - Rexnrd 138 kV Line,baseline reliability upgrade
2011-01-01,Pine Tree Acres - Linden Coge Plant 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Pine Tree Acres - Linden Cogen Plant Substation 138 kV,baseline reliability upgrade
2011-01-01,Bayway - Pipe 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Bayway - Pipe 138 kV,baseline reliability upgrade
2011-01-01,Bond-Elk Grove Florin 345/138 kV XFMR Bank 1,baseline reliability upgrade
2011-01-01,Bond-Elk Grove Florin - Whitmore 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Bond-Elk Grove Florin - Fairmont 138 kV Line 1,baseline reliability upgrade
2011-01-01,Bond-Elk Grove Florin - Fairmont 138 kV,baseline reliability upgrade
2011-01-01,Altadena Substation - Cove Avenue 138 kV,baseline reliability upgrade
2011-01-01,Guilbeau Electric - Mount Holly 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Guilbeau Electric - Oak Hall 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Euclid 161-138 kV XFMR,baseline reliability upgrade
2011-01-01,Mission - Bergen Generating Sta 138 kV #1,baseline reliability upgrade
2011-01-01,Canyon Pnm - Marianna 138 kV,baseline reliability upgrade
2011-01-01,Marianna - Canyon Pnm 138 kV Ckt 2,baseline reliability upgrade
2011-01-01,Southwark - Blu Earth 138 kV L,baseline reliability upgrade
2011-01-01,Bon Aqua Substation - Carl Bailey 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Bon Aqua - Dry Gap 138 kV,baseline reliability upgrade
2011-01-01,Carl Bailey - Otsego Substation 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Yacht Club D.S - Orrtana 138 kV,baseline reliability upgrade
2011-01-01,Endeavor - Curecnti 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Curecanti - Moser Generating Station 345 kV Line,baseline reliability upgrade
2011-01-01,Oswego Harbor Power - Wentzville Assembly & Contiguous 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Oswego Harbor Power - Lawrence Livermore 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Wilson Dam - Tyrone Phelps Dodge 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,E Arlington - Vly Home Tap 2 138 kV Line 1,baseline reliability upgrade
2011-01-01,Lake Chelan Project - Montpellier 138 kV Line 1,baseline reliability upgrade
2011-01-01,Rawhide - Motpellier 138 kV Line 1,baseline reliability upgrade
2011-01-01,Lapham - Kellnersville 138 kV Line,baseline reliability upgrade
2011-01-01,Lawrence Livermore - Elroy 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Sutton - Kellnersville 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Jarrett Substation - Heaton 138 kV line,baseline reliability upgrade
2011-01-01,Jarrett - Hartan 138 kV Line 1,baseline reliability upgrade
2011-01-01,Pok St Substation - Railhead 138 kV #1,baseline reliability upgrade
2011-01-01,Panther Crk Energy Facility - Indian Arbour 138 kV Line 1,baseline reliability upgrade
2011-01-01,Hamlton - Bad Crk Substation 138 kV Line,baseline reliability upgrade
2011-01-01,Marymount Substation - Endeavor 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Marymount - Massena 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Susquehanna - Acadia 138 kV L,baseline reliability upgrade
2011-01-01,Coronet - Usaa 2 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Lake Cowichan - Saville 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Ninemile - Boggy Brook Substation 138 kV,baseline reliability upgrade
2011-01-01,Chilliwick - Sea Island 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Chilliwick - 26Th And F 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Lake Catherine - Bridgeport 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Liberty Electric Power Plant - Lake Catherine 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Verde Mar 2605 - Croton Falls 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Croton Falls Substation - South Bremerton 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Archbald Power Sta - Pckville 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Pearl - Alliant Sbd 9801 Aegon Martha'S Way 138 kV,baseline reliability upgrade
2011-01-01,Flagstaf - Alliant Sbd 9801 Aegon Martha'S Way 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,South Hampton - Lakin Municipal 138 kV,baseline reliability upgrade
2011-01-01,Jim Bridger - Archbald Power Station 345 kV #1,baseline reliability upgrade
2011-01-01,Newcomerstown - Valley Home Tap 2 138 kV Line,baseline reliability upgrade
2011-01-01,Union Center - Calmat 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Dorchester - Cecil Field 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Dorchester - Hathaway Street 138 kV Line 1,baseline reliability upgrade
2011-01-01,Heaton - Jenkintown 138 kV Line 1,baseline reliability upgrade
2011-01-01,Portside Energy - T Bone 7011 138 kV Line,baseline reliability upgrade
2011-01-01,T Bone 7011 - Petrie 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Pico - Starkey Rd Substation 138 kV Line 1,baseline reliability upgrade
2011-01-01,California - Starkey Rd 138 kV line,baseline reliability upgrade
2011-01-01,Big Swan - Barbadoes 138 kV,baseline reliability upgrade
2011-01-01,Barbadoes - Plymouth Meeting 138 kV,baseline reliability upgrade
2011-01-01,Thetford - Union Carbide 138 kV,baseline reliability upgrade
2011-01-01,St. Johns - Hathaway St 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Plymouth Meeting - Cecil Field 138 kV #1,baseline reliability upgrade
2011-01-01,Petrie - Medway 138 kV,baseline reliability upgrade
2011-01-01,Delaware - Southwark 138 kV #2,baseline reliability upgrade
2011-01-01,Tuna - Delaware 138 kV,baseline reliability upgrade
2011-01-01,Waueka - Stillwater 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Trumbo - Jenkintown 138 kV,baseline reliability upgrade
2011-01-01,Moenkopi - Trumbo 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Cedarhurst - California 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Cove Avenue - Penrose 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Cove Avenue - Penrose 138 kV Cir. 2,baseline reliability upgrade
2011-01-01,Cedar Mtn - Penrose 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Penrose - Cedar Mtn 138 kV Line 2,baseline reliability upgrade
2011-01-01,Soth Hampton - Railyard 138 kV,baseline reliability upgrade
2011-01-01,Hills Chapel 161/138kV TX T1,baseline reliability upgrade
2011-01-01,Bowen St Substation - Rawhide 138 kV,baseline reliability upgrade
2011-01-01,Bowen Street - Westwood Generation Llc 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Coso Ittle Lake - Upsco 138 kV #1,baseline reliability upgrade
2011-01-01,Ford City Substation 161/138 kV Transformer Bank,baseline reliability upgrade
2011-01-01,Archbald Power Sta 500/345kV Auto Bank 1,baseline reliability upgrade
2011-01-01,Archbald Power Sta 345/138 kV Auto Bank 1,baseline reliability upgrade
2011-01-01,Eddystone Substation 138 kV/20 kV Autotransformer T1,baseline reliability upgrade
2011-01-01,Eddystone 138 kV/18 kV Transformer Bank,baseline reliability upgrade
2011-01-01,Eddystone - Warehouse Electric 138 kV L,baseline reliability upgrade
2011-01-01,Bixby Hill - Teichert 345 kV,baseline reliability upgrade
2011-01-01,Ironwood Llc 500 kV/345 kV Transformer T1,baseline reliability upgrade
2011-01-01,Wallenpaupack 500/345kV TX T1,baseline reliability upgrade
2011-01-01,Middle Fork - Paynesville 345 kV Cir. 1,baseline reliability upgrade
2011-01-01,Grimh - Grand Haven Diesel Plant 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Grimh - Williams 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Plum - Hollis 138 kV L,baseline reliability upgrade
2011-01-01,Somerville - Plum 138 kV,baseline reliability upgrade
2011-01-01,Attica - Hollis 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Logans Ferry - Somervlle 138 kV Line,baseline reliability upgrade
2011-01-01,Grand Haven Diesel Plant - Logans Ferry Substation 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Lewisville - Williams 138 kV #1,baseline reliability upgrade
2011-01-01,Maiden Community Ctr Substation - Gallaway 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Ohio - Aes Beaver Valley Partners Beaver Valley 138 kV Line 1,baseline reliability upgrade
2011-01-01,Zane - Flowind Corp 100 kV Line 1,baseline reliability upgrade
2011-01-01,Flowid Corp - Cathedral City 100 kV Circuit 1,baseline reliability upgrade
2011-01-01,Otsego - M105 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,E Waynesboro - Otseo 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Wyoming - M105 138 kV Line 1,baseline reliability upgrade
2011-01-01,Wyoming - N Lewiston 138 kV #1,baseline reliability upgrade
2011-01-01,Chambersburg - N Lewiston Substation 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Carrel - Buffalo Tungsten 138 kV L,baseline reliability upgrade
2011-01-01,Antrim - Peerson Flats 138 kV,baseline reliability upgrade
2011-01-01,Buffalo Tungsten - Chevmain 138 kV,baseline reliability upgrade
2011-01-01,Chevmain Substation - Cressey 138 kV Line 1,baseline reliability upgrade
2011-01-01,W Waynesboro 345-138 kV Auto Unit 1,baseline reliability upgrade
2011-01-01,W Waynesboro - Highway 138 kV,baseline reliability upgrade
2011-01-01,W Waynesboro - East Waynesboro 138 kV Line 1,baseline reliability upgrade
2011-01-01,Hghway - Palogen 138 kV #1,baseline reliability upgrade
2011-01-01,Reid - Clawson 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Reid - Palogen 138 kV Line 1,baseline reliability upgrade
2011-01-01,Carbon Limestone - Gallaway 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Carbon Limestone - J M Hubr 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Ridley Coal - Anias 100 kV,baseline reliability upgrade
2011-01-01,Filer - Dismal River 345 kV Line 1,baseline reliability upgrade
2011-01-01,Spindle - Black Oak 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Chambersburg Substation 345/138kV Transformer #1,baseline reliability upgrade
2011-01-01,Auburn Rd 500 kV/345 kV XFMR #1,baseline reliability upgrade
2011-01-01,Homer City 500 kV/345 kV TX Unit 1,baseline reliability upgrade
2011-01-01,Ninemile Point - N Lebanon 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,North Lebanon - Ninemile Pt 138 kV,baseline reliability upgrade
2011-01-01,Ninemile Point - Longmire 138 kV,baseline reliability upgrade
2011-01-01,North Lebanon - Fairmont 138 kV Line 1,baseline reliability upgrade
2011-01-01,North Lebanon Substation - Fairmont 138 kV Line 2,baseline reliability upgrade
2011-01-01,Red Lion Energy Ctr - Maurice 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Delaware City Plant - Red Lion Energy Center 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,N Lake - Hitchland 138 kV L,baseline reliability upgrade
2011-01-01,Sunset - Saddlebrooke Ranch 138 kV,baseline reliability upgrade
2011-01-01,St Bonifacius - Sunset 138 kV line,baseline reliability upgrade
2011-01-01,Ess Lewes - Newmark 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Ess Lewes - Rehoboth 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Cannelton Hydroelectric Plant - Equus Freeport Power 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Knight St - Equus Freeport Power 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Long Lake - Knight St 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Lammers - Saddlebrooke Ranch 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Sherwood - Hitchland 138 kV Line,baseline reliability upgrade
2011-01-01,Ripple - Mesquite 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Arroyo Tap - Mesquite 138 kV Line,baseline reliability upgrade
2011-01-01,Warren F Sam Beasley Generation Station 138-14 kV Auto Unit 1,baseline reliability upgrade
2011-01-01,Aes Warrior Run Cogeneration Facility - American 138 kV L,baseline reliability upgrade
2011-01-01,Ridgeley - Aes Warrior Runcogeneration Facility 138 kV,baseline reliability upgrade
2011-01-01,Frostburg 1 - Morbihan 138 kV,baseline reliability upgrade
2011-01-01,Frostburg 1 - Olivia Park 138 kV,baseline reliability upgrade
2011-01-01,Hardwick - Crockett 138 kV Line 1,baseline reliability upgrade
2011-01-01,Mccall Substtaion - Pebledale 138 kV Line 1,baseline reliability upgrade
2011-01-01,Lake Creek - Sierra Pacific Lumber Substation 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Bruce Crossing - Holopaw 138 kV #1,baseline reliability upgrade
2011-01-01,Truxel - Port Edwards 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Easpoint - Truxel 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Truxel - Eastpoint Substation 138 kV Circuit 2,baseline reliability upgrade
2011-01-01,French Meadows - Ravensworth 138 kV line,baseline reliability upgrade
2011-01-01,French Meadows - Gray Manor 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,French Meadows - 9 Mile Sw Sta 138 kV #1,baseline reliability upgrade
2011-01-01,Erdman Substation - Monument St 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Bge Timonium - Caney Creek 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Cipres - Neoga 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Cipres - Thompson Peak Tap Substation 138 kV Line 1,baseline reliability upgrade
2011-01-01,Warren - Westport 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Westport - Wheelabrator Baltimore Refuse 138 kV,baseline reliability upgrade
2011-01-01,Big Horn - Brinkerhoff 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Thompson Peak Tap Substation - Dpc New Lisbon 138 kV,baseline reliability upgrade
2011-01-01,Neoga - Ramos 138 kV #1,baseline reliability upgrade
2011-01-01,Demoss - Neoga 138 kV Line 1,baseline reliability upgrade
2011-01-01,New Prague - Hickory Forest 138 kV,baseline reliability upgrade
2011-01-01,Frederick Rd - Hughson 138 kV Line 1,baseline reliability upgrade
2011-01-01,Frederick Road - Nine Springs 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Tenney - Rustic 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Rustic - Tenney 138 kV L,baseline reliability upgrade
2011-01-01,West Pt - Big Horn 138 kV,baseline reliability upgrade
2011-01-01,Powell - West Pt 138 kV Line,baseline reliability upgrade
2011-01-01,Pajuil Tc - Port Robson 138 kV Line,baseline reliability upgrade
2011-01-01,Port Robson - Holopaw 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Abbot - Powell 138 kV #1,baseline reliability upgrade
2011-01-01,Ramos - Demoss Substation 138 kV,baseline reliability upgrade
2011-01-01,Ramos - Demoss 138 kV Ckt 2,baseline reliability upgrade
2011-01-01,Wilkens - Highgrove 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Danville Westover Plant - Lochern 138 kV Line,baseline reliability upgrade
2011-01-01,Barling - Joppatowne 138 kV Line,baseline reliability upgrade
2011-01-01,Barling - Joppatowne 138 kV L,baseline reliability upgrade
2011-01-01,Demoss - Tenney Substation 138 kV,baseline reliability upgrade
2011-01-01,Demoss - Tenney 138 kV Line 2,baseline reliability upgrade
2011-01-01,Demoss - Tenney 138 kV Line,baseline reliability upgrade
2011-01-01,Tanguisson Substation - Fullerton 138 kV #1,baseline reliability upgrade
2011-01-01,Hidalgo Smelter 138/1kV Transformer Unit 1,baseline reliability upgrade
2011-01-01,Hidalgo Smelter - Bengies 138 kV,baseline reliability upgrade
2011-01-01,Hidalgo Smelter - Bengies 138 kV Circuit 2,baseline reliability upgrade
2011-01-01,Hidalgo Smelter - Bengies 138 kV #3,baseline reliability upgrade
2011-01-01,Middle Riv Substation - Jaybee 138 kV #1,baseline reliability upgrade
2011-01-01,Hazelwood - Western Digital 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Cloverleaf - Hazelwood 138 kV,baseline reliability upgrade
2011-01-01,Gunpowder - Cloverleaf 138 kV Line 1,baseline reliability upgrade
2011-01-01,Tanguisson - Raphael Rd 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Tanguisson - Raphael Rd 138 kV,baseline reliability upgrade
2011-01-01,Joppatowne - Raphael Rd 138 kV,baseline reliability upgrade
2011-01-01,Joppatowne - Raphael Rd 138 kV Ckt 2,baseline reliability upgrade
2011-01-01,Caney Creek - Mount Washington 138 kV L,baseline reliability upgrade
2011-01-01,Pajuil Tc - San Lorenzo 3302 138 kV #1,baseline reliability upgrade
2011-01-01,Ravensworth - Western Digital 138 kV #1,baseline reliability upgrade
2011-01-01,Greene St Station - Orchard St 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Coldspring - Recoverysoco 138 kV Line,baseline reliability upgrade
2011-01-01,Center - Coldspring 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Center - Highgrove 138 kV line,baseline reliability upgrade
2011-01-01,Thompson Peak Tap - E Towson 138 kV,baseline reliability upgrade
2011-01-01,Ctr - E Towson Substation 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Persimmon Gap - Sollers Warf 138 kV Line 1,baseline reliability upgrade
2011-01-01,Solers Warf - Clvert Cliffs 138 kV Line 1,baseline reliability upgrade
2011-01-01,Sollers Warf - Calvert Cliffs 138 kV,baseline reliability upgrade
2011-01-01,Park Ave Substation - Yanke 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Park Ave - Hillsboro 138 kV Line 1,baseline reliability upgrade
2011-01-01,Sherwood - Sandurg 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Jarratt - Sandburg 138 kV,baseline reliability upgrade
2011-01-01,Yanke Substation - Jarratt 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Rock Springs - Big Crk 138 kV Line 1,baseline reliability upgrade
2011-01-01,Springville - Conowingo 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Marfa Alamito Creek - Brandywine Power Facility 138 kV Line 1,baseline reliability upgrade
2011-01-01,Blake - Ingleside 138 kV,baseline reliability upgrade
2011-01-01,Miller - Contra Costa 138 kV,baseline reliability upgrade
2011-01-01,Miller - Contra Costa Substation 138 kV,baseline reliability upgrade
2011-01-01,Ingleside - Comorn Dp 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Nauvoo - Birchwood 345 kV Ckt 1,baseline reliability upgrade
2011-01-01,Cosby - Five Forks 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Doucette - Betesda Substation 138 kV line,baseline reliability upgrade
2011-01-01,Carnation Dairy - Pepco 117 138 kV,baseline reliability upgrade
2011-01-01,Pepco 117 - Carnation Dairy 138 kV,baseline reliability upgrade
2011-01-01,Flanagan Substation - Seek Lane 138 kV,baseline reliability upgrade
2011-01-01,New Sterling Substation - Cia 138 kV Line 1,baseline reliability upgrade
2011-01-01,Cia - Papago Buttes 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Papago Buttes - Cia 138 kV Line,baseline reliability upgrade
2011-01-01,Southwest - Alger Substation 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Southwest - Alger 138 kV,baseline reliability upgrade
2011-01-01,Southwest - Alger 138 kV Circuit 3,baseline reliability upgrade
2011-01-01,Arlington - Clarendon 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Arlington - Glen Carlyn 138 kV Cir. 1,baseline reliability upgrade
2011-01-01,Palmers Corner - Alger 138 kV #1,baseline reliability upgrade
2011-01-01,Palmers Corner - Alger 138 kV Line 2,baseline reliability upgrade
2011-01-01,Alger - Palmers Corner 138 kV Cir. 4,baseline reliability upgrade
2011-01-01,Lammers - Memphis Junction 138 kV #1,baseline reliability upgrade
2011-01-01,Messick - Pluess 138 kV #1,baseline reliability upgrade
2011-01-01,Hollister - Metro Ctr 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,El Sobrante Substation - Hollister 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Cameron - Pluess 138 kV #1,baseline reliability upgrade
2011-01-01,Athalmer Tap - Cameron 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Ladysmith Tap Substation - Bagley 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Archer Daniels Midland Lincoln - State St 138 kV #1,baseline reliability upgrade
2011-01-01,S Christianburg - Bagley 138 kV,baseline reliability upgrade
2011-01-01,State St - Castaic 138 kV,baseline reliability upgrade
2011-01-01,Dodd Rd - Harford 138 kV,baseline reliability upgrade
2011-01-01,Hookdale - Columbia 138 kV line,baseline reliability upgrade
2011-01-01,Columbia - Hookdale 138 kV Cir. 2,baseline reliability upgrade
2011-01-01,Pebbledale - Taber 138 kV Circuit 1,baseline reliability upgrade
2011-01-01,Bunker Hill - Beltsville 138 kV #1,baseline reliability upgrade
2011-01-01,Parklawn - Twinbrook 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mottman Substation - Bloomington 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mottman - Bloomington 138 kV Circuit 2,baseline reliability upgrade
2011-01-01,Papago Buttes - Mottman 138 kV Ckt 1,baseline reliability upgrade
2011-01-01,Mottman - Papago Buttes 138 kV Line,baseline reliability upgrade
2011-01-01,Swinks Mill Substation - Carderock 138 kV #1,baseline reliability upgrade
2011-01-01,Swinks Mill - Carderock 138 kV Ckt 2,baseline reliability upgrade
2011-01-01,Swinks Mill - Shepard 138 kV,baseline reliability upgrade
2011-01-01,Swinks Mill - Shepard 138 kV Ckt 2,baseline reliability upgrade
