project_id,study_type,publication_date,template,pdf_path
Q12-0104,system_impact,2013-01-22,B,data/studies/pdf/q120104_imp.pdf
Q11-0012,system_impact,2013-02-15,B,data/studies/pdf/q110012_imp.pdf
Q11-0015,system_impact,2013-02-22,A,data/studies/pdf/q110015_imp.pdf
Q11-0027,system_impact,2013-02-24,B,data/studies/pdf/q110027_imp.pdf
Q11-0048,system_impact,2013-03-03,B,data/studies/pdf/q110048_imp.pdf
Q11-0056,system_impact,2013-03-04,B,data/studies/pdf/q110056_imp.pdf
Q11-0069,system_impact,2013-02-22,A,data/studies/pdf/q110069_imp.pdf
Q11-0019,system_impact,2013-03-22,C,data/studies/pdf/q110019_imp.pdf
Q11-0029,system_impact,2013-03-18,B,data/studies/pdf/q110029_imp.pdf
Q11-0032,system_impact,2013-03-16,B,data/studies/pdf/q110032_imp.pdf
Q11-0035,system_impact,2013-03-27,C,data/studies/pdf/q110035_imp.pdf
Q11-0076,system_impact,2013-03-16,B,data/studies/pdf/q110076_imp.pdf
Q11-0081,system_impact,2013-03-31,C,data/studies/pdf/q110081_imp.pdf
Q11-0090,system_impact,2013-03-25,B,data/studies/pdf/q110090_imp.pdf
Q12-0099,system_impact,2013-03-30,B,data/studies/pdf/q120099_imp.pdf
Q12-0102,system_impact,2013-03-28,B,data/studies/pdf/q120102_imp.pdf
Q12-0114,system_impact,2013-03-28,A,data/studies/pdf/q120114_imp.pdf
Q12-0122,system_impact,2013-03-31,C,data/studies/pdf/q120122_imp.pdf
Q11-0018,system_impact,2013-04-28,B,data/studies/pdf/q110018_imp.pdf
Q11-0039,system_impact,2013-05-03,C,data/studies/pdf/q110039_imp.pdf
Q11-0068,system_impact,2013-05-02,C,data/studies/pdf/q110068_imp.pdf
Q11-0074,system_impact,2013-04-15,B,data/studies/pdf/q110074_imp.pdf
Q12-0092,system_impact,2013-04-24,B,data/studies/pdf/q120092_imp.pdf
Q12-0108,system_impact,2013-04-20,C,data/studies/pdf/q120108_imp.pdf
Q12-0118,system_impact,2013-04-29,B,data/studies/pdf/q120118_imp.pdf
Q12-0119,system_impact,2013-04-21,C,data/studies/pdf/q120119_imp.pdf
Q12-0123,system_impact,2013-04-17,C,data/studies/pdf/q120123_imp.pdf
Q12-0129,system_impact,2013-04-26,B,data/studies/pdf/q120129_imp.pdf
Q11-0034,system_impact,2013-05-27,B,data/studies/pdf/q110034_imp.pdf
Q11-0046,system_impact,2013-06-02,B,data/studies/pdf/q110046_imp.pdf
Q11-0064,system_impact,2013-05-30,C,data/studies/pdf/q110064_imp.pdf
Q11-0066,system_impact,2013-05-26,A,data/studies/pdf/q110066_imp.pdf
Q12-0113,system_impact,2013-05-24,B,data/studies/pdf/q120113_imp.pdf
Q12-0125,system_impact,2013-05-16,B,data/studies/pdf/q120125_imp.pdf
Q11-0047,system_impact,2013-06-21,B,data/studies/pdf/q110047_imp.pdf
Q11-0072,system_impact,2013-07-04,C,data/studies/pdf/q110072_imp.pdf
Q11-0083,system_impact,2013-07-01,C,data/studies/pdf/q110083_imp.pdf
Q11-0087,system_impact,2013-07-02,C,data/studies/pdf/q110087_imp.pdf
Q12-0096,system_impact,2013-06-27,B,data/studies/pdf/q120096_imp.pdf
Q12-0110,system_impact,2013-06-24,B,data/studies/pdf/q120110_imp.pdf
Q12-0134,system_impact,2013-06-24,B,data/studies/pdf/q120134_imp.pdf
Q11-0055,system_impact,2013-07-28,B,data/studies/pdf/q110055_imp.pdf
Q11-0057,system_impact,2013-07-31,C,data/studies/pdf/q110057_imp.pdf
Q11-0088,system_impact,2013-08-18,B,data/studies/pdf/q110088_imp.pdf
Q12-0128,system_impact,2013-08-28,B,data/studies/pdf/q120128_imp.pdf
Q12-0139,system_impact,2013-08-30,B,data/studies/pdf/q120139_imp.pdf
Q12-0149,system_impact,2013-08-21,A,data/studies/pdf/q120149_imp.pdf
Q12-0161,system_impact,2013-08-19,B,data/studies/pdf/q120161_imp.pdf
Q12-0164,system_impact,2013-08-20,C,data/studies/pdf/q120164_imp.pdf
Q11-0058,system_impact,2013-10-01,C,data/studies/pdf/q110058_imp.pdf
Q11-0065,system_impact,2013-10-03,B,data/studies/pdf/q110065_imp.pdf
Q11-0086,system_impact,2013-09-15,B,data/studies/pdf/q110086_imp.pdf
Q12-0158,system_impact,2013-09-28,B,data/studies/pdf/q120158_imp.pdf
Q12-0168,system_impact,2013-10-01,B,data/studies/pdf/q120168_imp.pdf
Q12-0105,system_impact,2013-10-20,B,data/studies/pdf/q120105_imp.pdf
Q12-0107,system_impact,2013-10-30,B,data/studies/pdf/q120107_imp.pdf
Q12-0138,system_impact,2013-10-27,A,data/studies/pdf/q120138_imp.pdf
Q12-0189,system_impact,2013-10-19,B,data/studies/pdf/q120189_imp.pdf
Q11-0085,system_impact,2013-11-20,A,data/studies/pdf/q110085_imp.pdf
Q12-0093,system_impact,2013-11-16,B,data/studies/pdf/q120093_imp.pdf
Q12-0109,system_impact,2013-12-04,A,data/studies/pdf/q120109_imp.pdf
Q12-0133,system_impact,2013-11-29,C,data/studies/pdf/q120133_imp.pdf
Q12-0162,system_impact,2013-11-17,A,data/studies/pdf/q120162_imp.pdf
Q12-0098,system_impact,2013-12-20,C,data/studies/pdf/q120098_imp.pdf
Q12-0148,system_impact,2013-12-24,C,data/studies/pdf/q120148_imp.pdf
Q12-0165,system_impact,2013-12-31,B,data/studies/pdf/q120165_imp.pdf
Q12-0177,system_impact,2014-01-01,C,data/studies/pdf/q120177_imp.pdf
Q12-0094,system_impact,2014-01-19,A,data/studies/pdf/q120094_imp.pdf
Q12-0115,system_impact,2014-01-25,C,data/studies/pdf/q120115_imp.pdf
Q12-0117,system_impact,2014-01-28,C,data/studies/pdf/q120117_imp.pdf
Q12-0126,system_impact,2014-01-27,C,data/studies/pdf/q120126_imp.pdf
Q12-0170,system_impact,2014-01-20,C,data/studies/pdf/q120170_imp.pdf
Q12-0171,system_impact,2014-01-17,A,data/studies/pdf/q120171_imp.pdf
Q12-0174,system_impact,2014-02-02,B,data/studies/pdf/q120174_imp.pdf
Q12-0178,system_impact,2014-01-28,B,data/studies/pdf/q120178_imp.pdf
Q12-0179,system_impact,2014-01-23,A,data/studies/pdf/q120179_imp.pdf
Q12-0181,system_impact,2014-01-25,C,data/studies/pdf/q120181_imp.pdf
Q13-0203,system_impact,2014-01-16,B,data/studies/pdf/q130203_imp.pdf
Q12-0116,system_impact,2014-02-23,B,data/studies/pdf/q120116_imp.pdf
Q12-0146,system_impact,2014-03-05,B,data/studies/pdf/q120146_imp.pdf
Q12-0147,system_impact,2014-02-15,B,data/studies/pdf/q120147_imp.pdf
Q12-0154,system_impact,2014-03-03,B,data/studies/pdf/q120154_imp.pdf
Q12-0167,system_impact,2014-02-15,C,data/studies/pdf/q120167_imp.pdf
Q13-0191,system_impact,2014-02-23,B,data/studies/pdf/q130191_imp.pdf
Q13-0232,system_impact,2014-03-03,A,data/studies/pdf/q130232_imp.pdf
Q12-0097,system_impact,2014-03-31,C,data/studies/pdf/q120097_imp.pdf
Q12-0135,system_impact,2014-03-26,C,data/studies/pdf/q120135_imp.pdf
Q12-0153,system_impact,2014-04-01,C,data/studies/pdf/q120153_imp.pdf
Q12-0159,system_impact,2014-03-27,A,data/studies/pdf/q120159_imp.pdf
Q13-0202,system_impact,2014-03-25,B,data/studies/pdf/q130202_imp.pdf
Q12-0106,system_impact,2014-04-30,B,data/studies/pdf/q120106_imp.pdf
Q12-0120,system_impact,2014-04-24,B,data/studies/pdf/q120120_imp.pdf
Q12-0157,system_impact,2014-05-04,B,data/studies/pdf/q120157_imp.pdf
Q12-0173,system_impact,2014-04-28,B,data/studies/pdf/q120173_imp.pdf
Q13-0204,system_impact,2014-04-30,B,data/studies/pdf/q130204_imp.pdf
Q13-0215,system_impact,2014-04-30,B,data/studies/pdf/q130215_imp.pdf
Q13-0230,system_impact,2014-04-26,B,data/studies/pdf/q130230_imp.pdf
Q12-0124,system_impact,2014-05-25,B,data/studies/pdf/q120124_imp.pdf
Q12-0127,system_impact,2014-05-17,B,data/studies/pdf/q120127_imp.pdf
Q12-0136,system_impact,2014-06-01,A,data/studies/pdf/q120136_imp.pdf
Q12-0144,system_impact,2014-05-16,B,data/studies/pdf/q120144_imp.pdf
Q13-0206,system_impact,2014-05-16,B,data/studies/pdf/q130206_imp.pdf
Q12-0130,system_impact,2014-06-28,A,data/studies/pdf/q120130_imp.pdf
Q12-0137,system_impact,2014-06-26,B,data/studies/pdf/q120137_imp.pdf
Q12-0140,system_impact,2014-06-24,B,data/studies/pdf/q120140_imp.pdf
Q12-0151,system_impact,2014-07-01,B,data/studies/pdf/q120151_imp.pdf
Q12-0152,system_impact,2014-06-25,C,data/studies/pdf/q120152_imp.pdf
Q12-0176,system_impact,2014-06-26,B,data/studies/pdf/q120176_imp.pdf
Q13-0200,system_impact,2014-06-17,B,data/studies/pdf/q130200_imp.pdf
Q13-0213,system_impact,2014-06-22,C,data/studies/pdf/q130213_imp.pdf
Q13-0229,system_impact,2014-06-22,C,data/studies/pdf/q130229_imp.pdf
Q13-0250,system_impact,2014-06-28,A,data/studies/pdf/q130250_imp.pdf
Q13-0260,system_impact,2014-06-15,C,data/studies/pdf/q130260_imp.pdf
Q12-0145,system_impact,2014-07-30,C,data/studies/pdf/q120145_imp.pdf
Q13-0211,system_impact,2014-07-28,C,data/studies/pdf/q130211_imp.pdf
Q13-0231,system_impact,2014-07-29,C,data/studies/pdf/q130231_imp.pdf
Q13-0261,system_impact,2014-07-20,B,data/studies/pdf/q130261_imp.pdf
Q12-0142,system_impact,2014-08-29,A,data/studies/pdf/q120142_imp.pdf
Q12-0143,system_impact,2014-08-18,C,data/studies/pdf/q120143_imp.pdf
Q12-0156,system_impact,2014-08-26,A,data/studies/pdf/q120156_imp.pdf
Q12-0166,system_impact,2014-08-18,B,data/studies/pdf/q120166_imp.pdf
Q12-0169,system_impact,2014-08-23,B,data/studies/pdf/q120169_imp.pdf
Q12-0180,system_impact,2014-08-30,A,data/studies/pdf/q120180_imp.pdf
Q12-0190,system_impact,2014-08-25,B,data/studies/pdf/q120190_imp.pdf
Q13-0195,system_impact,2014-08-20,C,data/studies/pdf/q130195_imp.pdf
Q13-0209,system_impact,2014-08-20,B,data/studies/pdf/q130209_imp.pdf
Q13-0212,system_impact,2014-08-30,B,data/studies/pdf/q130212_imp.pdf
Q13-0216,system_impact,2014-08-16,B,data/studies/pdf/q130216_imp.pdf
Q13-0242,system_impact,2014-08-26,B,data/studies/pdf/q130242_imp.pdf
Q13-0248,system_impact,2014-08-23,B,data/studies/pdf/q130248_imp.pdf
Q12-0150,system_impact,2014-09-19,B,data/studies/pdf/q120150_imp.pdf
Q12-0182,system_impact,2014-09-15,A,data/studies/pdf/q120182_imp.pdf
Q13-0194,system_impact,2014-09-30,B,data/studies/pdf/q130194_imp.pdf
Q13-0197,system_impact,2014-09-23,C,data/studies/pdf/q130197_imp.pdf
Q13-0201,system_impact,2014-09-20,B,data/studies/pdf/q130201_imp.pdf
Q13-0214,system_impact,2014-09-25,C,data/studies/pdf/q130214_imp.pdf
Q13-0268,system_impact,2014-09-29,B,data/studies/pdf/q130268_imp.pdf
Q13-0281,system_impact,2014-09-18,A,data/studies/pdf/q130281_imp.pdf
Q13-0282,system_impact,2014-10-01,B,data/studies/pdf/q130282_imp.pdf
Q13-0289,system_impact,2014-09-19,B,data/studies/pdf/q130289_imp.pdf
Q12-0163,system_impact,2014-10-21,B,data/studies/pdf/q120163_imp.pdf
Q12-0175,system_impact,2014-10-23,C,data/studies/pdf/q120175_imp.pdf
Q12-0185,system_impact,2014-10-18,B,data/studies/pdf/q120185_imp.pdf
Q13-0221,system_impact,2014-10-18,C,data/studies/pdf/q130221_imp.pdf
Q13-0223,system_impact,2014-10-20,A,data/studies/pdf/q130223_imp.pdf
Q13-0258,system_impact,2014-10-17,C,data/studies/pdf/q130258_imp.pdf
Q13-0278,system_impact,2014-10-30,B,data/studies/pdf/q130278_imp.pdf
Q13-0294,system_impact,2014-10-31,B,data/studies/pdf/q130294_imp.pdf
Q12-0188,system_impact,2014-12-01,C,data/studies/pdf/q120188_imp.pdf
Q13-0207,system_impact,2014-11-30,C,data/studies/pdf/q130207_imp.pdf
Q13-0224,system_impact,2014-11-27,A,data/studies/pdf/q130224_imp.pdf
Q13-0227,system_impact,2014-11-27,C,data/studies/pdf/q130227_imp.pdf
Q13-0238,system_impact,2014-12-04,B,data/studies/pdf/q130238_imp.pdf
Q13-0295,system_impact,2014-11-17,B,data/studies/pdf/q130295_imp.pdf
Q12-0172,system_impact,2014-12-28,B,data/studies/pdf/q120172_imp.pdf
Q13-0192,system_impact,2015-01-01,A,data/studies/pdf/q130192_imp.pdf
Q13-0193,system_impact,2014-12-27,B,data/studies/pdf/q130193_imp.pdf
Q13-0228,system_impact,2014-12-18,B,data/studies/pdf/q130228_imp.pdf
Q13-0244,system_impact,2015-01-01,C,data/studies/pdf/q130244_imp.pdf
Q13-0247,system_impact,2014-12-25,C,data/studies/pdf/q130247_imp.pdf
Q13-0218,system_impact,2015-01-30,B,data/studies/pdf/q130218_imp.pdf
Q13-0241,system_impact,2015-01-17,B,data/studies/pdf/q130241_imp.pdf
Q13-0243,system_impact,2015-01-16,B,data/studies/pdf/q130243_imp.pdf
Q13-0263,system_impact,2015-01-25,C,data/studies/pdf/q130263_imp.pdf
Q13-0276,system_impact,2015-01-28,B,data/studies/pdf/q130276_imp.pdf
Q13-0285,system_impact,2015-01-29,B,data/studies/pdf/q130285_imp.pdf
Q12-0186,system_impact,2015-02-25,C,data/studies/pdf/q120186_imp.pdf
Q12-0187,system_impact,2015-02-28,B,data/studies/pdf/q120187_imp.pdf
Q13-0208,system_impact,2015-02-20,A,data/studies/pdf/q130208_imp.pdf
Q13-0219,system_impact,2015-02-26,B,data/studies/pdf/q130219_imp.pdf
Q13-0235,system_impact,2015-03-03,C,data/studies/pdf/q130235_imp.pdf
Q13-0236,system_impact,2015-03-01,B,data/studies/pdf/q130236_imp.pdf
Q13-0293,system_impact,2015-02-19,C,data/studies/pdf/q130293_imp.pdf
Q14-0307,system_impact,2015-02-28,B,data/studies/pdf/q140307_imp.pdf
Q13-0198,system_impact,2015-04-01,B,data/studies/pdf/q130198_imp.pdf
Q13-0199,system_impact,2015-04-02,C,data/studies/pdf/q130199_imp.pdf
Q13-0210,system_impact,2015-03-22,A,data/studies/pdf/q130210_imp.pdf
Q13-0222,system_impact,2015-03-31,B,data/studies/pdf/q130222_imp.pdf
Q13-0225,system_impact,2015-03-20,C,data/studies/pdf/q130225_imp.pdf
Q14-0319,system_impact,2015-03-21,B,data/studies/pdf/q140319_imp.pdf
Q14-0327,system_impact,2015-03-21,C,data/studies/pdf/q140327_imp.pdf
Q13-0220,system_impact,2015-04-20,C,data/studies/pdf/q130220_imp.pdf
Q13-0226,system_impact,2015-04-27,B,data/studies/pdf/q130226_imp.pdf
Q13-0233,system_impact,2015-05-02,B,data/studies/pdf/q130233_imp.pdf
Q13-0239,system_impact,2015-04-30,B,data/studies/pdf/q130239_imp.pdf
Q13-0253,system_impact,2015-04-26,C,data/studies/pdf/q130253_imp.pdf
Q13-0256,system_impact,2015-04-19,B,data/studies/pdf/q130256_imp.pdf
Q13-0274,system_impact,2015-04-20,B,data/studies/pdf/q130274_imp.pdf
Q13-0275,system_impact,2015-04-19,B,data/studies/pdf/q130275_imp.pdf
Q13-0284,system_impact,2015-04-20,B,data/studies/pdf/q130284_imp.pdf
Q14-0304,system_impact,2015-04-29,B,data/studies/pdf/q140304_imp.pdf
Q14-0305,system_impact,2015-04-28,B,data/studies/pdf/q140305_imp.pdf
Q13-0217,system_impact,2015-05-17,C,data/studies/pdf/q130217_imp.pdf
Q13-0237,system_impact,2015-05-24,B,data/studies/pdf/q130237_imp.pdf
Q13-0245,system_impact,2015-05-22,B,data/studies/pdf/q130245_imp.pdf
Q13-0249,system_impact,2015-05-19,C,data/studies/pdf/q130249_imp.pdf
Q13-0283,system_impact,2015-05-23,B,data/studies/pdf/q130283_imp.pdf
Q13-0287,system_impact,2015-05-26,A,data/studies/pdf/q130287_imp.pdf
Q14-0301,system_impact,2015-05-21,B,data/studies/pdf/q140301_imp.pdf
Q14-0313,system_impact,2015-06-01,C,data/studies/pdf/q140313_imp.pdf
Q14-0324,system_impact,2015-05-24,B,data/studies/pdf/q140324_imp.pdf
Q14-0336,system_impact,2015-06-03,C,data/studies/pdf/q140336_imp.pdf
Q14-0339,system_impact,2015-05-24,B,data/studies/pdf/q140339_imp.pdf
Q14-0341,system_impact,2015-05-28,B,data/studies/pdf/q140341_imp.pdf
Q14-0352,system_impact,2015-05-24,A,data/studies/pdf/q140352_imp.pdf
Q13-0240,system_impact,2015-06-18,C,data/studies/pdf/q130240_imp.pdf
Q13-0251,system_impact,2015-06-21,C,data/studies/pdf/q130251_imp.pdf
Q13-0272,system_impact,2015-06-29,C,data/studies/pdf/q130272_imp.pdf
Q13-0279,system_impact,2015-07-03,B,data/studies/pdf/q130279_imp.pdf
Q13-0300,system_impact,2015-06-23,B,data/studies/pdf/q130300_imp.pdf
Q14-0302,system_impact,2015-06-27,C,data/studies/pdf/q140302_imp.pdf
Q14-0303,system_impact,2015-06-15,B,data/studies/pdf/q140303_imp.pdf
Q14-0328,system_impact,2015-06-27,B,data/studies/pdf/q140328_imp.pdf
Q13-0252,system_impact,2015-07-31,A,data/studies/pdf/q130252_imp.pdf
Q13-0264,system_impact,2015-07-31,C,data/studies/pdf/q130264_imp.pdf
Q13-0290,system_impact,2015-07-25,B,data/studies/pdf/q130290_imp.pdf
Q14-0306,system_impact,2015-07-30,C,data/studies/pdf/q140306_imp.pdf
Q14-0335,system_impact,2015-07-25,C,data/studies/pdf/q140335_imp.pdf
Q14-0343,system_impact,2015-07-26,C,data/studies/pdf/q140343_imp.pdf
Q13-0255,system_impact,2015-08-16,B,data/studies/pdf/q130255_imp.pdf
Q13-0277,system_impact,2015-08-24,B,data/studies/pdf/q130277_imp.pdf
Q13-0286,system_impact,2015-08-19,C,data/studies/pdf/q130286_imp.pdf
Q13-0292,system_impact,2015-08-22,A,data/studies/pdf/q130292_imp.pdf
Q13-0297,system_impact,2015-08-27,B,data/studies/pdf/q130297_imp.pdf
Q13-0299,system_impact,2015-08-19,B,data/studies/pdf/q130299_imp.pdf
Q14-0318,system_impact,2015-08-23,A,data/studies/pdf/q140318_imp.pdf
Q14-0325,system_impact,2015-08-18,C,data/studies/pdf/q140325_imp.pdf
Q13-0254,system_impact,2015-09-18,C,data/studies/pdf/q130254_imp.pdf
Q13-0257,system_impact,2015-09-16,B,data/studies/pdf/q130257_imp.pdf
Q13-0259,system_impact,2015-10-04,C,data/studies/pdf/q130259_imp.pdf
Q13-0265,system_impact,2015-09-18,B,data/studies/pdf/q130265_imp.pdf
Q14-0308,system_impact,2015-09-21,B,data/studies/pdf/q140308_imp.pdf
Q14-0326,system_impact,2015-09-26,A,data/studies/pdf/q140326_imp.pdf
Q14-0348,system_impact,2015-09-27,C,data/studies/pdf/q140348_imp.pdf
Q14-0363,system_impact,2015-09-25,B,data/studies/pdf/q140363_imp.pdf
Q14-0370,system_impact,2015-09-25,B,data/studies/pdf/q140370_imp.pdf
Q14-0376,system_impact,2015-09-26,C,data/studies/pdf/q140376_imp.pdf
Q14-0387,system_impact,2015-10-02,B,data/studies/pdf/q140387_imp.pdf
Q14-0395,system_impact,2015-09-21,B,data/studies/pdf/q140395_imp.pdf
Q13-0288,system_impact,2015-10-15,B,data/studies/pdf/q130288_imp.pdf
Q14-0312,system_impact,2015-10-18,A,data/studies/pdf/q140312_imp.pdf
Q14-0314,system_impact,2015-10-23,A,data/studies/pdf/q140314_imp.pdf
Q14-0320,system_impact,2015-10-20,B,data/studies/pdf/q140320_imp.pdf
Q14-0332,system_impact,2015-10-22,C,data/studies/pdf/q140332_imp.pdf
Q14-0347,system_impact,2015-10-28,B,data/studies/pdf/q140347_imp.pdf
Q14-0362,system_impact,2015-10-19,A,data/studies/pdf/q140362_imp.pdf
Q14-0377,system_impact,2015-10-28,C,data/studies/pdf/q140377_imp.pdf
Q14-0386,system_impact,2015-10-28,A,data/studies/pdf/q140386_imp.pdf
Q14-0391,system_impact,2015-10-20,B,data/studies/pdf/q140391_imp.pdf
Q13-0269,system_impact,2015-12-01,B,data/studies/pdf/q130269_imp.pdf
Q13-0296,system_impact,2015-11-30,B,data/studies/pdf/q130296_imp.pdf
Q14-0310,system_impact,2015-11-28,A,data/studies/pdf/q140310_imp.pdf
Q14-0321,system_impact,2015-11-19,B,data/studies/pdf/q140321_imp.pdf
Q14-0323,system_impact,2015-11-27,C,data/studies/pdf/q140323_imp.pdf
Q14-0373,system_impact,2015-11-18,B,data/studies/pdf/q140373_imp.pdf
Q14-0381,system_impact,2015-11-29,B,data/studies/pdf/q140381_imp.pdf
Q14-0382,system_impact,2015-11-18,B,data/studies/pdf/q140382_imp.pdf
Q14-0384,system_impact,2015-11-24,A,data/studies/pdf/q140384_imp.pdf
Q13-0298,system_impact,2015-12-30,B,data/studies/pdf/q130298_imp.pdf
Q14-0334,system_impact,2016-01-01,B,data/studies/pdf/q140334_imp.pdf
Q14-0337,system_impact,2015-12-20,B,data/studies/pdf/q140337_imp.pdf
Q14-0398,system_impact,2015-12-22,B,data/studies/pdf/q140398_imp.pdf
Q14-0403,system_impact,2015-12-25,B,data/studies/pdf/q140403_imp.pdf
Q14-0411,system_impact,2015-12-28,B,data/studies/pdf/q140411_imp.pdf
Q15-0437,system_impact,2015-12-24,B,data/studies/pdf/q150437_imp.pdf
Q14-0361,system_impact,2016-01-30,A,data/studies/pdf/q140361_imp.pdf
Q14-0389,system_impact,2016-01-20,C,data/studies/pdf/q140389_imp.pdf
Q14-0397,system_impact,2016-01-28,B,data/studies/pdf/q140397_imp.pdf
Q14-0309,system_impact,2016-02-24,C,data/studies/pdf/q140309_imp.pdf
Q14-0338,system_impact,2016-02-25,C,data/studies/pdf/q140338_imp.pdf
Q14-0353,system_impact,2016-02-25,B,data/studies/pdf/q140353_imp.pdf
Q14-0364,system_impact,2016-02-15,A,data/studies/pdf/q140364_imp.pdf
Q14-0380,system_impact,2016-02-29,A,data/studies/pdf/q140380_imp.pdf
Q14-0402,system_impact,2016-02-15,B,data/studies/pdf/q140402_imp.pdf
Q14-0354,system_impact,2016-03-20,C,data/studies/pdf/q140354_imp.pdf
Q14-0357,system_impact,2016-03-20,B,data/studies/pdf/q140357_imp.pdf
Q14-0374,system_impact,2016-03-24,A,data/studies/pdf/q140374_imp.pdf
Q14-0392,system_impact,2016-03-19,A,data/studies/pdf/q140392_imp.pdf
Q14-0412,system_impact,2016-03-17,A,data/studies/pdf/q140412_imp.pdf
Q14-0413,system_impact,2016-03-28,C,data/studies/pdf/q140413_imp.pdf
Q15-0431,system_impact,2016-03-15,A,data/studies/pdf/q150431_imp.pdf
Q15-0433,system_impact,2016-03-24,A,data/studies/pdf/q150433_imp.pdf
Q15-0436,system_impact,2016-03-16,A,data/studies/pdf/q150436_imp.pdf
Q15-0447,system_impact,2016-03-15,C,data/studies/pdf/q150447_imp.pdf
Q15-0454,system_impact,2016-03-23,A,data/studies/pdf/q150454_imp.pdf
Q15-0459,system_impact,2016-03-26,C,data/studies/pdf/q150459_imp.pdf
Q14-0311,system_impact,2016-04-20,A,data/studies/pdf/q140311_imp.pdf
Q14-0329,system_impact,2016-05-03,A,data/studies/pdf/q140329_imp.pdf
Q14-0342,system_impact,2016-04-19,C,data/studies/pdf/q140342_imp.pdf
Q14-0346,system_impact,2016-04-27,A,data/studies/pdf/q140346_imp.pdf
