datetime,constraint_name,shadow_price,flow_mw
2016-04-06 08:00:00,POSSUM PT 345/138kV Auto,10.62,206.4
2016-04-06 08:00:00,JAJOME 3403 138-69 kV TX Bank 1,2000.0,105.1
2016-04-06 08:00:00,JAJOME 3403 138/69 kV Transformer T2,2000.0,105.1
2016-04-06 08:00:00,MCCLELLAN AR - SPATSUM LORNEX 138 KV,1054.87,260.5
2016-04-06 08:00:00,PENCE - AMOS 345 KV,6.71,1131.0
2016-04-06 08:00:00,PLAINS - ELK GROVE 100 KV,1812.51,135.2
2016-05-31 18:00:00,MULTITRADE OF PITTSYLVANIA LP - NORTHEASTERN 138 KV,1.36,243.7
2016-05-31 18:00:00,OTSEGO - CARL BAILEY 138 KV,16.88,241.1
2016-05-31 18:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,27.51,237.3
2016-05-31 18:00:00,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV,110.87,164.7
2016-05-31 18:00:00,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV,25.21,229.3
2016-05-31 18:00:00,SOMERVILLE - LOGANS FERRY 138 KV,5.41,250.5
2016-05-31 18:00:00,HIGHGROVE - CTR SUBSTATION 138 KV,6.46,238.9
2016-05-31 18:00:00,SPINGVILLE - CONOWINGO 138 KV Line,56.05,245.9
2016-05-31 18:00:00,PINEVILLE - E HAGERSTOWN 138 KV line,148.2,260.6
2016-05-31 18:00:00,BEAR - CLOVER 345 KV,16.31,1432.2
2016-05-31 18:00:00,POSSUM PT 345/138kV Auto,1.31,206.4
2016-05-31 18:00:00,MCCLELLAN AR - SPATSUM LORNEX 138 KV,493.82,260.5
2016-05-31 18:00:00,PENCE - AMOS 345 KV,12.77,1131.0
2016-05-31 18:00:00,KILLEN 100/1kV XFMR,76.9,191.3
2016-05-31 18:00:00,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV,13.7,489.2
2016-05-31 18:00:00,CONCORD - BLUEBONNET 230 KV L,3.67,434.8
2016-06-20 17:00:00,OTSEGO - CARL BAILEY 138 KV,61.32,241.1
2016-06-20 17:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,71.63,237.3
2016-06-20 17:00:00,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV,120.14,164.7
2016-06-20 17:00:00,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV,53.0,229.3
2016-06-20 17:00:00,SOMERVILLE - LOGANS FERRY 138 KV,6.01,250.5
2016-06-20 17:00:00,HIGHGROVE - CTR SUBSTATION 138 KV,6.76,238.9
2016-06-20 17:00:00,SPINGVILLE - CONOWINGO 138 KV Line,60.08,245.9
2016-06-20 17:00:00,CAMERON - PLUESS 138 KV,86.7,224.1
2016-06-20 17:00:00,BEAR - CLOVER 345 KV,17.92,1432.2
2016-06-20 17:00:00,POSSUM PT 345/138kV Auto,0.86,206.3
2016-06-20 17:00:00,PENCE - AMOS 345 KV,15.74,1131.0
2016-06-20 17:00:00,KILLEN 100/1kV XFMR,82.34,191.3
2016-06-20 17:00:00,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV,36.05,489.2
2016-06-20 17:00:00,CONCORD - BLUEBONNET 230 KV L,17.44,434.8
2016-06-20 17:00:00,EDES - WOMMACK 100 KV L,162.44,137.3
2016-06-20 17:00:00,BROWN PLANT - MORRIS COGENERATION LLC 230 KV Line 2,23.12,653.1
2016-07-25 16:00:00,OTSEGO - CARL BAILEY 138 KV,193.49,241.1
2016-07-25 16:00:00,JARRETT - HEATON 138 KV,55.69,239.6
2016-07-25 16:00:00,CHILLIWICK - 26TH AND F 138 KV,57.04,233.2
2016-07-25 16:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,180.95,237.3
2016-07-25 16:00:00,LIBERTY ELECTRIC POWER PLANT - LAKE CATHERINE 138 KV,78.2,254.4
2016-07-25 16:00:00,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV,227.52,229.3
2016-07-25 16:00:00,SOMERVILLE - LOGANS FERRY 138 KV,9.33,250.5
2016-07-25 16:00:00,HIGHGROVE - CTR SUBSTATION 138 KV,2.36,238.9
2016-07-25 16:00:00,SPINGVILLE - CONOWINGO 138 KV Line,205.53,245.9
2016-07-25 16:00:00,PEBBLEDALE - TABER 138 KV,0.85,200.1
2016-07-25 16:00:00,DODD ROAD - PERRYMAN 138 KV line,23.45,263.7
2016-07-25 16:00:00,BEAR - CLOVER 345 KV,13.23,1432.2
2016-07-25 16:00:00,PINE RIVER ALTE - STATE SCHOOL 138 KV Line,24.18,229.9
2016-07-25 16:00:00,FLUVANNA P.S - LOUISA GENERATION FACILITY SUBSTATION 345 KV,2.75,1425.9
2016-07-25 16:00:00,MCCARTNEY - PARSONS TAP 138 KV L,56.36,274.9
2016-07-25 16:00:00,DAVIS DRIVE - DRANESVILLE 138 KV line,97.18,250.8
2016-07-25 16:00:00,DRANESVILLE - CASTLETON ENERGY CTR 138 KV Ckt 1,1085.75,277.8
2016-07-25 16:00:00,SANGER - EAST LONGMEADOW 138 KV,156.45,257.1
2016-07-25 16:00:00,PENCE - AMOS 345 KV,4.62,1131.0
2016-07-25 16:00:00,HOLLYWOOD PARK SUBSTATION - MARITIME 100 KV,48.1,149.3
2016-07-25 16:00:00,MEMORIAL - HOMELAKE 100 KV,31.25,148.3
2016-07-25 16:00:00,KILLEN 100/1kV XFMR,150.53,191.3
2016-07-25 16:00:00,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV,19.53,489.2
2016-07-25 16:00:00,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line,125.53,136.1
2016-07-25 16:00:00,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV,3.22,505.0
2016-07-25 16:00:00,CONCORD - BLUEBONNET 230 KV L,10.56,434.8
2016-08-12 16:00:00,INMAN - STONE 138 KV,2.56,270.7
2016-08-12 16:00:00,OTSEGO - CARL BAILEY 138 KV,100.22,241.1
2016-08-12 16:00:00,CHILLIWICK - 26TH AND F 138 KV,10.82,233.2
2016-08-12 16:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,171.56,237.3
2016-08-12 16:00:00,LIBERTY ELECTRIC POWER PLANT - LAKE CATHERINE 138 KV,31.5,254.4
2016-08-12 16:00:00,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV,150.77,229.3
2016-08-12 16:00:00,SOMERVILLE - LOGANS FERRY 138 KV,9.59,250.5
2016-08-12 16:00:00,SPINGVILLE - CONOWINGO 138 KV Line,174.96,245.9
2016-08-12 16:00:00,PINEVILLE - E HAGERSTOWN 138 KV line,177.41,260.6
2016-08-12 16:00:00,BEAR - CLOVER 345 KV,5.28,1432.2
2016-08-12 16:00:00,FLUVANNA P.S - LOUISA GENERATION FACILITY SUBSTATION 345 KV,7.23,1425.9
2016-08-12 16:00:00,MCCARTNEY - PARSONS TAP 138 KV L,48.28,274.9
2016-08-12 16:00:00,SIDEBURN - KEENE MILL 138 KV,2000.0,187.2
2016-08-12 16:00:00,MORRISVILLE - SOWEGO DP 138 KV Line,11.28,290.8
2016-08-12 16:00:00,PENCE - AMOS 345 KV,6.77,1131.0
2016-08-12 16:00:00,MEMORIAL - HOMELAKE 100 KV,17.35,148.3
2016-08-12 16:00:00,KILLEN 100/1kV XFMR,143.62,191.3
2016-08-12 16:00:00,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV,27.62,489.2
2016-08-12 16:00:00,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line,55.05,136.1
2016-08-12 16:00:00,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV,2.35,505.0
2016-08-12 16:00:00,CONCORD - BLUEBONNET 230 KV L,5.56,434.8
2016-09-08 17:00:00,CRAWFORDSVILLE POWER PLANT - PINE TREE ACRES 138 KV,1.35,264.5
2016-09-08 17:00:00,OTSEGO - CARL BAILEY 138 KV,99.36,241.1
2016-09-08 17:00:00,CURECANTI - MOSER GENERATING STA SUBSTATION 345 KV,7.3,970.5
2016-09-08 17:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,90.21,237.3
2016-09-08 17:00:00,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV,129.42,164.7
2016-09-08 17:00:00,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV,74.69,229.3
2016-09-08 17:00:00,SOMERVILLE - LOGANS FERRY 138 KV,9.05,250.5
2016-09-08 17:00:00,SPINGVILLE - CONOWINGO 138 KV Line,30.82,245.9
2016-09-08 17:00:00,PINEVILLE - E HAGERSTOWN 138 KV line,75.95,260.6
2016-09-08 17:00:00,BEAR - CLOVER 345 KV,24.27,1432.2
2016-09-08 17:00:00,MCCARTNEY - PARSONS TAP 138 KV L,13.56,274.9
2016-09-08 17:00:00,PENCE - AMOS 345 KV,12.98,1131.0
2016-09-08 17:00:00,WINDMILL - EAST BROAD ST 100 KV,36.55,148.0
2016-09-08 17:00:00,MEMORIAL - HOMELAKE 100 KV,25.38,148.3
2016-09-08 17:00:00,KILLEN 100/1kV XFMR,140.56,191.3
2016-09-08 17:00:00,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV,8.66,489.2
2016-09-08 17:00:00,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line,205.94,136.1
2016-09-08 17:00:00,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV,5.75,505.0
2016-09-08 17:00:00,CONCORD - BLUEBONNET 230 KV L,0.8,434.8
2016-10-19 17:00:00,SAN FELIPE - REDUCTION 161 KV line,236.1,220.3
2016-10-19 17:00:00,PROGRESS 138 kV/1 kV Transformer Bank,239.38,101.4
2016-10-19 17:00:00,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line,2.76,211.3
2016-10-19 17:00:00,OTSEGO - CARL BAILEY 138 KV,128.13,241.1
2016-10-19 17:00:00,SOMERVILLE - LOGANS FERRY 138 KV,2.55,250.5
2016-10-19 17:00:00,HIGHGROVE - CTR SUBSTATION 138 KV,10.6,238.9
2016-10-19 17:00:00,SPINGVILLE - CONOWINGO 138 KV Line,34.0,245.9
2016-10-19 17:00:00,BEAR - CLOVER 345 KV,6.19,1432.2
2016-10-19 17:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,4.86,233.5
2016-10-19 17:00:00,WALTHALL - HAGGIN 138 KV,15.24,235.8
2016-10-19 17:00:00,POSSUM PT 345/138kV Auto,8.39,206.4
2016-10-19 17:00:00,JAJOME 3403 138/69 kV Transformer T2,191.09,102.3
2016-10-19 17:00:00,MCCLELLAN AR - SPATSUM LORNEX 138 KV,2000.0,277.5
2016-10-19 17:00:00,PENCE - AMOS 345 KV,3.51,1131.0
2016-10-19 17:00:00,HOT SPRINGS - SOUTHSIDE WASTEWATER TREATMENT PLANT 100 KV,11.0,112.5
2016-10-19 17:00:00,PLAINS - ELK GROVE 100 KV,88.33,135.2
2016-11-21 19:00:00,SAN FELIPE - REDUCTION 161 KV line,287.63,220.3
2016-11-21 19:00:00,PROGRESS 138 kV/1 kV Transformer Bank,260.7,101.4
2016-11-21 19:00:00,COW CREEK - MARBLEHEAD N 138 KV,2.96,260.2
2016-11-21 19:00:00,OTSEGO - CARL BAILEY 138 KV,80.17,241.1
2016-11-21 19:00:00,SOMERVILLE - LOGANS FERRY 138 KV,5.25,250.5
2016-11-21 19:00:00,REHOBOTH - ESS LEWES 138 KV,25.09,177.5
2016-11-21 19:00:00,HIGHGROVE - CTR SUBSTATION 138 KV,11.0,238.9
2016-11-21 19:00:00,SPINGVILLE - CONOWINGO 138 KV Line,25.92,245.9
2016-11-21 19:00:00,BEAR - CLOVER 345 KV,7.94,1432.2
2016-11-21 19:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,4.45,233.5
2016-11-21 19:00:00,WALTHALL - HAGGIN 138 KV,13.3,235.8
2016-11-21 19:00:00,POSSUM PT 345/138kV Auto,8.64,206.3
2016-11-21 19:00:00,JAJOME 3403 138-69 kV TX Bank 1,178.73,102.3
2016-11-21 19:00:00,MCCLELLAN AR - SPATSUM LORNEX 138 KV,681.8,260.5
2016-11-21 19:00:00,PENCE - AMOS 345 KV,9.92,1131.0
2016-11-21 19:00:00,KILLEN 100/1kV XFMR,38.84,191.3
2016-12-15 19:00:00,GUILBEAU ELECTRIC - OAK HALL 138 KV,8.34,193.9
2016-12-15 19:00:00,OTSEGO - CARL BAILEY 138 KV,4.77,241.1
2016-12-15 19:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,9.98,237.3
2016-12-15 19:00:00,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV,154.19,164.7
2016-12-15 19:00:00,SOMERVILLE - LOGANS FERRY 138 KV,11.88,250.5
2016-12-15 19:00:00,HIGHGROVE - CTR SUBSTATION 138 KV,10.35,238.9
2016-12-15 19:00:00,DAM NO. 4 HYDRO STATION - GRAVEL RIDGE 138 KV,32.57,218.7
2016-12-15 19:00:00,BEAR - CLOVER 345 KV,12.23,1432.2
2016-12-15 19:00:00,MECKLENBURG POWER STA - PERSON 345 KV,5.51,1409.5
2016-12-15 19:00:00,WALTHALL - HAGGIN 138 KV,1.16,235.8
2016-12-15 19:00:00,POSSUM PT 345/138kV Auto,2.95,206.4
2016-12-15 19:00:00,PENCE - AMOS 345 KV,4.27,1131.0
2016-12-15 19:00:00,MEMORIAL - HOMELAKE 100 KV,39.86,148.3
2016-12-15 19:00:00,KILLEN 100/1kV XFMR,150.91,191.3
2016-12-15 19:00:00,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV,21.44,489.2
2016-12-15 19:00:00,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line,83.2,136.1
2016-12-15 19:00:00,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV,3.1,505.0
2016-12-15 19:00:00,CONCORD - BLUEBONNET 230 KV L,14.23,434.8
2016-12-15 19:00:00,OLIVE - LSI JENNINGS 100 KV Cir. 1,2000.0,158.5
2012-01-03 19:00:00,OTSEGO - CARL BAILEY 138 KV,16.65,277.1
2012-01-03 19:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,33.96,910.1
2012-01-03 19:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,5.76,197.2
2012-01-03 19:00:00,MESSICK - FIVE CHANNELS 138 KV,8.21,189.4
2012-01-03 19:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,1.15,233.6
2012-01-03 19:00:00,WALTHALL - HAGGIN 138 KV,4.97,235.8
2012-01-03 19:00:00,POSSUM PT 345/138kV Auto,5.23,304.4
2012-01-03 19:00:00,MOHAWK - AES SUBSTATION 100 KV,63.91,172.4
2012-01-03 19:00:00,ROUSE - BAYPORT SW STA 230 KV,0.97,672.9
2012-01-03 19:00:00,SHADY OAKS WIND FARM - ALDER 230 KV,341.05,809.9
2012-02-13 08:00:00,SAN FELIPE - REDUCTION 161 KV line,329.84,220.3
2012-02-13 08:00:00,PROGRESS 138 kV/1 kV Transformer Bank,282.1,102.2
2012-02-13 08:00:00,OTSEGO - CARL BAILEY 138 KV,23.36,277.1
2012-02-13 08:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,5.53,197.2
2012-02-13 08:00:00,OTTER - S COLTON 138 KV Circuit 1,30.86,288.9
2012-02-13 08:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,5.83,233.5
2012-02-13 08:00:00,CALISTOGA 199 - ELMO 138 KV,36.72,186.0
2012-02-13 08:00:00,WALTHALL - HAGGIN 138 KV,16.83,235.8
2012-03-05 20:00:00,SAN FELIPE - REDUCTION 161 KV line,384.58,220.3
2012-03-05 20:00:00,PROGRESS 138 kV/1 kV Transformer Bank,323.96,102.2
2012-03-05 20:00:00,OTSEGO - CARL BAILEY 138 KV,31.44,277.1
2012-03-05 20:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,9.81,197.2
2012-03-05 20:00:00,N FOND DU LAC - SANDY VLY 138 KV,47.08,245.6
2012-03-05 20:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,3.6,233.5
2012-03-05 20:00:00,WALTHALL - HAGGIN 138 KV,10.02,235.8
2012-04-16 21:00:00,SAN FELIPE - REDUCTION 161 KV line,379.75,220.3
2012-04-16 21:00:00,PROGRESS 138 kV/1 kV Transformer Bank,328.11,102.2
2012-04-16 21:00:00,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line,1.18,211.3
2012-04-16 21:00:00,OTSEGO - CARL BAILEY 138 KV,94.47,277.1
2012-04-16 21:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,4.94,197.2
2012-04-16 21:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,6.7,233.5
2012-04-16 21:00:00,WALTHALL - HAGGIN 138 KV,17.97,235.8
2012-04-16 21:00:00,SPATSUM LORNEX - LATAH JUNCTION 138 KV,242.64,256.5
2012-04-16 21:00:00,CONCORD - BLUEBONNET 230 KV L,7.47,498.5
2012-05-29 17:00:00,OTSEGO - CARL BAILEY 138 KV,125.94,277.1
2012-05-29 17:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,7.05,284.4
2012-05-29 17:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,36.86,910.1
2012-05-29 17:00:00,CONCORD - BLUEBONNET 230 KV L,6.58,498.5
2012-06-21 17:00:00,OTSEGO - CARL BAILEY 138 KV,98.12,277.1
2012-06-21 17:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,36.93,284.4
2012-06-21 17:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,45.65,910.1
2012-06-21 17:00:00,MESSICK - FIVE CHANNELS 138 KV,2.85,189.4
2012-06-21 17:00:00,ROUSE - BAYPORT SW STA 230 KV,2.63,672.9
2012-07-18 15:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,45.71,284.4
2012-07-18 15:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,46.8,910.1
2012-07-18 15:00:00,MESSICK - FIVE CHANNELS 138 KV,161.89,189.4
2012-07-18 15:00:00,KENSINGTON - LINDEN 138 KV Ckt 2,44.68,315.4
2012-07-18 15:00:00,ROUSE - BAYPORT SW STA 230 KV,2.29,672.9
2012-07-18 15:00:00,N BRANCH - S CANTON 100 KV Cir. 1,75.83,185.4
2012-07-18 15:00:00,CONCORD - BLUEBONNET 230 KV L,10.17,498.5
2012-08-03 16:00:00,BRIDGEPORT - LAKE CATHERINE 138 KV,7.18,284.4
2012-08-03 16:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,43.07,910.1
2012-08-03 16:00:00,THURMONT - DRY GAP 138 KV,94.87,244.5
2012-08-03 16:00:00,ROUSE - BAYPORT SW STA 230 KV,1.1,672.9
2012-08-03 16:00:00,CONCORD - BLUEBONNET 230 KV L,12.96,498.5
2012-09-07 17:00:00,OTSEGO - CARL BAILEY 138 KV,89.13,277.1
2012-09-07 17:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,34.79,910.1
2012-09-07 17:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,0.94,197.2
2012-09-07 17:00:00,WALTHALL - HAGGIN 138 KV,0.92,235.8
2012-09-07 17:00:00,POSSUM PT 345/138kV Auto,0.72,304.4
2012-10-03 20:00:00,SAN FELIPE - REDUCTION 161 KV line,395.54,220.3
2012-10-03 20:00:00,PROGRESS 138 kV/1 kV Transformer Bank,337.31,102.2
2012-10-03 20:00:00,OTSEGO - CARL BAILEY 138 KV,87.6,277.1
2012-10-03 20:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,5.84,197.2
2012-10-03 20:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,7.1,233.5
2012-10-03 20:00:00,WALTHALL - HAGGIN 138 KV,18.84,235.8
2012-10-03 20:00:00,SPATSUM LORNEX - LATAH JUNCTION 138 KV,242.9,256.5
2012-11-27 18:00:00,SAN FELIPE - REDUCTION 161 KV line,324.88,220.3
2012-11-27 18:00:00,PROGRESS 138 kV/1 kV Transformer Bank,275.55,102.2
2012-11-27 18:00:00,OTSEGO - CARL BAILEY 138 KV,69.72,277.1
2012-11-27 18:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,3.77,197.2
2012-11-27 18:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,5.67,233.5
2012-11-27 18:00:00,WALTHALL - HAGGIN 138 KV,15.8,235.8
2012-11-27 18:00:00,SPATSUM LORNEX - LATAH JUNCTION 138 KV,122.17,256.5
2012-12-26 18:00:00,SAN FELIPE - REDUCTION 161 KV line,291.87,220.3
2012-12-26 18:00:00,PROGRESS 138 kV/1 kV Transformer Bank,241.29,102.2
2012-12-26 18:00:00,OTSEGO - CARL BAILEY 138 KV,54.75,277.1
2012-12-26 18:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,7.43,197.2
2012-12-26 18:00:00,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line,4.14,233.6
2012-12-26 18:00:00,WALTHALL - HAGGIN 138 KV,12.59,235.8
2012-12-26 18:00:00,HOLLYWOOD PARK SUBSTATION - MARITIME 100 KV,45.16,155.6
2012-12-26 18:00:00,TOLEDO BEND - WHARTON SUBSTATION 230 KV,7.33,521.7
2013-01-22 19:00:00,OTSEGO - CARL BAILEY 138 KV,3.44,277.1
2013-01-22 19:00:00,TYRONE PHELPS DODGE - WILSON DAM 138 KV,7.94,279.5
2013-01-22 19:00:00,WALLENPAUPACK SUBSTATION 500/345 kV TX,30.35,910.1
2013-01-22 19:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV,4.52,197.2
2013-01-22 19:00:00,MESSICK - FIVE CHANNELS 138 KV,2.62,189.4
2013-01-22 19:00:00,WALTHALL - HAGGIN 138 KV,3.92,235.8
2013-01-22 19:00:00,POSSUM PT 345/138kV Auto,4.05,304.4
