project_id,date,status
Q12-0094,2012-01-12,queued
Q12-0095,2012-01-16,queued
Q12-0096,2012-01-16,queued
Q12-0097,2012-01-20,queued
Q12-0098,2012-01-21,queued
Q12-0099,2012-01-24,queued
Q12-0100,2012-01-26,queued
Q12-0101,2012-01-26,queued
Q12-0102,2012-02-02,queued
Q12-0103,2012-02-04,queued
Q12-0104,2012-02-13,queued
Q12-0105,2012-02-13,queued
Q12-0106,2012-02-18,queued
Q12-0107,2012-02-20,queued
Q12-0108,2012-02-20,queued
Q12-0109,2012-02-25,queued
Q12-0110,2012-02-26,queued
Q12-0111,2012-02-27,queued
Q12-0112,2012-03-03,queued
Q12-0113,2012-03-09,queued
Q12-0114,2012-03-09,queued
Q12-0115,2012-03-11,queued
Q11-0003,2012-03-12,withdrawn
Q12-0116,2012-03-16,queued
Q12-0117,2012-03-21,queued
Q12-0118,2012-03-22,queued
Q12-0119,2012-03-24,queued
Q12-0120,2012-03-26,queued
Q12-0121,2012-04-02,queued
Q12-0122,2012-04-04,queued
Q12-0123,2012-04-08,queued
Q11-0075,2012-04-09,withdrawn
Q12-0124,2012-04-11,queued
Q12-0125,2012-04-17,queued
Q12-0126,2012-04-21,queued
Q12-0127,2012-04-24,queued
Q11-0067,2012-05-05,withdrawn
Q12-0128,2012-05-11,queued
Q12-0129,2012-05-11,queued
Q12-0130,2012-05-13,queued
Q12-0131,2012-05-15,queued
Q12-0132,2012-06-03,queued
Q12-0133,2012-06-04,queued
Q12-0134,2012-06-06,queued
Q12-0135,2012-06-07,queued
Q12-0136,2012-06-10,queued
Q12-0137,2012-06-13,queued
Q12-0138,2012-06-16,queued
Q12-0139,2012-06-16,queued
Q12-0140,2012-06-26,queued
Q11-0054,2012-06-30,withdrawn
Q12-0103,2012-06-30,withdrawn
Q12-0141,2012-07-07,queued
Q12-0142,2012-07-10,queued
Q12-0143,2012-07-13,queued
Q12-0144,2012-07-20,queued
Q12-0145,2012-07-25,queued
Q12-0146,2012-07-25,queued
Q12-0147,2012-07-31,queued
Q12-0148,2012-08-11,queued
Q12-0149,2012-08-12,queued
Q11-0070,2012-08-19,withdrawn
Q12-0150,2012-08-23,queued
Q12-0151,2012-08-27,queued
Q12-0152,2012-08-31,queued
Q12-0153,2012-09-01,queued
Q12-0154,2012-09-02,queued
Q12-0101,2012-09-06,withdrawn
Q12-0155,2012-09-08,queued
Q12-0156,2012-09-10,queued
Q12-0157,2012-09-13,queued
Q12-0131,2012-09-16,withdrawn
Q12-0158,2012-09-16,queued
Q12-0159,2012-09-26,queued
Q12-0160,2012-10-01,queued
Q12-0161,2012-10-02,queued
Q12-0162,2012-10-05,queued
Q12-0163,2012-10-08,queued
Q12-0164,2012-10-10,queued
Q12-0165,2012-10-11,queued
Q11-0009,2012-10-18,withdrawn
Q12-0166,2012-10-20,queued
Q12-0167,2012-10-24,queued
Q12-0168,2012-10-27,queued
Q12-0169,2012-10-31,queued
Q12-0170,2012-10-31,queued
Q12-0171,2012-11-03,queued
Q12-0172,2012-11-08,queued
Q12-0173,2012-11-15,queued
Q12-0174,2012-11-15,queued
Q12-0175,2012-11-15,queued
Q12-0176,2012-11-16,queued
Q12-0177,2012-11-19,queued
Q12-0178,2012-11-25,queued
Q12-0179,2012-11-26,queued
Q12-0180,2012-11-28,queued
Q12-0181,2012-12-02,queued
Q12-0182,2012-12-05,queued
Q12-0183,2012-12-07,queued
Q12-0184,2012-12-10,queued
Q12-0185,2012-12-10,queued
Q12-0186,2012-12-19,queued
Q12-0187,2012-12-20,queued
Q12-0188,2012-12-21,queued
Q12-0189,2012-12-24,queued
Q12-0190,2012-12-29,queued
Q13-0191,2013-01-01,queued
Q13-0192,2013-01-02,queued
Q13-0193,2013-01-05,queued
Q13-0194,2013-01-05,queued
Q12-0121,2013-01-09,withdrawn
Q13-0195,2013-01-09,queued
Q13-0196,2013-01-14,queued
Q13-0197,2013-01-16,queued
Q13-0198,2013-01-21,queued
Q12-0112,2013-01-22,withdrawn
Q13-0199,2013-01-30,queued
Q13-0200,2013-02-01,queued
Q13-0201,2013-02-02,queued
Q13-0202,2013-02-02,queued
Q13-0203,2013-02-04,queued
Q13-0204,2013-02-05,queued
Q13-0205,2013-02-12,queued
Q11-0059,2013-02-13,withdrawn
Q13-0206,2013-02-20,queued
Q13-0207,2013-02-22,queued
Q12-0111,2013-02-23,withdrawn
Q13-0208,2013-03-05,queued
Q13-0209,2013-03-05,queued
Q13-0210,2013-03-06,queued
Q13-0211,2013-03-06,queued
Q13-0212,2013-03-11,queued
Q13-0213,2013-03-12,queued
Q13-0214,2013-03-14,queued
Q11-0011,2013-03-19,withdrawn
Q13-0215,2013-03-20,queued
Q13-0216,2013-03-24,queued
Q13-0217,2013-03-26,queued
Q13-0218,2013-03-26,queued
Q13-0219,2013-03-28,queued
Q13-0220,2013-03-30,queued
Q11-0044,2013-03-31,withdrawn
Q13-0221,2013-03-31,queued
Q13-0222,2013-03-31,queued
Q11-0050,2013-04-04,withdrawn
Q13-0223,2013-04-04,queued
Q13-0224,2013-04-07,queued
Q13-0225,2013-04-07,queued
Q12-0155,2013-04-10,withdrawn
Q13-0226,2013-04-10,queued
Q13-0227,2013-04-13,queued
Q13-0228,2013-04-14,queued
Q13-0229,2013-04-19,queued
Q13-0230,2013-04-21,queued
Q13-0231,2013-04-22,queued
Q13-0232,2013-04-25,queued
Q13-0233,2013-04-26,queued
Q11-0007,2013-04-28,withdrawn
Q12-0095,2013-05-10,withdrawn
Q13-0234,2013-05-10,queued
Q13-0235,2013-05-11,queued
Q13-0236,2013-05-16,queued
Q13-0237,2013-05-16,queued
Q13-0238,2013-05-17,queued
Q13-0239,2013-05-20,queued
Q13-0240,2013-05-25,queued
Q13-0241,2013-05-29,queued
Q13-0242,2013-06-01,queued
Q13-0243,2013-06-02,queued
Q13-0244,2013-06-07,queued
Q11-0026,2013-06-10,withdrawn
Q13-0245,2013-06-11,queued
Q13-0246,2013-06-18,queued
Q13-0247,2013-06-21,queued
Q13-0248,2013-06-28,queued
Q13-0249,2013-06-29,queued
Q13-0250,2013-07-01,queued
Q11-0066,2013-07-02,withdrawn
Q13-0251,2013-07-03,queued
Q13-0252,2013-07-03,queued
Q13-0253,2013-07-04,queued
Q12-0184,2013-07-17,withdrawn
Q13-0254,2013-07-21,queued
Q13-0255,2013-07-22,queued
Q11-0033,2013-07-24,withdrawn
Q13-0256,2013-07-29,queued
Q11-0006,2013-07-31,withdrawn
Q13-0257,2013-07-31,queued
Q12-0122,2013-08-03,withdrawn
Q13-0258,2013-08-08,queued
Q12-0129,2013-08-09,withdrawn
Q12-0132,2013-08-10,withdrawn
Q13-0259,2013-08-10,queued
Q13-0260,2013-08-10,queued
Q13-0261,2013-08-13,queued
Q12-0100,2013-08-14,withdrawn
Q13-0262,2013-08-16,queued
Q12-0183,2013-08-21,withdrawn
Q13-0263,2013-08-21,queued
Q13-0264,2013-08-26,queued
Q13-0265,2013-08-26,queued
Q13-0266,2013-08-27,queued
Q13-0267,2013-08-28,queued
Q13-0268,2013-09-01,queued
Q12-0141,2013-09-03,withdrawn
Q12-0110,2013-09-05,withdrawn
Q11-0087,2013-09-06,withdrawn
Q13-0269,2013-09-09,queued
Q11-0082,2013-09-12,withdrawn
Q11-0077,2013-09-14,withdrawn
Q11-0037,2013-09-15,withdrawn
Q13-0270,2013-09-16,queued
Q13-0271,2013-09-16,queued
Q13-0272,2013-09-17,queued
Q13-0273,2013-09-20,queued
Q13-0196,2013-09-22,withdrawn
Q13-0274,2013-09-24,queued
Q13-0275,2013-09-26,queued
Q13-0276,2013-10-11,queued
Q13-0277,2013-10-12,queued
Q11-0012,2013-10-16,withdrawn
Q13-0278,2013-10-20,queued
Q13-0279,2013-10-21,queued
Q13-0280,2013-10-22,queued
Q13-0281,2013-10-23,queued
Q11-0048,2013-11-03,withdrawn
Q13-0282,2013-11-03,queued
Q13-0283,2013-11-05,queued
Q11-0080,2013-11-09,withdrawn
Q13-0284,2013-11-10,queued
Q13-0285,2013-11-12,queued
Q13-0286,2013-11-13,queued
Q13-0287,2013-11-15,queued
Q13-0288,2013-11-16,queued
Q13-0289,2013-11-17,queued
Q13-0290,2013-11-19,queued
Q13-0291,2013-11-20,queued
Q13-0292,2013-11-20,queued
Q13-0293,2013-11-22,queued
Q13-0262,2013-11-28,withdrawn
Q13-0294,2013-11-29,queued
Q13-0295,2013-12-01,queued
Q13-0296,2013-12-02,queued
Q13-0297,2013-12-13,queued
Q11-0030,2013-12-22,in_service
Q13-0298,2013-12-23,queued
Q13-0299,2013-12-31,queued
Q13-0300,2013-12-31,queued
Q11-0022,2014-01-04,in_service
Q14-0301,2014-01-08,queued
Q14-0302,2014-01-11,queued
Q14-0303,2014-01-17,queued
Q14-0304,2014-01-28,queued
Q14-0305,2014-02-01,queued
Q14-0306,2014-02-04,queued
Q14-0307,2014-02-08,queued
Q14-0308,2014-02-12,queued
Q12-0160,2014-02-14,withdrawn
Q11-0083,2014-02-16,withdrawn
Q14-0309,2014-02-17,queued
Q11-0002,2014-02-18,withdrawn
Q14-0310,2014-02-20,queued
Q14-0311,2014-02-20,queued
Q11-0060,2014-02-27,withdrawn
Q14-0312,2014-02-28,queued
Q14-0313,2014-03-01,queued
Q14-0314,2014-03-04,queued
Q14-0315,2014-03-05,queued
Q14-0316,2014-03-06,queued
Q11-0069,2014-03-09,withdrawn
Q14-0317,2014-03-10,queued
Q14-0318,2014-03-19,queued
Q14-0319,2014-03-21,queued
Q14-0320,2014-03-22,queued
Q14-0321,2014-03-23,queued
Q14-0322,2014-03-25,queued
Q13-0205,2014-03-29,withdrawn
Q14-0323,2014-03-29,queued
Q12-0146,2014-04-02,withdrawn
Q13-0273,2014-04-03,withdrawn
Q14-0324,2014-04-13,queued
Q14-0325,2014-04-16,queued
Q11-0010,2014-04-17,in_service
Q14-0326,2014-04-19,queued
Q14-0327,2014-04-23,queued
Q12-0171,2014-04-26,withdrawn
Q14-0328,2014-04-26,queued
Q14-0329,2014-04-27,queued
Q14-0330,2014-05-01,queued
Q14-0331,2014-05-05,queued
Q14-0332,2014-05-06,queued
Q11-0023,2014-05-07,withdrawn
Q14-0333,2014-05-11,queued
Q13-0267,2014-05-15,withdrawn
Q14-0334,2014-05-16,queued
Q14-0335,2014-05-17,queued
Q14-0336,2014-06-05,queued
Q14-0337,2014-06-06,queued
Q14-0338,2014-06-06,queued
Q14-0339,2014-06-08,queued
Q14-0340,2014-06-09,queued
Q14-0341,2014-06-10,queued
Q14-0342,2014-06-15,queued
Q14-0343,2014-06-17,queued
Q14-0344,2014-06-19,queued
Q14-0345,2014-06-19,queued
Q13-0246,2014-06-20,withdrawn
Q14-0346,2014-06-20,queued
Q11-0045,2014-06-22,in_service
Q14-0347,2014-06-24,queued
Q12-0167,2014-06-27,withdrawn
Q14-0348,2014-06-27,queued
Q14-0349,2014-06-27,queued
Q14-0350,2014-06-28,queued
Q14-0351,2014-06-29,queued
Q12-0161,2014-07-01,withdrawn
Q14-0352,2014-07-02,queued
Q14-0353,2014-07-02,queued
Q14-0354,2014-07-04,queued
Q12-0189,2014-07-05,withdrawn
Q11-0062,2014-07-08,in_service
Q14-0315,2014-07-08,withdrawn
Q11-0074,2014-07-17,withdrawn
Q14-0355,2014-07-22,queued
Q14-0356,2014-07-22,queued
Q14-0357,2014-07-24,queued
Q14-0358,2014-07-24,queued
Q14-0359,2014-07-31,queued
Q13-0266,2014-08-01,withdrawn
Q13-0202,2014-08-02,withdrawn
Q14-0330,2014-08-05,withdrawn
Q14-0360,2014-08-05,queued
Q13-0280,2014-08-09,withdrawn
Q13-0234,2014-08-10,withdrawn
Q14-0361,2014-08-11,queued
Q14-0362,2014-08-13,queued
Q11-0039,2014-08-17,withdrawn
Q14-0363,2014-08-18,queued
Q14-0364,2014-08-18,queued
Q12-0127,2014-08-20,withdrawn
Q12-0174,2014-08-21,withdrawn
Q11-0056,2014-08-22,in_service
Q12-0093,2014-08-22,withdrawn
Q14-0365,2014-08-22,queued
Q14-0366,2014-08-24,queued
Q14-0367,2014-08-24,queued
Q14-0368,2014-08-25,queued
Q14-0369,2014-08-27,queued
Q14-0370,2014-08-28,queued
Q14-0371,2014-08-30,queued
Q14-0372,2014-08-30,queued
Q14-0373,2014-08-30,queued
Q14-0374,2014-08-30,queued
Q13-0250,2014-08-31,withdrawn
Q11-0008,2014-09-01,in_service
Q14-0375,2014-09-02,queued
Q14-0376,2014-09-05,queued
Q14-0377,2014-09-07,queued
Q14-0378,2014-09-10,queued
Q14-0379,2014-09-16,queued
Q14-0380,2014-09-18,queued
Q14-0381,2014-09-20,queued
Q14-0382,2014-09-21,queued
Q14-0383,2014-09-21,queued
Q14-0384,2014-09-22,queued
Q14-0340,2014-09-25,withdrawn
Q14-0385,2014-09-27,queued
Q14-0386,2014-09-28,queued
Q14-0387,2014-09-28,queued
Q11-0019,2014-09-29,in_service
Q14-0388,2014-10-01,queued
Q13-0213,2014-10-02,withdrawn
Q14-0389,2014-10-08,queued
Q14-0390,2014-10-13,queued
Q14-0391,2014-10-13,queued
Q14-0392,2014-10-15,queued
Q14-0393,2014-10-16,queued
Q14-0394,2014-10-17,queued
Q14-0395,2014-10-20,queued
Q14-0396,2014-10-22,queued
Q13-0211,2014-10-23,withdrawn
Q14-0397,2014-10-23,queued
Q14-0398,2014-10-31,queued
Q14-0399,2014-11-01,queued
Q14-0400,2014-11-02,queued
Q12-0142,2014-11-05,withdrawn
Q14-0401,2014-11-08,queued
Q14-0402,2014-11-08,queued
Q11-0013,2014-11-12,in_service
Q14-0403,2014-11-17,queued
Q14-0316,2014-11-18,withdrawn
Q14-0404,2014-11-19,queued
Q14-0405,2014-11-25,queued
Q12-0098,2014-11-27,withdrawn
Q13-0216,2014-11-28,withdrawn
Q14-0406,2014-12-01,queued
Q14-0407,2014-12-03,queued
Q14-0408,2014-12-07,queued
Q14-0409,2014-12-08,queued
Q14-0410,2014-12-08,queued
Q14-0411,2014-12-10,queued
Q11-0046,2014-12-11,in_service
Q13-0270,2014-12-14,withdrawn
Q14-0412,2014-12-17,queued
Q14-0413,2014-12-18,queued
Q14-0414,2014-12-21,queued
Q14-0415,2014-12-21,queued
Q14-0416,2014-12-25,queued
Q14-0417,2014-12-27,queued
Q14-0418,2014-12-27,queued
Q14-0419,2014-12-28,queued
Q14-0420,2014-12-28,queued
Q11-0072,2015-01-04,in_service
Q15-0421,2015-01-04,queued
Q15-0422,2015-01-11,queued
Q13-0291,2015-01-12,withdrawn
Q15-0423,2015-01-15,queued
Q15-0424,2015-01-17,queued
Q15-0425,2015-01-18,queued
Q15-0426,2015-01-20,queued
Q15-0427,2015-01-21,queued
Q15-0428,2015-01-24,queued
Q15-0429,2015-02-01,queued
Q12-0168,2015-02-03,withdrawn
Q15-0430,2015-02-04,queued
Q14-0356,2015-02-07,withdrawn
Q15-0431,2015-02-07,queued
Q15-0432,2015-02-07,queued
Q13-0193,2015-02-10,withdrawn
Q12-0185,2015-02-11,withdrawn
Q13-0207,2015-02-12,withdrawn
Q13-0260,2015-02-12,withdrawn
Q15-0433,2015-02-12,queued
Q12-0096,2015-02-13,in_service
Q15-0434,2015-02-13,queued
Q11-0081,2015-02-15,in_service
Q15-0435,2015-02-15,queued
Q15-0436,2015-02-16,queued
Q15-0437,2015-02-17,queued
Q15-0438,2015-02-17,queued
Q15-0439,2015-02-18,queued
Q15-0440,2015-02-22,queued
Q15-0441,2015-02-27,queued
Q14-0366,2015-03-02,withdrawn
Q15-0442,2015-03-04,queued
Q11-0053,2015-03-05,in_service
Q15-0443,2015-03-10,queued
Q15-0444,2015-03-10,queued
Q15-0445,2015-03-12,queued
Q15-0446,2015-03-14,queued
Q12-0114,2015-03-15,in_service
Q15-0447,2015-03-15,queued
Q12-0169,2015-03-16,withdrawn
Q11-0086,2015-03-20,in_service
Q12-0102,2015-03-20,in_service
Q15-0448,2015-03-20,queued
Q15-0449,2015-03-23,queued
Q12-0104,2015-03-24,in_service
Q15-0450,2015-03-24,queued
Q15-0451,2015-03-27,queued
Q15-0452,2015-03-29,queued
Q15-0453,2015-03-30,queued
Q15-0454,2015-04-01,queued
Q15-0455,2015-04-02,queued
Q15-0456,2015-04-05,queued
Q13-0209,2015-04-06,withdrawn
Q15-0457,2015-04-06,queued
Q11-0032,2015-04-07,in_service
Q13-0294,2015-04-07,withdrawn
Q15-0458,2015-04-08,queued
Q11-0078,2015-04-10,in_service
Q15-0459,2015-04-10,queued
Q15-0460,2015-04-13,queued
Q14-0345,2015-04-14,withdrawn
Q15-0461,2015-04-14,queued
Q14-0401,2015-04-16,withdrawn
Q15-0462,2015-04-17,queued
Q15-0463,2015-04-17,queued
Q11-0014,2015-04-18,in_service
Q11-0020,2015-04-19,in_service
Q12-0113,2015-04-19,in_service
Q15-0464,2015-04-19,queued
Q12-0173,2015-04-23,withdrawn
Q11-0079,2015-04-24,in_service
Q15-0465,2015-04-26,queued
Q15-0466,2015-04-27,queued
Q15-0467,2015-04-27,queued
Q15-0468,2015-04-28,queued
Q15-0469,2015-04-29,queued
Q12-0126,2015-05-01,withdrawn
Q15-0470,2015-05-01,queued
Q12-0125,2015-05-03,in_service
Q15-0471,2015-05-03,queued
Q15-0472,2015-05-05,queued
Q15-0473,2015-05-06,queued
Q15-0474,2015-05-06,queued
Q11-0040,2015-05-08,in_service
Q15-0475,2015-05-09,queued
Q15-0476,2015-05-11,queued
Q14-0317,2015-05-14,withdrawn
Q15-0477,2015-05-15,queued
Q15-0478,2015-05-15,queued
Q12-0118,2015-05-22,in_service
Q15-0479,2015-05-22,queued
Q14-0394,2015-05-26,withdrawn
Q15-0480,2015-05-26,queued
Q15-0481,2015-05-29,queued
Q15-0482,2015-05-30,queued
Q15-0483,2015-06-02,queued
Q15-0484,2015-06-05,queued
Q15-0485,2015-06-07,queued
Q13-0203,2015-06-11,withdrawn
Q15-0486,2015-06-11,queued
Q15-0487,2015-06-13,queued
Q15-0488,2015-06-16,queued
Q15-0489,2015-06-21,queued
Q15-0490,2015-06-23,queued
Q15-0491,2015-06-25,queued
Q15-0492,2015-06-25,queued
Q15-0493,2015-06-26,queued
Q11-0005,2015-06-29,in_service
Q15-0430,2015-06-30,withdrawn
Q14-0415,2015-07-01,withdrawn
Q15-0494,2015-07-01,queued
Q15-0495,2015-07-04,queued
Q15-0496,2015-07-04,queued
Q15-0497,2015-07-06,queued
Q15-0498,2015-07-06,queued
Q12-0162,2015-07-10,in_service
Q13-0278,2015-07-11,withdrawn
Q15-0499,2015-07-11,queued
Q15-0500,2015-07-13,queued
Q12-0181,2015-07-14,in_service
Q12-0144,2015-07-17,withdrawn
Q11-0089,2015-07-21,in_service
Q15-0501,2015-07-21,queued
Q15-0502,2015-07-22,queued
Q12-0134,2015-07-23,in_service
Q14-0301,2015-07-23,withdrawn
Q12-0165,2015-07-24,in_service
Q14-0399,2015-07-25,withdrawn
Q15-0503,2015-07-26,queued
Q15-0504,2015-07-26,queued
Q15-0451,2015-08-03,withdrawn
Q15-0505,2015-08-03,queued
Q11-0025,2015-08-06,in_service
Q12-0109,2015-08-06,in_service
Q15-0506,2015-08-06,queued
Q15-0507,2015-08-06,queued
Q15-0508,2015-08-09,queued
Q12-0099,2015-08-12,in_service
Q15-0509,2015-08-16,queued
Q11-0038,2015-08-18,in_service
Q15-0445,2015-08-18,withdrawn
Q15-0510,2015-08-20,queued
Q15-0511,2015-08-21,queued
Q15-0512,2015-08-25,queued
Q15-0513,2015-08-27,queued
Q11-0001,2015-08-28,in_service
Q15-0479,2015-08-28,withdrawn
Q13-0271,2015-09-03,withdrawn
Q15-0514,2015-09-03,queued
Q15-0515,2015-09-04,queued
Q12-0105,2015-09-05,in_service
Q15-0516,2015-09-07,queued
Q15-0517,2015-09-11,queued
Q15-0518,2015-09-12,queued
Q15-0519,2015-09-15,queued
Q14-0385,2015-09-16,withdrawn
Q13-0261,2015-09-17,withdrawn
Q12-0091,2015-09-18,in_service
Q15-0520,2015-09-22,queued
Q15-0487,2015-09-24,withdrawn
Q11-0052,2015-09-25,in_service
Q15-0521,2015-09-25,queued
Q11-0065,2015-09-26,in_service
Q13-0229,2015-09-27,withdrawn
Q13-0289,2015-09-28,withdrawn
Q15-0522,2015-10-05,queued
Q14-0322,2015-10-07,withdrawn
Q11-0051,2015-10-10,in_service
Q13-0221,2015-10-12,withdrawn
Q13-0299,2015-10-13,withdrawn
Q15-0523,2015-10-15,queued
Q14-0306,2015-10-18,withdrawn
Q15-0524,2015-10-19,queued
Q15-0525,2015-10-19,queued
Q13-0206,2015-10-20,withdrawn
Q15-0526,2015-10-20,queued
Q15-0527,2015-10-20,queued
Q13-0191,2015-10-21,in_service
Q15-0528,2015-10-22,queued
Q15-0529,2015-10-23,queued
Q15-0530,2015-10-24,queued
Q13-0286,2015-10-27,withdrawn
Q15-0531,2015-10-28,queued
Q15-0532,2015-10-29,queued
Q15-0533,2015-11-01,queued
Q15-0534,2015-11-06,queued
Q11-0034,2015-11-08,in_service
Q15-0535,2015-11-10,queued
Q15-0536,2015-11-10,queued
Q15-0537,2015-11-12,queued
Q15-0538,2015-11-13,queued
Q15-0539,2015-11-14,queued
Q13-0208,2015-11-18,withdrawn
Q15-0540,2015-11-18,queued
Q15-0541,2015-11-21,queued
Q13-0268,2015-11-25,withdrawn
Q15-0542,2015-11-25,queued
Q15-0543,2015-11-28,queued
Q11-0031,2015-11-29,in_service
Q15-0544,2015-11-29,queued
Q15-0498,2015-12-02,withdrawn
Q15-0545,2015-12-03,queued
Q15-0546,2015-12-03,queued
Q15-0547,2015-12-04,queued
Q15-0548,2015-12-05,queued
Q15-0549,2015-12-05,queued
Q15-0550,2015-12-09,queued
Q11-0028,2015-12-13,in_service
Q14-0352,2015-12-13,withdrawn
Q15-0551,2015-12-14,queued
Q11-0024,2015-12-15,in_service
Q15-0552,2015-12-16,queued
Q15-0553,2015-12-16,queued
Q15-0554,2015-12-18,queued
Q12-0152,2015-12-20,in_service
Q15-0555,2015-12-21,queued
Q15-0556,2015-12-21,queued
Q14-0369,2015-12-22,withdrawn
Q15-0557,2015-12-22,queued
Q15-0558,2015-12-25,queued
Q13-0201,2015-12-27,withdrawn
Q15-0466,2015-12-28,withdrawn
Q12-0119,2015-12-31,in_service
Q15-0559,2015-12-31,queued
Q15-0560,2015-12-31,queued
Q16-0561,2016-01-01,queued
Q16-0562,2016-01-01,queued
Q16-0563,2016-01-01,queued
Q16-0564,2016-01-02,queued
Q16-0565,2016-01-03,queued
Q16-0566,2016-01-04,queued
Q14-0335,2016-01-05,withdrawn
Q16-0567,2016-01-05,queued
Q16-0568,2016-01-05,queued
Q16-0569,2016-01-06,queued
Q11-0017,2016-01-07,in_service
Q16-0570,2016-01-09,queued
Q16-0571,2016-01-10,queued
Q16-0572,2016-01-12,queued
Q16-0573,2016-01-14,queued
Q16-0574,2016-01-14,queued
Q16-0575,2016-01-14,queued
Q16-0576,2016-01-17,queued
Q16-0577,2016-01-20,queued
Q11-0084,2016-01-26,in_service
Q16-0578,2016-02-01,queued
Q16-0579,2016-02-06,queued
Q16-0580,2016-02-08,queued
Q12-0107,2016-02-10,in_service
Q16-0581,2016-02-10,queued
Q12-0186,2016-02-11,withdrawn
Q14-0351,2016-02-14,withdrawn
Q13-0242,2016-02-15,in_service
Q16-0582,2016-02-19,queued
Q12-0164,2016-02-21,in_service
Q16-0583,2016-02-22,queued
Q16-0584,2016-02-25,queued
Q16-0585,2016-02-27,queued
Q16-0586,2016-02-27,queued
Q14-0318,2016-02-29,withdrawn
Q16-0587,2016-02-29,queued
Q16-0588,2016-02-29,queued
Q16-0589,2016-03-01,queued
Q16-0590,2016-03-02,queued
Q16-0591,2016-03-02,queued
Q16-0592,2016-03-03,queued
Q13-0224,2016-03-05,withdrawn
Q16-0593,2016-03-07,queued
Q16-0594,2016-03-09,queued
Q16-0595,2016-03-09,queued
Q12-0116,2016-03-10,in_service
Q16-0596,2016-03-11,queued
Q16-0597,2016-03-12,queued
Q16-0598,2016-03-13,queued
Q14-0327,2016-03-14,withdrawn
Q16-0599,2016-03-14,queued
Q16-0600,2016-03-15,queued
Q14-0312,2016-03-16,withdrawn
Q16-0601,2016-03-17,queued
Q11-0041,2016-03-18,in_service
Q13-0197,2016-03-20,in_service
Q13-0251,2016-03-22,withdrawn
Q16-0602,2016-03-22,queued
Q16-0603,2016-03-22,queued
Q12-0157,2016-03-24,in_service
Q16-0604,2016-03-25,queued
