plant_id,sub_id,fuel,mw,online_year,retire_year,queue_project_id
2181,6001,ng,107.799,1970,,
2182,6001,ng,107.799,1973,,
2183,6001,ng,107.799,1988,,
2184,6001,ng,107.799,2005,,
2185,6001,ng,107.799,2006,,
2186,6001,ng,107.799,1969,,
2187,6002,ng,85.305,1982,,
2188,6002,ng,85.305,2003,,
2192,6004,solar,8.474,2009,,
2193,6004,solar,1.793,1967,,
2194,6005,solar,29.334,1985,,
2196,7096,ng,77.108,1994,,
2197,7097,coal,60.026,2006,2022.0,
2198,7098,dfo,15.133,1960,2024.0,
2199,7098,dfo,15.133,1980,,
2200,7098,dfo,15.133,1998,,
2201,7099,ng,260.854,1973,,
2202,7099,ng,260.854,1961,,
2203,7099,ng,260.854,1974,,
2204,7100,dfo,1.192,2006,2012.0,
2205,7100,dfo,1.192,2002,,
2206,7100,dfo,19.273,2002,,
2207,7100,dfo,19.273,1974,2014.0,
2208,7100,dfo,1.192,1981,,
2209,7101,wind,100.112,1982,,
2211,7102,solar,3.342,2009,,
2212,7102,solar,2.117,1974,,
2213,7102,solar,1.04,1974,,
2216,7103,nuclear,897.888,2005,,
2217,7104,ng,61.98,1973,,
2218,7104,ng,61.98,1991,,
2219,7104,ng,61.98,1969,,
2220,7105,wind,67.723,1988,,
2221,7106,solar,11.252,1963,,
2222,7106,solar,3.342,1993,,
2223,7106,solar,2.005,2009,,
2225,7107,dfo,46.969,1991,2014.0,
2226,7107,dfo,46.969,2005,2022.0,
2227,7108,ng,178.432,1994,,
2228,7108,ng,178.432,1987,,
2229,7108,ng,178.432,1961,,
2230,7108,ng,178.432,1974,,
2231,7109,nuclear,1188.274,1993,,
2232,7109,nuclear,1188.274,1964,,
2233,7110,solar,0.724,1970,,
2235,7110,solar,3.231,1996,,
2236,7110,solar,3.342,2002,,
2240,7110,solar,1.114,1982,,
2243,7110,solar,1.448,1970,,
2244,7110,solar,1.671,1965,,
2245,7110,solar,2.228,1961,,
2246,7111,ng,276.824,1977,,
2247,7111,ng,276.824,1972,,
2248,7111,ng,276.824,2002,,
2249,7112,ng,54.651,1993,,
2250,7112,ng,54.651,1973,,
2251,7112,ng,54.651,2001,,
2252,7112,ng,54.651,1968,,
2258,7115,dfo,13.991,1987,,
2259,7116,ng,286.128,1997,,
2260,7116,ng,286.128,2002,,
2261,7116,ng,286.128,1968,,
2262,7116,ng,286.128,1987,,
2263,7117,ng,30.588,2002,,
2264,7118,hydro,41.195,1983,,
2265,7118,hydro,41.195,1965,,
2266,7118,hydro,41.195,1985,,
2267,7118,hydro,41.195,1985,,
2268,7118,hydro,41.195,1975,,
2269,7118,hydro,41.195,1997,,
2270,7119,dfo,13.277,1995,,
2271,7119,dfo,13.277,1972,2013.0,
2272,7119,dfo,13.277,1970,2017.0,
2273,7120,dfo,14.205,1965,,
2274,7120,dfo,14.205,2010,2024.0,
2281,7122,dfo,11.421,1964,2012.0,
2282,7122,dfo,11.421,1967,2019.0,
2283,7123,coal,42.377,1969,2024.0,
2284,7124,coal,120.142,2006,2024.0,
2285,7125,dfo,14.276,1991,,
2286,7126,nuclear,1042.257,1963,,
2287,7126,nuclear,1042.257,1990,,
2288,7127,nuclear,1200.083,2009,,
2289,7127,nuclear,1200.083,1989,,
2297,7129,coal,191.278,1985,,
2298,7129,coal,191.278,1995,,
2299,7130,dfo,11.421,1964,,
2300,7130,dfo,11.421,2004,,
2301,7131,ng,64.363,1962,,
2302,7132,dfo,19.273,1979,2013.0,
2303,7132,dfo,19.273,2002,2013.0,
2304,7133,wind,63.306,1974,,
2305,7134,ng,309.286,1991,,
2306,7134,ng,309.286,1968,,
2307,7134,ng,309.286,1998,,
2308,7135,coal,84.216,2004,,
2309,7136,ng,284.216,1967,,
2310,7136,ng,284.216,1977,,
2311,7136,ng,284.216,1966,,
2312,7136,ng,284.216,1965,,
2313,7136,ng,284.216,1983,,
2314,7136,ng,284.216,2000,,
2315,7137,coal,52.859,1995,,
2316,7138,dfo,13.206,1994,2012.0,
2317,7138,dfo,13.206,1967,2024.0,
2323,7140,dfo,102.505,1975,2023.0,
2324,7140,dfo,102.505,1967,,
2325,7140,dfo,102.505,1989,,
2326,7140,dfo,102.505,1999,2022.0,
2327,7140,dfo,102.505,2008,,
2328,7140,dfo,102.505,1995,,
2329,7141,wind,98.64,1966,,
2330,7142,dfo,11.421,2001,2023.0,
2331,7142,dfo,11.421,1996,2025.0,
2332,7143,hydro,19.59,1995,,
2334,7145,dfo,12.542,1985,,
2335,7145,dfo,12.542,1985,,
2336,7145,dfo,12.542,1977,2012.0,
2337,7146,dfo,46.163,1993,2016.0,
2338,7146,dfo,46.163,1989,,
2339,7146,dfo,46.163,1986,,
2342,7147,ng,122.736,1977,,
2343,7147,ng,122.736,1984,,
2350,7149,ng,276.149,1976,,
2351,7149,ng,276.149,1989,,
2352,7149,ng,276.149,2003,,
2353,7149,ng,276.149,1998,,
2354,7149,ng,276.149,2000,,
2355,7149,ng,276.149,1989,,
2356,7150,coal,43.004,2003,2011.0,
2357,7151,wind,138.39,2010,,
2358,7152,ng,28.422,1963,,
2359,7152,ng,28.422,2002,,
2360,7152,ng,28.422,2001,,
2361,7152,ng,28.422,1976,,
2362,7153,wind,23.556,2007,,
2363,7154,coal,88.875,2000,,
2364,7155,hydro,178.573,1993,,
2365,7155,hydro,178.573,1976,,
2366,7155,hydro,178.573,2008,,
2367,7155,hydro,178.573,1982,,
2368,7155,hydro,178.573,1961,,
2369,7155,hydro,178.573,1974,,
2370,7156,dfo,65.008,1965,2021.0,
2371,7156,dfo,65.008,1998,2011.0,
2372,7156,dfo,65.008,1999,,
2373,7156,dfo,65.008,2000,2019.0,
2374,7156,dfo,65.008,1987,,
2375,7156,dfo,65.008,1980,2014.0,
2376,7157,dfo,13.277,1990,,
2377,7157,dfo,13.277,1964,2015.0,
2378,7157,dfo,13.277,1965,,
2379,7157,dfo,13.277,1980,2015.0,
2380,7158,dfo,1.927,2000,,
2381,7158,dfo,1.927,1995,2011.0,
2382,7158,dfo,1.927,1994,2018.0,
2383,7159,coal,482.629,1960,2012.0,
2386,7160,wind,25.519,1970,,
2387,7161,dfo,13.206,1961,2011.0,
2388,7162,ng,1083.973,2009,,
2389,7162,ng,1083.973,1968,,
2390,7163,ng,266.411,1972,,
2391,7163,ng,266.411,1978,,
2392,7163,ng,266.411,2003,,
2393,7163,ng,266.411,1999,,
2394,7164,dfo,19.273,1960,,
2395,7165,dfo,13.206,1974,2014.0,
2396,7165,dfo,13.206,1981,,
2397,7166,ng,74.941,2002,,
2398,7166,ng,74.941,2000,,
2400,7167,dfo,14.276,1978,2023.0,
2401,7167,dfo,14.276,2009,2013.0,
2402,7167,dfo,14.276,1984,,
2403,7168,coal,32.253,1987,,
2404,7169,ng,330.354,1996,,
2405,7169,ng,330.354,1987,,
2406,7169,ng,330.354,1984,,
2409,7170,ng,56.079,1964,,
2411,7171,hydro,19.989,1963,,
2412,7172,dfo,15.133,1976,2022.0,
2413,7172,dfo,15.133,1999,,
2414,7172,dfo,15.133,1969,,
2415,7173,dfo,13.741,1986,2011.0,
2416,7173,dfo,13.741,2008,2019.0,
2417,7173,dfo,13.741,2007,2015.0,
2418,7173,dfo,13.741,1983,2014.0,
2419,7174,dfo,12.849,1992,,
2420,7174,dfo,12.849,1988,2017.0,
2421,7175,hydro,69.547,1964,,
2422,7175,hydro,69.547,2003,,
2423,7175,hydro,69.547,1971,,
2424,7175,hydro,69.547,1978,,
2427,8244,coal,66.746,2002,,
2428,8244,coal,66.746,1966,2020.0,
2429,8245,coal,524.11,1966,2018.0,
2430,8246,ng,75.069,1989,,
2431,8246,ng,75.069,1979,,
2432,8246,ng,75.069,1975,,
2433,8246,ng,75.069,1998,,
2434,8246,ng,75.069,1990,,
2435,8247,coal,87.8,1966,,
2436,8248,wind,10.208,2007,,
2437,8248,wind,8.833,1980,,
2438,8249,coal,140.211,1997,2025.0,
2439,8249,coal,140.211,1979,2025.0,
2440,8249,coal,140.211,2002,,
2441,8249,coal,140.211,2004,2025.0,
2442,8250,hydro,10.844,1968,,
2443,8250,hydro,10.844,1968,,
2444,8250,hydro,1.299,1966,,
2446,8250,hydro,0.7,1978,,
2447,8250,hydro,0.7,1998,,
2457,8252,wind,49.075,2005,,
2458,8253,hydro,9.995,2000,,
2459,8253,hydro,9.995,1976,,
2460,8253,hydro,9.995,1999,,
2462,8255,coal,84.843,1961,2023.0,
2463,8256,wind,61.343,1974,,
2464,8257,coal,103.926,1996,2020.0,
2465,8257,coal,103.926,1975,2013.0,
2466,8257,coal,103.926,1998,2015.0,
2468,8258,hydro,156.25,1985,,
2469,8258,hydro,156.25,2001,,
2471,8260,wind,29.445,1961,,
2472,8261,wind,28.856,1981,,
2473,8262,wind,49.467,1977,,
2474,8263,ng,55.824,1991,,
2475,8263,ng,55.824,2002,,
2476,8264,dfo,0.393,2007,,
2477,8264,dfo,0.393,1980,,
2478,8264,dfo,2.284,1982,2022.0,
2479,8264,dfo,2.284,1970,,
2480,8264,dfo,3.141,2004,2023.0,
2481,8264,dfo,18.202,1980,,
2482,8264,dfo,18.202,1998,,
2483,8264,dfo,18.202,1985,2016.0,
2484,8265,ng,236.205,1978,,
2485,8265,ng,236.205,1985,,
2486,8265,ng,236.205,1991,,
2489,8267,coal,105.718,1996,2012.0,
2490,8268,wind,54.178,1962,,
2491,8269,coal,570.698,1990,2016.0,
2492,8270,coal,818.598,1971,,
2493,8270,coal,818.598,1968,,
2494,8270,coal,818.598,1982,2018.0,
2495,8271,wind,14.722,1993,,
2496,8271,wind,33.861,1961,,
2497,8272,wind,29.445,1960,,
2498,8273,nuclear,845.34,1972,,
2499,8273,nuclear,845.34,1994,,
2500,8274,ng,55.824,2004,,
2501,8274,ng,55.824,1992,,
2502,8275,ng,55.824,1962,,
2503,8275,ng,55.824,1979,,
2505,8277,coal,838.576,2010,,
2506,8277,coal,838.576,1995,2016.0,
2507,8278,wind,37.297,1965,,
2508,8279,coal,600.863,1982,,
2509,8279,coal,600.863,1983,,
2510,8279,coal,600.863,1996,2014.0,
2511,8280,ng,273.638,2000,,
2512,8280,ng,273.638,1971,,
2513,8280,ng,273.638,1979,,
2514,8281,hydro,6.796,1969,,
2515,8281,hydro,5.997,2004,,
2517,8281,hydro,8.895,1989,,
2518,8281,hydro,8.895,1996,,
2522,8282,ng,7.647,1973,,
2523,8282,ng,7.647,1978,,
2525,8282,ng,7.647,2010,,
2526,8282,ng,8.922,1993,,
2527,8283,dfo,2.141,1961,2022.0,
2528,8283,dfo,2.141,1984,,
2529,8283,dfo,2.141,2009,,
2533,8283,dfo,2.141,1974,,
2534,8283,dfo,2.141,1998,,
2535,8283,dfo,1.428,2003,,
2536,8283,dfo,1.428,1987,,
2537,8283,dfo,1.428,1981,,
2538,8284,hydro,0.4,1983,,
2539,8284,hydro,0.4,2005,,
2540,8284,hydro,4.598,2007,,
2541,8284,hydro,7.496,1999,,
2542,8284,hydro,7.496,1982,,
2543,8284,hydro,0.4,1999,,
2544,8284,hydro,2.599,1996,,
2545,8284,hydro,2.599,1998,,
2546,8284,hydro,4.598,2008,,
2547,8284,hydro,4.598,1960,,
2548,8284,hydro,4.598,2009,,
2550,8286,wind,136.82,1960,,
2551,8287,dfo,37.904,1970,2017.0,
2552,8288,wind,78.519,1962,,
2556,8289,hydro,12.793,1969,,
2557,8289,hydro,6.097,1987,,
2558,8289,hydro,6.097,1979,,
2559,8290,ng,108.295,1979,,
2560,8290,ng,108.295,2000,,
2561,8290,ng,108.295,2009,,
2562,8290,ng,108.295,2005,,
2563,8291,ng,219.216,1969,,
2564,8291,ng,219.216,2010,,
2565,8291,ng,219.216,1963,,
2566,8291,ng,219.216,1976,,
2567,8292,wind,51.528,1983,,
2568,8381,dfo,18.6,1980,,
2569,8382,solar,12.842,2005,,
2571,8382,solar,4.353,1995,,
2572,8382,solar,1.415,2008,,
2573,8382,solar,1.306,1998,,
2574,8383,ng,5.392,2009,,
2575,8383,ng,5.392,1966,,
2579,8383,ng,5.392,1997,,
2580,8383,ng,3.715,2009,,
2581,8383,ng,2.396,1993,,
2582,8384,dfo,26.0,1971,2017.0,
2583,8384,dfo,26.0,1975,2018.0,
2584,8384,dfo,18.5,1985,,
2585,8384,dfo,12.5,1978,,
2586,8385,ng,60.392,1993,,
2587,8385,ng,60.392,1967,,
2588,8385,ng,60.392,1986,,
2589,8386,ng,57.516,1970,,
2590,8386,ng,57.516,1979,,
2591,8387,ng,54.041,1996,,
2592,8388,ng,238.247,1978,,
2593,8388,ng,238.247,1991,,
2594,8388,ng,238.247,1986,,
2595,8388,ng,238.247,1970,,
2596,8388,ng,238.247,2006,,
2597,8388,ng,238.247,1987,,
2600,8390,ng,110.239,1962,,
2601,8390,ng,110.239,1987,,
2602,8391,dfo,20.0,1996,2020.0,
2603,8392,coal,445.5,1979,2021.0,
2606,8394,ng,278.712,1971,,
2607,8394,ng,278.712,1996,,
2608,9055,dfo,37.892,1960,2011.0,
2609,9055,dfo,37.892,1983,2015.0,
2610,9056,ng,300.562,1963,,
2611,9056,ng,300.562,2006,,
2612,9057,ng,354.036,1964,,
2613,9058,ng,224.039,2006,,
2614,9059,nuclear,841.015,1976,,
2615,9059,nuclear,841.015,1976,,
2616,9060,solar,2.228,1987,,
2617,9060,solar,3.343,1962,,
2618,9060,solar,4.457,1980,,
2621,9062,ng,10.51,1993,,
2622,9063,dfo,0.965,2010,2016.0,
2625,9064,hydro,10.0,2005,,
2626,9064,hydro,10.0,1961,,
2627,9065,wind,11.875,2008,,
2629,9067,ng,190.848,1985,,
2630,9068,dfo,2.715,1961,,
2631,9068,dfo,2.715,2009,,
2632,9068,dfo,2.715,2010,,
2633,9068,dfo,2.715,2006,,
2634,9068,dfo,2.715,1991,2016.0,
2635,9068,dfo,2.715,1962,2019.0,
2636,9069,coal,228.447,1990,,
2637,9070,ng,177.516,1995,,
2638,9070,ng,177.516,1976,,
2639,9070,ng,177.516,2006,,
2640,9071,wind,47.5,1983,,
2645,9074,ng,12.299,1980,,
2646,9074,ng,12.299,2007,,
2647,9074,ng,12.299,2000,,
2648,9075,wind,83.125,1974,,
2649,9076,ng,28.157,1968,,
2651,9076,ng,28.157,1968,,
2652,9076,ng,28.157,1990,,
2653,9076,ng,28.157,1998,,
2655,9077,dfo,20.7,2007,,
2656,9077,dfo,20.7,1995,,
2657,9077,dfo,20.7,1988,2014.0,
2658,9077,dfo,20.7,1993,2018.0,
2659,9077,dfo,20.7,1975,2011.0,
2660,9077,dfo,20.7,1986,,
2661,9078,ng,356.157,2003,,
2662,9078,ng,356.157,2000,,
2663,9078,ng,356.157,1964,,
2664,9078,ng,356.157,1999,,
2665,9079,ng,244.875,2000,,
2667,9081,dfo,90.367,1995,2014.0,
2668,9081,dfo,90.367,1969,,
2671,9083,dfo,7.973,1994,,
2672,9084,solar,2.228,1982,,
2673,9084,solar,3.12,1983,,
2674,9084,solar,4.457,1972,,
2675,9084,solar,4.68,1992,,
2676,9084,solar,1.783,1990,,
2678,9084,solar,2.228,1964,,
2679,9084,solar,2.228,1979,,
2680,9085,coal,195.527,1996,2022.0,
2681,9085,coal,195.527,1967,2024.0,
2682,9085,coal,195.527,1963,2020.0,
2683,9086,dfo,8.686,1972,,
2684,9086,dfo,8.686,2010,2022.0,
2685,9086,dfo,8.686,1998,,
2686,9086,dfo,8.686,2001,2023.0,
2687,9087,ng,133.132,2000,,
2689,9088,dfo,10.491,1990,,
2690,9088,dfo,10.491,1993,,
2691,9089,coal,363.122,2003,,
2692,9089,coal,363.122,1960,2019.0,
2693,9090,dfo,0.357,1969,2017.0,
2694,9090,dfo,0.357,2008,2021.0,
2695,9090,dfo,0.42,1975,,
2696,9090,dfo,0.42,1975,,
2701,9091,coal,624.49,1986,2022.0,
2702,9091,coal,624.49,1989,,
2703,9092,coal,246.903,1989,2017.0,
2704,9092,coal,246.903,1979,2011.0,
2705,9093,solar,2.228,1981,,
2706,9093,solar,6.24,2008,,
2708,9094,dfo,6.714,2000,2012.0,
2709,9095,dfo,0.755,1961,,
2710,9095,dfo,0.755,2002,2018.0,
2711,9095,dfo,0.755,1987,2011.0,
2712,9095,dfo,0.755,1984,2014.0,
2713,9095,dfo,0.755,2006,,
2714,9096,ng,10.75,1990,,
2715,9096,ng,10.75,1997,,
2717,9097,dfo,2.35,2004,2024.0,
2718,9097,dfo,2.35,2007,2011.0,
2719,9097,dfo,2.35,1962,,
2720,9097,dfo,2.35,1985,,
2721,9097,dfo,2.35,2006,2019.0,
2722,9097,dfo,2.35,1965,,
2723,9098,dfo,134.209,1985,2025.0,
2724,9098,dfo,134.209,1975,,
2725,9098,dfo,134.209,2001,2024.0,
2726,9098,dfo,134.209,1978,2024.0,
2727,9098,dfo,134.209,1979,,
2728,9098,dfo,134.209,1986,2014.0,
2729,9099,ng,44.255,1974,,
2730,9099,ng,44.255,2010,,
2731,9099,ng,44.255,1974,,
2732,9099,ng,44.255,1999,,
2734,9099,ng,44.255,1963,,
2735,9100,ng,20.283,1960,,
2736,9100,ng,20.283,1983,,
2739,9102,wind,47.5,1988,,
2740,9103,dfo,22.282,1999,2022.0,
2741,9103,dfo,22.282,1966,2022.0,
2742,9103,dfo,22.282,1978,2022.0,
2743,9103,dfo,22.282,1989,,
2744,9104,hydro,88.467,2005,,
2746,9104,hydro,88.467,1966,,
2747,9104,hydro,88.467,1996,,
2755,9631,ng,282.725,2003,,
2756,9631,ng,282.725,2002,,
2757,9631,ng,282.725,1999,,
2758,9631,ng,282.725,1970,,
2759,9632,dfo,2.008,1977,,
2760,9633,ng,52.593,1984,,
2761,9633,ng,52.593,1980,,
2768,9636,dfo,1.807,1961,,
2772,9637,hydro,21.734,2010,,
2773,9638,coal,163.327,1997,2015.0,
2774,9638,coal,163.327,1989,,
2775,9638,coal,163.327,1972,2012.0,
2777,9639,hydro,0.755,1997,,
2778,9640,hydro,2.092,2000,,
2779,9640,hydro,2.092,1975,,
2780,9641,ng,151.923,1992,,
2781,9641,ng,151.923,1990,,
2782,9642,dfo,0.904,1961,2017.0,
2783,9643,ng,121.706,2009,,
2784,9643,ng,121.706,1994,,
2785,9643,ng,121.706,2005,,
2786,9643,ng,121.706,1978,,
2787,9643,ng,121.706,2003,,
2794,9645,dfo,6.858,2003,,
2795,9645,dfo,6.858,1997,,
2796,9645,dfo,6.858,2006,2011.0,
2797,9646,hydro,0.62,2007,,
2798,9646,hydro,0.62,1992,,
2799,9646,hydro,0.62,2000,,
2801,9647,hydro,0.62,2002,,
2802,9647,hydro,0.62,1995,,
2803,9648,coal,116.048,1981,,
2805,9649,hydro,1.162,2005,,
2806,9650,coal,48.07,1978,,
2807,9650,coal,48.07,1980,,
2811,9653,ng,89.767,1978,,
2812,9653,ng,89.767,2008,,
2813,9653,ng,89.767,1970,,
2814,9653,ng,89.767,1992,,
2815,9654,hydro,554.399,2003,,
2816,9654,hydro,554.399,1986,,
2817,9654,hydro,554.399,1986,,
2819,9654,hydro,554.399,1988,,
2820,9654,hydro,554.399,1965,,
2821,9655,hydro,0.581,1983,,
2823,9655,hydro,0.581,2009,,
2825,9656,hydro,4.3,1989,,
2826,9656,hydro,4.3,1998,,
2827,9657,hydro,2.906,1982,,
