facility_name,start,end,reason
South Park - Hanes 138 kV line,2016-02-11 19:00:00,2016-02-17 19:00:00,planned
Mt Gate Jct - Oakmont N 100 kV Circuit 2,2016-02-06 19:00:00,2016-02-13 19:00:00,planned
Truxel - Eastpoint 138 kV Circuit 1,2016-02-13 19:00:00,2016-02-16 19:00:00,planned
Seagoville - St Francis Energy Facility 100 kV Circuit 1,2016-02-04 19:00:00,2016-02-05 19:00:00,planned
Unisource Golden Vly - Kell Butte 138 kV,2016-02-06 19:00:00,2016-02-13 19:00:00,planned
Gales Crk - Fish Crk Substation 138 kV,2016-02-12 19:00:00,2016-03-03 19:00:00,planned
Perry - Walteria 100 kV,2016-02-06 19:00:00,2016-02-18 19:00:00,planned
Woodland - Corona Ave 230 kV Circuit 2,2016-02-09 19:00:00,2016-02-27 19:00:00,planned
Rouse - Deridder Mill 100 kV Ckt 1,2016-02-05 19:00:00,2016-02-12 19:00:00,planned
Greenly - Dresden 500 kV #1,2016-02-07 19:00:00,2016-02-13 19:00:00,planned
No Troy - Oconto 138 kV Circuit 1,2016-02-04 19:00:00,2016-02-18 19:00:00,planned
Haynes - Sarno 138 kV Circuit 1,2016-02-11 19:00:00,2016-02-21 19:00:00,planned
Newberry - Teichert 500 kV,2016-02-06 19:00:00,2016-02-18 19:00:00,planned
Viscount - Modular Power Llc 138 kV Ckt 1,2016-02-07 19:00:00,2016-02-20 19:00:00,planned
General Motors - Palmer Lake 100 kV Cir. 1,2016-02-06 19:00:00,2016-02-19 19:00:00,planned
Cartanza Substation - Cuthbert 138 kV #1,2016-02-04 19:00:00,2016-02-09 19:00:00,planned
Jerome - High Ridge 138 kV,2016-02-05 19:00:00,2016-02-16 19:00:00,planned
Linde - Ripple 138 kV Cir. 1,2016-02-06 19:00:00,2016-02-15 19:00:00,planned
Raintree - Munising 138 kV Circuit 1,2016-02-13 19:00:00,2016-02-15 19:00:00,planned
Tyranena Substation - Wagner Lake 138 kV L,2016-02-07 19:00:00,2016-02-13 19:00:00,planned
Flagstaff Substation - Alliant Sbd 9801 Aegon Martha'S Way 138 kV Line,2016-02-10 19:00:00,2016-02-18 19:00:00,planned
Contra Costa 3 - Tristate 138 kV Circuit 1,2016-02-08 19:00:00,2016-02-20 19:00:00,planned
Hambrick - Santa Monica 138 kV #1,2016-02-10 19:00:00,2016-02-25 19:00:00,planned
Murphys - Mauka Fit One 138 kV Line 1,2016-02-12 19:00:00,2016-02-20 19:00:00,planned
Duane Substation - Webster Tie 138 kV Line 1,2016-02-07 19:00:00,2016-02-10 19:00:00,planned
Barnwell Solar - Deer Park Energy Center 100 kV Ckt 1,2016-02-06 19:00:00,2016-02-07 19:00:00,planned
Ritter Park - Sugar Hill 345 kV Line 1,2016-02-07 19:00:00,2016-02-19 19:00:00,planned
Landsman Crk - Samaria 100 kV Line 1,2016-02-07 19:00:00,2016-02-18 19:00:00,planned
Rutland - Warren Solar Farm Llc 100 kV Line 1,2016-02-09 19:00:00,2016-02-13 19:00:00,planned
Springvile - Waste Management Northern Oaks Lfgte 138 kV Cir. 1,2016-02-12 19:00:00,2016-02-16 19:00:00,planned
Kaukauna N - Cambria Cogen Substation 138 kV Circuit 1,2016-02-09 19:00:00,2016-02-28 19:00:00,planned
7Th Avenue N - Cimgen 138 kV Circuit 1,2016-02-08 19:00:00,2016-02-27 19:00:00,planned
Mccall Substtaion - Pebbledale 138 kV,2016-02-09 19:00:00,2016-02-20 19:00:00,planned
Panda Patriot Generation Plant - Finley Butte 138 kV #1,2016-02-06 19:00:00,2016-02-25 19:00:00,planned
Sandy Hook Substation - Poplar Gap 138 kV,2016-02-05 19:00:00,2016-02-06 19:00:00,planned
New Hardinsburg - Knoll Trail 138 kV line,2016-02-06 19:00:00,2016-02-19 19:00:00,planned
Gastoni Prime Power Park - Ochoa 138 kV Circuit 1,2016-02-11 19:00:00,2016-03-02 19:00:00,planned
Front Royal - Abbotsford 138 kV,2016-02-07 19:00:00,2016-02-26 19:00:00,planned
Neenah Crk - Newport Reit 138 kV Line 1,2016-02-04 19:00:00,2016-02-10 19:00:00,planned
Sea Island - 6Th Street 138 kV Circuit 1,2016-02-08 19:00:00,2016-02-17 19:00:00,planned
Big Fish - Repro Substation 138 kV Ckt 1,2016-02-10 19:00:00,2016-02-19 19:00:00,planned
Muskogee - Montpelier Electric Gnerating Station 500 kV #1,2016-02-07 19:00:00,2016-02-11 19:00:00,planned
Decker - Deep Crk 138 kV,2016-02-05 19:00:00,2016-02-09 19:00:00,planned
Lakin Municipal - South Hampton 138 kV Cir. 1,2016-02-13 19:00:00,2016-03-01 19:00:00,planned
Falls Irrigation - Seguin West 138 kV line,2016-02-07 19:00:00,2016-02-19 19:00:00,planned
Ladysmith Ct - Lookout 138 kV Ckt 1,2016-02-10 19:00:00,2016-02-14 19:00:00,planned
U S Alliance Coosa Pines - Causeway 138 kV Ckt 1,2016-02-08 19:00:00,2016-02-16 19:00:00,planned
Teichert - Peach Bottom 345 kV Circuit 1,2016-02-10 19:00:00,2016-02-24 19:00:00,planned
Iona - Wapato Substation 138 kV Cir. 1,2016-02-09 19:00:00,2016-02-17 19:00:00,planned
Niland - Fox 100 kV #1,2016-02-07 19:00:00,2016-02-26 19:00:00,planned
Stony Gorge - Kinetic 138 kV Line 1,2016-02-05 19:00:00,2016-02-10 19:00:00,planned
Spanish Trail - Plaquemine 138 kV #1,2016-02-09 19:00:00,2016-02-29 19:00:00,planned
Marblehead North - Njt Meadowlands Rail Substaion 138 kV Circuit 2,2016-03-01 19:00:00,2016-03-15 19:00:00,planned
Malad - Pence 345 kV Ckt 1,2016-03-03 19:00:00,2016-03-20 19:00:00,planned
Ykk Usa Chestney - Rocky Rd Power Llc 230 kV Line 2,2016-02-26 19:00:00,2016-02-29 19:00:00,planned
Hood Mesa - Thalia 138 kV,2016-03-01 19:00:00,2016-03-19 19:00:00,planned
Greenbank - Verona 138 kV Line 1,2016-02-23 19:00:00,2016-03-13 19:00:00,planned
Noray - Burlinton Gt 100 kV Line 1,2016-02-23 19:00:00,2016-03-03 19:00:00,planned
Chambers - Decordova Substation 345 kV Cir. 1,2016-03-03 19:00:00,2016-03-18 19:00:00,planned
Sherman St - Klamath Co-Gen 100 kV Cir. 1,2016-03-02 19:00:00,2016-03-05 19:00:00,planned
Dededo - Moore Rd 100 kV Cir. 1,2016-03-03 19:00:00,2016-03-04 19:00:00,planned
White Rock-Nike - Hudson 138 kV Cir. 1,2016-02-29 19:00:00,2016-03-20 19:00:00,planned
Dresden Generatng Station - Boca Raton 500 kV,2016-02-27 19:00:00,2016-03-05 19:00:00,planned
Sheboygan Falls Station - Belden Village 100 kV Circuit 1,2016-02-28 19:00:00,2016-03-09 19:00:00,planned
Parlin Power Plant - Old Bridge Clean Energy Center 138 kV Cir. 1,2016-02-27 19:00:00,2016-03-15 19:00:00,planned
Holy Cross - Rowesville Rd Plant 138 kV #1,2016-02-24 19:00:00,2016-03-05 19:00:00,planned
Fremont Energy Center - Simpson Lumber 100 kV Ckt 1,2016-03-01 19:00:00,2016-03-13 19:00:00,planned
Home - No Maries 138 kV,2016-02-26 19:00:00,2016-02-29 19:00:00,planned
North Side Substation - June St 161 kV Cir. 1,2016-02-25 19:00:00,2016-03-15 19:00:00,planned
Raccoon Creek Sta - Archie 138 kV Line 1,2016-02-29 19:00:00,2016-03-16 19:00:00,planned
Rec Bradord - Curry County Substation 138 kV #1,2016-02-28 19:00:00,2016-03-03 19:00:00,planned
Lawrence - Raines Rd 138 kV Ckt 1,2016-02-29 19:00:00,2016-03-15 19:00:00,planned
Peace Canyon - Stauffer 100 kV Cir. 1,2016-03-01 19:00:00,2016-03-06 19:00:00,planned
Redbud - Stonewall Substation 138 kV Cir. 1,2016-02-28 19:00:00,2016-03-09 19:00:00,planned
Blackwater Tie - Camel Back 138 kV #1,2016-02-23 19:00:00,2016-03-06 19:00:00,planned
Scooteney - Shingleton 138 kV #1,2016-02-28 19:00:00,2016-02-29 19:00:00,planned
Boyntonville - El Vado 138 kV,2016-02-23 19:00:00,2016-03-09 19:00:00,planned
Orick - Zamora 138 kV,2016-02-29 19:00:00,2016-03-08 19:00:00,planned
Maple Valley - Shandin 138 kV,2016-02-26 19:00:00,2016-03-16 19:00:00,planned
Sturgis Substation - Lagrange 100 kV Circuit 1,2016-03-02 19:00:00,2016-03-03 19:00:00,planned
Chancellor Row - Shack Mills Sta 138 kV Line 1,2016-03-02 19:00:00,2016-03-18 19:00:00,planned
Orsted - Laurel Wind Farm 138 kV Circuit 1,2016-02-29 19:00:00,2016-03-12 19:00:00,planned
Mohawk - Aes 100 kV Circuit 2,2016-02-23 19:00:00,2016-03-02 19:00:00,planned
Payne - Kress 138 kV #1,2016-03-01 19:00:00,2016-03-13 19:00:00,planned
Berthusen - S Reading Substation 138 kV #1,2016-03-03 19:00:00,2016-03-07 19:00:00,planned
Hacienda Las Carolinas - Knob 138 kV Cir. 1,2016-02-23 19:00:00,2016-03-10 19:00:00,planned
S Boston - Crete Energy Venture Llc Substation 230 kV #1,2016-02-23 19:00:00,2016-02-24 19:00:00,planned
Ilion - Putnam Substation 100 kV Ckt 1,2016-02-27 19:00:00,2016-03-15 19:00:00,planned
Royalton - Ivyglen Meter 230 kV Line 1,2016-03-01 19:00:00,2016-03-05 19:00:00,planned
Wayne Junction Substation - Newington 138 kV #1,2016-02-28 19:00:00,2016-03-05 19:00:00,planned
Airline - Johnson Hill 230 kV,2016-03-03 19:00:00,2016-03-19 19:00:00,planned
Reading - Ganesha 100 kV Line 1,2016-02-27 19:00:00,2016-03-13 19:00:00,planned
Meadow - Kenowa 100 kV Circuit 1,2016-02-25 19:00:00,2016-03-16 19:00:00,planned
Gibson Station - Certainteed Substation 100 kV,2016-02-24 19:00:00,2016-03-11 19:00:00,planned
East 12Th Street - Salton Sea 2 Substation 138 kV Line,2016-02-29 19:00:00,2016-03-09 19:00:00,planned
Bloomfield - Glen Avon 138 kV line,2016-02-28 19:00:00,2016-03-13 19:00:00,planned
Pasadena - Nih 138 kV,2016-02-27 19:00:00,2016-03-15 19:00:00,planned
Ironman Substation - Killen 230 kV Cir. 1,2016-03-01 19:00:00,2016-03-06 19:00:00,planned
Southwest Lima - Lenkurt 100 kV Line 1,2016-02-27 19:00:00,2016-03-07 19:00:00,planned
Loudon - Yardley Ridge 138 kV Circuit 1,2016-02-28 19:00:00,2016-03-07 19:00:00,planned
Central Plains Wind Farm Substation - Jacks Crk Substation 138 kV Ckt 1,2016-03-02 19:00:00,2016-03-03 19:00:00,planned
Indiera 6305 - Topsham 138 kV,2016-03-03 19:00:00,2016-03-04 19:00:00,planned
Red Mtn - Temblor 138 kV Line 1,2016-02-28 19:00:00,2016-03-09 19:00:00,planned
E. Ripley - West Fork 138 kV,2016-02-23 19:00:00,2016-02-24 19:00:00,planned
Pennsuco - Whitpain 138 kV #1,2016-03-03 19:00:00,2016-03-17 19:00:00,planned
Station S Van Nuys - Rouse 230 kV line,2016-02-27 19:00:00,2016-03-06 19:00:00,planned
Columbia - Holgate 138 kV,2016-02-28 19:00:00,2016-03-15 19:00:00,planned
Jonesboro Spa - Padua 100 kV Line 1,2016-02-23 19:00:00,2016-02-26 19:00:00,planned
Bernis Substation - Potter 100 kV Line 1,2016-02-26 19:00:00,2016-03-15 19:00:00,planned
Clatskanie - Ninemile Point Substation 138 kV Cir. 1,2016-02-28 19:00:00,2016-02-29 19:00:00,planned
Orrtanna - Yacht Club D.S 138 kV Line 1,2016-02-29 19:00:00,2016-03-09 19:00:00,planned
Centennial - Glen Carlyn 138 kV Line 1,2016-03-02 19:00:00,2016-03-16 19:00:00,planned
Groton - Test Track 100 kV Ckt 1,2016-02-28 19:00:00,2016-03-03 19:00:00,planned
Jefferie Sta - Shorey Road 138 kV #1,2016-03-02 19:00:00,2016-03-15 19:00:00,planned
Pleasant Grove - S Beaver Dam 138 kV #1,2016-02-28 19:00:00,2016-03-19 19:00:00,planned
Cogentrix - Gila River 138 kV Line 1,2016-03-02 19:00:00,2016-03-06 19:00:00,planned
Beckham - Whitten 100 kV Cir. 1,2016-04-03 08:00:00,2016-04-16 08:00:00,planned
Excell - Carpenter 138 kV Circuit 1,2016-04-03 08:00:00,2016-04-18 08:00:00,planned
Forest Junction - Groton Street 138 kV Line,2016-04-06 08:00:00,2016-04-21 08:00:00,planned
Kemmerer - Trisonic 138 kV #1,2016-03-31 08:00:00,2016-04-11 08:00:00,planned
Wahtoke - Manifold 138 kV Circuit 1,2016-04-05 08:00:00,2016-04-10 08:00:00,planned
Ottauquechee Hydro - Dodd Rd 138 kV Circuit 1,2016-03-31 08:00:00,2016-04-09 08:00:00,planned
Jack Ramey Wind - Clearbrook 138 kV Ckt 1,2016-04-04 08:00:00,2016-04-20 08:00:00,planned
Case - Yah-Ta-Hey 100 kV,2016-03-28 08:00:00,2016-04-16 08:00:00,planned
Elkhorn - Mckenna 138 kV Ckt 1,2016-04-06 08:00:00,2016-04-24 08:00:00,planned
Biglow Canyon - Cumberland Substation 138 kV L,2016-03-28 08:00:00,2016-04-03 08:00:00,planned
Stolle Road - Fairhaven 138 kV Ckt 1,2016-03-30 08:00:00,2016-04-09 08:00:00,planned
Tiger Bay - Lake Mine 138 kV,2016-03-30 08:00:00,2016-04-01 08:00:00,planned
Mackay - Sherburne Substation 138 kV Line 1,2016-04-02 08:00:00,2016-04-17 08:00:00,planned
Northwest Jackson - Bartonsville 138 kV Ckt 1,2016-03-29 08:00:00,2016-03-31 08:00:00,planned
Loon Lake Substation - Tonawanda 100 kV Circuit 1,2016-04-02 08:00:00,2016-04-08 08:00:00,planned
Gable - Bluff 100 kV Line 1,2016-03-30 08:00:00,2016-04-14 08:00:00,planned
Eden Solar Llc - Solon Diesel 100 kV Cir. 1,2016-03-29 08:00:00,2016-04-07 08:00:00,planned
Mathewson - Mount Laurel 345 kV Line 1,2016-04-05 08:00:00,2016-04-14 08:00:00,planned
Kern Oil - Rawhide 138 kV Circuit 1,2016-04-03 08:00:00,2016-04-13 08:00:00,planned
Inman - Federal Square 138 kV Circuit 1,2016-04-01 08:00:00,2016-04-07 08:00:00,planned
Us Gypsum - Forbes 138 kV Circuit 1,2016-03-28 08:00:00,2016-03-31 08:00:00,planned
Heyburn - Frio Town Substation 138 kV L,2016-04-02 08:00:00,2016-04-16 08:00:00,planned
Ralston - Lacamas 138 kV Circuit 1,2016-03-30 08:00:00,2016-04-05 08:00:00,planned
Greenlawn - Macnil 100 kV Cir. 1,2016-04-03 08:00:00,2016-04-10 08:00:00,planned
Schik - Cuartel Drogas Y Narcoticos 138 kV L,2016-04-01 08:00:00,2016-04-16 08:00:00,planned
Plumosus - Vinoy 138 kV Line 1,2016-03-28 08:00:00,2016-03-29 08:00:00,planned
Shoreham Power Sta - Castle Afb 100 kV #1,2016-04-01 08:00:00,2016-04-03 08:00:00,planned
West Mcintosh - Newark-Sierra-Paperboard 138 kV #1,2016-04-01 08:00:00,2016-04-18 08:00:00,planned
J M Stuart - E Dunkirk 100 kV Cir. 1,2016-04-03 08:00:00,2016-04-09 08:00:00,planned
Indiana University Of Pennsylvania - Peshasin 138 kV line,2016-04-01 08:00:00,2016-04-20 08:00:00,planned
Largo - Ebenezer 138 kV Ckt 1,2016-04-06 08:00:00,2016-04-16 08:00:00,planned
Carbon Limestone Substation - J M Huber 138 kV #1,2016-04-03 08:00:00,2016-04-22 08:00:00,planned
E Liverpool - South Chester 138 kV Cir. 1,2016-03-28 08:00:00,2016-04-13 08:00:00,planned
Lawton East Side - Lamar 138 kV,2016-03-29 08:00:00,2016-04-03 08:00:00,planned
Elk Riv City Of - Kossuth 138 kV Line 1,2016-04-03 08:00:00,2016-04-04 08:00:00,planned
Alum Crk Substation - Chemical 138 kV #1,2016-04-05 08:00:00,2016-04-10 08:00:00,planned
Salem Electric Department Substation - Neosho 138 kV #1,2016-04-06 08:00:00,2016-04-23 08:00:00,planned
Stepdown - Alpine 138 kV Cir. 1,2016-04-06 08:00:00,2016-04-08 08:00:00,planned
Corning - Eunice 138 kV Circuit 1,2016-03-31 08:00:00,2016-04-10 08:00:00,planned
Anson North - Bozeman S 138 kV Cir. 1,2016-04-04 08:00:00,2016-04-24 08:00:00,planned
Sampson Substation - Cottage Grove 138 kV Circuit 1,2016-04-02 08:00:00,2016-04-08 08:00:00,planned
Japanese Mesa - Brook Rd 100 kV Cir. 1,2016-04-05 08:00:00,2016-04-07 08:00:00,planned
Joso - Pipeline 100 kV,2016-04-06 08:00:00,2016-04-15 08:00:00,planned
Puddledock Rd - Luray Hydro Sta 138 kV Cir. 1,2016-05-24 18:00:00,2016-05-29 18:00:00,planned
Clark County - Kearneyville 345 kV Circuit 1,2016-05-26 18:00:00,2016-06-15 18:00:00,planned
Caparra 1924 - Babb Substation 345 kV,2016-05-26 18:00:00,2016-06-04 18:00:00,planned
Marlton - Border 138 kV L,2016-05-31 18:00:00,2016-06-08 18:00:00,planned
Apple Inc - Dadeland 138 kV Circuit 1,2016-05-31 18:00:00,2016-06-17 18:00:00,planned
Bluffview - Fisk St 100 kV,2016-05-29 18:00:00,2016-06-13 18:00:00,planned
Rinaldi - Deland West 138 kV Line 1,2016-05-22 18:00:00,2016-06-02 18:00:00,planned
Suarts Draft - Craggy 138 kV #1,2016-05-23 18:00:00,2016-06-04 18:00:00,planned
Buckeye - Howard Down 345 kV Line,2016-05-28 18:00:00,2016-06-15 18:00:00,planned
Troy - Lafayette Shadeland Substation 138 kV Line 2,2016-05-25 18:00:00,2016-05-30 18:00:00,planned
Carbide - Oppd Blondo Street 100 kV #1,2016-05-28 18:00:00,2016-06-16 18:00:00,planned
Las Cruces 3602 - East Vicksburg Substation 138 kV Cir. 1,2016-05-26 18:00:00,2016-06-10 18:00:00,planned
Ravena - Cimarron River 100 kV L,2016-05-25 18:00:00,2016-05-29 18:00:00,planned
Trinity - Naea Ocean Peaking Power Llc 138 kV #1,2016-05-23 18:00:00,2016-06-03 18:00:00,planned
Jarvis - St Johns 100 kV Circuit 1,2016-05-23 18:00:00,2016-05-30 18:00:00,planned
160Th Avenue - Addison 100 kV Cir. 1,2016-05-30 18:00:00,2016-06-16 18:00:00,planned
N Stanwood - Adabell 100 kV Circuit 4,2016-05-24 18:00:00,2016-06-11 18:00:00,planned
Belden Village - Vine Street 100 kV Ckt 1,2016-05-27 18:00:00,2016-06-09 18:00:00,planned
Dean Forest - Eastown Rd 230 kV #1,2016-05-24 18:00:00,2016-06-08 18:00:00,planned
Luverne Wind Farm - Chevgen 138 kV Ckt 1,2016-05-24 18:00:00,2016-06-07 18:00:00,planned
S Whitehall - Roseau County 100 kV Circuit 1,2016-05-28 18:00:00,2016-06-02 18:00:00,planned
Morrisville - Sowego Dp 138 kV Cir. 2,2016-05-27 18:00:00,2016-06-13 18:00:00,planned
Tone - 40Th Place 100 kV Line 1,2016-05-30 18:00:00,2016-06-16 18:00:00,planned
Jarvis - Oakwind 100 kV Cir. 2,2016-05-27 18:00:00,2016-06-10 18:00:00,planned
Cedar Grove - Multitrade Of Pittsylvania Lp 138 kV Ckt 1,2016-05-22 18:00:00,2016-06-10 18:00:00,planned
Svp - Ingles St 138 kV Line 1,2016-05-28 18:00:00,2016-06-06 18:00:00,planned
Golah - Navy 1 100 kV,2016-05-27 18:00:00,2016-06-09 18:00:00,planned
Calistoga 199 - Elmo 138 kV Cir. 1,2016-05-30 18:00:00,2016-06-03 18:00:00,planned
Slater - Woodlawn Substation 138 kV Cir. 1,2016-05-28 18:00:00,2016-06-02 18:00:00,planned
Canon City - Hard Rock Substation 138 kV,2016-05-29 18:00:00,2016-05-31 18:00:00,planned
Moorhead - Bringhurst 100 kV,2016-05-25 18:00:00,2016-06-11 18:00:00,planned
Woodlan Tap - Seward 345 kV,2016-05-25 18:00:00,2016-05-31 18:00:00,planned
Twinbrook - Tillatoba Substation 138 kV Circuit 1,2016-05-27 18:00:00,2016-06-15 18:00:00,planned
Power Inn-Elsie - San Rafael Substation 100 kV,2016-05-22 18:00:00,2016-06-10 18:00:00,planned
Key West Diesel - Luka 100 kV Cir. 1,2016-05-27 18:00:00,2016-06-11 18:00:00,planned
Ruch - Bearskin 138 kV Circuit 1,2016-05-27 18:00:00,2016-06-05 18:00:00,planned
Lyonsdale Associates - Hutchinson Plant 2 138 kV #1,2016-05-24 18:00:00,2016-06-01 18:00:00,planned
Tombstone - Sharyland 345 kV Cir. 1,2016-05-29 18:00:00,2016-05-30 18:00:00,planned
