project_id,queue_date,poi_sub_id,poi_kv,poi_name,project_type,fuel,mw,state,zone_id,source
Q12-0134,2012-06-06,18857,100.0,Podick 100 kV,gen,gas,211.3,Ohio,29,synthetic
Q12-0135,2012-06-07,5297,138.0,Hell Creek 138 kV,gen,gas,211.1,New Jersey,9,synthetic
Q12-0136,2012-06-10,18355,138.0,Basilone 138 kV,gen,gas,562.0,West Virginia,28,synthetic
Q12-0137,2012-06-13,22013,100.0,Gates 100 kV,gen,wind,105.3,Indiana,33,synthetic
Q12-0138,2012-06-16,24064,100.0,Maple Ave 100 kV,gen,wind,84.2,Illinois,35,synthetic
Q12-0139,2012-06-16,6299,138.0,Chiquita 138 kV,gen,solar,77.4,Pennsylvania,10,synthetic
Q12-0140,2012-06-26,9635,138.0,Buck Hydro 138 kV,gen,solar,204.7,Virginia,14,synthetic
Q12-0141,2012-07-07,8604,138.0,Clatskanie 138 kV,load,load,140.0,Maryland,13,synthetic
Q12-0142,2012-07-10,7511,138.0,James E. Rogers Energy Complex 138 kV,gen,gas,751.0,Pennsylvania,11,synthetic
Q12-0143,2012-07-13,10128,138.0,Mickens 138 kV,gen,gas,1014.5,Virginia,15,synthetic
Q12-0144,2012-07-20,8806,138.0,Pangborn 138 kV,gen,wind,169.5,Maryland,13,synthetic
Q12-0145,2012-07-25,7968,138.0,State Campus 138 kV,gen,gas,1347.7,Pennsylvania,11,synthetic
Q12-0146,2012-07-25,24032,100.0,Lake Charles Plant 100 kV,gen,wind,60.0,Illinois,35,synthetic
Q12-0147,2012-07-31,22220,100.0,Monfort 100 kV,gen,wind,58.1,Indiana,33,synthetic
Q12-0148,2012-08-11,22574,100.0,Kemper County 100 kV,load,load,49.2,Indiana,33,synthetic
Q12-0149,2012-08-12,7768,138.0,Lakeover 138 kV,gen,other,37.2,Pennsylvania,11,synthetic
Q12-0150,2012-08-23,7108,500.0,Peach Bottom 500 kV,gen,gas,576.6,Pennsylvania,10,synthetic
Q12-0151,2012-08-27,24640,230.0,Gardner 230 kV,gen,solar,117.1,Illinois,35,synthetic
Q12-0152,2012-08-31,9669,345.0,Clover 345 kV,gen,gas,334.5,Virginia,14,synthetic
Q12-0153,2012-09-01,21726,100.0,J R Whiting 100 kV,gen,gas,541.0,Michigan,32,synthetic
Q12-0154,2012-09-02,22035,230.0,Jones Chapel 230 kV,gen,wind,199.1,Indiana,33,synthetic
Q12-0155,2012-09-08,19337,100.0,Mechanicville Hydroelectric Station 100 kV,gen,solar,57.0,Ohio,29,synthetic
Q12-0156,2012-09-10,23087,230.0,Finley Point 230 kV,load,load,560.8,Illinois,34,synthetic
Q12-0157,2012-09-13,7859,138.0,Rockdale 138 kV,gen,gas,248.8,Pennsylvania,11,synthetic
Q12-0158,2012-09-16,23453,500.0,Mira Loma 500 kV,gen,gas,969.9,Illinois,34,synthetic
Q12-0159,2012-09-26,7093,138.0,Blackwater Tie 138 kV,battery,storage,53.9,Pennsylvania,10,synthetic
Q12-0160,2012-10-01,17843,138.0,Hubbardstown 138 kV,gen,wind,397.7,Kentucky,27,synthetic
Q12-0161,2012-10-02,9241,138.0,Jack Ramey Wind 138 kV,gen,other,135.8,Virginia,14,synthetic
Q12-0162,2012-10-05,21797,100.0,Boeing Renton 2 100 kV,gen,gas,407.6,Indiana,33,synthetic
Q12-0163,2012-10-08,7511,138.0,James E. Rogers Energy Complex 138 kV,gen,wind,246.0,Pennsylvania,11,synthetic
Q12-0164,2012-10-10,10968,69.0,Mayo 69 kV,load,load,406.5,North Carolina,16,synthetic
Q12-0165,2012-10-11,22739,230.0,Henry County 230 kV,gen,solar,333.6,Indiana,33,synthetic
Q12-0166,2012-10-20,9998,138.0,Dell Power Station 138 kV,gen,gas,406.9,Virginia,15,synthetic
Q12-0167,2012-10-24,5302,138.0,Shell Los Angeles 138 kV,gen,solar,82.0,New Jersey,9,synthetic
Q12-0168,2012-10-27,7622,138.0,Cmc 138 kV,gen,wind,256.6,Pennsylvania,11,synthetic
Q12-0169,2012-10-31,19316,100.0,Watermill 100 kV,gen,wind,137.2,Ohio,29,synthetic
Q12-0170,2012-10-31,6759,138.0,Scoggin 138 kV,battery,storage,186.0,Pennsylvania,10,synthetic
Q12-0171,2012-11-03,9724,138.0,Parsons Tap 138 kV,load,load,557.6,Virginia,15,synthetic
Q12-0172,2012-11-08,18689,345.0,Morgantown Energy Facility 345 kV,gen,wind,370.6,West Virginia,28,synthetic
Q12-0173,2012-11-15,8081,138.0,Ranch 138 kV,gen,gas,389.5,Pennsylvania,11,synthetic
Q12-0174,2012-11-15,18544,345.0,Hinton Ap 345 kV,gen,gas,1195.2,West Virginia,28,synthetic
Q12-0175,2012-11-15,9405,138.0,Monolith 138 kV,gen,wind,95.3,Virginia,14,synthetic
Q12-0176,2012-11-16,20030,100.0,Indianola 100 kV,gen,solar,119.6,Ohio,30,synthetic
Q12-0177,2012-11-19,18738,100.0,Scottsboro 100 kV,gen,solar,201.0,Ohio,29,synthetic
Q12-0178,2012-11-25,7432,138.0,Grays River 138 kV,gen,gas,164.8,Pennsylvania,11,synthetic
Q12-0179,2012-11-26,19449,100.0,Centerville Sw 100 kV,gen,wind,233.8,Ohio,29,synthetic
Q12-0180,2012-11-28,10043,138.0,Indian Lake 138 kV,load,load,115.9,Virginia,15,synthetic
Q12-0181,2012-12-02,9816,138.0,Mitchell Dam 138 kV,gen,gas,132.6,Virginia,15,synthetic
Q12-0182,2012-12-05,23162,100.0,East Danville 100 kV,gen,gas,240.0,Illinois,34,synthetic
Q12-0183,2012-12-07,17027,138.0,Mcloughlin 138 kV,gen,gas,1258.7,Kentucky,27,synthetic
Q12-0184,2012-12-10,18773,230.0,Cocodrie 230 kV,gen,other,8.7,Ohio,29,synthetic
Q12-0185,2012-12-10,23330,100.0,Paloma 100 kV,gen,solar,36.8,Illinois,34,synthetic
Q12-0186,2012-12-19,9919,138.0,Sowego Dp 138 kV,gen,gas,555.7,Virginia,15,synthetic
Q12-0187,2012-12-20,23010,100.0,Wurno 100 kV,gen,gas,291.6,Illinois,34,synthetic
Q12-0188,2012-12-21,23456,100.0,Lasalle 100 kV,gen,wind,152.7,Illinois,34,synthetic
Q12-0189,2012-12-24,10239,138.0,Mcqueeney 138 kV,load,load,339.7,Virginia,15,synthetic
Q12-0190,2012-12-29,8913,138.0,Helm'S Pumped Storage 138 kV,gen,gas,1212.5,Maryland,13,synthetic
Q13-0191,2013-01-01,19012,230.0,Airline 230 kV,gen,gas,370.6,Ohio,29,synthetic
Q13-0192,2013-01-02,21518,100.0,Fossil 100 kV,gen,gas,192.8,Michigan,32,synthetic
Q13-0193,2013-01-05,7024,138.0,Sw 5Th 138 kV,gen,other,244.1,Pennsylvania,10,synthetic
Q13-0194,2013-01-05,10237,138.0,Los Angeles 1617 138 kV,gen,solar,181.8,Virginia,15,synthetic
Q13-0195,2013-01-09,23053,230.0,Evergreen Park 230 kV,gen,gas,1455.7,Illinois,34,synthetic
Q13-0196,2013-01-14,9241,138.0,Jack Ramey Wind 138 kV,gen,other,137.7,Virginia,14,synthetic
Q13-0197,2013-01-16,10066,138.0,Cub-Run Dp 138 kV,gen,wind,183.7,Virginia,15,synthetic
Q13-0198,2013-01-21,19397,100.0,Newport Hydro Station 100 kV,gen,solar,142.5,Ohio,29,synthetic
Q13-0199,2013-01-30,10283,138.0,Commonwealth Chesapeake 138 kV,gen,solar,223.9,Virginia,15,synthetic
Q13-0200,2013-02-01,10291,345.0,Carrabelle 345 kV,gen,wind,239.8,Virginia,15,synthetic
Q13-0201,2013-02-02,8733,138.0,Ritzville 138 kV,gen,solar,112.6,Maryland,13,synthetic
Q13-0202,2013-02-02,17462,138.0,Tellico 138 kV,gen,wind,286.3,Kentucky,27,synthetic
Q13-0203,2013-02-04,8139,138.0,Stafford 138 kV,gen,solar,108.2,Pennsylvania,11,synthetic
Q13-0204,2013-02-05,23337,100.0,Fielder Creek 100 kV,gen,gas,179.9,Illinois,34,synthetic
Q13-0205,2013-02-12,22032,230.0,University 230 kV,gen,other,85.9,Indiana,33,synthetic
Q13-0206,2013-02-20,23357,230.0,East Bismarck 230 kV,gen,solar,96.0,Illinois,34,synthetic
Q13-0207,2013-02-22,5930,345.0,Campo Fresco 2 345 kV,gen,wind,291.6,New Jersey,9,synthetic
Q13-0208,2013-03-05,18542,138.0,Greens Bayou 69 138 kV,gen,gas,408.2,West Virginia,28,synthetic
Q13-0209,2013-03-05,9896,138.0,Dranesville 138 kV,battery,storage,74.3,Virginia,15,synthetic
Q13-0210,2013-03-06,8758,138.0,Mooney 138 kV,gen,solar,106.3,Maryland,13,synthetic
Q13-0211,2013-03-06,9675,138.0,Neosho 138 kV,gen,solar,256.8,Virginia,14,synthetic
Q13-0212,2013-03-11,22765,230.0,Sabanera 230 kV,gen,solar,47.7,Indiana,33,synthetic
Q13-0213,2013-03-12,5206,138.0,Purcell 138 kV,gen,solar,103.1,New Jersey,9,synthetic
Q13-0214,2013-03-14,5926,138.0,Pinckard 138 kV,gen,wind,170.6,New Jersey,9,synthetic
Q13-0215,2013-03-20,21785,100.0,Trier 100 kV,gen,solar,60.5,Indiana,33,synthetic
Q13-0216,2013-03-24,9554,138.0,Puddledock Rd 138 kV,battery,storage,70.0,Virginia,14,synthetic
Q13-0217,2013-03-26,19437,230.0,Gray'S Flat 230 kV,gen,wind,199.9,Ohio,29,synthetic
Q13-0218,2013-03-26,9935,138.0,Magnolia 138 kV,gen,gas,305.2,Virginia,15,synthetic
Q13-0219,2013-03-28,18315,138.0,Tat Momoli 138 kV,gen,gas,164.1,West Virginia,28,synthetic
Q13-0220,2013-03-30,10705,138.0,Malaspina 138 kV,load,load,91.5,North Carolina,16,synthetic
Q13-0221,2013-03-31,10283,345.0,Commonwealth Chesapeake 345 kV,gen,solar,354.2,Virginia,15,synthetic
Q13-0222,2013-03-31,6671,138.0,White Swan 138 kV,gen,solar,66.7,Pennsylvania,10,synthetic
Q13-0223,2013-04-04,21987,100.0,South Haven 100 kV,load,load,31.3,Indiana,33,synthetic
Q13-0224,2013-04-07,22397,100.0,Roz 100 kV,gen,other,19.4,Indiana,33,synthetic
Q13-0225,2013-04-07,7952,345.0,West Waynesboro 345 kV,gen,solar,491.0,Pennsylvania,11,synthetic
Q13-0226,2013-04-10,6593,138.0,Walpole 138 kV,gen,wind,95.6,Pennsylvania,10,synthetic
Q13-0227,2013-04-13,17857,138.0,Cooper 138 kV,gen,wind,185.1,Kentucky,27,synthetic
Q13-0228,2013-04-14,22035,230.0,Jones Chapel 230 kV,gen,gas,184.5,Indiana,33,synthetic
Q13-0229,2013-04-19,21751,100.0,Hato Rey Gis 1403-1404 100 kV,gen,solar,106.8,Indiana,33,synthetic
Q13-0230,2013-04-21,21995,230.0,Desoto 230 kV,gen,wind,256.0,Indiana,33,synthetic
Q13-0231,2013-04-22,23302,230.0,Magnesium Plant 230 kV,gen,solar,132.4,Illinois,34,synthetic
Q13-0232,2013-04-25,21388,100.0,South Woodrow 100 kV,gen,wind,197.3,Michigan,32,synthetic
Q13-0233,2013-04-26,8864,138.0,Sony 138 kV,gen,wind,447.2,Maryland,13,synthetic
Q13-0234,2013-05-10,18117,345.0,Longview2 345 kV,gen,gas,524.4,West Virginia,28,synthetic
Q13-0235,2013-05-11,18329,345.0,Rec Harmony 345 kV,gen,gas,1500.0,West Virginia,28,synthetic
Q13-0236,2013-05-16,18329,345.0,Rec Harmony 345 kV,gen,wind,484.8,West Virginia,28,synthetic
Q13-0237,2013-05-16,9820,138.0,Tuckasegee Tie 138 kV,gen,gas,866.0,Virginia,15,synthetic
Q13-0238,2013-05-17,6753,345.0,Bandera Road 345 kV,gen,gas,659.1,Pennsylvania,10,synthetic
Q13-0239,2013-05-20,17558,138.0,May Street 138 kV,gen,wind,241.5,Kentucky,27,synthetic
Q13-0240,2013-05-25,22220,100.0,Monfort 100 kV,gen,solar,46.3,Indiana,33,synthetic
Q13-0241,2013-05-29,19134,500.0,Barrett 500 kV,gen,solar,390.7,Ohio,29,synthetic
Q13-0242,2013-06-01,10289,138.0,Cs Murphy Point Llc 138 kV,gen,solar,38.1,Virginia,15,synthetic
Q13-0243,2013-06-02,11140,69.0,Ross 69 kV,gen,solar,30.6,North Carolina,16,synthetic
Q13-0244,2013-06-07,9691,138.0,Jefferson Street 138 kV,gen,gas,322.1,Virginia,15,synthetic
Q13-0245,2013-06-11,20196,100.0,Moore 100 kV,gen,solar,47.4,Ohio,30,synthetic
Q13-0246,2013-06-18,20300,230.0,Firstenergy Bay Shore 230 kV,gen,gas,1500.0,Ohio,30,synthetic
Q13-0247,2013-06-21,22098,230.0,Dooville 230 kV,gen,gas,252.0,Indiana,33,synthetic
Q13-0248,2013-06-28,5311,138.0,Murray 138 kV,gen,solar,149.7,New Jersey,9,synthetic
Q13-0249,2013-06-29,5614,138.0,Lakewood 138 kV,gen,gas,550.3,New Jersey,9,synthetic
Q13-0250,2013-07-01,24080,230.0,Anza 230 kV,gen,solar,460.1,Illinois,35,synthetic
Q13-0251,2013-07-03,19987,100.0,Deridder Mill 100 kV,gen,wind,133.2,Ohio,30,synthetic
