project_id,publication_date,facility_str,fid,fid_confidence,in_public_layer,contingency_str,cont_fid,loading_pct,rating_mva,dfax_pct,pre_loading_pct,source,upgrade_str,cost_total_usd,cost_alloc_usd
Q11-0022,2012-06-24,Dalreed-Kemper County 100kV,L:22574:22587:100,1.0,True,Drewry-Gaston Rd 100kV,L:22588:22767:100,338.0,117.0,72.7,,prose_overloaded,Rebuild line with higher-capacity conductor,1107000.0,1107000.0
Q11-0022,2012-06-24,Gaston Rd-Drewry Substation 100kV L,L:22588:22767:100,1.0,True,Kemper County-Dalreed 100kV,L:22574:22587:100,257.0,138.0,67.1,,prose_overloaded,Rebuild line with higher-capacity conductor,2541000.0,2541000.0
Q11-0022,2012-06-24,Calvert-Grandview Ave 100kV Line,L:22583:22595:100,1.0,True,Kemper County-Dalreed 100kV,L:22574:22587:100,178.8,141.0,51.5,,prose_overloaded,Rebuild line with higher-capacity conductor,3621000.0,3621000.0
Q11-0022,2012-06-24,Table Mt-Suter 100kV L,L:22033:22597:100,1.0,True,Kemper County-Dalreed 100kV,L:22574:22587:100,131.3,144.0,24.6,,prose_overloaded,Rebuild line with higher-capacity conductor,7205000.0,7205000.0
Q11-0022,2012-06-24,S Bend-High Falls - Croghan Ny 100kV,L:22579:22586:100,1.0,True,Drewry-Gaston Rd 100kV Line,L:22588:22767:100,110.3,121.0,28.0,,prose_overloaded,Rebuild line with higher-capacity conductor,1463000.0,1463000.0
Q11-0022,2012-06-24,Ager-Northern 100kV line,L:22590:22591:100,1.0,True,Kemper County-Dalreed 100kV Line,L:22574:22587:100,109.9,128.0,25.4,,prose_overloaded,Reconductor line,1073000.0,1073000.0
Q11-0022,2012-06-24,East Astoria-Dalreed 100kV,L:22581:22587:100,1.0,True,Revere-Calvert 100kV L,L:22583:22589:100,327.0,123.0,65.5,,prose_loss,Rebuild line with higher-capacity conductor,1600000.0,1600000.0
Q11-0022,2012-06-24,Clvert-Dalreed 100kV,L:22583:22587:100,1.0,True,Revere-E Astoria 100kV,L:22581:22589:100,289.7,113.0,54.2,,prose_loss,Rebuild line with higher-capacity conductor,7105000.0,7105000.0
Q11-0022,2012-06-24,Gaston Rd Substation-Table Mt 100kV,L:22597:22767:100,1.0,True,Dalreed-Kemper County 100kV Line,L:22574:22587:100,257.2,138.0,67.1,,prose_loss,Rebuild line with higher-capacity conductor,998000.0,998000.0
Q11-0022,2012-06-24,Drewry-Grandview Ave 100kV,L:22588:22595:100,1.0,True,E Astoria Substation-Revere 100kV,L:22581:22589:100,152.7,118.0,25.7,,prose_loss,Rebuild line with higher-capacity conductor,2949000.0,2949000.0
Q11-0022,2012-06-24,Colfax-Drewry 100kV Line,L:22588:22766:100,1.0,True,Kemper County-Dalreed 100kV,L:22574:22587:100,136.8,129.0,34.5,,prose_loss,Rebuild line with higher-capacity conductor,1896000.0,1896000.0
Q11-0022,2012-06-24,Twin Branch-Kemper County 100kV Line,L:22034:22574:100,1.0,True,Kemper County-S Bend 100kV,L:22574:22586:100,104.3,135.0,34.9,,prose_loss,Reconductor line,1470000.0,1470000.0
Q11-0022,2012-06-24,Colfax-E Astoria 100kV,L:22581:22766:100,1.0,True,Kemper County-Dalreed 100kV,L:22574:22587:100,182.1,136.0,48.5,,prose_colon,Rebuild line with higher-capacity conductor,2577000.0,2577000.0
Q11-0022,2012-06-24,S Bend Substation-Kemper County 100kV,L:22574:22586:100,1.0,True,Drewry-Gaston Rd 100kV,L:22588:22767:100,168.6,96.0,28.0,,prose_colon,Rebuild line with higher-capacity conductor,2163000.0,2163000.0
Q11-0022,2012-06-24,Suter-High Falls - Croghan Ny 100kV,L:22033:22579:100,1.0,True,Dalreed-Kemper County 100kV L,L:22574:22587:100,120.3,138.0,24.6,,prose_colon,Rebuild line with higher-capacity conductor,2528000.0,2528000.0
Q11-0059,2012-06-25,Seco – Wing Lane 138.0 kV,L:9798:9801:138,1.0,True,Haggin – Mitchell Dam 345.0 kV Line,L:9816:10265:345,215.3,167.0,8.5,210.3,fields,Rebuild line with higher-capacity conductor,2097000.0,2097000.0
Q11-0059,2012-06-25,Seco – Harvard 138.0 kV,L:9801:9805:138,0.9904349852204549,False,Mitchell Dam – Haggin 345.0 kV,L:9816:10265:345,184.5,248.0,8.5,181.1,fields,Rebuild line with higher-capacity conductor,9067000.0,9067000.0
Q11-0059,2012-06-25,Walthall Substation – Haggin Substation 138.0 kV,L:9770:10265:138,1.0,True,N Tower Tap – Haggin 345.0 kV,L:9793:10265:345,167.2,236.0,6.4,164.5,fields,Rebuild line with higher-capacity conductor,5649000.0,5649000.0
Q11-0059,2012-06-25,Carlin – Trabue 138.0 kV,L:9783:9785:138,1.0,True,Mitchell Dam – Skaggs Island Junction 2 345.0 kV,L:9816:9975:345,165.0,184.0,5.8,161.8,fields,Rebuild line with higher-capacity conductor,2182000.0,2182000.0
Q11-0059,2012-06-25,Fruitridge & S. Land Park – Carlin 138.0 kV,L:9783:9797:138,1.0,True,Skaggs Island Jct 2 – Mitchell Dam 345.0 kV,L:9816:9975:345,164.8,173.0,5.8,161.5,fields,Rebuild line with higher-capacity conductor,1262000.0,1262000.0
Q11-0059,2012-06-25,Trabue Substation – Duplainville 138.0 kV,L:9785:9787:138,1.0,True,Skaggs Island Jct 2 – Mitchell Dam 345.0 kV,L:9816:9975:345,156.5,206.0,5.8,153.7,fields,Rebuild line with higher-capacity conductor,3459000.0,3459000.0
Q11-0059,2012-06-25,Duplainville – Bank Of America 138.0 kV,L:9777:9787:138,1.0,True,Skaggs Island Jct 2 – Mitchell Dam 345.0 kV,L:9816:9975:345,154.9,226.0,5.8,152.4,fields,Rebuild line with higher-capacity conductor,1166000.0,1166000.0
Q11-0059,2012-06-25,Harvard – Hull St Road 138.0 kV,L:9776:9805:138,1.0,True,Mitchell Dam – Haggin Substation 345.0 kV,L:9816:10265:345,150.3,333.0,8.5,147.8,fields,Rebuild line with higher-capacity conductor,1388000.0,1388000.0
Q11-0059,2012-06-25,Wing ane – Spring St 138.0 kV,L:9798:9800:138,1.0,True,Mitchell Dam – Haggin 345.0 kV,L:9816:10265:345,129.4,208.0,6.3,126.4,fields,Rebuild line with higher-capacity conductor,2847000.0,2847000.0
Q11-0059,2012-06-25,Fritch – Lakeside 138.0 kV,L:9983:9987:138,1.0,True,Mitchell Dam – Skaggs Island Jct 2 345.0 kV,L:9816:9975:345,120.8,216.0,6.1,118.0,fields,Rebuild line with higher-capacity conductor,3246000.0,3246000.0
Q11-0059,2012-06-25,Bear Island – Dunn Siding 345.0 kV,L:10264:10281:345,1.0,True,Leavitt – Birchwood 345.0 kV,L:9944:10290:345,118.6,1303.0,24.3,116.8,fields,Rebuild line with higher-capacity conductor,46697000.0,46697000.0
Q11-0059,2012-06-25,Fluvanna P.S – Louisa Generation Facility 345.0 kV,L:9631:9643:345,1.0,True,Leavitt – Birchwood 345.0 kV,L:9944:10290:345,114.3,1711.0,12.5,113.5,fields,Rebuild line with higher-capacity conductor,72614000.0,72614000.0
Q11-0059,2012-06-25,Redbed Plains Wind Farm – Fruitridge & S. Land Park 138.0 kV,L:9784:9797:138,1.0,True,Mitchell Dam – Skaggs Island Jct 2 345.0 kV,L:9816:9975:345,113.1,219.0,5.8,110.5,fields,Rebuild line with higher-capacity conductor,11973000.0,11973000.0
Q11-0059,2012-06-25,Fritch – Big Hanaford 138.0 kV,L:9983:10174:138,1.0,True,Mitchell Dam – Skaggs Island Junction 2 345.0 kV,L:9816:9975:345,112.3,281.0,8.6,109.3,fields,Rebuild line with higher-capacity conductor,4906000.0,4906000.0
Q11-0059,2012-06-25,Uknown – N Tower Tap 138.0 kV,L:9793:9832:138,1.0,True,N Tower Tap – Haggin Substation 345.0 kV,L:9793:10265:345,109.4,277.0,7.9,106.6,fields,Reconductor line,3241000.0,3241000.0
Q11-0059,2012-06-25,Walthall – Uknown 138.0 kV,L:9770:9832:138,0.9921968421192489,False,North Tower Tap – Haggin 345.0 kV,L:9793:10265:345,106.2,272.0,7.9,103.3,fields,Reconductor line,6729000.0,6729000.0
Q11-0059,2012-06-25,Dist 1000 – Birchwood 138.0 kV Line,L:10248:10290:138,1.0,True,BearIsland – Dunn Siding 345.0 kV line,L:10264:10281:345,104.2,304.0,5.6,102.4,fields,Reconductor line,6883000.0,6883000.0
Q11-0059,2012-06-25,Carrabelle – Louisa Generation Facility 345.0 kV,L:9643:10291:345,1.0,True,Louisa Generation Facility – North Anna 345.0 kV,L:9643:10279:345,103.9,1492.0,6.0,103.5,fields,Reconductor line,42147000.0,42147000.0
Q11-0059,2012-06-25,Louisa Generation Facility – N Anna 345.0 kV,L:9643:10279:345,1.0,True,Louisa Generation Facility – Carrabelle 345.0 kV,L:9643:10291:345,102.7,1686.0,5.9,102.3,fields,Reconductor line,20388000.0,20388000.0
Q11-0059,2012-06-25,Lakeside – Natchez 138.0 kV line,L:9987:9992:138,1.0,True,Mitchell Dam – Skaggs Island Jct 2 345.0 kV,L:9816:9975:345,102.4,197.0,6.1,99.4,fields,Reconductor line,1067000.0,1067000.0
Q11-0059,2012-06-25,North Tower Tap 345-138 kV Auto,X:9793:345:138,0.9919330462499955,True,N Tower Tap – Haggin 345.0 kV,L:9793:10265:345,101.5,438.0,12.0,98.8,fields,Replace transformer with higher-rated unit,16885000.0,16885000.0
Q11-0059,2012-06-25,Bear – Cloer 345.0 kV line,L:9276:9669:345,1.0,True,Bear – Mecklenburg Power Sta 345.0 kV,L:9276:9650:345,101.2,2416.0,7.0,100.9,fields,Reconductor line,27429000.0,27429000.0
Q11-0059,2012-06-25,Trenton Diesel – Dist 000 138.0 kV Line,L:9735:10248:138,1.0,True,Dunn Siding – Bear Island Substation 345.0 kV,L:10264:10281:345,100.7,325.0,5.6,99.0,fields,Reconductor line,12046000.0,12046000.0
Q11-0059,2012-06-25,Spring St – Chipola 138.0 kV,L:9800:9949:138,1.0,True,Mitchell Dam – Haggin 345.0 kV,L:9816:10265:345,100.3,234.0,6.3,97.6,fields,Reconductor line,3129000.0,3129000.0
Q11-0059,2012-06-25,Jim Hill – Haggin 138.0 kV L,L:9744:10265:138,1.0,True,Skaggs Island Jct 2 – Mitchell Dam 345.0 kV Line,L:9816:9975:345,100.3,257.0,5.6,98.1,fields,Reconductor line,324000.0,324000.0
Q11-0024,2012-07-26,W Orange Substation – Blanchard 138 KV line,L:5386:5404:138,1.0,True,Aeropuerto – Hilltop Alte Substation 138 KV,L:5365:5774:138,146.0,192.0,100.0,22.8,fields,Rebuild line with higher-capacity conductor,1205000.0,1205000.0
Q11-0024,2012-07-26,Blanchard – Hilltop Alte 138 KV,L:5365:5386:138,1.0,True,Hilltop Alte – Aeropuerto 138 KV L,L:5365:5774:138,142.2,213.0,100.0,10.1,fields,Rebuild line with higher-capacity conductor,1711000.0,1711000.0
Q11-0024,2012-07-26,Hilltop Alte – Aeropuerto 138 KV,L:5365:5774:138,1.0,True,Blanchard – Hilltop Alte 138 KV,L:5365:5386:138,135.5,223.0,100.0,9.6,fields,Rebuild line with higher-capacity conductor,1449000.0,1449000.0
Q11-0024,2012-07-26,Brown – Aeropuerto 138 KV,L:5388:5774:138,1.0,True,Hilltop Alte – Blanchard 138 KV L,L:5365:5386:138,119.5,235.0,100.0,18.3,fields,Rebuild line with higher-capacity conductor,763000.0,763000.0
Q11-0024,2012-07-26,West Orange – Magnolia 1708 138 KV,L:5364:5404:138,1.0,True,Aeropuerto – Hilltop Alte 138 KV,L:5365:5774:138,109.4,189.0,69.6,9.5,fields,Reconductor line,378000.0,378000.0
