datetime,branch,fid,shadow_price,flow_mw,constraint_name
2016-02-13 19:00:00,3666,L:6605:6625:138,81.93,164.7,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV
2016-02-13 19:00:00,4893,X:7171:500:345,16.21,893.8,WALLENPAUPACK SUBSTATION 500/345 kV TX
2016-02-13 19:00:00,5179,L:7286:8269:138,8.54,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-02-13 19:00:00,7396,L:8366:8373:138,23.31,177.5,REHOBOTH - ESS LEWES 138 KV
2016-02-13 19:00:00,7614,L:8462:8495:138,8.99,276.2,EASTPOINT - TRUXEL 138 KV Ckt 2
2016-02-13 19:00:00,7856,L:8572:8582:138,7.88,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-02-13 19:00:00,8764,L:9030:17923:138,28.72,218.7,DAM NO. 4 HYDRO STATION - GRAVEL RIDGE 138 KV
2016-02-13 19:00:00,9374,L:9276:9669:345,14.39,1432.2,BEAR - CLOVER 345 KV
2016-02-13 19:00:00,10421,L:9770:10265:138,2.34,235.8,WALTHALL - HAGGIN 138 KV
2016-02-13 19:00:00,11409,X:10277:345:138,2.48,206.4,POSSUM PT 345/138kV Auto
2016-02-13 19:00:00,13849,L:18267:18686:345,18.38,1131.0,PENCE - AMOS 345 KV
2016-02-13 19:00:00,14590,X:18707:345:230,2.0,387.7,SPORN 345/230kV Transformer
2016-02-13 19:00:00,15729,L:19202:19214:100,19.41,148.3,MEMORIAL - HOMELAKE 100 KV
2016-02-13 19:00:00,16394,X:19540:100:1,125.42,191.3,KILLEN 100/1kV XFMR
2016-02-13 19:00:00,16861,L:19681:20177:230,10.07,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-02-13 19:00:00,18469,L:21394:21396:100,2000.0,165.7,LANDSMAN CRK - SAMARIA 100 KV Line 2
2016-02-13 19:00:00,20038,L:23041:23284:100,20.76,135.2,PLAINS - ELK GROVE 100 KV
2016-03-03 19:00:00,5,L:2601:2722:161,261.48,220.3,SAN FELIPE - REDUCTION 161 KV line
2016-03-03 19:00:00,74,X:2797:138:1,266.03,101.3,PROGRESS 138 kV/1 kV Transformer Bank
2016-03-03 19:00:00,851,L:5383:5445:138,4.1,211.3,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line
2016-03-03 19:00:00,972,L:5448:5910:138,1.53,270.1,MARBLEHEAD N - NJT MEADOWLANDS RAIL SUBSTAION 138 KV Circuit 1
2016-03-03 19:00:00,2420,L:6014:7931:138,84.98,241.1,OTSEGO - CARL BAILEY 138 KV
2016-03-03 19:00:00,5179,L:7286:8269:138,4.94,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-03-03 19:00:00,7856,L:8572:8582:138,11.07,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-03-03 19:00:00,7967,L:8643:9104:138,19.07,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-03-03 19:00:00,9374,L:9276:9669:345,7.04,1432.2,BEAR - CLOVER 345 KV
2016-03-03 19:00:00,10421,L:9770:10265:138,13.76,235.8,WALTHALL - HAGGIN 138 KV
2016-03-03 19:00:00,11409,X:10277:345:138,8.57,206.4,POSSUM PT 345/138kV Auto
2016-03-03 19:00:00,11663,X:10447:138:69,915.47,102.3,JAJOME 3403 138/69 kV Transformer T2
2016-03-03 19:00:00,12970,L:17735:17737:138,537.85,260.5,MCCLELLAN AR - SPATSUM LORNEX 138 KV
2016-03-03 19:00:00,13848,L:18267:18338:345,4.76,1068.9,PENCE - VALEMOUNT 345 KV
2016-03-03 19:00:00,14590,X:18707:345:230,45.77,387.7,SPORN 345/230kV Transformer
2016-03-03 19:00:00,16394,X:19540:100:1,50.55,191.3,KILLEN 100/1kV XFMR
2016-03-03 19:00:00,20038,L:23041:23284:100,30.87,135.2,PLAINS - ELK GROVE 100 KV
2016-04-06 08:00:00,5,L:2601:2722:161,391.23,220.3,SAN FELIPE - REDUCTION 161 KV line
2016-04-06 08:00:00,74,X:2797:138:1,336.32,101.3,PROGRESS 138 kV/1 kV Transformer Bank
2016-04-06 08:00:00,851,L:5383:5445:138,0.78,211.3,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line
2016-04-06 08:00:00,2420,L:6014:7931:138,76.26,241.1,OTSEGO - CARL BAILEY 138 KV
2016-04-06 08:00:00,5179,L:7286:8269:138,3.85,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-04-06 08:00:00,7856,L:8572:8582:138,12.29,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-04-06 08:00:00,9374,L:9276:9669:345,0.93,1432.2,BEAR - CLOVER 345 KV
2016-04-06 08:00:00,10421,L:9770:10265:138,18.24,235.8,WALTHALL - HAGGIN 138 KV
2016-04-06 08:00:00,11409,X:10277:345:138,10.62,206.4,POSSUM PT 345/138kV Auto
2016-04-06 08:00:00,11662,X:10447:138:69,2000.0,105.1,JAJOME 3403 138-69 kV TX Bank 1
2016-04-06 08:00:00,11663,X:10447:138:69,2000.0,105.1,JAJOME 3403 138/69 kV Transformer T2
2016-04-06 08:00:00,12970,L:17735:17737:138,1054.87,260.5,MCCLELLAN AR - SPATSUM LORNEX 138 KV
2016-04-06 08:00:00,13849,L:18267:18686:345,6.71,1131.0,PENCE - AMOS 345 KV
2016-04-06 08:00:00,20038,L:23041:23284:100,1812.51,135.2,PLAINS - ELK GROVE 100 KV
2016-05-31 18:00:00,831,L:5373:5793:138,1.36,243.7,MULTITRADE OF PITTSYLVANIA LP - NORTHEASTERN 138 KV
2016-05-31 18:00:00,2420,L:6014:7931:138,16.88,241.1,OTSEGO - CARL BAILEY 138 KV
2016-05-31 18:00:00,3379,L:6457:7119:138,27.51,237.3,BRIDGEPORT - LAKE CATHERINE 138 KV
2016-05-31 18:00:00,3666,L:6605:6625:138,110.87,164.7,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV
2016-05-31 18:00:00,4459,L:7099:7140:138,25.21,229.3,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV
2016-05-31 18:00:00,5179,L:7286:8269:138,5.41,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-05-31 18:00:00,7856,L:8572:8582:138,6.46,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-05-31 18:00:00,7967,L:8643:9104:138,56.05,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-05-31 18:00:00,8752,L:9019:9021:138,148.2,260.6,PINEVILLE - E HAGERSTOWN 138 KV line
2016-05-31 18:00:00,9374,L:9276:9669:345,16.31,1432.2,BEAR - CLOVER 345 KV
2016-05-31 18:00:00,11409,X:10277:345:138,1.31,206.4,POSSUM PT 345/138kV Auto
2016-05-31 18:00:00,12970,L:17735:17737:138,493.82,260.5,MCCLELLAN AR - SPATSUM LORNEX 138 KV
2016-05-31 18:00:00,13849,L:18267:18686:345,12.77,1131.0,PENCE - AMOS 345 KV
2016-05-31 18:00:00,16394,X:19540:100:1,76.9,191.3,KILLEN 100/1kV XFMR
2016-05-31 18:00:00,16861,L:19681:20177:230,13.7,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-05-31 18:00:00,18851,L:22022:22024:230,3.67,434.8,CONCORD - BLUEBONNET 230 KV L
2016-06-20 17:00:00,2420,L:6014:7931:138,61.32,241.1,OTSEGO - CARL BAILEY 138 KV
2016-06-20 17:00:00,3379,L:6457:7119:138,71.63,237.3,BRIDGEPORT - LAKE CATHERINE 138 KV
2016-06-20 17:00:00,3666,L:6605:6625:138,120.14,164.7,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV
2016-06-20 17:00:00,4459,L:7099:7140:138,53.0,229.3,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV
2016-06-20 17:00:00,5179,L:7286:8269:138,6.01,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-06-20 17:00:00,7856,L:8572:8582:138,6.76,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-06-20 17:00:00,7967,L:8643:9104:138,60.08,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-06-20 17:00:00,8258,L:8759:8760:138,86.7,224.1,CAMERON - PLUESS 138 KV
2016-06-20 17:00:00,9374,L:9276:9669:345,17.92,1432.2,BEAR - CLOVER 345 KV
2016-06-20 17:00:00,11409,X:10277:345:138,0.86,206.3,POSSUM PT 345/138kV Auto
2016-06-20 17:00:00,13849,L:18267:18686:345,15.74,1131.0,PENCE - AMOS 345 KV
2016-06-20 17:00:00,16394,X:19540:100:1,82.34,191.3,KILLEN 100/1kV XFMR
2016-06-20 17:00:00,16861,L:19681:20177:230,36.05,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-06-20 17:00:00,18851,L:22022:22024:230,17.44,434.8,CONCORD - BLUEBONNET 230 KV L
2016-06-20 17:00:00,20670,L:23314:23481:100,162.44,137.3,EDES - WOMMACK 100 KV L
2016-06-20 17:00:00,21026,L:23459:23475:230,23.12,653.1,BROWN PLANT - MORRIS COGENERATION LLC 230 KV Line 2
2016-07-25 16:00:00,2420,L:6014:7931:138,193.49,241.1,OTSEGO - CARL BAILEY 138 KV
2016-07-25 16:00:00,2850,L:6209:6743:138,55.69,239.6,JARRETT - HEATON 138 KV
2016-07-25 16:00:00,3347,L:6445:6460:138,57.04,233.2,CHILLIWICK - 26TH AND F 138 KV
2016-07-25 16:00:00,3379,L:6457:7119:138,180.95,237.3,BRIDGEPORT - LAKE CATHERINE 138 KV
2016-07-25 16:00:00,3394,L:6463:7119:138,78.2,254.4,LIBERTY ELECTRIC POWER PLANT - LAKE CATHERINE 138 KV
2016-07-25 16:00:00,4459,L:7099:7140:138,227.52,229.3,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV
2016-07-25 16:00:00,5179,L:7286:8269:138,9.33,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-07-25 16:00:00,7856,L:8572:8582:138,2.36,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-07-25 16:00:00,7967,L:8643:9104:138,205.53,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-07-25 16:00:00,8364,L:8823:8866:138,0.85,200.1,PEBBLEDALE - TABER 138 KV
2016-07-25 16:00:00,8820,L:9057:9103:138,23.45,263.7,DODD ROAD - PERRYMAN 138 KV line
2016-07-25 16:00:00,9374,L:9276:9669:345,13.23,1432.2,BEAR - CLOVER 345 KV
2016-07-25 16:00:00,9668,L:9420:11154:138,24.18,229.9,PINE RIVER ALTE - STATE SCHOOL 138 KV Line
2016-07-25 16:00:00,10005,L:9631:9643:345,2.75,1425.9,FLUVANNA P.S - LOUISA GENERATION FACILITY SUBSTATION 345 KV
2016-07-25 16:00:00,10293,L:9724:9725:138,56.36,274.9,MCCARTNEY - PARSONS TAP 138 KV L
2016-07-25 16:00:00,10669,L:9892:9896:138,97.18,250.8,DAVIS DRIVE - DRANESVILLE 138 KV line
2016-07-25 16:00:00,10683,L:9896:9904:138,1085.75,277.8,DRANESVILLE - CASTLETON ENERGY CTR 138 KV Ckt 1
2016-07-25 16:00:00,11206,L:10177:10287:138,156.45,257.1,SANGER - EAST LONGMEADOW 138 KV
2016-07-25 16:00:00,13849,L:18267:18686:345,4.62,1131.0,PENCE - AMOS 345 KV
2016-07-25 16:00:00,15399,L:19049:19095:100,48.1,149.3,HOLLYWOOD PARK SUBSTATION - MARITIME 100 KV
2016-07-25 16:00:00,15729,L:19202:19214:100,31.25,148.3,MEMORIAL - HOMELAKE 100 KV
2016-07-25 16:00:00,16394,X:19540:100:1,150.53,191.3,KILLEN 100/1kV XFMR
2016-07-25 16:00:00,16861,L:19681:20177:230,19.53,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-07-25 16:00:00,17477,L:19951:19952:100,125.53,136.1,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line
2016-07-25 16:00:00,17593,L:20005:20300:230,3.22,505.0,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV
2016-07-25 16:00:00,18851,L:22022:22024:230,10.56,434.8,CONCORD - BLUEBONNET 230 KV L
2016-08-12 16:00:00,845,L:5380:5385:138,2.56,270.7,INMAN - STONE 138 KV
2016-08-12 16:00:00,2420,L:6014:7931:138,100.22,241.1,OTSEGO - CARL BAILEY 138 KV
2016-08-12 16:00:00,3347,L:6445:6460:138,10.82,233.2,CHILLIWICK - 26TH AND F 138 KV
2016-08-12 16:00:00,3379,L:6457:7119:138,171.56,237.3,BRIDGEPORT - LAKE CATHERINE 138 KV
2016-08-12 16:00:00,3394,L:6463:7119:138,31.5,254.4,LIBERTY ELECTRIC POWER PLANT - LAKE CATHERINE 138 KV
2016-08-12 16:00:00,4459,L:7099:7140:138,150.77,229.3,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV
2016-08-12 16:00:00,5179,L:7286:8269:138,9.59,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-08-12 16:00:00,7967,L:8643:9104:138,174.96,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-08-12 16:00:00,8752,L:9019:9021:138,177.41,260.6,PINEVILLE - E HAGERSTOWN 138 KV line
2016-08-12 16:00:00,9374,L:9276:9669:345,5.28,1432.2,BEAR - CLOVER 345 KV
2016-08-12 16:00:00,10005,L:9631:9643:345,7.23,1425.9,FLUVANNA P.S - LOUISA GENERATION FACILITY SUBSTATION 345 KV
2016-08-12 16:00:00,10293,L:9724:9725:138,48.28,274.9,MCCARTNEY - PARSONS TAP 138 KV L
2016-08-12 16:00:00,10604,L:9859:9878:138,2000.0,187.2,SIDEBURN - KEENE MILL 138 KV
2016-08-12 16:00:00,10737,L:9918:9919:138,11.28,290.8,MORRISVILLE - SOWEGO DP 138 KV Line
2016-08-12 16:00:00,13849,L:18267:18686:345,6.77,1131.0,PENCE - AMOS 345 KV
2016-08-12 16:00:00,15729,L:19202:19214:100,17.35,148.3,MEMORIAL - HOMELAKE 100 KV
2016-08-12 16:00:00,16394,X:19540:100:1,143.62,191.3,KILLEN 100/1kV XFMR
2016-08-12 16:00:00,16861,L:19681:20177:230,27.62,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-08-12 16:00:00,17477,L:19951:19952:100,55.05,136.1,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line
2016-08-12 16:00:00,17593,L:20005:20300:230,2.35,505.0,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV
2016-08-12 16:00:00,18851,L:22022:22024:230,5.56,434.8,CONCORD - BLUEBONNET 230 KV L
2016-09-08 17:00:00,802,L:5367:5865:138,1.35,264.5,CRAWFORDSVILLE POWER PLANT - PINE TREE ACRES 138 KV
2016-09-08 17:00:00,2420,L:6014:7931:138,99.36,241.1,OTSEGO - CARL BAILEY 138 KV
2016-09-08 17:00:00,2511,L:6046:7172:345,7.3,970.5,CURECANTI - MOSER GENERATING STA SUBSTATION 345 KV
2016-09-08 17:00:00,3379,L:6457:7119:138,90.21,237.3,BRIDGEPORT - LAKE CATHERINE 138 KV
2016-09-08 17:00:00,3666,L:6605:6625:138,129.42,164.7,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV
2016-09-08 17:00:00,4459,L:7099:7140:138,74.69,229.3,EDDYSTONE - WAREHOUSE ELECTRIC 138 KV
2016-09-08 17:00:00,5179,L:7286:8269:138,9.05,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-09-08 17:00:00,7967,L:8643:9104:138,30.82,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-09-08 17:00:00,8752,L:9019:9021:138,75.95,260.6,PINEVILLE - E HAGERSTOWN 138 KV line
2016-09-08 17:00:00,9374,L:9276:9669:345,24.27,1432.2,BEAR - CLOVER 345 KV
2016-09-08 17:00:00,10293,L:9724:9725:138,13.56,274.9,MCCARTNEY - PARSONS TAP 138 KV L
2016-09-08 17:00:00,13849,L:18267:18686:345,12.98,1131.0,PENCE - AMOS 345 KV
2016-09-08 17:00:00,15364,L:19034:19072:100,36.55,148.0,WINDMILL - EAST BROAD ST 100 KV
2016-09-08 17:00:00,15729,L:19202:19214:100,25.38,148.3,MEMORIAL - HOMELAKE 100 KV
2016-09-08 17:00:00,16394,X:19540:100:1,140.56,191.3,KILLEN 100/1kV XFMR
2016-09-08 17:00:00,16861,L:19681:20177:230,8.66,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-09-08 17:00:00,17477,L:19951:19952:100,205.94,136.1,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line
2016-09-08 17:00:00,17593,L:20005:20300:230,5.75,505.0,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV
2016-09-08 17:00:00,18851,L:22022:22024:230,0.8,434.8,CONCORD - BLUEBONNET 230 KV L
2016-10-19 17:00:00,5,L:2601:2722:161,236.1,220.3,SAN FELIPE - REDUCTION 161 KV line
2016-10-19 17:00:00,74,X:2797:138:1,239.38,101.4,PROGRESS 138 kV/1 kV Transformer Bank
2016-10-19 17:00:00,851,L:5383:5445:138,2.76,211.3,HIGWAY 22 - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV line
2016-10-19 17:00:00,2420,L:6014:7931:138,128.13,241.1,OTSEGO - CARL BAILEY 138 KV
2016-10-19 17:00:00,5179,L:7286:8269:138,2.55,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-10-19 17:00:00,7856,L:8572:8582:138,10.6,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-10-19 17:00:00,7967,L:8643:9104:138,34.0,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-10-19 17:00:00,9374,L:9276:9669:345,6.19,1432.2,BEAR - CLOVER 345 KV
2016-10-19 17:00:00,10367,L:9747:10285:138,4.86,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2016-10-19 17:00:00,10421,L:9770:10265:138,15.24,235.8,WALTHALL - HAGGIN 138 KV
2016-10-19 17:00:00,11409,X:10277:345:138,8.39,206.4,POSSUM PT 345/138kV Auto
2016-10-19 17:00:00,11663,X:10447:138:69,191.09,102.3,JAJOME 3403 138/69 kV Transformer T2
2016-10-19 17:00:00,12970,L:17735:17737:138,2000.0,277.5,MCCLELLAN AR - SPATSUM LORNEX 138 KV
2016-10-19 17:00:00,13849,L:18267:18686:345,3.51,1131.0,PENCE - AMOS 345 KV
2016-10-19 17:00:00,14783,L:18790:19215:100,11.0,112.5,HOT SPRINGS - SOUTHSIDE WASTEWATER TREATMENT PLANT 100 KV
2016-10-19 17:00:00,20038,L:23041:23284:100,88.33,135.2,PLAINS - ELK GROVE 100 KV
2016-11-21 19:00:00,5,L:2601:2722:161,287.63,220.3,SAN FELIPE - REDUCTION 161 KV line
2016-11-21 19:00:00,74,X:2797:138:1,260.7,101.4,PROGRESS 138 kV/1 kV Transformer Bank
2016-11-21 19:00:00,971,L:5448:5473:138,2.96,260.2,COW CREEK - MARBLEHEAD N 138 KV
2016-11-21 19:00:00,2420,L:6014:7931:138,80.17,241.1,OTSEGO - CARL BAILEY 138 KV
2016-11-21 19:00:00,5179,L:7286:8269:138,5.25,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-11-21 19:00:00,7396,L:8366:8373:138,25.09,177.5,REHOBOTH - ESS LEWES 138 KV
2016-11-21 19:00:00,7856,L:8572:8582:138,11.0,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-11-21 19:00:00,7967,L:8643:9104:138,25.92,245.9,SPINGVILLE - CONOWINGO 138 KV Line
2016-11-21 19:00:00,9374,L:9276:9669:345,7.94,1432.2,BEAR - CLOVER 345 KV
2016-11-21 19:00:00,10367,L:9747:10285:138,4.45,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2016-11-21 19:00:00,10421,L:9770:10265:138,13.3,235.8,WALTHALL - HAGGIN 138 KV
2016-11-21 19:00:00,11409,X:10277:345:138,8.64,206.3,POSSUM PT 345/138kV Auto
2016-11-21 19:00:00,11662,X:10447:138:69,178.73,102.3,JAJOME 3403 138-69 kV TX Bank 1
2016-11-21 19:00:00,12970,L:17735:17737:138,681.8,260.5,MCCLELLAN AR - SPATSUM LORNEX 138 KV
2016-11-21 19:00:00,13849,L:18267:18686:345,9.92,1131.0,PENCE - AMOS 345 KV
2016-11-21 19:00:00,16394,X:19540:100:1,38.84,191.3,KILLEN 100/1kV XFMR
2016-12-15 19:00:00,1982,L:5917:6922:138,8.34,193.9,GUILBEAU ELECTRIC - OAK HALL 138 KV
2016-12-15 19:00:00,2420,L:6014:7931:138,4.77,241.1,OTSEGO - CARL BAILEY 138 KV
2016-12-15 19:00:00,3379,L:6457:7119:138,9.98,237.3,BRIDGEPORT - LAKE CATHERINE 138 KV
2016-12-15 19:00:00,3666,L:6605:6625:138,154.19,164.7,NEWCOMERSTOWN - VLY HOME TAP 2 SUBSTATION 138 KV
2016-12-15 19:00:00,5179,L:7286:8269:138,11.88,250.5,SOMERVILLE - LOGANS FERRY 138 KV
2016-12-15 19:00:00,7856,L:8572:8582:138,10.35,238.9,HIGHGROVE - CTR SUBSTATION 138 KV
2016-12-15 19:00:00,8764,L:9030:17923:138,32.57,218.7,DAM NO. 4 HYDRO STATION - GRAVEL RIDGE 138 KV
2016-12-15 19:00:00,9374,L:9276:9669:345,12.23,1432.2,BEAR - CLOVER 345 KV
2016-12-15 19:00:00,10087,L:9650:11146:345,5.51,1409.5,MECKLENBURG POWER STA - PERSON 345 KV
2016-12-15 19:00:00,10421,L:9770:10265:138,1.16,235.8,WALTHALL - HAGGIN 138 KV
2016-12-15 19:00:00,11409,X:10277:345:138,2.95,206.4,POSSUM PT 345/138kV Auto
2016-12-15 19:00:00,13849,L:18267:18686:345,4.27,1131.0,PENCE - AMOS 345 KV
2016-12-15 19:00:00,15729,L:19202:19214:100,39.86,148.3,MEMORIAL - HOMELAKE 100 KV
2016-12-15 19:00:00,16394,X:19540:100:1,150.91,191.3,KILLEN 100/1kV XFMR
2016-12-15 19:00:00,16861,L:19681:20177:230,21.44,489.2,ATASCOCITA - N CAMBRIDGE SUBSTATION 230 KV
2016-12-15 19:00:00,17477,L:19951:19952:100,83.2,136.1,FIRSTENERGY EDGEWATER - UNIONVLLE SUBSTATION 100 KV Line
2016-12-15 19:00:00,17593,L:20005:20300:230,3.1,505.0,BAYPORT SW STA - FIRSTENERGY BAY SHORE 230 KV
2016-12-15 19:00:00,18851,L:22022:22024:230,14.23,434.8,CONCORD - BLUEBONNET 230 KV L
2016-12-15 19:00:00,19025,L:22376:22377:100,2000.0,158.5,OLIVE - LSI JENNINGS 100 KV Cir. 1
2012-01-03 19:00:00,2420,L:6014:7931:138,16.65,277.1,OTSEGO - CARL BAILEY 138 KV
2012-01-03 19:00:00,4893,X:7171:500:345,33.96,910.1,WALLENPAUPACK SUBSTATION 500/345 kV TX
2012-01-03 19:00:00,7633,L:8468:9058:138,5.76,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-01-03 19:00:00,8228,L:8741:8743:138,8.21,189.4,MESSICK - FIVE CHANNELS 138 KV
2012-01-03 19:00:00,10367,L:9747:10285:138,1.15,233.6,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-01-03 19:00:00,10421,L:9770:10265:138,4.97,235.8,WALTHALL - HAGGIN 138 KV
2012-01-03 19:00:00,11409,X:10277:345:138,5.23,304.4,POSSUM PT 345/138kV Auto
2012-01-03 19:00:00,14881,L:18827:19675:100,63.91,172.4,MOHAWK - AES SUBSTATION 100 KV
2012-01-03 19:00:00,17585,L:19998:20005:230,0.97,672.9,ROUSE - BAYPORT SW STA 230 KV
2012-01-03 19:00:00,21268,L:23510:23527:230,341.05,809.9,SHADY OAKS WIND FARM - ALDER 230 KV
2012-02-13 08:00:00,5,L:2601:2722:161,329.84,220.3,SAN FELIPE - REDUCTION 161 KV line
2012-02-13 08:00:00,74,X:2797:138:1,282.1,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2012-02-13 08:00:00,2420,L:6014:7931:138,23.36,277.1,OTSEGO - CARL BAILEY 138 KV
2012-02-13 08:00:00,7633,L:8468:9058:138,5.53,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-02-13 08:00:00,9226,L:9203:9521:138,30.86,288.9,OTTER - S COLTON 138 KV Circuit 1
2012-02-13 08:00:00,10367,L:9747:10285:138,5.83,233.5,MCPHERSON 2 SUBSTATION - LITTLE ROCK 138 KV Line
2012-02-13 08:00:00,10403,L:9762:9764:138,36.72,186.0,CALISTOGA 199 - ELMO 138 KV
2012-02-13 08:00:00,10421,L:9770:10265:138,16.83,235.8,WALTHALL - HAGGIN 138 KV
2012-03-05 20:00:00,5,L:2601:2722:161,384.58,220.3,SAN FELIPE - REDUCTION 161 KV line
2012-03-05 20:00:00,74,X:2797:138:1,323.96,102.2,PROGRESS 138 kV/1 kV Transformer Bank
2012-03-05 20:00:00,2420,L:6014:7931:138,31.44,277.1,OTSEGO - CARL BAILEY 138 KV
2012-03-05 20:00:00,7633,L:8468:9058:138,9.81,197.2,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV
2012-03-05 20:00:00,9767,L:9487:9488:138,47.08,245.6,N FOND DU LAC - SANDY VLY 138 KV
