project_id,branch,fid,circuit,cont_branch,cont_fid,cont_circuit,direction,loading_post,loading_pre,dfax,contrib_mw,rating_mva,flow_post,upgrade,cost_total,cost_share,cost_alloc,contributors
Q11-0030,3056,L:6300:6521:345,1,3052,L:6300:7127:500,1,injection,107.9,105.2,7.3,30.7,1152.0,1242.7,reconductor,20418000.0,1.0,20418000.0,
Q11-0030,10602,L:9859:9860:138,1,11035,L:10074:10158:138,1,injection,106.8,91.6,8.6,36.2,238.0,253.9,reconductor,505000.0,1.0,505000.0,
Q11-0030,10713,L:9910:9912:138,1,10718,L:9913:10159:138,1,injection,104.3,36.0,29.8,125.6,184.0,191.9,reconductor,517000.0,1.0,517000.0,
Q11-0030,3504,L:6521:7127:345,1,3052,L:6300:7127:500,1,injection,101.9,99.3,7.4,31.4,1206.0,1229.2,reconductor,12797000.0,1.0,12797000.0,
Q11-0030,10607,L:9861:9911:138,1,10714,L:9910:9914:138,1,injection,101.1,46.3,31.4,132.6,242.0,244.5,reconductor,361000.0,1.0,361000.0,
Q11-0007,7917,L:8612:8613:138,1,7915,L:8612:8849:345,1,injection,121.3,119.5,6.5,4.2,231.0,280.3,rebuild,3609000.0,1.0,3609000.0,
Q11-0007,18702,L:21796:22493:230,1,18601,L:21759:22035:500,1,injection,120.5,119.6,7.8,5.0,557.0,670.6,rebuild,41441000.0,1.0,41441000.0,
Q11-0007,18851,L:22022:22024:230,1,18601,L:21759:22035:500,1,injection,118.5,117.8,5.2,3.3,499.0,590.7,rebuild,22384000.0,1.0,22384000.0,
Q11-0007,18856,L:22024:22035:230,1,18702,L:21796:22493:230,1,injection,116.7,116.2,5.1,3.3,575.0,671.7,rebuild,24051000.0,1.0,24051000.0,
Q11-0007,14049,L:18388:18389:138,1,8864,L:9069:18127:345,1,withdrawal,116.3,115.0,7.9,5.0,380.0,442.1,rebuild,4596000.0,1.0,4596000.0,
Q11-0007,13226,L:17921:17923:138,1,8864,L:9069:18127:345,1,withdrawal,115.1,113.5,7.3,4.6,298.0,342.6,rebuild,1766000.0,1.0,1766000.0,
Q11-0007,8764,L:9030:17923:138,1,8864,L:9069:18127:345,1,withdrawal,114.8,113.3,7.3,4.6,304.0,349.5,rebuild,3738000.0,1.0,3738000.0,
Q11-0007,9618,L:9396:9577:138,1,8864,L:9069:18127:345,1,withdrawal,114.6,112.2,7.0,4.5,190.0,217.5,rebuild,11053000.0,1.0,11053000.0,
Q11-0007,10757,L:9927:10065:138,1,10616,L:9864:10070:345,1,injection,110.9,107.9,11.2,7.1,231.0,256.0,rebuild,4068000.0,1.0,4068000.0,
Q11-0007,18857,L:22024:22493:230,1,18601,L:21759:22035:500,1,injection,108.6,107.8,5.7,3.6,486.0,527.9,reconductor,15605000.0,1.0,15605000.0,
Q11-0007,9620,L:9397:9399:138,1,9628,L:9399:17910:345,1,withdrawal,108.4,106.1,10.8,6.9,307.0,332.2,reconductor,679000.0,1.0,679000.0,
Q11-0007,9624,L:9398:9577:138,1,8864,L:9069:18127:345,1,withdrawal,104.2,101.8,6.8,4.3,186.0,193.7,reconductor,3989000.0,1.0,3989000.0,
Q11-0007,11164,L:10147:10148:138,1,10616,L:9864:10070:345,1,injection,101.0,95.2,16.7,10.6,185.0,187.0,reconductor,1251000.0,1.0,1251000.0,
Q11-0007,9619,L:9396:18129:138,1,8864,L:9069:18127:345,1,withdrawal,100.8,98.9,7.0,4.5,242.0,244.3,reconductor,2792000.0,1.0,2792000.0,
Q11-0008,18999,L:22338:22941:100,1,19000,L:22338:22943:100,1,injection,133.2,82.0,65.1,60.7,119.0,158.0,rebuild,2810000.0,1.0,2810000.0,
Q11-0008,19000,L:22338:22943:100,1,18999,L:22338:22941:100,1,injection,112.4,77.1,51.9,48.3,137.0,154.3,rebuild,747000.0,1.0,747000.0,
Q11-0008,19775,L:22958:22963:100,1,19776,L:22958:22963:100,2,injection,111.6,95.8,25.3,23.6,150.0,167.5,rebuild,1718000.0,1.0,1718000.0,
Q11-0008,19776,L:22958:22963:100,2,19775,L:22958:22963:100,1,injection,100.8,86.6,25.3,23.6,166.0,167.5,reconductor,794000.0,1.0,794000.0,
Q11-0013,7375,L:8357:8375:138,1,8811,L:9055:9068:345,1,injection,103.9,94.3,12.7,33.3,345.0,358.9,reconductor,2793000.0,1.0,2793000.0,
Q11-0013,7408,L:8375:8730:138,1,8811,L:9055:9068:345,1,injection,103.3,88.7,29.6,77.5,532.0,549.7,reconductor,5029000.0,1.0,5029000.0,
Q11-0011,20921,L:23445:23477:230,2,20920,L:23445:23477:230,1,injection,100.2,99.5,14.7,6.7,843.0,844.6,reconductor,39374000.0,0.563,22178000.0,Q11-0008
Q11-0014,13103,L:17843:17860:138,1,13107,L:17843:17860:345,1,injection,101.1,96.9,12.7,20.9,504.0,509.6,reconductor,573000.0,1.0,573000.0,
Q11-0020,18603,L:21759:21796:230,1,18601,L:21759:22035:500,1,injection,110.2,103.1,6.0,55.2,777.0,856.1,rebuild,48114000.0,1.0,48114000.0,
Q11-0020,5155,X:7273:138:1,1,5154,L:7273:8206:345,1,injection,104.9,5.8,55.3,508.2,513.0,537.9,replace transformer,4372000.0,1.0,4372000.0,
Q11-0020,18702,L:21796:22493:230,1,18601,L:21759:22035:500,1,injection,103.6,94.3,7.8,71.8,771.0,798.7,reconductor,17705000.0,1.0,17705000.0,
Q11-0020,5887,L:7673:8103:345,1,5878,L:7672:8103:500,1,injection,102.2,95.8,8.2,75.4,1166.0,1191.8,reconductor,48189000.0,1.0,48189000.0,
Q11-0020,18857,L:22024:22493:230,1,18601,L:21759:22035:500,1,injection,102.0,93.4,5.7,52.0,607.0,619.2,reconductor,19987000.0,1.0,19987000.0,
Q11-0020,18851,L:22022:22024:230,1,18601,L:21759:22035:500,1,injection,100.8,93.7,5.2,48.1,679.0,684.5,reconductor,6134000.0,1.0,6134000.0,
Q11-0022,19067,L:22581:22589:100,1,19072,L:22583:22589:100,1,injection,585.2,7.8,100.0,607.3,102.0,599.3,rebuild,3340000.0,1.0,3340000.0,
Q11-0022,19072,L:22583:22589:100,1,19067,L:22581:22589:100,1,injection,540.3,7.2,100.0,607.3,111.0,599.3,rebuild,1838000.0,1.0,1838000.0,
Q11-0022,19058,L:22574:22587:100,1,19081,L:22588:22767:100,1,injection,338.0,39.1,72.7,441.3,117.0,395.6,rebuild,1107000.0,1.0,1107000.0,
Q11-0022,19066,L:22581:22587:100,1,19072,L:22583:22589:100,1,injection,327.0,4.8,65.5,397.7,123.0,403.7,rebuild,1600000.0,1.0,1600000.0,
Q11-0022,19071,L:22583:22587:100,1,19067,L:22581:22589:100,1,injection,289.7,1.2,54.2,329.1,113.0,327.8,rebuild,7105000.0,1.0,7105000.0,
Q11-0022,19092,L:22597:22767:100,1,19058,L:22574:22587:100,1,injection,257.2,37.9,67.1,407.4,138.0,355.1,rebuild,998000.0,1.0,998000.0,
Q11-0022,19081,L:22588:22767:100,1,19058,L:22574:22587:100,1,injection,257.0,37.8,67.1,407.4,138.0,355.1,rebuild,2541000.0,1.0,2541000.0,
Q11-0022,19068,L:22581:22766:100,1,19058,L:22574:22587:100,1,injection,182.1,34.4,48.5,294.2,136.0,247.4,rebuild,2577000.0,1.0,2577000.0,
Q11-0022,19073,L:22583:22595:100,1,19058,L:22574:22587:100,1,injection,178.8,44.0,51.5,313.1,141.0,251.3,rebuild,3621000.0,1.0,3621000.0,
Q11-0022,19057,L:22574:22586:100,1,19081,L:22588:22767:100,1,injection,168.6,8.1,28.0,170.3,96.0,162.5,rebuild,2163000.0,1.0,2163000.0,
Q11-0022,19079,L:22588:22595:100,1,19067,L:22581:22589:100,1,injection,152.7,20.1,25.7,156.4,118.0,180.1,rebuild,2949000.0,1.0,2949000.0,
Q11-0022,19080,L:22588:22766:100,1,19058,L:22574:22587:100,1,injection,136.8,26.3,34.5,209.6,129.0,175.8,rebuild,1896000.0,1.0,1896000.0,
Q11-0022,18878,L:22033:22597:100,1,19058,L:22574:22587:100,1,injection,131.3,27.2,24.6,149.6,144.0,188.7,rebuild,7205000.0,1.0,7205000.0,
Q11-0022,18877,L:22033:22579:100,1,19058,L:22574:22587:100,1,injection,120.3,11.6,24.6,149.6,138.0,165.6,rebuild,2528000.0,1.0,2528000.0,
Q11-0022,19064,L:22579:22586:100,1,19081,L:22588:22767:100,1,injection,110.3,30.1,28.0,170.3,121.0,133.7,rebuild,1463000.0,1.0,1463000.0,
Q11-0022,19083,L:22590:22591:100,1,19058,L:22574:22587:100,1,injection,109.9,10.3,25.4,154.1,128.0,140.9,reconductor,1073000.0,1.0,1073000.0,
Q11-0022,18879,L:22034:22574:100,1,19057,L:22574:22586:100,1,injection,104.3,52.3,34.9,211.8,135.0,141.1,reconductor,1470000.0,1.0,1470000.0,
Q11-0059,10484,L:9798:9801:138,1,10518,L:9816:10265:345,1,injection,215.3,210.3,8.5,8.3,167.0,360.0,rebuild,2097000.0,1.0,2097000.0,
Q11-0059,10491,L:9801:9805:138,1,10518,L:9816:10265:345,1,injection,184.5,181.1,8.5,8.3,248.0,456.6,rebuild,9067000.0,1.0,9067000.0,
Q11-0059,10421,L:9770:10265:138,1,10473,L:9793:10265:345,1,injection,167.2,164.5,6.4,6.2,236.0,394.1,rebuild,5649000.0,1.0,5649000.0,
Q11-0059,10452,L:9783:9785:138,1,10517,L:9816:9975:345,1,injection,165.0,161.8,5.8,5.7,184.0,303.8,rebuild,2182000.0,1.0,2182000.0,
Q11-0059,10453,L:9783:9797:138,1,10517,L:9816:9975:345,1,injection,164.8,161.5,5.8,5.7,173.0,285.6,rebuild,1262000.0,1.0,1262000.0,
Q11-0059,10457,L:9785:9787:138,1,10517,L:9816:9975:345,1,injection,156.5,153.7,5.8,5.7,206.0,322.0,rebuild,3459000.0,1.0,3459000.0,
Q11-0059,10442,L:9777:9787:138,1,10517,L:9816:9975:345,1,injection,154.9,152.4,5.8,5.7,226.0,350.7,rebuild,1166000.0,1.0,1166000.0,
Q11-0059,10440,L:9776:9805:138,1,10518,L:9816:10265:345,1,injection,150.3,147.8,8.5,8.3,333.0,499.9,rebuild,1388000.0,1.0,1388000.0,
Q11-0059,10483,L:9798:9800:138,1,10518,L:9816:10265:345,1,injection,129.4,126.4,6.3,6.2,208.0,269.8,rebuild,2847000.0,1.0,2847000.0,
Q11-0059,10889,L:9983:9987:138,1,10517,L:9816:9975:345,1,injection,120.8,118.0,6.1,6.0,216.0,261.2,rebuild,3246000.0,1.0,3246000.0,
Q11-0059,11349,L:10264:10281:345,1,10800,L:9944:10290:345,1,injection,118.6,116.8,24.3,23.8,1303.0,1545.7,rebuild,46697000.0,1.0,46697000.0,
Q11-0059,10005,L:9631:9643:345,1,10800,L:9944:10290:345,1,injection,114.3,113.5,12.5,12.3,1711.0,1954.7,rebuild,72614000.0,1.0,72614000.0,
Q11-0059,10454,L:9784:9797:138,1,10517,L:9816:9975:345,1,injection,113.1,110.5,5.8,5.7,219.0,247.7,rebuild,11973000.0,1.0,11973000.0,
Q11-0059,10890,L:9983:10174:138,1,10517,L:9816:9975:345,1,injection,112.3,109.3,8.6,8.4,281.0,315.1,rebuild,4906000.0,1.0,4906000.0,
Q11-0059,10470,L:9793:9832:138,1,10473,L:9793:10265:345,1,injection,109.4,106.6,7.9,7.7,277.0,303.1,reconductor,3241000.0,1.0,3241000.0,
Q11-0059,10420,L:9770:9832:138,1,10473,L:9793:10265:345,1,injection,106.2,103.3,7.9,7.7,272.0,288.3,reconductor,6729000.0,1.0,6729000.0,
Q11-0059,11313,L:10248:10290:138,1,11349,L:10264:10281:345,1,injection,104.2,102.4,5.6,5.4,304.0,316.2,reconductor,6883000.0,1.0,6883000.0,
Q11-0059,10051,L:9643:10291:345,1,10050,L:9643:10279:345,1,injection,103.9,103.5,6.0,5.9,1492.0,1550.0,reconductor,42147000.0,1.0,42147000.0,
Q11-0059,10050,L:9643:10279:345,1,10051,L:9643:10291:345,1,injection,102.7,102.3,5.9,5.8,1686.0,1731.3,reconductor,20388000.0,1.0,20388000.0,
Q11-0059,10893,L:9987:9992:138,1,10517,L:9816:9975:345,1,injection,102.4,99.4,6.1,6.0,197.0,201.4,reconductor,1067000.0,1.0,1067000.0,
Q11-0059,10468,X:9793:345:138,1,10473,L:9793:10265:345,1,injection,101.5,98.8,12.0,11.8,438.0,444.7,replace transformer,16885000.0,1.0,16885000.0,
Q11-0059,9374,L:9276:9669:345,1,9373,L:9276:9650:345,1,injection,101.2,100.9,7.0,6.8,2416.0,2445.3,reconductor,27429000.0,1.0,27429000.0,
Q11-0059,10336,L:9735:10248:138,1,11349,L:10264:10281:345,1,injection,100.7,99.0,5.6,5.4,325.0,327.0,reconductor,12046000.0,1.0,12046000.0,
Q11-0059,10489,L:9800:9949:138,1,10518,L:9816:10265:345,1,injection,100.3,97.6,6.3,6.2,234.0,234.7,reconductor,3129000.0,1.0,3129000.0,
Q11-0059,10359,L:9744:10265:138,1,10517,L:9816:9975:345,1,injection,100.3,98.1,5.6,5.5,257.0,257.8,reconductor,324000.0,1.0,324000.0,
Q11-0024,860,L:5386:5404:138,1,798,L:5365:5774:138,1,injection,146.0,22.8,100.0,323.7,192.0,279.9,rebuild,1205000.0,1.0,1205000.0,
Q11-0024,797,L:5365:5386:138,1,798,L:5365:5774:138,1,injection,142.2,10.1,100.0,323.7,213.0,302.3,rebuild,1711000.0,1.0,1711000.0,
Q11-0024,798,L:5365:5774:138,1,797,L:5365:5386:138,1,injection,135.5,9.6,100.0,323.7,223.0,302.3,rebuild,1449000.0,1.0,1449000.0,
Q11-0024,864,L:5388:5774:138,1,797,L:5365:5386:138,1,injection,119.5,18.3,100.0,323.7,235.0,280.6,rebuild,763000.0,1.0,763000.0,
Q11-0024,794,L:5364:5404:138,1,798,L:5365:5774:138,1,injection,109.4,9.5,69.6,225.4,189.0,207.3,reconductor,378000.0,1.0,378000.0,
Q11-0024,1174,L:5543:5907:138,1,802,L:5367:5865:138,1,injection,104.4,89.0,11.5,37.2,241.0,251.7,reconductor,518000.0,1.0,518000.0,
Q11-0024,802,L:5367:5865:138,1,1815,L:5864:6000:138,1,injection,103.5,96.2,8.2,26.4,363.0,375.6,reconductor,315000.0,1.0,315000.0,
Q11-0037,9229,L:9205:9220:138,1,9212,L:9197:9214:138,1,injection,113.8,109.4,8.0,13.8,311.0,354.1,rebuild,4187000.0,0.152,636000.0,Q11-0025
Q11-0037,9373,L:9276:9650:345,1,9374,L:9276:9669:345,1,injection,107.9,105.8,23.0,39.5,1927.0,2079.0,reconductor,51413000.0,0.178,9148000.0,Q11-0025
Q11-0037,9375,L:9276:9944:345,1,9376,L:9276:9944:345,2,injection,107.2,105.4,16.9,29.0,1580.0,1693.9,reconductor,70102000.0,0.175,12241000.0,Q11-0025
Q11-0037,9388,L:9284:9294:138,1,9257,X:9219:138:1,1,injection,106.9,101.3,8.3,14.3,252.0,269.5,reconductor,3591000.0,0.149,533000.0,Q11-0025
Q11-0037,10087,L:9650:11146:345,1,9374,L:9276:9669:345,1,injection,106.7,104.3,32.4,55.7,2318.0,2472.9,reconductor,31461000.0,0.178,5604000.0,Q11-0025
Q11-0037,9374,L:9276:9669:345,1,10087,L:9650:11146:345,1,injection,106.3,103.9,34.3,59.0,2416.0,2568.4,reconductor,20042000.0,0.178,3564000.0,Q11-0025
Q11-0037,10005,L:9631:9643:345,1,10800,L:9944:10290:345,1,injection,106.0,104.1,18.2,31.2,1711.0,1812.7,reconductor,32383000.0,0.172,5574000.0,Q11-0025
Q11-0037,9074,L:9132:9138:138,1,10005,L:9631:9643:345,1,injection,104.8,102.4,6.7,11.5,494.0,517.2,reconductor,1934000.0,0.168,326000.0,Q11-0025
Q11-0037,9053,L:9121:9138:138,1,10005,L:9631:9643:345,1,injection,103.4,100.7,6.5,11.2,408.0,422.2,reconductor,5533000.0,0.166,916000.0,Q11-0025
Q11-0037,11871,L:11146:11154:345,1,10087,L:9650:11146:345,1,injection,102.8,100.6,20.5,35.3,1605.0,1649.3,reconductor,15831000.0,0.18,2851000.0,Q11-0025
Q11-0037,9225,L:9203:9284:138,1,9389,L:9285:9522:138,1,injection,102.7,96.1,6.9,11.8,178.0,182.7,reconductor,1644000.0,0.149,245000.0,Q11-0025
Q11-0037,9403,L:9293:9294:138,1,9257,X:9219:138:1,1,injection,102.4,96.5,8.3,14.3,244.0,249.9,reconductor,3358000.0,0.149,499000.0,Q11-0025
Q11-0037,9120,L:9148:9153:138,1,9128,L:9152:9153:138,1,injection,102.0,95.4,6.5,11.1,168.0,171.3,reconductor,5143000.0,0.167,860000.0,Q11-0025
Q11-0037,10051,L:9643:10291:345,1,10050,L:9643:10279:345,1,injection,100.2,98.9,10.8,18.6,1492.0,1494.5,reconductor,62183000.0,0.171,10618000.0,Q11-0025
Q11-0041,669,L:5297:5304:138,1,668,L:5297:5298:138,1,injection,841.9,17.6,100.0,1500.0,175.0,1469.3,rebuild,1866000.0,1.0,1866000.0,
Q11-0041,668,L:5297:5298:138,1,669,L:5297:5304:138,1,injection,746.2,15.6,100.0,1500.0,197.0,1469.3,rebuild,5199000.0,1.0,5199000.0,
Q11-0041,670,L:5298:6849:138,1,669,L:5297:5304:138,1,injection,657.5,28.0,100.0,1500.0,219.0,1438.7,rebuild,485000.0,1.0,485000.0,
Q11-0041,4054,L:6849:6877:138,1,669,L:5297:5304:138,1,injection,611.9,36.9,100.0,1500.0,231.0,1414.7,rebuild,1232000.0,1.0,1232000.0,
Q11-0041,674,L:5300:5304:138,1,668,L:5297:5298:138,1,injection,510.9,4.2,62.8,942.4,186.0,950.2,rebuild,2397000.0,1.0,2397000.0,
Q11-0041,677,L:5301:6877:138,1,669,L:5297:5304:138,1,injection,350.7,9.5,43.2,647.5,190.0,665.4,rebuild,1409000.0,1.0,1409000.0,
Q11-0041,578,L:5253:5300:138,1,668,L:5297:5298:138,1,injection,302.3,3.7,33.0,495.4,162.0,489.4,rebuild,2920000.0,1.0,2920000.0,
Q11-0041,555,L:5243:6877:138,1,669,L:5297:5304:138,1,injection,290.0,53.0,56.8,852.5,249.0,720.7,rebuild,7809000.0,1.0,7809000.0,
Q11-0041,672,L:5299:5304:138,1,674,L:5300:5304:138,1,injection,246.4,22.3,38.9,584.1,217.0,535.7,rebuild,1462000.0,1.0,1462000.0,
Q11-0041,634,L:5283:5299:138,1,674,L:5300:5304:138,1,injection,217.5,33.2,38.9,584.1,233.0,506.7,rebuild,2882000.0,1.0,2882000.0,
Q11-0041,554,L:5243:5283:138,1,674,L:5300:5304:138,1,injection,209.5,37.0,38.9,584.1,237.0,496.5,rebuild,2627000.0,1.0,2627000.0,
Q11-0041,545,L:5240:5300:138,1,578,L:5253:5300:138,1,injection,208.5,9.8,29.4,440.8,202.0,420.9,rebuild,1252000.0,1.0,1252000.0,
Q11-0041,577,L:5253:5254:138,1,668,L:5297:5298:138,1,injection,205.8,26.1,33.0,495.4,214.0,439.7,rebuild,4867000.0,1.0,4867000.0,
Q11-0041,557,L:5244:5254:138,1,668,L:5297:5298:138,1,injection,181.7,35.3,33.0,495.4,228.0,414.8,rebuild,1153000.0,1.0,1153000.0,
Q11-0041,542,L:5239:5247:138,1,674,L:5300:5304:138,1,injection,174.1,51.7,19.6,293.9,240.0,418.1,rebuild,2579000.0,1.0,2579000.0,
Q11-0041,567,L:5247:5321:138,1,674,L:5300:5304:138,1,injection,170.6,44.5,19.6,293.9,233.0,397.6,rebuild,1090000.0,1.0,1090000.0,
Q11-0041,560,L:5244:5321:138,1,674,L:5300:5304:138,1,injection,169.7,34.6,19.6,293.9,218.0,369.3,rebuild,2216000.0,1.0,2216000.0,
Q11-0041,676,L:5301:5312:138,1,669,L:5297:5304:138,1,injection,167.2,8.8,21.8,326.4,185.0,310.1,rebuild,4725000.0,1.0,4725000.0,
Q11-0041,530,L:5237:5240:138,1,578,L:5253:5300:138,1,injection,163.0,16.9,29.4,440.8,245.0,399.3,rebuild,10740000.0,1.0,10740000.0,
Q11-0041,593,L:5263:6852:138,1,494,L:5224:5237:138,1,injection,152.7,56.6,14.1,211.2,220.0,335.6,rebuild,1213000.0,1.0,1213000.0,
Q11-0041,579,L:5255:5301:138,1,669,L:5297:5304:138,1,injection,152.3,3.5,21.4,321.1,206.0,313.9,rebuild,12270000.0,1.0,12270000.0,
Q11-0041,494,L:5224:5237:138,1,533,L:5237:6852:138,1,injection,150.2,64.7,14.9,223.6,262.0,392.7,rebuild,3693000.0,1.0,3693000.0,
Q11-0041,594,L:5263:6872:138,1,495,L:5224:5248:138,1,injection,137.3,91.9,7.3,110.1,242.0,332.8,rebuild,1437000.0,1.0,1437000.0,
Q11-0041,495,L:5224:5248:138,1,594,L:5263:6872:138,1,injection,137.0,89.1,7.5,111.8,233.0,319.6,rebuild,5419000.0,1.0,5419000.0,
Q11-0041,533,L:5237:6852:138,1,494,L:5224:5237:138,1,injection,134.5,57.0,14.1,211.2,272.0,366.4,rebuild,10809000.0,1.0,10809000.0,
Q11-0009,10756,L:9927:9928:138,1,10751,L:9922:10071:138,1,injection,106.2,95.1,14.6,28.6,258.0,274.0,reconductor,1434000.0,1.0,1434000.0,
Q11-0009,10624,L:9868:9875:138,1,10625,L:9868:9875:138,2,injection,103.0,99.3,6.4,12.5,336.0,346.5,reconductor,821000.0,1.0,821000.0,
Q11-0009,10603,L:9859:9875:138,1,10645,L:9875:10158:138,1,injection,102.0,98.3,5.0,9.8,265.0,270.4,reconductor,974000.0,1.0,974000.0,
Q11-0009,10645,L:9875:10158:138,1,10603,L:9859:9875:138,1,injection,101.0,96.8,6.4,12.6,302.0,304.8,reconductor,506000.0,1.0,506000.0,
Q11-0031,5824,L:7646:7676:138,1,5879,L:7672:8249:500,1,withdrawal,120.3,116.0,5.6,11.1,258.0,310.3,rebuild,5584000.0,1.0,5584000.0,
Q11-0031,5823,L:7646:7647:138,1,5879,L:7672:8249:500,1,withdrawal,108.4,104.3,5.6,11.1,272.0,295.2,reconductor,322000.0,1.0,322000.0,
Q11-0053,2511,L:6046:7172:345,1,3052,L:6300:7127:500,1,injection,120.9,119.0,5.2,20.0,1016.0,1228.9,rebuild,32691000.0,0.078,2546000.0,Q11-0041
Q11-0001,16389,X:19540:500:230,1,15897,L:19288:19540:500,1,injection,134.4,132.4,7.9,16.2,796.0,1069.4,replace transformer,17719000.0,1.0,17719000.0,
Q11-0001,15899,L:19288:19290:230,1,15898,L:19288:19586:500,1,injection,117.0,112.6,11.4,23.4,522.0,610.6,rebuild,10095000.0,1.0,10095000.0,
