date,project_id,branch,fid,old_rating,new_rating
2011-01-01,BASELINE,7858,L:8573:8586:138,228.2,254.8461878759013
2011-01-01,BASELINE,7871,L:8582:8586:138,228.24,315.4150099883689
2011-01-01,BASELINE,7883,L:8594:8726:138,235.17,404.0932377616842
2011-01-01,BASELINE,7884,L:8594:9059:138,257.53,326.1401864071896
2011-01-01,BASELINE,7885,L:8594:9059:138,257.53,320.7756434421123
2011-01-01,BASELINE,7891,L:8600:8603:138,234.98,279.5443393466869
2011-01-01,BASELINE,7892,L:8600:8605:138,220.66,296.4554280878604
2011-01-01,BASELINE,7894,L:8601:8602:138,199.04,230.1222818549772
2011-01-01,BASELINE,7895,L:8602:8731:138,218.39,241.1832927605983
2011-01-01,BASELINE,7896,L:8603:8731:138,224.0,248.08750014235062
2011-01-01,BASELINE,7951,L:8634:8647:138,246.21,248.85053352630757
2011-01-01,BASELINE,7967,L:8643:9104:138,245.86,355.75586326881535
2011-01-01,BASELINE,7974,L:8651:9070:138,258.32,274.9451399281785
2011-01-01,BASELINE,7992,L:8657:8672:138,229.69,242.3714481419945
2011-01-01,BASELINE,8025,L:8665:10200:138,256.69,328.70361457316847
2011-01-01,BASELINE,8026,L:8665:10200:138,256.69,393.7988077869395
2011-01-01,BASELINE,8039,L:8672:10017:138,230.17,245.28709543722118
2011-01-01,BASELINE,8064,L:8680:10290:345,1406.66,1662.6919896385534
2011-01-01,BASELINE,8068,L:8682:9693:138,250.74,269.89733000273424
2011-01-01,BASELINE,8103,L:8694:8836:138,205.37,222.51543333948547
2011-01-01,BASELINE,8107,L:8696:8702:138,271.35,291.2304608428949
2011-01-01,BASELINE,8108,L:8696:8702:138,271.35,274.5769498537887
2011-01-01,BASELINE,8119,L:8701:8709:138,253.66,271.03082738159895
2011-01-01,BASELINE,8131,L:8705:9705:138,227.87,257.9283620615807
2011-01-01,BASELINE,8132,L:8705:9880:138,261.6,301.06629803331174
2011-01-01,BASELINE,8133,L:8705:9880:138,261.6,286.3761060593211
2011-01-01,BASELINE,8161,L:8713:9710:138,299.02,313.0091797348192
2011-01-01,BASELINE,8162,L:8713:9710:138,299.02,302.0621058149169
2011-01-01,BASELINE,8163,L:8713:9710:138,299.02,303.89780198964576
2011-01-01,BASELINE,8178,L:8718:9688:138,250.91,258.6456873756391
2011-01-01,BASELINE,8179,L:8718:9706:138,251.94,315.622785884743
2011-01-01,BASELINE,8184,L:8720:9710:138,316.72,351.5124926321356
2011-01-01,BASELINE,8185,L:8720:9710:138,316.72,336.00774504389665
2011-01-01,BASELINE,8187,L:8720:9710:138,316.72,348.90019385360785
2011-01-01,BASELINE,8204,L:8727:8730:138,267.74,354.2545547365626
2011-01-01,BASELINE,8229,L:8741:8760:138,210.52,241.75018865786126
2011-01-01,BASELINE,8251,L:8754:8756:138,213.73,255.73046392784465
2011-01-01,BASELINE,8252,L:8754:9023:138,222.98,238.32928868289497
2011-01-01,BASELINE,8258,L:8759:8760:138,224.07,235.79894307064842
2011-01-01,BASELINE,8259,L:8759:9014:138,234.93,273.3197623499972
2011-01-01,BASELINE,8291,L:8780:8788:138,254.52,302.8872338903567
2011-01-01,BASELINE,8294,L:8782:8784:138,236.21,300.2142468112529
2011-01-01,BASELINE,8299,L:8783:8788:138,259.52,294.4329152544377
2011-01-01,BASELINE,8301,L:8784:8795:138,246.66,284.44595071327706
2011-01-01,BASELINE,8305,L:8787:9103:138,239.91,250.50818498646376
2011-01-01,BASELINE,8335,L:8809:8814:138,278.93,307.58028450420557
2011-01-01,BASELINE,8336,L:8809:8814:138,278.93,357.8661818292217
2011-01-01,BASELINE,8364,L:8823:8866:138,200.09,449.87140907493017
2011-01-01,BASELINE,8391,L:8833:8929:138,223.33,229.2358212626725
2011-01-01,BASELINE,8418,L:8841:8887:138,245.95,252.77664480445173
2011-01-01,BASELINE,8423,L:8842:9856:138,278.96,419.4780915378642
2011-01-01,BASELINE,8424,L:8842:9856:138,278.96,378.1218962395939
2011-01-01,BASELINE,8425,L:8842:9880:138,268.01,320.9955378583964
2011-01-01,BASELINE,8426,L:8842:9880:138,268.01,320.9955378583964
2011-01-01,BASELINE,8429,L:8844:9715:138,279.05,403.848698561831
2011-01-01,BASELINE,8430,L:8844:9715:138,279.05,367.06838722588355
2011-01-01,BASELINE,8431,L:8844:9718:138,274.34,349.75104426930847
2011-01-01,BASELINE,8432,L:8844:9718:138,274.34,371.52555685712383
2011-01-01,BASELINE,8451,L:8849:8869:138,266.58,286.31302609316845
2011-01-01,BASELINE,8452,L:8849:8869:138,266.58,287.9696531404253
2011-01-01,BASELINE,8475,L:8869:8872:138,261.35,266.9234948468465
2011-01-01,BASELINE,8490,L:8876:9902:138,264.68,273.5921676472971
2011-01-01,BASELINE,8491,L:8876:9902:138,264.68,289.3955710118665
2011-01-01,BASELINE,8498,L:8879:9906:138,245.39,274.3456235409538
2011-01-01,BASELINE,8508,L:8890:8897:138,237.74,245.02149182674248
2011-01-01,BASELINE,8510,L:8891:8905:138,214.24,225.08728824639675
2011-01-01,BASELINE,8513,L:8891:8942:138,263.26,335.04225216302785
2011-01-01,BASELINE,8514,L:8891:8942:138,263.26,315.36727396994075
2011-01-01,BASELINE,8527,L:8900:8948:138,276.89,294.39160043238843
2011-01-01,BASELINE,8528,L:8900:8948:138,276.89,309.2037247791285
2011-01-01,BASELINE,8592,L:8929:8953:138,234.33,237.6079751785916
2011-01-01,BASELINE,8614,L:8937:9853:138,304.1,311.8488595758184
2011-01-01,BASELINE,8734,L:9009:9011:138,173.69,251.1354823426953
2011-01-01,BASELINE,8735,L:9009:9012:138,214.46,265.4687640677912
2011-01-01,BASELINE,8740,L:9014:9021:138,244.59,334.7362348150709
2011-01-01,BASELINE,8742,L:9015:9019:138,243.78,320.0275628206804
2011-01-01,BASELINE,8743,L:9015:9080:138,240.11,267.0034266828947
2011-01-01,BASELINE,8744,L:9016:9018:138,229.11,310.33648088397325
2011-01-01,BASELINE,8745,L:9016:9029:138,208.13,224.14723189759366
2011-01-01,BASELINE,8747,L:9017:9019:138,185.04,264.84289032308186
2011-01-01,BASELINE,8748,L:9017:9020:138,215.01,314.4098394089853
2011-01-01,BASELINE,8749,L:9018:9019:138,202.86,240.31466523765638
2011-01-01,BASELINE,8750,X:9019:345:138,495.46,501.9531855218355
2011-01-01,BASELINE,8752,L:9019:9021:138,260.56,345.784859098614
2011-01-01,BASELINE,8755,L:9023:9027:138,237.0,287.08314748223677
2011-01-01,BASELINE,8760,L:9027:9080:138,240.41,273.7239754267541
2011-01-01,BASELINE,8764,L:9030:17923:138,218.68,304.4724966751283
