project_id,date,status
B27,1999-11-03,queued
B28,1999-11-12,queued
B28_W07,1999-11-12,queued
B28_W08,1999-11-12,queued
B29,1999-11-15,queued
B30,1999-11-22,queued
B31,1999-11-22,queued
B32,1999-11-23,queued
B33,1999-11-23,queued
B34,1999-11-23,queued
B35,1999-11-24,queued
B36,1999-11-24,queued
B37,1999-11-24,queued
B38,1999-11-24,queued
B39,1999-11-24,queued
B40,1999-11-24,queued
B41,1999-11-24,queued
B42,1999-11-29,queued
B43,1999-11-29,queued
B44,1999-11-29,queued
B45,1999-11-29,queued
B46,1999-11-29,queued
B47,1999-11-29,queued
B48,1999-11-30,queued
B49,1999-11-30,queued
B50,1999-11-30,queued
B51,1999-11-30,queued
B52,1999-11-30,queued
A45,1999-12-06,withdrawn
C01,1999-12-17,queued
C02,2000-01-06,queued
A10,2000-01-08,in_service
C03,2000-01-11,queued
C04,2000-01-11,queued
C05,2000-01-24,queued
C06,2000-01-26,queued
C07,2000-01-31,queued
C08,2000-01-31,queued
C09,2000-02-04,queued
C10,2000-02-08,queued
C11,2000-02-25,queued
C11_W11,2000-02-25,queued
C12,2000-03-15,queued
C13,2000-03-15,queued
C14,2000-03-27,queued
C15,2000-03-28,queued
C16,2000-03-28,queued
C17,2000-03-28,queued
D01,2000-04-06,queued
D02,2000-04-07,queued
D02,2000-04-12,in_service
D03,2000-04-17,queued
A16,2000-04-19,withdrawn
D03_W15,2000-04-24,queued
D04,2000-05-26,queued
D01,2000-05-31,in_service
A03,2000-06-01,in_service
D04,2000-06-09,in_service
D05,2000-06-15,queued
D05_W17,2000-06-15,queued
D06,2000-06-19,queued
D07,2000-06-23,queued
D08,2000-07-03,queued
D08_W18,2000-07-03,queued
D08_W19,2000-07-03,queued
D06,2000-07-15,in_service
B09A,2000-07-22,in_service
D09,2000-07-24,queued
D07,2000-07-25,in_service
D10,2000-07-26,queued
D11,2000-07-26,queued
A57,2000-07-27,withdrawn
D13,2000-07-27,queued
D14,2000-07-28,queued
D15,2000-07-28,queued
D16,2000-07-28,queued
D17,2000-07-28,queued
D18,2000-07-28,queued
D19,2000-07-28,queued
D20,2000-07-28,queued
D21,2000-07-28,queued
D22,2000-07-28,queued
D28,2000-07-30,queued
D23,2000-07-31,queued
D24,2000-07-31,queued
D25,2000-07-31,queued
D26,2000-07-31,queued
D27,2000-07-31,queued
D29,2000-07-31,queued
E01,2000-08-15,queued
E02,2000-08-15,queued
E03,2000-08-17,queued
A06,2000-08-28,withdrawn
A22,2000-08-28,withdrawn
E04,2000-09-06,queued
E04_W20,2000-09-06,queued
E05,2000-09-14,queued
B21,2000-09-15,withdrawn
E05_W25,2000-10-04,queued
E06,2000-10-05,queued
E07,2000-10-06,queued
B31,2000-10-09,withdrawn
E08,2000-10-17,queued
E09,2000-10-19,queued
B20,2000-10-23,withdrawn
E10,2000-10-23,queued
E11,2000-10-23,queued
E12,2000-10-25,queued
A33,2000-11-01,in_service
E13,2000-11-03,queued
B27,2000-11-06,withdrawn
E14,2000-11-07,queued
E15,2000-11-07,queued
B42,2000-11-08,withdrawn
B43,2000-11-08,withdrawn
E16,2000-11-08,queued
E17,2000-11-09,queued
E17_W26,2000-11-14,queued
E17_W27,2000-11-15,queued
E17_W29,2000-11-15,queued
E02,2000-11-17,in_service
E18,2000-11-28,queued
E19,2000-11-28,queued
E20,2000-11-28,queued
E21,2000-11-28,queued
E22,2000-11-29,queued
E23,2000-11-30,queued
E24,2000-11-30,queued
E27,2000-11-30,queued
E28,2000-11-30,queued
A59_W00,2000-12-01,in_service
F01,2000-12-04,queued
B32,2000-12-05,withdrawn
B52,2000-12-05,withdrawn
F02,2000-12-07,queued
F03,2000-12-13,queued
E05,2001-01-01,in_service
G00_MTX2B,2001-01-08,queued
G00_MTX2C,2001-01-08,queued
F04,2001-01-18,queued
C09,2001-01-25,withdrawn
F05,2001-01-25,queued
F05_W38,2001-01-29,queued
G00_MTX3,2001-01-30,queued
F06,2001-01-31,queued
F07,2001-01-31,queued
F08,2001-01-31,queued
F09,2001-01-31,queued
G00_W39,2001-02-05,queued
G00_W40,2001-02-05,queued
G02,2001-02-14,queued
G02_W43,2001-02-16,queued
G03,2001-02-22,queued
G04,2001-02-23,queued
G05,2001-02-23,queued
G06,2001-02-23,queued
G06_W44,2001-02-28,queued
G06_W45,2001-02-28,queued
G06_W47,2001-02-28,queued
G07,2001-03-07,queued
G07_MTX1,2001-03-08,queued
G08,2001-03-13,queued
G09,2001-03-13,queued
B02,2001-03-17,in_service
F07,2001-03-17,in_service
F08,2001-03-17,in_service
G10,2001-03-20,queued
G11,2001-03-20,queued
G12,2001-03-20,queued
G13,2001-03-22,queued
G14,2001-03-26,queued
G15,2001-03-27,queued
F03,2001-04-01,in_service
G16,2001-04-02,queued
G17,2001-04-05,queued
G18,2001-04-05,queued
G19,2001-04-05,queued
G20,2001-04-05,queued
B19,2001-04-06,in_service
G21,2001-04-06,queued
G22,2001-04-06,queued
B29,2001-04-17,withdrawn
A35,2001-04-18,in_service
G24,2001-05-01,queued
G25,2001-05-01,queued
G26,2001-05-03,queued
G27,2001-05-03,queued
G28,2001-05-03,queued
G29,2001-05-03,queued
G30,2001-05-07,queued
G30_W51,2001-05-21,queued
G30_W52,2001-05-23,queued
G30_W53,2001-05-23,queued
G30_W55,2001-05-29,queued
G31,2001-05-30,queued
G32,2001-05-31,queued
G33,2001-05-31,queued
G30,2001-06-01,in_service
G22_MTX5,2001-06-02,queued
B23,2001-06-10,in_service
A28,2001-06-14,in_service
A32,2001-06-19,in_service
D29,2001-06-29,in_service
G08,2001-06-30,in_service
G34,2001-07-02,queued
G32_MTX6,2001-07-03,queued
C06,2001-07-06,withdrawn
C11,2001-07-06,withdrawn
G35,2001-07-11,queued
G36,2001-07-16,queued
C07,2001-07-19,in_service
G36_W58,2001-07-19,queued
G37,2001-07-19,queued
G38,2001-07-19,queued
G39,2001-07-19,queued
G40,2001-07-20,queued
G41,2001-07-26,queued
G42,2001-07-26,queued
H01,2001-07-26,queued
G43,2001-07-30,queued
G44,2001-07-30,queued
G45,2001-07-30,queued
B49,2001-07-31,withdrawn
G46,2001-07-31,queued
G47,2001-07-31,queued
G48,2001-07-31,queued
G49,2001-07-31,queued
G50,2001-07-31,queued
G51,2001-07-31,queued
G51_W60,2001-07-31,queued
G51_W61,2001-07-31,queued
G51_W62,2001-07-31,queued
G51_W63,2001-07-31,queued
C08,2001-08-01,in_service
D08,2001-08-04,in_service
A38,2001-08-06,withdrawn
A39,2001-08-06,withdrawn
A42,2001-08-06,withdrawn
H02,2001-08-20,queued
H03,2001-08-21,queued
A02,2001-08-22,in_service
H04,2001-09-07,queued
H04_W64,2001-09-17,queued
H05,2001-09-18,queued
H05_MTX9,2001-09-25,queued
I07_MTX8,2001-09-25,queued
A48,2001-10-03,withdrawn
H05_W65,2001-10-15,queued
H06,2001-10-22,queued
H07,2001-10-25,queued
A31,2001-10-27,in_service
E01,2001-11-01,withdrawn
H08,2001-11-07,queued
H08_W66,2001-11-14,queued
H09,2001-11-15,queued
B51,2001-11-19,withdrawn
H10,2001-11-20,queued
H11,2001-11-20,queued
H12,2001-11-20,queued
A51,2001-11-26,withdrawn
H13,2001-11-27,queued
H14,2001-11-30,queued
B23_W04,2001-12-01,in_service
F02,2001-12-01,withdrawn
G07,2001-12-04,withdrawn
H14_W67,2001-12-10,queued
H15,2001-12-20,queued
H16,2001-12-21,queued
G46,2001-12-31,in_service
A19,2002-01-01,in_service
B05,2002-01-01,in_service
G12,2002-01-04,withdrawn
B38,2002-01-07,withdrawn
B39,2002-01-07,withdrawn
B40,2002-01-07,withdrawn
B41,2002-01-07,withdrawn
G11,2002-01-08,withdrawn
G26,2002-01-10,withdrawn
G27,2002-01-10,withdrawn
G29,2002-01-10,withdrawn
H17,2002-01-11,queued
H18,2002-01-11,queued
H19,2002-01-11,queued
A53,2002-01-15,withdrawn
D16,2002-01-15,withdrawn
D17,2002-01-15,withdrawn
H20,2002-01-21,queued
H20_CE12,2002-01-21,queued
A25,2002-01-24,withdrawn
H21,2002-01-24,queued
A26,2002-01-25,in_service
C04,2002-01-25,withdrawn
H21_W68,2002-01-29,queued
H23_W69,2002-01-29,queued
H22,2002-01-30,queued
H23,2002-01-30,queued
H23_W70,2002-01-30,queued
H24,2002-01-31,queued
H25,2002-01-31,queued
H26,2002-01-31,queued
H27,2002-01-31,queued
H27_W71,2002-01-31,queued
H27_W72,2002-01-31,queued
A15,2002-02-01,in_service
I01,2002-02-13,queued
I02,2002-02-15,queued
B12_W01,2002-03-01,in_service
C14,2002-03-01,withdrawn
D14,2002-03-01,withdrawn
I02_W73,2002-03-07,queued
G49,2002-03-13,withdrawn
G40,2002-03-15,withdrawn
G41,2002-03-18,withdrawn
I03,2002-03-20,queued
D13,2002-03-21,withdrawn
G51,2002-03-25,withdrawn
D23,2002-03-27,withdrawn
D24,2002-03-27,withdrawn
I03_W74,2002-03-27,queued
I04,2002-03-29,queued
A01,2002-04-01,in_service
A11,2002-04-01,in_service
B28_W08,2002-04-01,in_service
G36,2002-04-01,in_service
F01,2002-04-02,withdrawn
I05,2002-04-02,queued
I06,2002-04-08,queued
B37,2002-04-09,withdrawn
G43,2002-04-09,withdrawn
G37,2002-04-10,withdrawn
G38,2002-04-10,withdrawn
G42,2002-04-10,withdrawn
G47,2002-04-10,withdrawn
I07,2002-04-11,queued
I08,2002-04-19,queued
G03,2002-04-22,withdrawn
A34,2002-04-27,in_service
A27,2002-04-30,withdrawn
D11,2002-05-01,in_service
B25,2002-05-03,withdrawn
E07,2002-05-06,in_service
I09,2002-05-10,queued
E24,2002-05-22,withdrawn
G50,2002-05-25,withdrawn
B26,2002-05-26,in_service
A05,2002-06-01,in_service
D03,2002-06-01,in_service
G10,2002-06-01,in_service
G44,2002-06-01,in_service
G24,2002-06-08,in_service
H07,2002-06-11,withdrawn
I10,2002-06-11,queued
B12,2002-06-13,withdrawn
G39,2002-06-13,withdrawn
A14,2002-06-18,withdrawn
H08,2002-06-18,withdrawn
E17,2002-06-25,withdrawn
A08,2002-07-01,in_service
G51_W61,2002-07-01,withdrawn
H14_W67,2002-07-08,withdrawn
G17,2002-07-19,in_service
I11,2002-07-19,queued
A07,2002-07-22,withdrawn
B01,2002-07-22,withdrawn
B47,2002-07-22,in_service
H11,2002-07-22,withdrawn
B45,2002-07-23,withdrawn
I12,2002-07-29,queued
I13,2002-07-30,queued
I14,2002-07-31,queued
I15,2002-07-31,queued
I16,2002-07-31,queued
I17,2002-07-31,queued
I18,2002-07-31,queued
I19,2002-07-31,queued
I20,2002-07-31,queued
I22,2002-07-31,queued
H05,2002-08-06,withdrawn
E22,2002-08-08,withdrawn
J01,2002-08-28,queued
J01_MTX,2002-08-30,queued
J02,2002-09-09,queued
C03,2002-09-16,withdrawn
J02_MTX13,2002-09-16,queued
E23,2002-09-17,withdrawn
D05_W17,2002-09-20,withdrawn
H16,2002-09-25,withdrawn
J03,2002-09-26,queued
G22,2002-09-30,in_service
B12_W02,2002-10-01,in_service
B15,2002-10-02,withdrawn
B16,2002-10-02,withdrawn
F09,2002-10-15,withdrawn
J03_CE14,2002-10-15,queued
J04,2002-10-18,queued
J04_CE15,2002-10-20,queued
E03,2002-10-25,withdrawn
E06,2002-10-25,withdrawn
G00_W39,2002-10-25,withdrawn
H23,2002-10-25,withdrawn
J05,2002-10-25,queued
J06,2002-10-25,queued
H14,2002-10-29,withdrawn
J06_CE16,2002-10-31,queued
J07,2002-11-01,queued
J07_MTX12,2002-11-01,queued
G00_W40,2002-11-04,withdrawn
H09,2002-11-04,withdrawn
H15,2002-11-04,withdrawn
D28,2002-11-12,withdrawn
H24,2002-11-13,withdrawn
G30_W55,2002-11-19,withdrawn
E05_W25,2002-11-26,withdrawn
A18,2002-12-01,in_service
E04_W20,2002-12-01,in_service
H27,2002-12-01,in_service
B33,2002-12-03,withdrawn
D27,2002-12-03,withdrawn
I07,2002-12-10,withdrawn
J08,2002-12-12,queued
E20,2002-12-20,in_service
J08_MTX14,2003-01-03,queued
J08_MTX15,2003-01-03,queued
I15,2003-01-07,withdrawn
B03,2003-01-28,in_service
G02_W43,2003-01-31,withdrawn
J09,2003-01-31,queued
I16,2003-02-07,withdrawn
I17,2003-02-07,withdrawn
I19,2003-02-07,withdrawn
I20,2003-02-07,withdrawn
K01,2003-02-10,queued
J02_MTX11,2003-02-11,queued
K02,2003-02-25,queued
K02_CE18,2003-02-26,queued
K03,2003-03-03,queued
B35,2003-03-10,withdrawn
B36,2003-03-10,withdrawn
H22,2003-03-17,withdrawn
G51_W63,2003-04-01,in_service
H27_W71,2003-04-10,withdrawn
G31,2003-04-11,withdrawn
K04,2003-04-15,queued
K04_CE17,2003-04-15,queued
K04_CE19,2003-04-15,queued
J08_MTX14,2003-04-22,withdrawn
K05,2003-04-23,queued
D19,2003-04-28,withdrawn
D20,2003-04-28,withdrawn
D21,2003-04-28,withdrawn
D22,2003-04-28,withdrawn
I03,2003-04-28,withdrawn
A09,2003-05-01,in_service
B28_W07,2003-05-01,in_service
G25,2003-05-01,in_service
I06,2003-05-01,in_service
K06,2003-05-06,queued
I02,2003-05-07,withdrawn
K07,2003-05-07,queued
J06,2003-05-14,withdrawn
K07_CE20,2003-05-16,queued
I05,2003-05-21,withdrawn
K08,2003-05-21,queued
H20,2003-05-31,in_service
J02_MTX13,2003-05-31,in_service
E17_W27,2003-06-01,in_service
G20,2003-06-01,in_service
G30_W52,2003-06-01,in_service
G30_W53,2003-06-01,in_service
G13,2003-06-03,withdrawn
K03,2003-06-05,withdrawn
K09,2003-06-05,queued
G48,2003-06-11,withdrawn
A29,2003-06-13,in_service
G45,2003-06-18,withdrawn
H26,2003-07-03,withdrawn
G00_MTX3,2003-07-10,withdrawn
K10,2003-07-16,queued
A43,2003-07-20,withdrawn
K11,2003-07-25,queued
K12,2003-07-28,queued
K13,2003-07-28,queued
K14,2003-07-28,queued
K15,2003-07-28,queued
K16,2003-07-28,queued
K17,2003-07-28,queued
J05,2003-07-30,in_service
K18,2003-07-30,queued
K19,2003-07-30,queued
K20,2003-07-30,queued
K21,2003-07-30,queued
K22,2003-07-30,queued
K23,2003-07-30,queued
K24,2003-07-30,queued
K25,2003-07-30,queued
K26,2003-07-30,queued
K27,2003-07-30,queued
A36,2003-07-31,in_service
K28,2003-07-31,queued
K29,2003-07-31,queued
B18_W03,2003-08-01,in_service
L01,2003-08-01,queued
L01_CE21,2003-08-05,queued
K08,2003-08-13,withdrawn
B28,2003-08-27,in_service
L01_AEP137,2003-08-27,queued
L02,2003-09-10,queued
L03,2003-09-10,queued
D25,2003-09-17,withdrawn
G35,2003-09-25,withdrawn
J08_MTX15,2003-09-26,withdrawn
E28,2003-10-01,in_service
L04,2003-10-08,queued
A17,2003-10-10,withdrawn
L05,2003-10-10,queued
L05_CE22,2003-10-15,queued
B48,2003-10-17,withdrawn
L06,2003-10-20,queued
G02,2003-10-23,withdrawn
L07,2003-10-23,queued
I22,2003-11-04,withdrawn
L08,2003-11-07,queued
L09,2003-11-07,queued
L10,2003-11-12,queued
B46,2003-11-21,in_service
D05,2003-12-01,in_service
H03,2003-12-01,in_service
L11,2003-12-02,queued
G21,2003-12-03,in_service
L12,2003-12-04,queued
J01_MTX,2003-12-05,withdrawn
J02_MTX13,2003-12-08,withdrawn
L12_CE23,2003-12-08,queued
L12_CE24,2003-12-10,queued
L13,2003-12-19,queued
L13_CE25,2003-12-26,queued
J07_MTX12,2003-12-31,in_service
I12,2004-01-01,in_service
K09,2004-01-09,withdrawn
K15,2004-01-09,withdrawn
I09,2004-01-15,withdrawn
L13_CE26,2004-01-18,queued
L13_CE27,2004-01-18,queued
J01,2004-01-20,withdrawn
K14,2004-01-20,withdrawn
L14,2004-01-20,queued
L15,2004-01-20,queued
L16,2004-01-22,queued
L17,2004-01-22,queued
L18,2004-01-28,queued
L19,2004-01-28,queued
L20,2004-01-30,queued
L21,2004-01-30,queued
M01,2004-02-01,queued
J03,2004-02-12,withdrawn
K17,2004-02-12,withdrawn
K16,2004-02-19,withdrawn
I11,2004-02-23,withdrawn
M02,2004-02-23,queued
M03,2004-02-23,queued
M04,2004-02-25,queued
M05,2004-03-05,queued
M06,2004-03-11,queued
M07,2004-03-12,queued
M07,2004-03-15,in_service
A52,2004-03-17,withdrawn
M08,2004-03-29,queued
M09,2004-03-30,queued
L01,2004-04-08,withdrawn
M09_CE28,2004-04-14,queued
L05,2004-04-30,withdrawn
D18,2004-05-01,in_service
G18,2004-05-04,in_service
G19,2004-05-04,in_service
M10,2004-05-06,queued
A12,2004-05-14,in_service
M11,2004-05-19,queued
M12,2004-05-19,queued
A59,2004-05-27,in_service
M13,2004-05-27,queued
D09,2004-06-01,in_service
D10,2004-06-01,in_service
H13,2004-06-01,in_service
I14,2004-06-01,in_service
E17_W29,2004-06-02,withdrawn
M14,2004-06-09,queued
M15,2004-06-09,queued
M16,2004-06-10,queued
M17,2004-06-15,queued
M18,2004-06-17,queued
C12,2004-06-22,withdrawn
C13,2004-06-22,withdrawn
L06,2004-06-22,withdrawn
M19,2004-06-25,queued
B30,2004-06-29,in_service
H04_W64,2004-06-29,withdrawn
K01,2004-07-01,in_service
K21,2004-07-01,in_service
K23,2004-07-01,in_service
L04,2004-07-07,withdrawn
L10,2004-07-12,withdrawn
M20,2004-07-13,queued
K24,2004-07-21,withdrawn
M21,2004-07-23,queued
M22,2004-07-23,queued
M23,2004-07-26,queued
M24,2004-07-27,queued
M25,2004-07-29,queued
M26,2004-07-29,queued
M27,2004-07-30,queued
M28,2004-07-30,queued
N01,2004-08-02,queued
N02,2004-08-02,queued
J04,2004-08-04,withdrawn
L20,2004-08-04,withdrawn
N02_AEP139,2004-08-04,queued
G32_MTX6,2004-08-12,withdrawn
B14,2004-08-13,in_service
E13,2004-08-13,in_service
K18,2004-08-13,in_service
K22,2004-08-13,in_service
J08,2004-08-15,in_service
L08,2004-08-16,in_service
L09,2004-08-16,in_service
L14,2004-08-19,withdrawn
N03,2004-08-25,queued
N04,2004-08-25,queued
N05,2004-08-25,queued
L12,2004-08-31,withdrawn
L21,2004-09-02,withdrawn
N06,2004-09-16,queued
L16,2004-09-20,withdrawn
I02_W73,2004-09-22,in_service
K29,2004-09-28,withdrawn
N07,2004-09-28,queued
N08,2004-09-28,queued
M17,2004-09-30,withdrawn
I10,2004-10-01,in_service
N09,2004-10-04,queued
N10,2004-10-11,queued
N11,2004-10-11,queued
N04,2004-10-12,withdrawn
N12,2004-10-13,queued
L15,2004-10-18,withdrawn
M10,2004-10-28,withdrawn
K06,2004-11-01,in_service
K07,2004-11-01,in_service
N13,2004-11-01,queued
E21,2004-11-11,withdrawn
N14,2004-11-22,queued
N15,2004-12-02,queued
M16,2004-12-07,withdrawn
N16,2004-12-09,queued
N17,2004-12-09,queued
M14,2004-12-13,withdrawn
N18,2004-12-22,queued
N19,2004-12-28,queued
A21,2004-12-31,in_service
H06,2004-12-31,in_service
N13,2005-01-01,in_service
M13,2005-01-04,withdrawn
N20,2005-01-06,queued
N21,2005-01-18,queued
N22,2005-01-18,queued
N23,2005-01-18,queued
N24,2005-01-18,queued
N25,2005-01-18,queued
N26,2005-01-20,queued
N27,2005-01-27,queued
N28,2005-01-27,queued
N29,2005-01-28,queued
N30,2005-01-28,queued
N31,2005-01-28,queued
N32,2005-01-28,queued
N33,2005-01-28,queued
N34,2005-01-28,queued
N35,2005-01-28,queued
N36,2005-01-28,queued
N37,2005-01-28,queued
N38,2005-01-28,queued
N39,2005-01-28,queued
N40,2005-01-28,queued
L02,2005-01-30,in_service
N41,2005-01-31,queued
N42,2005-01-31,queued
N43,2005-01-31,queued
N44,2005-01-31,queued
N45,2005-01-31,queued
N46,2005-01-31,queued
N47,2005-01-31,queued
N48,2005-01-31,queued
N49,2005-01-31,queued
N50,2005-01-31,queued
N51,2005-01-31,queued
O01,2005-02-08,queued
O02,2005-02-08,queued
J03_CE14,2005-02-11,withdrawn
J04_CE15,2005-02-11,withdrawn
K04_CE17,2005-02-11,withdrawn
L12_CE24,2005-02-11,withdrawn
M09_CE28,2005-02-11,withdrawn
O03,2005-02-11,queued
O04,2005-02-11,queued
N18,2005-02-16,withdrawn
N20,2005-02-17,withdrawn
O05,2005-02-22,queued
O06,2005-02-23,queued
O06_DP01,2005-02-24,queued
N06,2005-03-01,in_service
O07,2005-03-01,queued
O08,2005-03-06,queued
O09,2005-03-07,queued
N48,2005-03-11,withdrawn
O10,2005-03-14,queued
M01,2005-03-18,withdrawn
O11,2005-03-21,queued
O12,2005-03-28,queued
L17,2005-04-01,in_service
O13,2005-04-01,queued
M03,2005-04-05,withdrawn
O14,2005-04-05,queued
O15,2005-04-06,queued
O16,2005-04-07,queued
F04,2005-04-14,withdrawn
I04,2005-04-14,withdrawn
K10,2005-04-14,withdrawn
K12,2005-04-14,withdrawn
M08,2005-04-14,withdrawn
N49,2005-04-14,withdrawn
O17,2005-04-14,queued
L11,2005-04-15,withdrawn
O18,2005-04-21,queued
J02_MTX11,2005-04-28,withdrawn
O19,2005-05-04,queued
O20,2005-05-04,queued
O21,2005-05-06,queued
O22,2005-05-11,queued
O23,2005-05-11,queued
O24,2005-05-11,queued
O25,2005-05-12,queued
O26,2005-05-12,queued
O27,2005-05-13,queued
O28,2005-05-13,queued
O29,2005-05-16,queued
O30,2005-05-16,queued
L07,2005-05-18,withdrawn
M02,2005-05-18,withdrawn
O31,2005-05-18,queued
O32,2005-05-31,queued
O32,2005-05-31,in_service
L13_CE25,2005-06-01,in_service
N10,2005-06-01,in_service
N11,2005-06-01,in_service
O10,2005-06-01,in_service
O33,2005-06-02,queued
O34,2005-06-03,queued
O35,2005-06-06,queued
O36,2005-06-06,queued
O16,2005-06-19,in_service
C10,2005-06-23,withdrawn
N02_AEP139,2005-06-23,withdrawn
O37,2005-06-23,queued
N28,2005-06-24,withdrawn
O38,2005-06-27,queued
O39,2005-06-27,queued
O40,2005-06-27,queued
K04,2005-06-30,in_service
M04,2005-06-30,in_service
O05,2005-06-30,in_service
O42,2005-07-06,queued
O43,2005-07-07,queued
O44,2005-07-19,queued
O45,2005-07-21,queued
O46,2005-07-22,queued
O30,2005-07-25,withdrawn
O47,2005-07-25,queued
O48,2005-07-26,queued
O49,2005-07-26,queued
O50,2005-07-26,queued
O51,2005-07-27,queued
O52,2005-07-27,queued
O53,2005-07-27,queued
O54,2005-07-27,queued
O55,2005-07-27,queued
K20,2005-07-28,in_service
O56,2005-07-28,queued
O57,2005-07-28,queued
O58,2005-07-28,queued
O59,2005-07-29,queued
O60,2005-07-29,queued
O61,2005-07-29,queued
O62,2005-07-29,queued
O63,2005-07-29,queued
O64,2005-07-29,queued
O65,2005-07-29,queued
O66,2005-07-29,queued
O67,2005-07-29,queued
O68,2005-07-31,queued
O69,2005-07-31,queued
O70,2005-07-31,queued
O71,2005-07-31,queued
O72,2005-07-31,queued
O73,2005-07-31,queued
N38,2005-08-02,withdrawn
K27,2005-08-20,withdrawn
P01,2005-08-23,queued
P02,2005-08-25,queued
P03,2005-08-29,queued
N01,2005-08-30,withdrawn
N02,2005-08-30,withdrawn
N08,2005-09-01,withdrawn
N19,2005-09-06,withdrawn
N40,2005-09-06,withdrawn
P04,2005-09-08,queued
P05,2005-09-08,queued
P06,2005-09-09,queued
P07,2005-09-09,queued
P08,2005-09-14,queued
P09,2005-09-14,queued
P12,2005-09-25,queued
P10,2005-09-26,queued
P11,2005-09-26,queued
L13_CE27,2005-10-03,withdrawn
P13,2005-10-05,queued
O34,2005-10-06,withdrawn
N44,2005-10-11,withdrawn
P14,2005-10-12,queued
P15,2005-10-12,queued
M15,2005-10-17,withdrawn
O65,2005-10-17,withdrawn
N46,2005-10-18,withdrawn
P16,2005-10-19,queued
M06,2005-10-20,withdrawn
P17,2005-10-20,queued
P18,2005-10-20,queued
P19,2005-10-20,queued
P20,2005-10-26,queued
P21,2005-10-26,queued
P22,2005-10-28,queued
P23,2005-10-28,queued
L01_CE21,2005-11-01,withdrawn
N37,2005-11-01,withdrawn
P24,2005-11-07,queued
P25,2005-11-07,queued
P26,2005-11-07,queued
M21,2005-11-11,in_service
M25,2005-11-18,withdrawn
P27,2005-11-18,queued
P28,2005-11-22,queued
P29,2005-11-22,queued
P30,2005-11-30,queued
A30,2005-12-01,in_service
H12,2005-12-01,in_service
O12,2005-12-01,in_service
P31,2005-12-05,queued
P32,2005-12-07,queued
P33,2005-12-08,queued
N35,2005-12-14,withdrawn
N45,2005-12-14,withdrawn
P34,2005-12-20,queued
P35,2005-12-20,queued
P36,2005-12-22,queued
P37,2005-12-22,queued
P38,2005-12-22,queued
P39,2005-12-28,queued
P40,2005-12-28,queued
I01,2005-12-30,in_service
A55,2005-12-31,in_service
M05,2005-12-31,in_service
N34,2005-12-31,in_service
M18,2006-01-03,withdrawn
P41,2006-01-03,queued
O01,2006-01-12,in_service
P42,2006-01-12,queued
P43,2006-01-13,queued
P44,2006-01-16,queued
