fid,kind,sub_a,sub_b,kv,length_km,n_circuits
L:10983:39790:69,L,10983,39790.0,69,18.404491003022148,1
L:10984:10985:69,L,10984,10985.0,69,8.03652176898201,1
L:10986:34639:69,L,10986,34639.0,69,20.836074497054614,1
L:10986:39792:69,L,10986,39792.0,69,4.254701533953589,1
L:10987:34639:69,L,10987,34639.0,69,5.841494971327624,1
L:10987:52184:69,L,10987,52184.0,69,4.025970103423395,1
L:10988:34338:500,L,10988,34338.0,500,94.03771244470514,1
L:10988:46849:69,L,10988,46849.0,69,1.859082821369946,1
L:10991:34637:69,L,10991,34637.0,69,23.911416883375924,1
L:10991:39789:69,L,10991,39789.0,69,31.256148899616818,1
L:11027:11028:69,L,11027,11028.0,69,10.121662013547724,1
L:11028:49060:69,L,11028,49060.0,69,1.3225476368917009,1
L:11029:11030:69,L,11029,11030.0,69,11.80452455796298,1
L:11029:11034:69,L,11029,11034.0,69,0.5621929123844965,1
L:11029:35775:69,L,11029,35775.0,69,22.619752997228332,1
L:11029:49058:69,L,11029,49058.0,69,27.088936151110424,1
L:11032:11033:69,L,11032,11033.0,69,11.526095323049168,1
L:11033:11038:69,L,11033,11038.0,69,4.900189039511392,1
L:11033:12286:69,L,11033,12286.0,69,2.0167012669247524,1
L:11033:12287:69,L,11033,12287.0,69,6.518522908782046,1
L:11033:12288:69,L,11033,12288.0,69,10.812268691205947,2
L:11033:12368:230,L,11033,12368.0,230,2.0233249053550133,1
L:11034:11035:69,L,11034,11035.0,69,34.244304321166155,1
L:11035:11037:69,L,11035,11037.0,69,14.90873621683766,1
L:11036:11037:69,L,11036,11037.0,69,3.079753692646891,1
L:11037:11038:69,L,11037,11038.0,69,7.791936577967662,1
L:11039:11040:69,L,11039,11040.0,69,8.130719462539572,1
L:11113:40125:69,L,11113,40125.0,69,2.9313494303287824,1
L:11159:11160:161,L,11159,11160.0,161,7.511426568619701,1
L:11161:32555:161,L,11161,32555.0,161,4.886237562689394,1
L:11182:11183:161,L,11182,11183.0,161,3.6587262337643995,1
L:11183:39793:161,L,11183,39793.0,161,20.638813620061203,1
L:11184:39793:161,L,11184,39793.0,161,20.819177677424953,1
L:11202:39781:161,L,11202,39781.0,161,13.57805102249328,1
L:11225:39781:161,L,11225,39781.0,161,5.395723978891277,1
L:11235:33443:138,L,11235,33443.0,138,42.34320151646604,1
L:11236:33926:138,L,11236,33926.0,138,5.1867441061212975,1
L:11236:33927:138,L,11236,33927.0,138,8.284747209722836,1
L:11248:32587:138,L,11248,32587.0,138,7.10151279519149,1
L:11275:11276:138,L,11275,11276.0,138,4.305483751056077,1
L:11276:11278:138,L,11276,11278.0,138,14.81328722497207,1
L:11278:11280:69,L,11278,11280.0,69,16.018766220113918,1
L:11278:11281:138,L,11278,11281.0,138,5.849994797089521,1
L:11278:11281:69,L,11278,11281.0,69,5.849994797089521,1
L:11279:11280:69,L,11279,11280.0,69,7.6265241060437345,1
L:11280:11349:69,L,11280,11349.0,69,20.012386847966642,1
L:11280:11358:69,L,11280,11358.0,69,20.74840648264592,1
L:11281:23693:69,L,11281,23693.0,69,3.321530966408291,1
L:11281:46742:69,L,11281,46742.0,69,7.568007268449177,1
L:11334:32256:138,L,11334,32256.0,138,19.403214358908567,1
L:11335:11437:138,L,11335,11437.0,138,17.874096978841116,1
L:11335:33921:138,L,11335,33921.0,138,21.02032489203903,1
L:11336:11391:69,L,11336,11391.0,69,5.49264612818527,1
L:11336:41880:69,L,11336,41880.0,69,4.024487926954262,1
L:11337:11338:69,L,11337,11338.0,69,1.0310262065797218,1
L:11338:11339:69,L,11338,11339.0,69,0.17582376359076343,1
L:11338:11346:69,L,11338,11346.0,69,2.351337804160111,1
L:11343:47302:69,L,11343,47302.0,69,0.3546519993593623,1
L:11344:11357:69,L,11344,11357.0,69,19.00743570585091,1
L:11344:11393:69,L,11344,11393.0,69,4.196670836371027,1
L:11344:20177:69,L,11344,20177.0,69,7.81962754809424,1
L:11345:11347:138,L,11345,11347.0,138,9.7777598279733,1
L:11346:11348:138,L,11346,11348.0,138,15.26459999565342,1
L:11346:11391:138,L,11346,11391.0,138,18.916639464436802,1
L:11346:11394:138,L,11346,11394.0,138,21.398858856346056,1
L:11350:11351:69,L,11350,11351.0,69,0.11720975259137657,1
L:11350:11356:69,L,11350,11356.0,69,10.050851230673924,1
L:11350:11359:69,L,11350,11359.0,69,7.330977075854829,1
L:11351:11355:69,L,11351,11355.0,69,15.995742933101646,1
L:11351:11357:69,L,11351,11357.0,69,6.585304547626787,1
L:11353:11354:69,L,11353,11354.0,69,10.517616625919763,1
L:11353:11355:69,L,11353,11355.0,69,5.975049294634792,1
L:11354:11474:69,L,11354,11474.0,69,15.615703765300946,1
L:11356:20079:69,L,11356,20079.0,69,13.004302652323279,1
L:11358:11359:69,L,11358,11359.0,69,1.654537926017869,1
L:11361:11362:138,L,11361,11362.0,138,12.452635212212439,1
L:11361:11430:138,L,11361,11430.0,138,56.045946485124105,2
L:11361:13162:138,L,11361,13162.0,138,23.071149113276466,1
L:11361:33039:138,L,11361,33039.0,138,1.5146742697251112,1
L:11361:33039:345,L,11361,33039.0,345,1.5146742697251112,1
L:11362:11369:138,L,11362,11369.0,138,36.150947674743755,1
L:11363:11476:138,L,11363,11476.0,138,50.65737213218943,1
L:11363:11494:69,L,11363,11494.0,69,20.761431476254582,1
L:11363:11497:69,L,11363,11497.0,69,26.36090721735819,1
L:11367:11371:69,L,11367,11371.0,69,14.037691197462934,1
L:11369:11370:138,L,11369,11370.0,138,12.58328285829341,1
L:11369:11373:69,L,11369,11373.0,69,4.45306094165205,1
L:11369:11374:69,L,11369,11374.0,69,2.669849033764261,1
L:11369:11482:69,L,11369,11482.0,69,0.404101069167085,1
L:11370:11594:138,L,11370,11594.0,138,27.75946563777565,1
L:11375:11587:69,L,11375,11587.0,69,3.935784711736658,1
L:11386:25252:138,L,11386,25252.0,138,4.1109311831678745,2
L:11388:11389:69,L,11388,11389.0,69,16.090745854081153,1
L:11388:11489:69,L,11388,11489.0,69,15.653600633782961,1
L:11389:11562:69,L,11389,11562.0,69,21.2057997440957,1
L:11390:11391:138,L,11390,11391.0,138,0.4053834744457993,1
L:11391:11393:69,L,11391,11393.0,69,15.64532714998278,1
L:11391:11394:69,L,11391,11394.0,69,4.48454095292961,1
L:11391:23684:138,L,11391,23684.0,138,28.383973676166928,1
L:11391:42786:69,L,11391,42786.0,69,0.32360918727506577,1
L:11395:13830:69,L,11395,13830.0,69,9.864861819505874,1
L:11427:11428:69,L,11427,11428.0,69,18.73396993240303,1
L:11428:11429:69,L,11428,11429.0,69,6.433672526484014,1
L:11428:20079:69,L,11428,20079.0,69,2.610273005843998,1
L:11430:11431:138,L,11430,11431.0,138,10.294535079708025,1
L:11430:11470:69,L,11430,11470.0,69,1.1222463463952528,1
L:11430:11568:138,L,11430,11568.0,138,20.446267256775105,1
L:11430:11574:138,L,11430,11574.0,138,30.719146421266636,1
L:11437:32594:138,L,11437,32594.0,138,34.810494002070534,1
L:11444:11463:138,L,11444,11463.0,138,0.6269478607331928,1
L:11445:31688:138,L,11445,31688.0,138,9.640349686046454,1
L:11445:32600:138,L,11445,32600.0,138,2.6711364299232483,2
L:11445:42251:138,L,11445,42251.0,138,0.06402059906679762,1
L:11446:31692:138,L,11446,31692.0,138,20.76969402107073,1
L:11449:31973:115,L,11449,31973.0,115,12.594180336493025,1
L:11449:31975:115,L,11449,31975.0,115,2.467630636977124,1
L:11450:11502:115,L,11450,11502.0,115,23.03715508285437,1
L:11450:31973:115,L,11450,31973.0,115,1.6574151581044128,2
L:11451:31980:69,L,11451,31980.0,69,18.651021025748744,1
L:11459:11460:115,L,11459,11460.0,115,10.668597677532581,1
L:11464:32183:138,L,11464,32183.0,138,12.250701096331838,1
L:11465:11565:138,L,11465,11565.0,138,19.403049390701625,1
L:11466:11467:138,L,11466,11467.0,138,15.372996209573053,1
L:11466:11469:69,L,11466,11469.0,69,17.607343298615007,1
L:11466:11489:138,L,11466,11489.0,138,31.76712197358869,1
L:11466:11562:69,L,11466,11562.0,69,5.072858404097756,1
L:11466:42781:69,L,11466,42781.0,69,4.03187527892346,1
L:11467:11468:138,L,11467,11468.0,138,6.861137569514587,1
L:11468:11492:138,L,11468,11492.0,138,37.52232065997263,1
L:11468:11564:138,L,11468,11564.0,138,0.8684194823125085,1
L:11468:11565:138,L,11468,11565.0,138,8.225711759211551,1
L:11468:12338:138,L,11468,12338.0,138,68.82116609232592,1
L:11468:17592:138,L,11468,17592.0,138,82.41305245741987,1
L:11468:20112:345,L,11468,20112.0,345,37.15063815068517,1
L:11469:11565:138,L,11469,11565.0,138,11.188103600494097,1
L:11469:40502:69,L,11469,40502.0,69,9.321821497891882,1
L:11469:42782:69,L,11469,42782.0,69,37.70230925324878,1
L:11470:11471:69,L,11470,11471.0,69,14.122736563036753,1
L:11474:11480:138,L,11474,11480.0,138,14.759110596106371,1
L:11474:11489:138,L,11474,11489.0,138,29.837141447715737,1
L:11474:11495:69,L,11474,11495.0,69,36.897719033035045,1
L:11475:11476:69,L,11475,11476.0,69,9.896046481153622,1
L:11476:11477:138,L,11476,11477.0,138,12.834560172978625,1
L:11476:11478:69,L,11476,11478.0,69,8.185351435840786,1
L:11477:11489:138,L,11477,11489.0,138,23.300279423240344,1
L:11478:11490:69,L,11478,11490.0,69,17.48897415663456,1
L:11479:11480:138,L,11479,11480.0,138,7.857569251035314,1
L:11480:11481:69,L,11480,11481.0,69,2.6279546377849887,1
L:11480:11900:138,L,11480,11900.0,138,38.20380824609607,1
L:11480:45522:69,L,11480,45522.0,69,10.03526278129233,1
L:11481:11900:69,L,11481,11900.0,69,36.07829672045667,1
L:11482:11587:69,L,11482,11587.0,69,12.321248393045698,1
L:11489:11490:69,L,11489,11490.0,69,7.844010306874692,1
L:11489:11491:69,L,11489,11491.0,69,11.794261309608153,1
L:11489:11492:138,L,11489,11492.0,138,17.176911079134094,1
L:11491:11812:69,L,11491,11812.0,69,19.570912517562206,1
L:11494:51057:69,L,11494,51057.0,69,12.387827109091885,1
L:11495:51057:69,L,11495,51057.0,69,3.5342948791938027,1
L:11496:11549:69,L,11496,11549.0,69,20.607110944073447,1
L:11497:11498:69,L,11497,11498.0,69,8.615636035783714,1
L:11498:11500:69,L,11498,11500.0,69,11.985951581701986,1
L:11498:11592:69,L,11498,11592.0,69,27.2287878643413,1
L:11499:11500:69,L,11499,11500.0,69,0.38470629213322366,1
L:11499:45529:69,L,11499,45529.0,69,16.121551930426474,1
L:11500:11549:69,L,11500,11549.0,69,34.197726001608274,1
L:11501:38382:138,L,11501,38382.0,138,11.837535738552043,2
L:11504:31984:115,L,11504,31984.0,115,10.253698876018092,1
L:11505:32885:500,L,11505,32885.0,500,59.748846723832216,1
L:11505:32920:500,L,11505,32920.0,500,85.78032353801619,1
L:11506:32218:115,L,11506,32218.0,115,6.724540478399216,1
L:11506:32219:115,L,11506,32219.0,115,6.6527918722577075,1
L:11506:32686:115,L,11506,32686.0,115,18.196437855640394,1
L:11506:32725:115,L,11506,32725.0,115,22.52864085495855,1
L:11507:32219:115,L,11507,32219.0,115,17.720822435740146,1
L:11508:11509:115,L,11508,11509.0,115,8.839685998671298,1
L:11509:32946:115,L,11509,32946.0,115,5.410997199456619,1
L:11510:11511:230,L,11510,11511.0,230,17.23332108229884,2
L:11511:31880:230,L,11511,31880.0,230,8.427681019111903,1
L:11511:54296:230,L,11511,54296.0,230,4.390921827037195,1
L:11512:12150:138,L,11512,12150.0,138,11.23512027477051,1
L:11512:12441:138,L,11512,12441.0,138,3.9795260562858115,1
L:11514:32686:115,L,11514,32686.0,115,19.824796500470942,1
L:11528:11597:46,L,11528,11597.0,46,17.633014381301237,1
L:11528:11791:46,L,11528,11791.0,46,8.029968385692369,1
L:11529:11536:138,L,11529,11536.0,138,11.67925901426122,1
L:11529:40718:138,L,11529,40718.0,138,10.482194610499068,1
L:11530:11597:138,L,11530,11597.0,138,15.9498310266852,1
L:11530:40718:138,L,11530,40718.0,138,7.931808739382238,1
L:11531:11533:138,L,11531,11533.0,138,14.19273345260334,1
L:11533:11534:138,L,11533,11534.0,138,15.796935939226866,1
L:11534:11543:138,L,11534,11543.0,138,13.419303353403965,1
L:11535:11596:46,L,11535,11596.0,46,19.289273099863816,1
L:11536:51058:138,L,11536,51058.0,138,3.620144505402764,1
L:11537:11545:69,L,11537,11545.0,69,37.917352435295875,1
L:11537:11549:69,L,11537,11549.0,69,28.502442006404625,1
L:11540:11541:46,L,11540,11541.0,46,0.36752493562548605,1
L:11540:11542:46,L,11540,11542.0,46,10.566685738474304,1
L:11542:11543:46,L,11542,11543.0,46,18.72004157206596,1
L:11542:11793:46,L,11542,11793.0,46,25.6392519777633,1
L:11543:11544:69,L,11543,11544.0,69,5.178986918596984,1
L:11543:11548:69,L,11543,11548.0,69,7.6651949035446325,1
L:11543:11813:161,L,11543,11813.0,161,11.973091177747474,1
L:11544:11545:69,L,11544,11545.0,69,3.63172452259031,1
L:11545:11546:69,L,11545,11546.0,69,3.471463049683651,1
L:11545:40718:138,L,11545,40718.0,138,33.41817413925792,1
L:11546:11548:69,L,11546,11548.0,69,5.738354357212655,1
L:11549:11550:69,L,11549,11550.0,69,20.62224599211574,1
L:11550:11551:69,L,11550,11551.0,69,14.865437236761801,1
L:11551:11822:69,L,11551,11822.0,69,13.698282088032887,1
L:11551:11869:69,L,11551,11869.0,69,16.831535794358278,1
L:11552:11894:69,L,11552,11894.0,69,23.354889924315355,1
L:11565:23272:138,L,11565,23272.0,138,51.31990042613736,1
L:11567:11568:69,L,11567,11568.0,69,4.709854602337057,1
L:11568:17749:69,L,11568,17749.0,69,4.034447712575854,1
L:11569:17749:69,L,11569,17749.0,69,0.41647241613721203,1
L:11571:11573:69,L,11571,11573.0,69,4.036395166448934,1
L:11571:11574:138,L,11571,11574.0,138,14.268313704847978,1
L:11571:17744:138,L,11571,17744.0,138,10.147447153202556,1
L:11571:45589:46,L,11571,45589.0,46,4.507713437942355,1
L:11572:11579:69,L,11572,11579.0,69,10.370749785096416,1
L:11572:17744:69,L,11572,17744.0,69,11.388344066963649,1
L:11574:11575:69,L,11574,11575.0,69,7.213493139565862,1
L:11574:11578:138,L,11574,11578.0,138,19.1764713258884,1
L:11574:17747:69,L,11574,17747.0,69,2.6737411849366453,1
L:11574:17748:69,L,11574,17748.0,69,8.061926017519623,1
L:11575:11580:69,L,11575,11580.0,69,13.44896873304994,1
L:11576:11577:46,L,11576,11577.0,46,1.817174868730342,1
L:11576:42129:46,L,11576,42129.0,46,4.868108353180673,1
L:11578:11597:138,L,11578,11597.0,138,21.030847746604042,1
L:11578:17746:46,L,11578,17746.0,46,8.226249168005365,1
L:11579:11580:69,L,11579,11580.0,69,7.740358782606731,1
L:11579:17745:69,L,11579,17745.0,69,6.024484764781408,1
L:11580:11581:69,L,11580,11581.0,69,5.737651636359388,1
L:11580:11584:69,L,11580,11584.0,69,16.75870404400297,1
L:11582:11583:46,L,11582,11583.0,46,6.120864053998366,1
L:11583:11585:46,L,11583,11585.0,46,10.84296191773123,1
L:11583:11597:46,L,11583,11597.0,46,17.676196884752603,1
L:11584:45543:69,L,11584,45543.0,69,5.172079541752741,1
L:11585:45587:46,L,11585,45587.0,46,11.179374540716957,1
L:11586:11597:138,L,11586,11597.0,138,25.73323798638788,1
L:11586:11790:138,L,11586,11790.0,138,7.649006925859452,1
L:11587:11590:69,L,11587,11590.0,69,12.757310485124322,1
L:11587:11591:69,L,11587,11591.0,69,17.451778435034594,1
L:11588:11589:69,L,11588,11589.0,69,2.73500569347013,1
L:11588:11598:46,L,11588,11598.0,46,3.3430018532909136,1
L:11589:11590:69,L,11589,11590.0,69,3.6421061584362096,1
L:11589:11592:69,L,11589,11592.0,69,11.78791851233092,1
L:11589:45529:69,L,11589,45529.0,69,8.691532105926429,1
L:11591:11593:46,L,11591,11593.0,46,9.238726638101543,1
L:11591:11598:46,L,11591,11598.0,46,8.954586516908913,1
L:11591:42129:46,L,11591,42129.0,46,21.34938365550051,1
L:11593:11595:46,L,11593,11595.0,46,7.552423020681307,1
L:11594:40841:138,L,11594,40841.0,138,9.223563065156307,1
L:11595:11596:46,L,11595,11596.0,46,6.747696999316339,1
L:11595:11597:46,L,11595,11597.0,46,13.025924343600758,1
L:11597:40841:138,L,11597,40841.0,138,15.281193824570682,1
L:11602:31880:230,L,11602,31880.0,230,11.151151478356395,1
L:11603:32777:230,L,11603,32777.0,230,5.23754425220295,1
L:11604:31901:230,L,11604,31901.0,230,6.97025943247093,1
L:11605:32184:230,L,11605,32184.0,230,34.241043060371176,2
L:11605:32627:115,L,11605,32627.0,115,9.550827194191495,1
L:11606:31886:115,L,11606,31886.0,115,19.38572459136476,1
L:11606:32628:115,L,11606,32628.0,115,4.433658760595486,1
L:11607:11610:138,L,11607,11610.0,138,2.6771146077552137,1
L:11607:31885:138,L,11607,31885.0,138,43.200355498927166,1
L:11607:32810:138,L,11607,32810.0,138,5.637087491602432,2
L:11608:32778:500,L,11608,32778.0,500,13.776159306195831,1
L:11608:32781:500,L,11608,32781.0,500,0.47657663377730813,1
L:11608:33146:500,L,11608,33146.0,500,78.967638077675,1
L:11609:32785:138,L,11609,32785.0,138,14.25508358124318,1
L:11609:32811:138,L,11609,32811.0,138,7.788764969373441,1
L:11627:11628:69,L,11627,11628.0,69,18.41303184156918,1
L:11628:11635:69,L,11628,11635.0,69,2.069022980566757,1
L:11628:41935:69,L,11628,41935.0,69,4.358923184747426,1
L:11629:13119:69,L,11629,13119.0,69,40.96040218273706,1
L:11629:33196:138,L,11629,33196.0,138,6.804888103062063,2
L:11630:11639:69,L,11630,11639.0,69,22.83168467654998,1
L:11631:11637:69,L,11631,11637.0,69,12.45301733596631,1
L:11631:11639:69,L,11631,11639.0,69,3.3599861341563892,1
L:11632:54299:69,L,11632,54299.0,69,6.109564830664845,1
L:11635:11636:69,L,11635,11636.0,69,0.711983579838288,1
L:11635:33196:69,L,11635,33196.0,69,27.80855224635756,1
L:11637:11638:69,L,11637,11638.0,69,1.973007251342338,1
L:11637:54299:69,L,11637,54299.0,69,12.118379606260673,1
L:11697:40081:161,L,11697,40081.0,161,25.189088055726454,1
L:11698:11700:69,L,11698,11700.0,69,5.370642836089242,1
L:11699:40081:69,L,11699,40081.0,69,8.017308302013085,1
L:11700:40081:69,L,11700,40081.0,69,3.9546302322220384,1
L:11734:11758:138,L,11734,11758.0,138,42.72499440362035,1
L:11734:12157:138,L,11734,12157.0,138,51.308381601643006,1
L:11734:12159:138,L,11734,12159.0,138,41.02542670640038,1
L:11734:36998:69,L,11734,36998.0,69,5.417310821437513,1
L:11734:45074:69,L,11734,45074.0,69,1.6947022920777715,1
L:11735:11737:138,L,11735,11737.0,138,21.294016136632507,1
L:11736:35209:69,L,11736,35209.0,69,12.692494330618192,1
L:11740:47060:115,L,11740,47060.0,115,18.55049192461217,1
L:11745:12154:138,L,11745,12154.0,138,14.082135884540149,1
L:11746:11747:161,L,11746,11747.0,161,3.779371169683425,1
L:11747:50143:69,L,11747,50143.0,69,4.570124687853799,1
L:11747:50144:69,L,11747,50144.0,69,22.029733935119452,1
L:11749:11750:138,L,11749,11750.0,138,8.611651320845379,1
L:11749:38446:138,L,11749,38446.0,138,7.240304220078838,1
L:11750:11751:138,L,11750,11751.0,138,9.74274494344789,1
L:11751:12441:138,L,11751,12441.0,138,1.3888427919134636,1
L:11751:55908:138,L,11751,55908.0,138,4.435792068692521,1
L:11752:11753:138,L,11752,11753.0,138,0.5112501359096716,2
L:11752:11755:138,L,11752,11755.0,138,0.3729615774326669,1
L:11752:41890:138,L,11752,41890.0,138,3.5057284577754104,1
L:11752:42796:138,L,11752,42796.0,138,7.76090707104674,1
L:11753:25246:138,L,11753,25246.0,138,3.13923449980383,1
L:11756:12357:138,L,11756,12357.0,138,41.179039091445766,1
L:11756:12444:138,L,11756,12444.0,138,13.744247029871927,1
L:11758:11759:138,L,11758,11759.0,138,51.49142607959896,1
L:11758:38479:138,L,11758,38479.0,138,33.93362067980722,1
L:11758:41898:69,L,11758,41898.0,69,13.441019767671996,1
L:11758:42049:69,L,11758,42049.0,69,11.344321846089622,1
L:11759:11761:138,L,11759,11761.0,138,30.48301733975279,1
L:11759:12155:138,L,11759,12155.0,138,19.29213664247336,1
L:11762:12077:138,L,11762,12077.0,138,5.04012903826123,1
L:11762:12078:138,L,11762,12078.0,138,1.7778790609046549,1
L:11762:38479:138,L,11762,38479.0,138,37.123856714414,1
L:11762:53875:69,L,11762,53875.0,69,1.5826571104614124,1
L:11763:35268:69,L,11763,35268.0,69,4.1792228242629434,1
L:11763:38489:138,L,11763,38489.0,138,27.882195563533294,1
L:11788:12336:69,L,11788,12336.0,69,17.86385897656176,1
L:11790:11791:138,L,11790,11791.0,138,6.282885286133921,1
L:11791:11792:46,L,11791,11792.0,46,11.257355637212866,1
L:11791:17751:46,L,11791,17751.0,46,5.621761524456593,1
L:11792:11794:46,L,11792,11794.0,46,6.461668979262637,1
L:11793:11794:46,L,11793,11794.0,46,5.6300224128406695,1
L:11795:34331:138,L,11795,34331.0,138,13.460010043681676,1
L:11809:11812:69,L,11809,11812.0,69,5.218760985231573,1
L:11810:11811:69,L,11810,11811.0,69,2.778465737972938,1
L:11811:11812:69,L,11811,11812.0,69,11.533266601821822,1
L:11811:11894:69,L,11811,11894.0,69,7.470203422268479,1
L:11821:11869:69,L,11821,11869.0,69,3.3944182761432793,2
L:11822:11823:69,L,11822,11823.0,69,4.0962336466084,1
L:11823:11824:69,L,11823,11824.0,69,10.926189268101593,1
L:11824:11869:161,L,11824,11869.0,161,37.766377771283125,1
L:11824:11893:69,L,11824,11893.0,69,14.642852862642451,1
L:11824:23275:69,L,11824,23275.0,69,0.1315225902346029,2
L:11825:11895:69,L,11825,11895.0,69,12.248105967827305,1
L:11825:23275:69,L,11825,23275.0,69,8.75951639620091,1
L:11869:12311:69,L,11869,12311.0,69,17.384155992645766,1
L:11869:41878:69,L,11869,41878.0,69,1.1848251902344809,1
L:11885:40080:69,L,11885,40080.0,69,4.045917255416779,1
L:11886:11890:69,L,11886,11890.0,69,6.671062959638656,1
L:11886:20081:69,L,11886,20081.0,69,14.632261916151053,1
L:11886:40080:69,L,11886,40080.0,69,19.81229937056088,1
L:11887:11888:69,L,11887,11888.0,69,3.463148252247943,1
L:11890:11891:69,L,11890,11891.0,69,4.051811375739073,1
L:11891:12310:69,L,11891,12310.0,69,12.582034984355156,1
L:11892:23275:69,L,11892,23275.0,69,6.219005010188414,1
L:11893:11894:69,L,11893,11894.0,69,9.819335648902717,1
L:11896:11897:69,L,11896,11897.0,69,5.512329240371915,1
L:11897:11898:69,L,11897,11898.0,69,4.012689045951404,1
L:11897:12394:69,L,11897,12394.0,69,18.129694084110195,1
L:11898:11899:69,L,11898,11899.0,69,1.1190015310650818,1
L:11899:11900:69,L,11899,11900.0,69,5.482096830973808,1
L:11899:11901:69,L,11899,11901.0,69,3.3634809113076054,1
L:11900:11903:69,L,11900,11903.0,69,5.5955654388389275,1
L:11900:12396:138,L,11900,12396.0,138,24.58503912558707,1
L:11901:11902:69,L,11901,11902.0,69,1.3380793933573656,1
L:11906:11909:138,L,11906,11909.0,138,8.924101336470764,1
L:11906:12146:138,L,11906,12146.0,138,11.042474262894338,1
L:11906:38443:69,L,11906,38443.0,69,17.90985293555441,1
L:11908:38433:69,L,11908,38433.0,69,9.85185227082353,1
L:11908:38444:138,L,11908,38444.0,138,36.44850203001617,1
L:11908:38445:138,L,11908,38445.0,138,43.35646987959648,1
L:11909:38444:138,L,11909,38444.0,138,18.458011706362594,1
L:11909:41892:69,L,11909,41892.0,69,6.831497271037255,1
L:11909:42509:69,L,11909,42509.0,69,2.429866796602754,2
L:11910:11911:161,L,11910,11911.0,161,49.943692663987065,1
L:11910:11913:161,L,11910,11913.0,161,45.858322558719294,1
L:11910:12872:161,L,11910,12872.0,161,52.38625684516044,1
L:11910:45241:69,L,11910,45241.0,69,4.072778442060696,1
L:11911:11912:161,L,11911,11912.0,161,23.868892140206565,1
L:11911:45226:69,L,11911,45226.0,69,9.333514303725194,1
L:11911:45232:69,L,11911,45232.0,69,8.123415250240647,1
L:11911:46515:69,L,11911,46515.0,69,9.828874498190038,1
L:11912:45221:69,L,11912,45221.0,69,1.6060359752427624,1
L:11912:45226:69,L,11912,45226.0,69,22.775984494955264,1
L:11913:11914:161,L,11913,11914.0,161,4.539437112792668,1
L:11913:12303:161,L,11913,12303.0,161,34.2250080384599,1
L:11913:45205:161,L,11913,45205.0,161,33.703603617800326,1
L:11913:56743:161,L,11913,56743.0,161,0.8160326365589121,1
