sub_id,lat,lon,zone_id,max_kv,min_kv,external,load_mw,state,name,name_source
3023,41.1861,-74.2236,7,161.0,161.0,True,27.77,New York,Indian Hill Switch,hifld_pool
3030,41.1938,-74.3155,7,161.0,161.0,True,0.0,New York,Hargrove Road D.S,hifld_pool
3031,41.2467,-74.3561,7,161.0,161.0,True,0.0,New York,Wright,hifld_pool
3036,41.2621,-74.5517,7,161.0,161.0,False,2.75,New York,Trabuco,hifld_pool
3053,40.7545,-74.031,7,161.0,161.0,False,62.52,New York,Lafayette,hifld_pool
3054,40.6944,-74.0302,7,161.0,161.0,True,0.0,New York,Exxonmobil Baton Rouge Turbine Generator,hifld_pool
3081,40.8478,-73.7226,7,500.0,500.0,True,1292.86,New York,Port Washington,hifld_nearest
3145,40.6444,-74.1227,7,161.0,161.0,True,4.55,New York,Port Richmond,hifld_nearest
3146,40.713,-74.144,7,161.0,161.0,False,10.48,New York,Georgia Mountain,hifld_pool
3147,40.6689,-74.1466,7,161.0,161.0,False,10.48,New York,Kern Water,hifld_pool
3150,40.6171,-74.2354,7,161.0,161.0,False,11.06,New York,Jordan River,hifld_pool
3151,40.6715,-74.0862,7,161.0,161.0,False,30.04,New York,Greenville,hifld_nearest
3154,40.7024,-74.0859,7,161.0,161.0,False,29.59,New York,Grace,hifld_pool
3160,40.6627,-74.126,7,161.0,161.0,False,23.94,New York,Plaza Del Norte 8013,hifld_pool
3171,40.5653,-74.2139,7,161.0,161.0,False,19.93,New York,Mccabe,hifld_pool
3173,40.5368,-74.205,7,161.0,161.0,True,45.150000000000006,New York,Ames,hifld_pool
3175,40.5299,-74.2501,7,161.0,161.0,False,13.66,New York,Stanley,hifld_pool
3176,40.4853,-74.2694,7,161.0,161.0,True,13.659999999999997,New York,Castroville,hifld_pool
3178,40.5173,-74.2414,7,161.0,161.0,True,41.15,New York,Vernon Tap,hifld_pool
3184,41.079,-74.0895,7,161.0,161.0,False,16.35,New York,Manvel,hifld_pool
3186,41.076,-74.1251,7,161.0,161.0,False,9.68,New York,Swan,hifld_pool
3195,41.0737,-74.0382,7,161.0,161.0,True,28.460000000000008,New York,Golden Hills,hifld_pool
3197,41.0622,-74.1445,7,161.0,161.0,False,19.84,New York,Santan,hifld_pool
3203,41.1166,-74.1216,7,161.0,161.0,True,0.0,New York,Superior,hifld_pool
3350,41.4668,-74.9328,7,161.0,138.0,False,2.35,New York,Hudson,hifld_pool
3352,41.7142,-75.0609,7,161.0,1.0,False,3.91,New York,W Hamlin,hifld_pool
3353,41.4199,-74.8064,7,161.0,138.0,False,1.99,New York,Merrimac,hifld_pool
3442,40.9822,-73.9803,7,161.0,161.0,False,22.56,New York,Closter,hifld_nearest
3448,40.988,-74.0172,7,500.0,1.0,False,19.39,New York,Grand Haven Diesel Plant,hifld_pool
3466,41.2528,-73.9415,7,500.0,500.0,True,0.0,New York,Buchanan,hifld_nearest
3470,41.5348,-74.7784,7,161.0,161.0,True,2.01,New York,Mongaup,hifld_nearest
3479,41.0746,-74.0509,7,161.0,161.0,True,0.0,New York,Dighton,hifld_pool
3481,41.0979,-74.1517,7,161.0,13.8,False,0.0,New York,Hillburn,hifld_nearest
3484,41.2068,-73.9943,7,500.0,500.0,True,0.0,New York,W. Haverstraw,hifld_nearest
3508,40.5803,-74.2199,7,161.0,161.0,False,0.0,New York,Minue Street,hifld_nearest
3512,40.7886,-73.9851,7,161.0,161.0,True,0.0,New York,West 65Th Street,hifld_nearest
3540,41.4541,-74.4215,7,500.0,500.0,True,0.0,New York,Shoemaker,hifld_nearest
3541,40.6094,-74.2187,7,500.0,13.8,False,0.0,New York,Pseg Linden Generating Station,hifld_nearest
3633,42.0743,-78.1327,8,161.0,161.0,True,0.0,New York,Klinke Avenue,hifld_pool
3645,42.0697,-78.2906,8,161.0,161.0,True,0.0,New York,Hampshire Paper,hifld_pool
3646,41.9976,-78.2729,8,161.0,138.0,False,1.87,New York,Fulton Mo,hifld_pool
3650,41.993,-77.6958,8,161.0,161.0,False,2.26,New York,North Gila,hifld_pool
3657,42.2164,-75.9788,8,500.0,500.0,True,0.0,New York,Koolau,hifld_pool
3665,42.047,-75.9408,8,161.0,138.0,True,0.0,New York,Pebble Hill,hifld_pool
3666,42.0436,-75.8066,8,161.0,161.0,True,0.0,New York,Sarno,hifld_pool
3667,41.9753,-75.9115,8,161.0,161.0,False,7.88,New York,Garrison,hifld_pool
3669,41.9939,-75.7664,8,161.0,138.0,False,2.13,New York,Putnam,hifld_pool
3672,42.0781,-75.432,8,161.0,161.0,True,0.0,New York,Hauser,hifld_pool
3680,42.1397,-75.6953,8,161.0,161.0,True,0.0,New York,Shadow Glen,hifld_pool
3697,41.9971,-75.6159,8,161.0,161.0,False,3.57,New York,Teichert,hifld_pool
3698,42.0375,-75.5496,8,161.0,161.0,True,0.0,New York,Chiquita,hifld_pool
3700,42.0464,-78.4985,8,138.0,138.0,True,0.0,New York,Olympia Brewery,hifld_pool
3714,41.9986,-79.1329,8,138.0,138.0,True,25.15,New York,Starke,hifld_pool
3728,42.0099,-78.3858,8,161.0,161.0,True,0.0,New York,Taylor Flats,hifld_pool
3731,42.0206,-78.8242,8,161.0,161.0,True,0.0,New York,Timberline Trail Gas Recovery,hifld_pool
3789,42.0542,-79.6283,8,138.0,100.0,True,14.52,New York,Hermosa,hifld_pool
3804,42.1533,-79.33,8,500.0,500.0,True,0.0,New York,Roberts Creek,hifld_pool
3805,42.0334,-79.2036,8,138.0,138.0,True,0.0,New York,Poultney,hifld_pool
3809,42.2453,-79.6561,8,100.0,100.0,True,0.0,New York,Healdsburg,hifld_pool
3823,42.1199,-77.0374,8,161.0,161.0,True,1.82,New York,Princess Jeanne,hifld_pool
3828,41.9933,-76.7907,8,161.0,1.0,False,5.08,New York,Colburn Street,hifld_pool
3832,42.0314,-76.7476,8,161.0,161.0,True,0.0,New York,Macon,hifld_pool
3835,42.0054,-76.8563,8,161.0,161.0,True,0.0,New York,Wahleach,hifld_pool
3836,41.9907,-76.8571,8,161.0,138.0,False,7.65,New York,Lawrence County Station,hifld_pool
3841,42.1027,-76.8172,8,500.0,500.0,True,83.24,New York,Hillside,hifld_nearest
3846,42.0197,-76.9096,8,161.0,161.0,True,0.0,New York,Rinaldi,hifld_pool
3849,41.9982,-76.5114,8,161.0,161.0,False,4.59,New York,Pensacola Florida Plant,hifld_pool
3850,42.0468,-76.5298,8,161.0,161.0,False,4.59,New York,Ruthbelle,hifld_pool
3936,41.9512,-75.289,8,161.0,161.0,True,1.6099999999999994,New York,Lonetree,hifld_pool
3938,41.9557,-75.3741,8,161.0,161.0,False,1.5,New York,Jones Canyon,hifld_pool
4760,42.1501,-77.1777,8,161.0,161.0,True,4.3,New York,Echo,hifld_pool
4818,41.9718,-77.1881,8,161.0,138.0,False,2.68,New York,South Windsor,hifld_pool
4825,41.7905,-75.0405,8,161.0,161.0,True,0.0,New York,Hospital Rd Community Solar Farm,hifld_nearest
4828,42.0016,-76.4132,8,161.0,161.0,True,0.0,New York,Crum Canyon,hifld_pool
4833,42.0577,-76.3191,8,161.0,161.0,True,0.0,New York,El Nido,hifld_pool
4836,42.0204,-76.214,8,161.0,161.0,True,0.0,New York,Coalinga Cogen,hifld_pool
4978,42.548,-78.0639,8,500.0,500.0,True,0.0,New York,Anclote,hifld_pool
5045,42.4781,-79.3367,8,230.0,230.0,True,0.0,New York,Ludium,hifld_nearest
5117,39.421,-74.5501,9,138.0,138.0,False,8.04,New Jersey,Lewis,hifld_nearest
5118,39.543,-74.4334,9,138.0,138.0,False,8.5,New Jersey,Big Eddy,hifld_pool
5119,39.4789,-74.4112,9,138.0,138.0,False,17.25,New Jersey,Lake Riverside,hifld_pool
5120,39.4485,-74.5136,9,345.0,1.0,False,28.9,New Jersey,Oneida,hifld_pool
5121,39.4763,-74.44,9,138.0,138.0,False,25.29,New Jersey,Geysers Tap 9,hifld_pool
5122,39.4935,-74.5264,9,138.0,138.0,False,17.25,New Jersey,Mayaguez,hifld_pool
5123,39.3588,-74.42,9,138.0,138.0,False,34.84,New Jersey,Falls City,hifld_pool
5124,39.4116,-74.4924,9,138.0,138.0,False,23.83,New Jersey,Byllesby 2,hifld_pool
5125,39.4244,-74.4173,9,138.0,138.0,False,39.02,New Jersey,Collins Creek,hifld_pool
5126,39.334,-74.5061,9,138.0,138.0,False,36.69,New Jersey,Mauckport,hifld_pool
5127,39.5102,-74.4131,9,138.0,138.0,False,7.59,New Jersey,Alcoa Primary,hifld_pool
5128,39.6351,-74.5381,9,138.0,138.0,False,10.8,New Jersey,Allegany Cogen,hifld_pool
5129,39.5086,-74.623,9,138.0,138.0,False,10.8,New Jersey,Apple River,hifld_pool
5130,39.5603,-74.5829,9,138.0,138.0,False,13.59,New Jersey,West Asheville,hifld_pool
5131,39.4355,-74.6732,9,345.0,138.0,False,25.63,New Jersey,Cardiff,hifld_nearest
5132,39.3525,-74.6159,9,138.0,138.0,False,34.34,New Jersey,Scull,hifld_nearest
5133,39.3486,-74.5615,9,345.0,138.0,False,48.59,New Jersey,Bedford Rural,hifld_pool
5134,39.4245,-74.6958,9,138.0,138.0,False,26.63,New Jersey,Fountain City,hifld_pool
5135,39.7215,-74.7518,9,138.0,138.0,False,18.06,New Jersey,California,hifld_pool
5136,39.5597,-74.8035,9,345.0,138.0,False,20.02,New Jersey,Medical Center,hifld_pool
5137,39.6446,-74.7677,9,138.0,138.0,False,18.06,New Jersey,Matt Funk,hifld_pool
5138,39.5224,-74.8001,9,138.0,138.0,False,16.17,New Jersey,Juneau,hifld_pool
5139,39.3977,-74.6428,9,138.0,138.0,False,5.7,New Jersey,Phillippi,hifld_pool
5140,39.4698,-74.7599,9,138.0,138.0,False,18.89,New Jersey,Dorothy,hifld_nearest
5141,39.5546,-74.8236,9,138.0,138.0,False,16.97,New Jersey,Olmos,hifld_pool
5142,39.5774,-74.6825,9,138.0,138.0,False,34.0,New Jersey,Woolworth Road Co Op,hifld_pool
5143,39.5314,-74.9256,9,138.0,138.0,False,12.19,New Jersey,Minotola Station,hifld_nearest
5144,39.3193,-74.5296,9,138.0,138.0,True,24.050000000000004,New Jersey,Olympic Renton,hifld_pool
5145,39.4502,-74.5558,9,138.0,138.0,False,11.62,New Jersey,Hawkins,hifld_pool
5146,39.3784,-74.5379,9,138.0,138.0,False,11.62,New Jersey,Cuero,hifld_pool
5147,39.3103,-74.5887,9,138.0,138.0,True,17.730000000000004,New Jersey,Tengen,hifld_pool
5148,39.4217,-74.3459,9,138.0,138.0,True,8.549999999999997,New Jersey,Havilah,hifld_pool
5149,39.3813,-74.5045,9,138.0,138.0,False,15.51,New Jersey,Navy Mole,hifld_pool
5150,39.4198,-74.9775,9,138.0,138.0,False,26.34,New Jersey,Coconino,hifld_pool
5151,39.4708,-75.0085,9,138.0,138.0,False,27.2,New Jersey,Cedarsauk,hifld_pool
5152,39.4417,-75.0041,9,138.0,138.0,False,26.12,New Jersey,Lincoln Station,hifld_nearest
5153,39.463,-74.9782,9,138.0,138.0,False,27.92,New Jersey,Rosa Road,hifld_pool
5154,39.5831,-74.962,9,138.0,138.0,False,29.44,New Jersey,Northwest Texarkana,hifld_pool
5155,39.6101,-74.9225,9,138.0,138.0,False,24.25,New Jersey,Lysander,hifld_pool
5156,39.684,-74.939,9,138.0,138.0,False,24.06,New Jersey,Fox Hill,hifld_pool
5157,39.643,-74.9332,9,345.0,138.0,False,25.67,New Jersey,Kasson Tap 2,hifld_pool
5158,39.2635,-74.8162,9,138.0,138.0,False,6.9,New Jersey,Shadow,hifld_pool
5159,39.3115,-74.7181,9,138.0,138.0,False,7.9,New Jersey,Barnesville,hifld_pool
5160,39.2793,-74.775,9,138.0,138.0,False,6.82,New Jersey,Foundry Street,hifld_pool
5161,40.925,-74.07,9,138.0,138.0,False,25.97,New Jersey,Goal Line,hifld_pool
5162,40.8962,-73.9719,9,138.0,138.0,False,38.96,New Jersey,Hillcrest Solar,hifld_pool
5163,40.9012,-74.0448,9,138.0,138.0,False,36.52,New Jersey,Mcpherson 2,hifld_pool
5164,41.0005,-73.947,9,138.0,138.0,False,20.73,New Jersey,Pajuil 7702,hifld_pool
5165,40.74,-73.9193,9,138.0,138.0,True,30.55,New Jersey,Newtown,hifld_nearest
5166,40.8329,-74.0591,9,138.0,138.0,False,63.73,New Jersey,Far Rockaway,hifld_pool
5167,40.9617,-73.8616,9,138.0,138.0,True,10.86,New Jersey,Sprain Brook,hifld_nearest
5168,40.9231,-74.0127,9,138.0,138.0,False,45.06,New Jersey,New Milford,hifld_nearest
5169,40.8676,-73.8724,9,138.0,138.0,True,28.040000000000003,New Jersey,East 179Th Street,hifld_nearest
5170,40.9055,-74.0714,9,138.0,138.0,False,16.34,New Jersey,Maywood,hifld_nearest
5171,41.0421,-74.1034,9,138.0,138.0,False,40.32,New Jersey,Danskammer,hifld_pool
5172,41.0316,-74.0535,9,138.0,138.0,False,41.83,New Jersey,Rhode Island State Energy Center,hifld_pool
5173,40.7997,-74.0403,9,138.0,138.0,False,33.17,New Jersey,Buffalo,hifld_pool
5174,40.8119,-73.9581,9,138.0,138.0,True,0.0,New Jersey,Thousand Springs,hifld_pool
5175,40.891,-74.0802,9,138.0,138.0,False,31.8,New Jersey,Garfield,hifld_pool
5176,40.7379,-73.9786,9,138.0,138.0,True,98.27,New Jersey,East 36Th Street,hifld_nearest
5177,40.877,-74.0017,9,138.0,138.0,False,44.62,New Jersey,Campo Fresco 1,hifld_pool
5178,40.8231,-73.9432,9,138.0,138.0,True,23.16,New Jersey,Parkview,hifld_nearest
5179,40.9784,-74.2482,9,138.0,138.0,False,17.0,New Jersey,Amargo,hifld_pool
5180,40.8335,-74.1127,9,138.0,138.0,False,18.46,New Jersey,Long Lake,hifld_pool
5181,40.9655,-74.1031,9,138.0,138.0,False,24.14,New Jersey,White Feather Generating Station,hifld_pool
5182,40.9902,-74.0463,9,138.0,138.0,False,24.05,New Jersey,Hillsdale,hifld_nearest
5183,40.9535,-74.1572,9,138.0,138.0,False,27.24,New Jersey,Smiley,hifld_pool
5184,40.8782,-74.0459,9,138.0,138.0,False,40.46,New Jersey,Norwell,hifld_pool
5185,40.908,-74.0149,9,138.0,138.0,False,29.83,New Jersey,Claus,hifld_pool
5186,40.9027,-74.0932,9,138.0,138.0,False,30.84,New Jersey,Columbus City,hifld_pool
5187,40.8429,-74.0726,9,138.0,138.0,False,51.71,New Jersey,Peachland,hifld_pool
5188,41.0157,-74.094,9,138.0,138.0,False,31.72,New Jersey,Waldwick,hifld_nearest
5189,41.0168,-73.9964,9,138.0,138.0,False,22.64,New Jersey,Bailly,hifld_pool
5190,40.9572,-73.9344,9,138.0,138.0,False,20.23,New Jersey,Cresskill,hifld_nearest
5191,40.8952,-74.1601,9,138.0,138.0,False,52.3,New Jersey,Granville,hifld_pool
5192,41.0615,-74.2677,9,345.0,138.0,False,43.51,New Jersey,Peterson,hifld_pool
5193,41.1587,-74.1557,9,500.0,345.0,True,71.49000000000001,New Jersey,Ramapo,hifld_nearest
5194,41.1274,-74.0713,9,138.0,138.0,True,0.0,New Jersey,Creswell,hifld_pool
5195,40.8804,-74.082,9,138.0,138.0,False,30.38,New Jersey,Meadow Lane Tap,hifld_pool
5196,40.9816,-73.9102,9,138.0,138.0,False,23.56,New Jersey,Willow Run,hifld_pool
5197,41.0706,-73.9487,9,138.0,138.0,True,0.0,New Jersey,Stapley,hifld_pool
5198,41.0798,-74.2794,9,138.0,138.0,False,20.49,New Jersey,Comerio 9703,hifld_pool
5199,40.8836,-73.9564,9,138.0,138.0,False,32.64,New Jersey,Jamacha Tap,hifld_pool
5200,40.8653,-74.0384,9,138.0,138.0,False,49.53,New Jersey,Chauvin,hifld_pool
5201,40.9611,-74.0447,9,138.0,138.0,False,45.03,New Jersey,Grand Gulf,hifld_pool
5202,40.9814,-74.0696,9,138.0,138.0,False,49.15,New Jersey,Downtown,hifld_pool
5203,40.8945,-74.1254,9,138.0,138.0,False,37.91,New Jersey,Altamont,hifld_pool
5204,40.9351,-74.0993,9,138.0,138.0,False,46.42,New Jersey,Quogue,hifld_pool
5205,41.0908,-74.2189,9,138.0,138.0,False,11.64,New Jersey,Octol,hifld_pool
5206,40.9771,-74.1854,9,138.0,138.0,False,37.68,New Jersey,Macksburg,hifld_pool
5207,41.0807,-74.1683,9,138.0,138.0,False,15.05,New Jersey,Monroe Central,hifld_pool
5208,41.0629,-74.2185,9,138.0,138.0,False,48.47,New Jersey,Haskill,hifld_pool
5209,40.9543,-74.1318,9,138.0,138.0,False,71.55,New Jersey,Fair Lawn,hifld_nearest
5210,40.8547,-74.1289,9,138.0,138.0,False,30.21,New Jersey,Huffman,hifld_pool
5211,40.9753,-73.9965,9,138.0,138.0,False,24.19,New Jersey,Shelby Tie,hifld_pool
5212,40.9864,-74.1037,9,138.0,138.0,False,22.75,New Jersey,Tweedy,hifld_pool
5213,40.8618,-73.9621,9,138.0,138.0,False,42.4,New Jersey,Council Creek,hifld_pool
5214,40.9729,-74.0199,9,500.0,138.0,False,40.44,New Jersey,Seagoville Sw,hifld_pool
5215,40.9454,-74.057,9,138.0,138.0,False,42.01,New Jersey,Iron Mountain,hifld_pool
5216,40.8421,-73.9817,9,138.0,138.0,False,60.49,New Jersey,Triune,hifld_pool
5217,40.9255,-73.9191,9,138.0,138.0,False,32.54,New Jersey,Hollister,hifld_pool
5220,41.0136,-74.1763,9,138.0,138.0,False,12.94,New Jersey,Cayetano,hifld_pool
5221,41.0055,-73.9824,9,138.0,138.0,False,22.6,New Jersey,Singleton,hifld_pool
5222,40.9478,-74.0005,9,138.0,138.0,False,28.55,New Jersey,Haworth Water Treatment Plant,hifld_nearest
5223,40.0956,-74.6159,9,138.0,138.0,False,9.01,New Jersey,Middleburg,hifld_pool
5224,39.9716,-74.9163,9,138.0,138.0,False,26.73,New Jersey,Seven Mile,hifld_pool
5225,40.074,-74.9913,9,138.0,138.0,False,9.27,New Jersey,Alvin,hifld_pool
5226,40.0196,-74.635,9,345.0,138.0,False,12.82,New Jersey,Nexen Chemicals,hifld_pool
5227,40.1004,-74.7263,9,138.0,138.0,False,21.47,New Jersey,Middletown Junction,hifld_pool
5228,39.8771,-74.4575,9,138.0,138.0,False,13.25,New Jersey,Santa Rosa,hifld_pool
5229,39.9066,-74.5779,9,345.0,138.0,False,18.73,New Jersey,Everett,hifld_pool
5230,39.971,-74.5128,9,138.0,138.0,False,23.67,New Jersey,Hendron,hifld_pool
5231,39.9248,-74.5601,9,138.0,138.0,False,15.36,New Jersey,Mount Jackson D.P,hifld_pool
5232,40.0852,-74.8037,9,138.0,138.0,False,20.21,New Jersey,Bustleton,hifld_nearest
5233,40.0185,-74.8163,9,138.0,138.0,False,20.21,New Jersey,Mt Poso,hifld_pool
5234,40.0551,-74.7734,9,138.0,138.0,False,20.21,New Jersey,Anacacho,hifld_pool
5235,40.038,-74.7052,9,138.0,138.0,False,7.86,New Jersey,Sooner,hifld_pool
5236,39.898,-74.5192,9,138.0,138.0,False,6.2,New Jersey,T.S. Power,hifld_pool
5237,39.9631,-74.8524,9,345.0,138.0,False,10.04,New Jersey,Mount Laurel,hifld_nearest
5238,40.0242,-74.76,9,138.0,138.0,False,13.1,New Jersey,Naples,hifld_pool
5239,39.8557,-74.9331,9,345.0,1.0,False,21.95,New Jersey,Sand Creek,hifld_pool
5240,39.8893,-74.9429,9,138.0,138.0,False,21.95,New Jersey,Sanders,hifld_pool
5241,39.7546,-74.9573,9,138.0,138.0,False,23.78,New Jersey,New Freedom,hifld_nearest
5242,39.7867,-74.8581,9,138.0,138.0,False,21.95,New Jersey,Lammers,hifld_pool
5243,39.8537,-74.9482,9,138.0,138.0,False,21.95,New Jersey,Calpeak Pe 7,hifld_pool
5244,39.9093,-74.9117,9,138.0,138.0,False,16.38,New Jersey,Foreman Cement,hifld_pool
5245,39.8692,-74.7462,9,138.0,138.0,False,16.54,New Jersey,Ashland City,hifld_pool
5246,39.8301,-74.8122,9,138.0,138.0,False,16.38,New Jersey,Kettle Morraine,hifld_pool
5247,39.8581,-74.8973,9,138.0,138.0,False,20.68,New Jersey,Herrin,hifld_pool
5248,39.9708,-74.969,9,138.0,138.0,False,23.74,New Jersey,Stelling,hifld_pool
5249,40.0029,-74.865,9,138.0,138.0,False,14.89,New Jersey,Port Acres Bulk,hifld_pool
5250,40.0021,-74.8091,9,138.0,138.0,False,19.64,New Jersey,Altadena,hifld_pool
5251,40.074,-74.7568,9,138.0,138.0,False,26.76,New Jersey,Hilgard,hifld_pool
5252,39.9812,-74.7085,9,138.0,138.0,False,21.09,New Jersey,Salton Sea 2,hifld_pool
5253,39.9242,-74.9589,9,138.0,138.0,False,50.31,New Jersey,Chevgen,hifld_pool
5254,39.8942,-74.917,9,138.0,138.0,False,25.22,New Jersey,Marlton,hifld_nearest
5255,39.9369,-74.8432,9,138.0,138.0,False,29.98,New Jersey,Lumberton,hifld_nearest
5256,40.0266,-74.9078,9,138.0,138.0,False,37.93,New Jersey,Levittown,hifld_nearest
5257,39.8319,-74.6417,9,138.0,138.0,False,6.15,New Jersey,Walmart,hifld_pool
5258,39.9135,-74.7159,9,138.0,138.0,False,5.43,New Jersey,Terrace,hifld_pool
5259,40.0807,-74.933,9,138.0,138.0,False,17.41,New Jersey,Eddington,hifld_nearest
5260,40.0249,-74.9373,9,138.0,138.0,False,17.57,New Jersey,Ibm Cottle,hifld_pool
5261,40.0008,-74.9628,9,138.0,138.0,False,64.96,New Jersey,Cinnaminson,hifld_nearest
5262,40.0722,-74.8731,9,138.0,138.0,False,17.41,New Jersey,Burlington,hifld_nearest
5263,39.9965,-75.0078,9,138.0,138.0,False,20.18,New Jersey,Apache,hifld_pool
