project_id,branch,fid,circuit,cont_branch,cont_fid,cont_circuit,direction,loading_post,loading_pre,dfax,contrib_mw,rating_mva,flow_post,upgrade,cost_total,cost_share,cost_alloc,contributors
Q11-0006,18857,L:22024:22493:230,1,18601,L:21759:22035:500,1,injection,108.6,98.8,5.6,62.7,646.0,701.1,reconductor,24159000.0,1.0,24159000.0,
Q11-0006,18603,L:21759:21796:230,1,18601,L:21759:22035:500,1,injection,103.9,96.4,5.9,66.3,893.0,927.6,reconductor,17151000.0,1.0,17151000.0,
Q11-0006,18702,L:21796:22493:230,1,18601,L:21759:22035:500,1,injection,103.2,93.3,7.7,86.7,873.0,901.3,reconductor,22415000.0,1.0,22415000.0,
Q11-0006,10252,L:9694:9703:138,1,10594,L:9855:9885:138,1,injection,102.1,62.1,8.0,89.1,223.0,227.4,reconductor,728000.0,1.0,728000.0,
Q11-0006,10594,L:9855:9885:138,1,10252,L:9694:9703:138,1,injection,102.1,56.8,9.2,102.7,227.0,231.9,reconductor,477000.0,1.0,477000.0,
Q11-0006,10644,L:9874:9911:138,1,10597,L:9857:9860:138,1,injection,101.6,18.6,24.4,272.5,227.0,230.4,reconductor,2361000.0,1.0,2361000.0,
Q11-0006,18851,L:22022:22024:230,1,18601,L:21759:22035:500,1,injection,100.5,92.4,5.2,58.3,720.0,722.8,reconductor,8060000.0,1.0,8060000.0,
Q11-0036,5050,L:7228:7238:138,1,5155,X:7273:138:1,1,withdrawal,123.6,61.4,61.3,118.6,191.0,235.6,rebuild,2898000.0,1.0,2898000.0,
Q11-0036,5078,L:7238:7240:138,1,5050,L:7228:7238:138,1,withdrawal,119.8,6.1,100.0,193.4,170.0,203.8,rebuild,3714000.0,1.0,3714000.0,
Q11-0036,5085,L:7240:7273:138,1,5050,L:7228:7238:138,1,withdrawal,107.0,11.5,100.0,193.4,203.0,216.7,reconductor,606000.0,1.0,606000.0,
Q11-0030,3056,L:6300:6521:345,1,3052,L:6300:7127:500,1,injection,101.0,100.2,5.5,9.4,1152.0,1163.9,reconductor,18159000.0,0.105,1903000.0,Q11-0006
Q11-0034,680,L:5303:5318:138,1,640,L:5286:5303:138,1,injection,893.8,20.1,100.0,1500.0,164.0,1467.1,rebuild,1698000.0,1.0,1698000.0,
Q11-0034,640,L:5286:5303:138,1,680,L:5303:5318:138,1,injection,711.6,16.0,100.0,1500.0,206.0,1467.1,rebuild,5122000.0,1.0,5122000.0,
Q11-0034,641,L:5286:5405:138,1,680,L:5303:5318:138,1,injection,646.5,27.1,100.0,1500.0,223.0,1439.6,rebuild,11263000.0,1.0,11263000.0,
Q11-0034,758,L:5345:5405:138,1,680,L:5303:5318:138,1,injection,615.5,33.1,100.0,1500.0,231.0,1423.5,rebuild,10747000.0,1.0,10747000.0,
Q11-0034,756,L:5344:5345:138,1,680,L:5303:5318:138,1,injection,599.0,36.7,100.0,1500.0,236.0,1413.5,rebuild,2062000.0,1.0,2062000.0,
Q11-0034,757,L:5344:5946:138,1,680,L:5303:5318:138,1,injection,586.3,40.6,100.0,1500.0,239.0,1402.8,rebuild,4283000.0,1.0,4283000.0,
Q11-0034,2145,X:5946:138:1,1,680,L:5303:5318:138,1,injection,348.4,24.1,100.0,1500.0,403.0,1402.8,replace transformer,5796000.0,1.0,5796000.0,
Q11-0034,716,L:5318:5320:138,2,715,L:5318:5320:138,1,injection,333.5,97.8,41.4,620.3,263.0,877.7,rebuild,4184000.0,1.0,4184000.0,
Q11-0034,715,L:5318:5320:138,1,716,L:5318:5320:138,2,injection,326.8,95.9,41.4,620.3,269.0,877.7,rebuild,3666000.0,1.0,3666000.0,
Q11-0034,2141,X:5946:345:1,1,680,L:5303:5318:138,1,injection,265.9,18.4,100.0,1500.0,528.0,1402.8,replace transformer,25548000.0,1.0,25548000.0,
Q11-0034,648,L:5289:6901:138,1,649,L:5289:6904:138,1,injection,233.6,73.6,19.9,297.9,186.0,435.1,rebuild,377000.0,1.0,377000.0,
Q11-0034,647,L:5289:6891:138,1,713,X:5318:345:138,1,injection,231.1,28.5,39.7,596.2,294.0,680.0,rebuild,4844000.0,1.0,4844000.0,
Q11-0034,720,L:5320:6891:138,1,713,X:5318:345:138,1,injection,223.5,34.6,39.7,596.2,316.0,705.5,rebuild,10235000.0,1.0,10235000.0,
Q11-0034,699,L:5310:6904:138,1,648,L:5289:6901:138,1,injection,213.5,55.1,20.3,304.8,192.0,410.8,rebuild,533000.0,1.0,533000.0,
Q11-0034,649,L:5289:6904:138,1,648,L:5289:6901:138,1,injection,205.4,68.7,20.3,304.8,223.0,457.9,rebuild,4518000.0,1.0,4518000.0,
Q11-0034,4122,L:6899:6901:138,1,649,L:5289:6904:138,1,injection,199.1,55.0,19.9,297.9,207.0,411.6,rebuild,1295000.0,1.0,1295000.0,
Q11-0034,4083,L:6878:6899:138,1,649,L:5289:6904:138,1,injection,181.5,60.2,12.9,194.2,160.0,290.6,rebuild,2511000.0,1.0,2511000.0,
Q11-0034,638,L:5285:5305:138,1,720,L:5320:6891:138,1,injection,178.3,24.4,19.8,296.3,193.0,343.2,rebuild,3040000.0,1.0,3040000.0,
Q11-0034,639,L:5285:5320:138,1,720,L:5320:6891:138,1,injection,175.2,47.6,19.8,296.3,232.0,406.8,rebuild,4001000.0,1.0,4001000.0,
Q11-0034,4067,L:6862:6893:138,1,649,L:5289:6904:138,1,injection,138.4,78.3,10.4,155.6,259.0,358.1,rebuild,2082000.0,1.0,2082000.0,
Q11-0034,682,L:5305:5315:138,1,720,L:5320:6891:138,1,injection,132.0,7.6,19.8,296.3,212.0,280.2,rebuild,7036000.0,1.0,7036000.0,
Q11-0034,643,L:5287:5320:138,1,720,L:5320:6891:138,1,injection,124.0,19.4,13.5,202.7,194.0,240.3,rebuild,4397000.0,1.0,4397000.0,
Q11-0034,1919,L:5899:6878:138,1,649,L:5289:6904:138,1,injection,110.2,20.2,12.9,194.2,216.0,237.8,rebuild,606000.0,1.0,606000.0,
Q11-0034,642,L:5287:5307:138,1,720,L:5320:6891:138,1,injection,109.4,2.7,13.5,202.7,190.0,207.9,reconductor,948000.0,1.0,948000.0,
Q11-0034,18856,L:22024:22035:230,1,18702,L:21796:22493:230,1,injection,107.9,98.3,5.1,76.6,798.0,860.8,reconductor,12258000.0,0.741,9087000.0,Q11-0001
Q11-0019,11370,L:10268:10279:138,1,10005,L:9631:9643:345,1,injection,220.1,70.8,84.6,315.1,211.0,464.4,rebuild,2132000.0,1.0,2132000.0,
Q11-0019,10817,L:9952:10268:138,1,11370,L:10268:10279:138,1,injection,177.7,0.3,100.0,372.4,210.0,373.0,rebuild,2644000.0,1.0,2644000.0,
Q11-0019,10816,L:9952:9967:138,1,11370,L:10268:10279:138,1,injection,158.9,8.1,100.0,372.4,223.0,354.4,rebuild,5843000.0,1.0,5843000.0,
Q11-0019,10787,L:9941:9967:138,1,11370,L:10268:10279:138,1,injection,157.2,7.0,100.0,372.4,227.0,356.5,rebuild,11588000.0,1.0,11588000.0,
Q11-0019,9651,L:9411:9941:138,1,11370,L:10268:10279:138,1,injection,148.2,10.4,100.0,372.4,235.0,347.9,rebuild,5205000.0,1.0,5205000.0,
Q11-0019,9650,L:9411:9412:138,1,11370,L:10268:10279:138,1,injection,145.0,12.6,100.0,372.4,236.0,342.6,rebuild,5901000.0,1.0,5901000.0,
Q11-0019,9484,L:9332:9412:138,1,11370,L:10268:10279:138,1,injection,141.7,14.8,100.0,372.4,238.0,337.2,rebuild,9291000.0,1.0,9291000.0,
Q11-0019,9483,L:9332:9360:138,1,11370,L:10268:10279:138,1,injection,137.5,17.5,100.0,372.4,240.0,330.3,rebuild,6033000.0,1.0,6033000.0,
Q11-0019,9534,L:9360:9641:138,1,11370,L:10268:10279:138,1,injection,131.5,20.6,100.0,372.4,245.0,321.9,rebuild,5887000.0,1.0,5887000.0,
Q11-0019,11218,L:10184:10279:138,1,11121,L:10119:10279:138,1,injection,103.4,80.4,17.5,65.1,283.0,292.9,reconductor,1722000.0,1.0,1722000.0,
Q11-0024,5970,L:7716:7724:138,1,5983,L:7725:8030:138,1,withdrawal,124.3,18.1,100.0,197.4,186.0,231.1,rebuild,16827000.0,1.0,16827000.0,
Q11-0024,5959,L:7711:7716:138,1,5970,L:7716:7724:138,1,withdrawal,107.5,1.6,100.0,197.4,186.0,200.4,reconductor,2500000.0,1.0,2500000.0,
Q11-0024,5957,L:7710:8030:138,1,5970,L:7716:7724:138,1,withdrawal,100.2,12.4,100.0,197.4,225.0,225.4,reconductor,2871000.0,1.0,2871000.0,
Q11-0052,10362,L:9745:10012:138,1,10346,L:9740:10003:138,1,injection,194.3,191.2,5.5,5.4,175.0,339.5,rebuild,5952000.0,1.0,5952000.0,
Q11-0052,10361,L:9745:9749:138,1,10346,L:9740:10003:138,1,injection,180.1,177.4,5.5,5.4,197.0,355.0,rebuild,24418000.0,1.0,24418000.0,
Q11-0052,10346,L:9740:10003:138,1,10345,L:9740:9749:138,1,injection,179.1,176.7,6.9,6.8,286.0,511.3,rebuild,12913000.0,1.0,12913000.0,
Q11-0052,10345,L:9740:9749:138,1,10346,L:9740:10003:138,1,injection,174.3,171.9,5.5,5.4,220.0,384.3,rebuild,20595000.0,1.0,20595000.0,
Q11-0052,10484,L:9798:9801:138,1,10517,L:9816:9975:345,1,injection,162.7,157.9,9.4,9.2,190.0,309.0,rebuild,1885000.0,1.0,1885000.0,
Q11-0052,10890,L:9983:10174:138,1,10517,L:9816:9975:345,1,injection,158.0,155.0,8.6,8.4,278.0,439.1,rebuild,5668000.0,1.0,5668000.0,
Q11-0052,10491,L:9801:9805:138,1,10517,L:9816:9975:345,1,injection,145.0,141.7,9.4,9.2,280.0,405.7,rebuild,4505000.0,1.0,4505000.0,
Q11-0052,10921,L:10003:10308:138,1,10345,L:9740:9749:138,1,injection,143.2,141.1,6.0,5.9,269.0,385.9,rebuild,11246000.0,1.0,11246000.0,
Q11-0052,10440,L:9776:9805:138,1,10517,L:9816:9975:345,1,injection,140.0,137.1,9.4,9.2,321.0,448.9,rebuild,1792000.0,1.0,1792000.0,
Q11-0052,10889,L:9983:9987:138,1,10517,L:9816:9975:345,1,injection,138.7,136.0,6.1,6.0,216.0,300.1,rebuild,2197000.0,1.0,2197000.0,
Q11-0052,10775,L:9935:10014:138,1,10346,L:9740:10003:138,1,injection,134.2,130.2,10.5,10.3,255.0,342.0,rebuild,15276000.0,1.0,15276000.0,
Q11-0052,11313,L:10248:10290:138,1,11349,L:10264:10281:345,1,injection,133.6,131.5,5.6,5.5,262.0,349.5,rebuild,19339000.0,1.0,19339000.0,
Q11-0052,10475,L:9795:9796:138,1,10300,L:9725:9793:345,1,injection,130.9,126.9,6.9,6.8,169.0,221.1,rebuild,1108000.0,1.0,1108000.0,
Q11-0052,10420,L:9770:9832:138,1,10473,L:9793:10265:345,1,injection,127.7,125.4,7.9,7.7,333.0,425.5,rebuild,16064000.0,1.0,16064000.0,
Q11-0052,10436,X:9776:345:138,1,10518,L:9816:10265:345,1,injection,127.4,125.2,12.4,12.1,544.0,693.4,replace transformer,13269000.0,1.0,13269000.0,
Q11-0052,10336,L:9735:10248:138,1,11349,L:10264:10281:345,1,injection,125.6,123.7,5.6,5.5,287.0,360.3,rebuild,22742000.0,1.0,22742000.0,
Q11-0052,10548,L:9831:10294:138,1,10300,L:9725:9793:345,1,injection,125.5,122.1,6.9,6.8,203.0,254.3,rebuild,27386000.0,1.0,27386000.0,
Q11-0052,10512,L:9814:10174:138,1,10517,L:9816:9975:345,1,injection,124.9,123.0,5.1,5.0,262.0,327.6,rebuild,9651000.0,1.0,9651000.0,
Q11-0052,10893,L:9987:9992:138,1,10517,L:9816:9975:345,1,injection,122.2,119.2,6.1,6.0,197.0,240.3,rebuild,2362000.0,1.0,2362000.0,
Q11-0052,11349,L:10264:10281:345,1,10800,L:9944:10290:345,1,injection,121.5,119.7,24.4,23.9,1335.0,1621.7,rebuild,70618000.0,0.507,35826000.0,Q11-0019
Q11-0052,10477,L:9796:10294:138,1,10300,L:9725:9793:345,1,injection,120.3,117.1,6.9,6.8,211.0,254.3,rebuild,3908000.0,1.0,3908000.0,
Q11-0052,10777,L:9936:10077:138,1,10771,L:9934:9935:138,1,injection,118.2,110.8,16.6,16.3,222.0,261.9,rebuild,5847000.0,1.0,5847000.0,
Q11-0052,10470,L:9793:9832:138,1,10473,L:9793:10265:345,1,injection,115.8,113.8,7.9,7.7,380.0,440.4,rebuild,5708000.0,1.0,5708000.0,
Q11-0052,10421,L:9770:10265:138,1,10473,L:9793:10265:345,1,injection,114.8,112.5,6.3,6.2,266.0,305.4,rebuild,5335000.0,1.0,5335000.0,
Q11-0052,10800,L:9944:10290:345,1,11349,L:10264:10281:345,1,injection,113.2,111.7,22.6,22.1,1521.0,1721.0,rebuild,80654000.0,1.0,80654000.0,
Q11-0016,10762,L:9929:10364:138,1,11850,L:11130:11153:345,1,injection,151.1,86.7,32.2,182.3,283.0,427.9,rebuild,34858000.0,1.0,34858000.0,
Q11-0016,11722,L:10643:10644:138,1,10762,L:9929:10364:138,1,injection,149.1,3.1,51.2,289.7,190.0,283.9,rebuild,18939000.0,1.0,18939000.0,
Q11-0016,11758,L:10689:11209:138,1,11850,L:11130:11153:345,1,injection,145.5,74.5,25.6,144.8,204.0,296.8,rebuild,31184000.0,1.0,31184000.0,
Q11-0016,10890,L:9983:10174:138,1,10517,L:9816:9975:345,1,injection,137.6,120.2,8.5,48.3,278.0,382.4,rebuild,4228000.0,1.0,4228000.0,
Q11-0016,11753,X:10689:138:69,1,11850,L:11130:11153:345,1,injection,133.0,79.0,8.4,47.3,88.0,116.5,replace transformer,8362000.0,1.0,8362000.0,
Q11-0016,10761,L:9929:9931:138,1,11850,L:11130:11153:345,1,injection,128.6,69.2,31.6,178.8,301.0,386.8,rebuild,11386000.0,1.0,11386000.0,
Q11-0016,11631,X:10361:138:69,1,10761,L:9929:9931:138,1,injection,126.3,51.4,6.9,39.0,52.0,65.8,replace transformer,6840000.0,1.0,6840000.0,
Q11-0016,10889,L:9983:9987:138,1,10517,L:9816:9975:345,1,injection,120.4,103.8,6.3,35.9,216.0,260.4,rebuild,4001000.0,1.0,4001000.0,
Q11-0016,10484,L:9798:9801:138,1,10518,L:9816:10265:345,1,injection,120.1,94.0,8.7,49.5,190.0,228.1,rebuild,1469000.0,1.0,1469000.0,
Q11-0016,10420,L:9770:9832:138,1,10473,L:9793:10265:345,1,injection,117.3,100.3,10.0,56.6,333.0,390.8,rebuild,11252000.0,1.0,11252000.0,
Q11-0016,10491,L:9801:9805:138,1,10518,L:9816:10265:345,1,injection,116.0,98.4,8.7,49.5,280.0,324.7,rebuild,6324000.0,1.0,6324000.0,
Q11-0016,10440,L:9776:9805:138,1,10518,L:9816:10265:345,1,injection,114.7,99.3,8.7,49.5,321.0,367.9,rebuild,1769000.0,1.0,1769000.0,
Q11-0016,10471,L:9793:9834:138,1,10473,L:9793:10265:345,1,injection,113.4,102.0,6.2,34.9,304.0,344.9,rebuild,9858000.0,1.0,9858000.0,
Q11-0016,10512,L:9814:10174:138,1,10517,L:9816:9975:345,1,injection,112.3,101.4,5.0,28.5,262.0,294.4,rebuild,7781000.0,1.0,7781000.0,
Q11-0016,11313,L:10248:10290:138,1,11349,L:10264:10281:345,1,injection,108.1,96.2,5.5,31.1,262.0,282.8,reconductor,11115000.0,1.0,11115000.0,
Q11-0016,10436,X:9776:345:138,1,10518,L:9816:10265:345,1,injection,106.9,94.0,12.5,70.5,544.0,581.8,replace transformer,20961000.0,1.0,20961000.0,
Q11-0016,11787,X:10752:138:69,1,11850,L:11130:11153:345,1,injection,106.8,39.7,10.3,58.2,87.0,92.7,replace transformer,4320000.0,1.0,4320000.0,
Q11-0016,10470,L:9793:9832:138,1,10473,L:9793:10265:345,1,injection,106.7,91.8,10.0,56.6,380.0,405.6,reconductor,1620000.0,1.0,1620000.0,
Q11-0016,18856,L:22024:22035:230,1,18702,L:21796:22493:230,1,injection,106.2,102.6,5.1,28.9,798.0,847.5,reconductor,18275000.0,1.0,18275000.0,
Q11-0016,10930,L:10009:10010:138,1,11248,L:10205:10297:345,1,injection,105.1,91.0,8.4,47.4,338.0,354.9,reconductor,1708000.0,1.0,1708000.0,
Q11-0016,18660,L:21774:21796:230,1,18224,L:20309:21759:500,1,injection,104.9,99.6,6.1,34.5,649.0,680.3,reconductor,4076000.0,1.0,4076000.0,
Q11-0016,11349,L:10264:10281:345,1,10800,L:9944:10290:345,1,injection,104.0,93.5,24.7,139.8,1335.0,1388.5,reconductor,23669000.0,1.0,23669000.0,
Q11-0016,10546,L:9831:9835:138,1,10300,L:9725:9793:345,1,injection,103.9,86.6,9.8,55.3,320.0,332.9,reconductor,3889000.0,1.0,3889000.0,
Q11-0016,21427,X:24035:500:230,1,21429,L:24035:24600:500,1,injection,103.1,98.6,6.5,36.7,807.0,832.7,replace transformer,31544000.0,1.0,31544000.0,
Q11-0016,10336,L:9735:10248:138,1,11349,L:10264:10281:345,1,injection,102.4,91.5,5.5,31.1,287.0,293.6,reconductor,11427000.0,1.0,11427000.0,
Q11-0070,4932,L:7185:7381:138,1,4920,L:7181:7562:138,1,injection,592.0,18.4,100.0,1057.6,173.0,1025.7,rebuild,1293000.0,1.0,1293000.0,
Q11-0070,4933,L:7185:7408:138,1,4920,L:7181:7562:138,1,injection,524.8,11.3,100.0,1057.6,197.0,1035.3,rebuild,3127000.0,1.0,3127000.0,
Q11-0070,4919,L:7181:7408:138,1,4920,L:7181:7562:138,1,injection,487.7,4.9,100.0,1057.6,215.0,1047.1,rebuild,3530000.0,1.0,3530000.0,
Q11-0070,4920,L:7181:7562:138,1,4919,L:7181:7408:138,1,injection,462.9,4.6,100.0,1057.6,226.0,1047.1,rebuild,1278000.0,1.0,1278000.0,
Q11-0070,5007,L:7211:7381:138,1,4920,L:7181:7562:138,1,injection,282.2,16.1,57.6,609.6,204.0,576.7,rebuild,2094000.0,0.98,2052000.0,Q11-0036
Q11-0070,5006,L:7211:7380:138,1,4920,L:7181:7562:138,1,injection,242.9,24.3,57.6,609.6,228.0,554.3,rebuild,2746000.0,0.98,2691000.0,Q11-0036
Q11-0070,5317,L:7381:7447:138,1,4920,L:7181:7562:138,1,injection,233.4,5.3,42.4,448.0,188.0,438.0,rebuild,4512000.0,0.973,4390000.0,Q11-0036
