branch,fid,start,end,reason,facility_name
7778,L:8525:9094:138,2016-01-10 08:00:00,2016-01-17 08:00:00,planned,Sulphur Springs - Bengies 138 kV Circuit 1
1057,L:5494:6188:138,2016-01-15 08:00:00,2016-01-25 08:00:00,planned,Rittenhouse - Sun City 138 kV
15666,L:19174:19568:100,2016-01-17 08:00:00,2016-02-06 08:00:00,planned,Akron - Overlook 100 kV Circuit 1
20353,L:23169:23170:100,2016-01-12 08:00:00,2016-01-24 08:00:00,planned,Lockport - Putts Bridge 100 kV Cir. 1
11146,L:10137:10274:138,2016-01-19 08:00:00,2016-01-26 08:00:00,planned,Northern Steel Casing Substation - Philip Morris 138 kV Line 1
17997,L:20238:20239:100,2016-01-11 08:00:00,2016-01-31 08:00:00,planned,Rodeo - Sepluveda 100 kV Circuit 1
20590,L:23283:23474:100,2016-01-13 08:00:00,2016-01-20 08:00:00,planned,Foreman North - Belridge 1A 100 kV Cir. 1
1219,L:5557:5563:138,2016-01-11 08:00:00,2016-01-23 08:00:00,planned,Beardsley Tap Substation - Jamestown 138 kV
17852,L:20142:20148:100,2016-01-14 08:00:00,2016-01-21 08:00:00,planned,Cahullia - Canas Tc 100 kV
17128,L:19792:19793:100,2016-01-15 08:00:00,2016-01-16 08:00:00,planned,Lake Geneva - Eastlake Sta 100 kV
8099,L:8693:9688:138,2016-01-17 08:00:00,2016-01-29 08:00:00,planned,Clarendon - Radnor Heights 138 kV Cir. 1
11039,L:10077:10078:138,2016-01-16 08:00:00,2016-01-27 08:00:00,planned,Norris City N - 4602 Coamo 138 kV Ckt 1
15024,L:18882:19237:100,2016-01-17 08:00:00,2016-02-01 08:00:00,planned,Fourth Branch Hydroelectric Facility - 30Th Ave 100 kV #1
8592,L:8929:8953:138,2016-01-16 08:00:00,2016-01-28 08:00:00,planned,Mohave Electric - Nasa 138 kV
19496,L:22872:22930:100,2016-01-11 08:00:00,2016-01-14 08:00:00,planned,Sun Prairie Substation - Canreed 100 kV Line 1
6800,L:8148:8286:345,2016-01-11 08:00:00,2016-01-24 08:00:00,planned,Southgate - Lsu 345 kV Cir. 1
7300,L:8319:8352:138,2016-01-14 08:00:00,2016-02-03 08:00:00,planned,Queen City - Sunset Lae 138 kV Circuit 1
9067,L:9130:9131:138,2016-01-11 08:00:00,2016-01-24 08:00:00,planned,Gordonsville - Gordonsville Energy Lp 138 kV Circuit 1
7883,L:8594:8726:138,2016-01-17 08:00:00,2016-01-22 08:00:00,planned,Sollers Warf - Port Wing 138 kV Circuit 1
5022,L:7217:7382:138,2016-01-17 08:00:00,2016-02-06 08:00:00,planned,Jerusalem - Willow Lawn 138 kV
6312,L:7881:7920:138,2016-01-19 08:00:00,2016-01-23 08:00:00,planned,Pratt 2 Substation - Gibson 138 kV Circuit 1
4193,L:6943:6946:138,2016-01-13 08:00:00,2016-01-14 08:00:00,planned,Tunnel - Mogan 138 kV Ckt 1
9992,L:9625:16877:345,2016-01-14 08:00:00,2016-01-31 08:00:00,planned,John Sevier Substation - N Ublin 345 kV Cir. 1
16106,L:19393:19585:100,2016-01-14 08:00:00,2016-01-29 08:00:00,planned,Hiawatha Ese - Tunica 100 kV Line 1
11509,L:10295:10305:138,2016-01-10 08:00:00,2016-01-21 08:00:00,planned,Hilltop 230115Kv - Surry 138 kV line
10952,L:10024:10025:138,2016-01-15 08:00:00,2016-01-31 08:00:00,planned,Santee - Morrison 138 kV
9211,L:9197:9198:138,2016-01-19 08:00:00,2016-01-22 08:00:00,planned,Verdant - De Solar 1725 Drywall Dr 138 kV #1
19084,L:22590:22594:100,2016-01-18 08:00:00,2016-01-31 08:00:00,planned,Rittenhouse Tap 2 - Factor 1 8011 100 kV #1
12958,L:17721:17835:138,2016-01-19 08:00:00,2016-02-08 08:00:00,planned,J K Smith - Crabb Riv Road 138 kV Ckt 1
15154,L:18935:19189:100,2016-01-11 08:00:00,2016-01-24 08:00:00,planned,Avena Tap 2 - Burleson 100 kV Circuit 1
9167,L:9168:9195:138,2016-01-11 08:00:00,2016-01-21 08:00:00,planned,Hermanas Davila 1705 - Miners 138 kV Line 1
16944,L:19726:19820:100,2016-01-12 08:00:00,2016-01-29 08:00:00,planned,Cypress-Manzanita - Brush 100 kV Ckt 1
10458,L:9786:9788:138,2016-01-19 08:00:00,2016-02-02 08:00:00,planned,Jim Creek - Big Creek 1 138 kV Circuit 1
20626,L:23297:23346:100,2016-01-10 08:00:00,2016-01-24 08:00:00,planned,Peosta - Mile-Hi 100 kV
7476,L:8399:18448:138,2016-01-18 08:00:00,2016-01-30 08:00:00,planned,Trego - Angle Lake 138 kV Line 1
9039,L:9113:9129:138,2016-01-16 08:00:00,2016-01-21 08:00:00,planned,Hard Rock - Reiner Road 138 kV #1
19784,L:22962:23053:230,2016-01-19 08:00:00,2016-02-04 08:00:00,planned,Poplar Bluff Generating Sta - Evergreen Park 230 kV Line
16886,L:19696:20033:230,2016-01-19 08:00:00,2016-01-22 08:00:00,planned,West Austintown - Thomaston 230 kV Cir. 1
8458,L:8852:8881:138,2016-01-16 08:00:00,2016-01-29 08:00:00,planned,Derwood - Kenlworth 138 kV
5301,L:7368:7375:138,2016-01-19 08:00:00,2016-01-21 08:00:00,planned,Woodville - Napoleonville 138 kV Circuit 1
19761,L:22951:22962:230,2016-01-15 08:00:00,2016-01-29 08:00:00,planned,Jim Chrisal - Poplar Bluff Generating Station 230 kV Line
15936,L:19306:19589:100,2016-01-18 08:00:00,2016-02-06 08:00:00,planned,Wall St - Firstenergy W H Sammis 100 kV #1
7808,L:8538:8542:138,2016-01-10 08:00:00,2016-01-18 08:00:00,planned,Hartley - Raphael Road 138 kV Circuit 1
13458,L:18040:18049:138,2016-01-12 08:00:00,2016-01-24 08:00:00,planned,Westmoreland N - Moorepark 138 kV Line
15083,L:18909:19278:100,2016-01-17 08:00:00,2016-01-25 08:00:00,planned,Rosenberg Substation - Radfords Run Wind Farm 100 kV Cir. 1
7353,L:8342:8388:138,2016-01-12 08:00:00,2016-01-29 08:00:00,planned,Carrcroft - Silver Side Road 138 kV
11267,L:10219:10225:138,2016-01-17 08:00:00,2016-01-18 08:00:00,planned,Comox Substation - Orted 138 kV
15669,L:19175:19182:100,2016-01-12 08:00:00,2016-01-24 08:00:00,planned,Calderwood - Bertram 100 kV #1
6300,L:7878:7905:138,2016-01-11 08:00:00,2016-01-28 08:00:00,planned,Galloway Substation - Iron Bridge 138 kV Circuit 1
17179,L:19815:19880:100,2016-02-04 19:00:00,2016-02-18 19:00:00,planned,Norway - Wintun 100 kV line
6634,L:8061:8062:138,2016-02-04 19:00:00,2016-02-23 19:00:00,planned,Reenergy Ashland Substation - Mcclain Energy Facility 138 kV #1
4332,L:7034:7035:138,2016-02-11 19:00:00,2016-02-23 19:00:00,planned,Waymart Wind - Klondike 138 kV
16330,L:19530:19540:100,2016-02-09 19:00:00,2016-02-17 19:00:00,planned,Austrop - Killen 100 kV Circuit 1
17510,L:19968:20076:100,2016-02-09 19:00:00,2016-02-23 19:00:00,planned,Bedford 2 - Saugus 100 kV #1
14909,L:18839:18862:100,2016-02-12 19:00:00,2016-02-29 19:00:00,planned,Loma Vista - Cedar Hill 100 kV Cir. 1
12420,L:17154:19262:100,2016-02-12 19:00:00,2016-02-14 19:00:00,planned,Hale - Everglades City 100 kV Circuit 2
17630,L:20020:20025:100,2016-02-05 19:00:00,2016-02-19 19:00:00,planned,Parr Gt - St Croix Falls 100 kV line
16890,L:19698:20014:100,2016-02-08 19:00:00,2016-02-15 19:00:00,planned,Newark - Jonesboro 100 kV Circuit 1
799,L:5366:5392:138,2016-02-12 19:00:00,2016-02-23 19:00:00,planned,Belleville - Cook Rd 138 kV Circuit 1
11025,L:10070:10291:345,2016-02-10 19:00:00,2016-02-17 19:00:00,planned,Corners - Idalia 345 kV Line 1
6251,L:7853:7856:138,2016-02-07 19:00:00,2016-02-17 19:00:00,planned,Portuguez - Sanford 138 kV line
9267,L:9225:9227:138,2016-02-10 19:00:00,2016-02-24 19:00:00,planned,Blue Ridge - Desmet 138 kV
5464,L:7459:7461:138,2016-02-04 19:00:00,2016-02-21 19:00:00,planned,Craggy - Hoytdale 138 kV Line 1
6076,L:7764:19648:230,2016-02-11 19:00:00,2016-02-20 19:00:00,planned,Aes Columbia Power - Western Fher 230 kV L
20709,L:23334:23517:100,2016-02-04 19:00:00,2016-02-24 19:00:00,planned,Mulberry Substation - Dixon Hydroelectric Dam 100 kV Circuit 1
12969,L:17735:17736:138,2016-02-08 19:00:00,2016-02-16 19:00:00,planned,Paul Sweet - Allings Crossing 138 kV
15547,L:19113:19466:100,2016-02-12 19:00:00,2016-02-20 19:00:00,planned,Avera - Tillman 100 kV Ckt 1
20205,L:23115:23116:100,2016-02-05 19:00:00,2016-02-09 19:00:00,planned,Floral Park - New Madrid 100 kV Ckt 2
5913,L:7694:7800:138,2016-02-12 19:00:00,2016-02-14 19:00:00,planned,Round Rock S - Johnsonburg Mill 138 kV Line
2437,L:6020:6022:138,2016-02-07 19:00:00,2016-02-23 19:00:00,planned,Rotary Park - Cape Canaveral Substation 138 kV
13404,L:18008:19150:100,2016-02-11 19:00:00,2016-02-14 19:00:00,planned,Round Rock - Kenzig 100 kV
5062,L:7233:8220:500,2016-02-10 19:00:00,2016-02-28 19:00:00,planned,Thayer - Youngwood 500 kV Ckt 1
16961,L:19732:19815:100,2016-02-07 19:00:00,2016-02-08 19:00:00,planned,Nelson - Norway 100 kV Circuit 1
14281,L:18559:18605:138,2016-02-11 19:00:00,2016-02-17 19:00:00,planned,Alamogordo Solar Energy Ctr - Wites Crk 138 kV Circuit 1
6756,L:8118:8123:138,2016-02-13 19:00:00,2016-02-20 19:00:00,planned,Amco - Covington 138 kV Line 1
7415,L:8379:8392:138,2016-02-08 19:00:00,2016-02-16 19:00:00,planned,Bayard - Taftsville 138 kV Ckt 1
10718,L:9913:10159:138,2016-02-06 19:00:00,2016-02-18 19:00:00,planned,Occoquan - Covanta Fairfax Energy 138 kV #1
18987,L:22325:23027:100,2016-02-05 19:00:00,2016-02-22 19:00:00,planned,River Mill - Arbors 100 kV Cir. 2
16825,L:19659:19926:100,2016-02-04 19:00:00,2016-02-20 19:00:00,planned,S Dakota Wind Energy Cente - Northadams 100 kV
20640,L:23302:23310:100,2016-02-12 19:00:00,2016-02-23 19:00:00,planned,South Hall - Deep Springs 100 kV Circuit 1
12143,L:16969:17313:138,2016-02-08 19:00:00,2016-02-21 19:00:00,planned,Huntersville Delivery No 2 - Mount Olive 138 kV Circuit 1
19620,L:22901:22925:100,2016-02-09 19:00:00,2016-02-16 19:00:00,planned,Fruit Industries - Marks 100 kV Cir. 1
1003,L:5474:5994:138,2016-02-11 19:00:00,2016-02-22 19:00:00,planned,Higgins - Bergen Generating Station 138 kV Line
1015,L:5478:5948:138,2016-02-12 19:00:00,2016-02-20 19:00:00,planned,Uc Davis - Woodrng 138 kV
14279,L:18558:18604:138,2016-02-13 19:00:00,2016-02-18 19:00:00,planned,Grand Ronde - Glenshire 138 kV Circuit 1
18673,L:21778:21790:100,2016-02-09 19:00:00,2016-02-14 19:00:00,planned,Arden Hills - Cheyene 100 kV Cir. 1
3645,L:6597:6609:138,2016-02-12 19:00:00,2016-02-17 19:00:00,planned,Warm Springs - Boyer 138 kV Line 1
2411,L:6008:6012:138,2016-02-12 19:00:00,2016-02-22 19:00:00,planned,W Receiving Substation - Auld 138 kV Circuit 1
9463,L:9325:9328:138,2016-02-07 19:00:00,2016-02-22 19:00:00,planned,Melones - Nine Mile Crk 138 kV #1
2799,L:6183:6202:138,2016-02-23 19:00:00,2016-03-06 19:00:00,planned,Buxmot - Worthington 138 kV
10864,L:9971:9986:138,2016-02-29 19:00:00,2016-03-10 19:00:00,planned,Trask - Loving S 138 kV Cir. 1
6239,L:7846:7847:138,2016-02-28 19:00:00,2016-03-10 19:00:00,planned,Saylor - Lower Ollala 138 kV Line 1
1123,L:5519:5808:138,2016-02-24 19:00:00,2016-03-12 19:00:00,planned,Cushman - Fowler 138 kV Ckt 1
10889,L:9983:9987:138,2016-02-28 19:00:00,2016-03-05 19:00:00,planned,Running Springs - Lakeside 138 kV
20433,L:23205:23339:100,2016-02-27 19:00:00,2016-03-12 19:00:00,planned,Ankeny - Boykins 100 kV Line 1
17277,L:19858:19866:100,2016-03-02 19:00:00,2016-03-17 19:00:00,planned,Crystal Mountain Generation - Lodi Stig 100 kV Line 1
15919,L:19298:19299:100,2016-02-23 19:00:00,2016-03-01 19:00:00,planned,Twin Lakes - Holt Switch 100 kV Circuit 1
13858,L:18275:18276:138,2016-02-25 19:00:00,2016-03-05 19:00:00,planned,S Summitville Substation - Nash Substation 138 kV Cir. 1
20702,L:23331:23334:100,2016-03-02 19:00:00,2016-03-10 19:00:00,planned,S Scottsvile - Mulberry 100 kV L
15251,L:18981:19346:100,2016-02-25 19:00:00,2016-03-01 19:00:00,planned,Rec Newark - St. Lawrence 100 kV #1
20777,L:23384:23386:100,2016-03-01 19:00:00,2016-03-11 19:00:00,planned,Korona - E Clearwater Subdivsion 100 kV Ckt 1
8308,L:8793:8798:138,2016-02-28 19:00:00,2016-03-19 19:00:00,planned,Winton - Crestbrook 138 kV #1
5425,L:7437:8291:138,2016-02-27 19:00:00,2016-03-08 19:00:00,planned,Watertown - Armstrong 138 kV #1
17441,L:19936:20260:100,2016-03-03 19:00:00,2016-03-22 19:00:00,planned,Tewksbury - Avon Lake 100 kV Line
14921,L:18843:19570:100,2016-02-25 19:00:00,2016-03-04 19:00:00,planned,Sidney - Wagley Robertson 100 kV
15364,L:19034:19072:100,2016-02-29 19:00:00,2016-03-14 19:00:00,planned,Wadsworth Substation - Ebroad Street 100 kV Line 1
21059,L:23466:23501:100,2016-02-23 19:00:00,2016-02-26 19:00:00,planned,Suter Substation - Ce Turbo 100 kV Cir. 1
19281,L:22818:23310:100,2016-03-03 19:00:00,2016-03-07 19:00:00,planned,Green Bluff - Deep Springs 100 kV Circuit 2
14792,L:18794:18805:100,2016-02-25 19:00:00,2016-03-04 19:00:00,planned,Medicine Lake - Hamilton Hydro 100 kV L
8432,L:8844:9718:138,2016-02-27 19:00:00,2016-03-17 19:00:00,planned,North Canaan - Swinks Mill 138 kV Cir. 2
11244,L:10203:10207:138,2016-02-29 19:00:00,2016-03-06 19:00:00,planned,Myrle - Suffolk 138 kV
9886,L:9565:9566:138,2016-02-27 19:00:00,2016-02-29 19:00:00,planned,Shiloh - Lebanon 138 kV Line 1
13391,L:18003:18004:138,2016-03-02 19:00:00,2016-03-22 19:00:00,planned,S Jefferson - East Proctorville 138 kV Cir. 1
17131,L:19793:19918:100,2016-02-25 19:00:00,2016-03-15 19:00:00,planned,Eastlake Station - White 100 kV #1
13572,L:18103:18120:138,2016-03-03 19:00:00,2016-03-15 19:00:00,planned,Rio Pecos - Lockheed 2 Tap 138 kV #1
1541,L:5704:5819:500,2016-02-24 19:00:00,2016-03-01 19:00:00,planned,Camp Far West - Roy 500 kV
14764,L:18780:18879:100,2016-03-02 19:00:00,2016-03-11 19:00:00,planned,Thomas Substation - Wps Power Niagaa 100 kV Line 1
13620,L:18133:18449:138,2016-03-01 19:00:00,2016-03-03 19:00:00,planned,Artesin - Gill 138 kV
10693,L:9900:10164:138,2016-02-25 19:00:00,2016-03-08 19:00:00,planned,Bridge - Riverview Substation 138 kV
7419,L:8381:8392:138,2016-02-25 19:00:00,2016-03-11 19:00:00,planned,University Of Florida - Taftsville 138 kV #1
17037,L:19753:20285:100,2016-02-23 19:00:00,2016-03-11 19:00:00,planned,Brigatano - Jm Manufacturing 100 kV L
15155,L:18936:19505:100,2016-02-25 19:00:00,2016-03-03 19:00:00,planned,Sub 18936 - Arabi 100 kV Ckt 1
8007,L:8663:8680:138,2016-02-28 19:00:00,2016-03-09 19:00:00,planned,Lake Platte - Indian 138 kV Circuit 1
5906,L:7686:7688:138,2016-02-26 19:00:00,2016-03-09 19:00:00,planned,Powersville Road - Packard 138 kV Line 1
10807,L:9946:10276:138,2016-02-24 19:00:00,2016-03-01 19:00:00,planned,Short Pump - Denny Terrace 138 kV
3258,L:6396:6405:138,2016-03-01 19:00:00,2016-03-12 19:00:00,planned,Harrisburg Facility - Woodmont 138 kV line
9385,L:9282:9466:138,2016-02-28 19:00:00,2016-03-09 19:00:00,planned,Universiity - Meadow Lake Wind Farm Llc 138 kV L
15793,L:19228:19229:100,2016-02-29 19:00:00,2016-03-04 19:00:00,planned,Viscount - Bridgewater Substation 100 kV
972,L:5448:5910:138,2016-03-03 19:00:00,2016-03-05 19:00:00,planned,Northside - Njt Meadowlands Rail Substaion 138 kV Line 1
9487,L:9334:9379:138,2016-03-03 19:00:00,2016-03-12 19:00:00,planned,Pearsall Power Plant - Hoosier Fairview 138 kV Circuit 1
18814,L:22013:22037:100,2016-02-28 19:00:00,2016-03-19 19:00:00,planned,Grimley Rd - Adams St 100 kV #1
6308,L:7880:8221:345,2016-03-03 19:00:00,2016-03-05 19:00:00,planned,Sta L Scattergood - Frederic Diesel 345 kV #1
1268,L:5581:5911:138,2016-02-26 19:00:00,2016-03-09 19:00:00,planned,Beardsley St Substation - Alessandro 138 kV line
6312,L:7881:7920:138,2016-02-29 19:00:00,2016-03-09 19:00:00,planned,Gibson - Pratt 2 138 kV Circuit 1
15278,L:18995:19054:100,2016-02-25 19:00:00,2016-03-16 19:00:00,planned,Sugacreek Substation - Allatoona 100 kV Line 2
14482,L:18687:19524:230,2016-03-02 19:00:00,2016-03-15 19:00:00,planned,S Milford - Wolverine Creek 230 kV Circuit 1
20286,L:23142:23183:100,2016-02-24 19:00:00,2016-03-05 19:00:00,planned,Warrenville - Prager 100 kV Cir. 1
9575,L:9376:9447:138,2016-03-03 19:00:00,2016-03-10 19:00:00,planned,Astoria Generating Station - M105 138 kV
3777,L:6681:7022:138,2016-04-06 08:00:00,2016-04-15 08:00:00,planned,Springhill - Shell Chemical 138 kV Cir. 1
8441,L:8847:9896:345,2016-03-30 08:00:00,2016-04-16 08:00:00,planned,Engle-Eastern Tap - Dranesville 345 kV
363,L:5158:5329:138,2016-04-06 08:00:00,2016-04-15 08:00:00,planned,Tipton - Shadow 138 kV Cir. 1
2695,L:6126:6127:138,2016-04-04 08:00:00,2016-04-20 08:00:00,planned,Mouton - Palm 138 kV Circuit 1
5298,L:7366:8188:138,2016-03-30 08:00:00,2016-04-17 08:00:00,planned,Sagola - Archibald 138 kV #1
13230,L:17924:18250:138,2016-04-02 08:00:00,2016-04-05 08:00:00,planned,Lansing Bwl Reo Town Plant - Badoura 11534 Kv 138 kV line
9295,L:9240:9245:138,2016-04-02 08:00:00,2016-04-09 08:00:00,planned,Ss3142 - Ralston Tap 138 kV #1
1528,L:5696:5714:138,2016-04-02 08:00:00,2016-04-13 08:00:00,planned,Nssau - Railroad 138 kV Ckt 1
5482,L:7467:18147:138,2016-04-04 08:00:00,2016-04-24 08:00:00,planned,E Liverpool - Portrero Substation 138 kV #1
15850,L:19265:19267:100,2016-04-05 08:00:00,2016-04-15 08:00:00,planned,Southpac - Bridgehampton 100 kV Ckt 1
1060,L:5495:6148:138,2016-03-31 08:00:00,2016-04-16 08:00:00,planned,Edward L. Addison Generating Plant Substation - Egle Mtn 138 kV Line 1
14707,L:18750:18757:230,2016-04-04 08:00:00,2016-04-12 08:00:00,planned,Hollis - West Bellaire 230 kV #1
15691,L:19187:19195:100,2016-04-03 08:00:00,2016-04-14 08:00:00,planned,F B Culley - Rockingham 100 kV Cir. 1
9892,L:9569:16816:138,2016-03-30 08:00:00,2016-04-19 08:00:00,planned,Mccullough - Short Hills 138 kV #1
9307,L:9244:9640:138,2016-04-06 08:00:00,2016-04-17 08:00:00,planned,Lewis River - Bandhead 138 kV line
17297,L:19865:20298:230,2016-04-06 08:00:00,2016-04-17 08:00:00,planned,Trigen St. Louis - Lake Lure Substation 230 kV
786,L:5361:5792:138,2016-03-29 08:00:00,2016-04-05 08:00:00,planned,Darby - Jefferies Station 138 kV Circuit 1
17180,L:19816:20091:230,2016-04-04 08:00:00,2016-04-15 08:00:00,planned,Treat - Chamberlin 230 kV #1
1800,L:5850:5851:138,2016-03-28 08:00:00,2016-03-30 08:00:00,planned,Sjve Madera - Mammoth Pacific 2 138 kV
1584,L:5732:5735:138,2016-04-02 08:00:00,2016-04-10 08:00:00,planned,Woodside - Centro Judicial 138 kV Cir. 1
2596,L:6076:6095:138,2016-03-28 08:00:00,2016-04-17 08:00:00,planned,Elkhorn City - Multitrade Of Pittsylvania Lp 138 kV #1
14604,L:18710:18716:100,2016-03-30 08:00:00,2016-04-17 08:00:00,planned,Huston - Pittsburg 100 kV Ckt 1
17571,L:19992:21397:100,2016-04-04 08:00:00,2016-04-11 08:00:00,planned,Salinas - Leesburg Central 100 kV Ckt 1
19754,L:22951:22960:100,2016-04-06 08:00:00,2016-04-09 08:00:00,planned,Jim Chrisal - Drummond 100 kV Ckt 2
14197,L:18496:18511:138,2016-04-04 08:00:00,2016-04-06 08:00:00,planned,P.T.S - Northwood Cust 138 kV Line 1
19476,L:22868:23518:100,2016-03-29 08:00:00,2016-03-30 08:00:00,planned,Wommack - Progress Energy Clermont 100 kV
5729,L:7577:8157:138,2016-04-06 08:00:00,2016-04-19 08:00:00,planned,Fairlawn - American Crystal Sugar Drayton 138 kV Circuit 1
6604,L:8045:8074:138,2016-04-02 08:00:00,2016-04-07 08:00:00,planned,Carbon Limestone - Fondo Del Seguro Del Estado 138 kV #1
4241,L:6981:6987:138,2016-03-28 08:00:00,2016-04-07 08:00:00,planned,Frackville - Epsy 138 kV L
20084,L:23064:23066:100,2016-04-04 08:00:00,2016-04-07 08:00:00,planned,Baja Tap - Oaklad D 100 kV Ckt 1
13784,L:18228:18250:138,2016-04-06 08:00:00,2016-04-08 08:00:00,planned,Wards Hollow - Lansing Bwl Reo Town Plant Substation 138 kV Cir. 1
7875,L:8590:8593:138,2016-04-02 08:00:00,2016-04-14 08:00:00,planned,Sunderland Substation - K St 138 kV Ckt 1
12498,L:17215:17218:138,2016-03-30 08:00:00,2016-04-05 08:00:00,planned,Interchange - Complejo De Aguirre 230 138 kV #1
14781,L:18789:19202:100,2016-04-01 08:00:00,2016-04-10 08:00:00,planned,Rochester Hydro - Limon Wind 1 100 kV Cir. 1
16265,L:19494:19548:230,2016-04-02 08:00:00,2016-04-04 08:00:00,planned,Certainteed - Hanging Rock 230 kV Ckt 1
10916,L:10001:10134:138,2016-04-03 08:00:00,2016-04-13 08:00:00,planned,Cogentrix - Clay Crk 138 kV Circuit 1
2924,L:6237:7126:138,2016-04-05 08:00:00,2016-04-20 08:00:00,planned,N Marion - Limerick 2 138 kV #1
13561,L:18097:18160:138,2016-03-29 08:00:00,2016-04-07 08:00:00,planned,Edgeley - S Randolph 138 kV Line 1
4041,L:6836:6838:138,2016-04-02 08:00:00,2016-04-11 08:00:00,planned,Juniata - Cully 138 kV Cir. 1
6060,L:7759:7852:138,2016-04-04 08:00:00,2016-04-17 08:00:00,planned,S Fifth St - Hanson 138 kV L
5263,L:7344:7348:138,2016-04-04 08:00:00,2016-04-13 08:00:00,planned,Barton - Spillway 138 kV Ckt 1
6540,L:8008:8009:138,2016-03-30 08:00:00,2016-04-01 08:00:00,planned,Lowndes - Rosholt 138 kV Circuit 1
534,L:5237:5306:345,2016-04-04 08:00:00,2016-04-13 08:00:00,planned,Mountlaurel - Coffee Port 345 kV
17377,L:19900:20133:230,2016-04-03 08:00:00,2016-04-13 08:00:00,planned,Alleghany - Martha Lake 230 kV Line 1
8310,L:8794:8802:138,2016-04-01 08:00:00,2016-04-19 08:00:00,planned,El Cerrito Sta G - Ucsd 138 kV L
17341,L:19888:19931:100,2016-03-30 08:00:00,2016-04-14 08:00:00,planned,Moorcroft - Waterloo Hydroelectric Project 100 kV
15897,L:19288:19540:500,2016-03-31 08:00:00,2016-04-01 08:00:00,planned,Killen - Great Lakes Substation 500 kV
7899,L:8606:8827:138,2016-03-30 08:00:00,2016-04-09 08:00:00,planned,Eagle Valley In - Pine Luff 34Th & Main 138 kV Circuit 1
167,L:3352:3667:161,2016-04-03 08:00:00,2016-04-19 08:00:00,planned,Garrison - W Hamlin 161 kV Ckt 1
14265,L:18547:18555:138,2016-04-01 08:00:00,2016-04-21 08:00:00,planned,Hoefsoa2 - Eaton Park 138 kV
391,L:5171:5770:138,2016-04-03 08:00:00,2016-04-06 08:00:00,planned,Danskammer - Snettisham Substation 138 kV
19861,L:22982:23095:230,2016-04-01 08:00:00,2016-04-08 08:00:00,planned,Commonwealth Edison Des Plaines - San Andres 230 kV Line
10325,L:9734:10070:345,2016-04-04 08:00:00,2016-04-23 08:00:00,planned,Corners - Fredericksburg 345 kV
20217,L:23122:23124:100,2016-03-30 08:00:00,2016-04-16 08:00:00,planned,Elmhurst - Saxon Crk 100 kV Line 1
