project_id,publication_date,facility_str,fid,fid_confidence,in_public_layer,contingency_str,cont_fid,loading_pct,rating_mva,dfax_pct,pre_loading_pct,source,upgrade_str,cost_total_usd,cost_alloc_usd
Q11-0001,2012-01-25,Parkrose-Fargo 138.0 kV,L:5342:5893:138,1.0,True,Clayburn-W Darien 138.0 kV,L:5339:5341:138,105.2,211.0,38.3,,prose_loss,Reconductor line,467000.0,467000.0
Q11-0001,2012-01-25,Wilis-Fargo 138.0 kV,L:5343:5893:138,1.0,True,W Darien-Clayburn 138.0 kV L,L:5339:5341:138,105.1,211.0,38.3,,prose_loss,Reconductor line,2376000.0,2376000.0
Q11-0001,2012-01-25,Silver Side Rd-Eden 138.0 kV Circuit 2,L:8342:8347:138,1.0,True,Silver Side Rd-Eden 138.0 kV #1,L:8342:8347:138,102.0,298.0,9.7,,prose_loss,Reconductor line,1170000.0,1170000.0
Q11-0001,2012-01-25,Riverplace-High Ridge 138.0 kV,L:8810:8813:138,1.0,True,St Crispin-Pluess 345.0 kV,L:8823:8824:345,101.9,290.0,5.1,,prose_loss,Reconductor line,656000.0,656000.0
Q11-0001,2012-01-25,Concord-Mt. Harris 230.0 kV,L:22022:22024:230,1.0,True,Dekalb-Mcmichen 500.0 kV Line,L:21759:22035:500,101.3,618.0,5.2,,prose_loss,Reconductor line,8357000.0,8357000.0
Q11-0001,2012-01-25,Buckeye-Robison Park 230.0 kV L,L:21796:22493:230,1.0,True,Dekab-Mcmichen Substation 500.0 kV line,L:21759:22035:500,101.1,751.0,7.7,,prose_loss,Reconductor line,18537000.0,18537000.0
Q11-0001,2012-01-25,Texum-St. Clair 138.0 kV,L:5338:5970:138,1.0,True,Parkrose-Clayburn 138.0 kV,L:5339:5342:138,204.1,222.0,100.0,,prose_colon,Rebuild line with higher-capacity conductor,21274000.0,21274000.0
Q11-0001,2012-01-25,Bridgeport-Trainer 138.0 kV,L:6456:6457:138,1.0,True,Marcu Hook Energy Lp 345 kV/138 kV Auto,X:7163:345:138,109.8,263.0,6.4,,prose_colon,Reconductor line,483000.0,483000.0
Q11-0001,2012-01-25,Wilis-Blountsville 138.0 kV,L:5343:5350:138,1.0,True,Clayburn-W Darien 138.0 kV,L:5339:5341:138,104.4,208.0,38.3,,prose_colon,Reconductor line,3339000.0,3339000.0
Q11-0001,2012-01-25,Eden-Silver Side Road 138.0 kV #1,L:8342:8347:138,1.0,True,Siver Side Rd-Eden 138.0 kV Line 2,L:8342:8347:138,102.0,298.0,9.7,,prose_colon,Reconductor line,1170000.0,1170000.0
Q11-0001,2012-01-25,St. Clair-Gregg 138.0 kV,L:5970:6434:138,1.0,True,Clayburn-Parkrose 138.0 kV,L:5339:5342:138,101.9,233.0,40.1,,prose_colon,Reconductor line,1066000.0,1066000.0
Q11-0001,2012-01-25,Mcmichen Substation-Mt. Harris 230.0 kV,L:22024:22035:230,1.0,True,Robison Park-Buckeye 230.0 kV,L:21796:22493:230,100.8,689.0,5.1,,prose_colon,Reconductor line,14131000.0,14131000.0
Q11-0014,2012-02-03,Medicine Lake-Hamilton Hydro 100.0 kV L,L:18794:18805:100,1.0,True,Hamilton Hydro-Southwest Shreveport 100.0 kV,L:18805:19555:100,107.4,137.0,100.0,,prose_overloaded,Reconductor line,1870000.0,1870000.0
Q11-0014,2012-02-03,Walnut City-California Ave 100.0 kV Circuit 1,L:19199:19204:100,1.0,True,Walnut City-California Ave 100.0 kV Circuit 2,L:19199:19204:100,104.1,219.0,11.0,,prose_overloaded,Reconductor line,1348000.0,1348000.0
Q11-0014,2012-02-03,Walnut City-California Ave 100.0 kV Line 2,L:19199:19204:100,1.0,True,Walnut City-California Ave 100.0 kV #1,L:19199:19204:100,104.1,219.0,11.0,,prose_overloaded,Reconductor line,1348000.0,1348000.0
Q11-0014,2012-02-03,Robison Park-Buckeye 230.0 kV line,L:21796:22493:230,1.0,True,Dekalb-Mcmichen 500.0 kV,L:21759:22035:500,103.4,873.0,7.5,,prose_overloaded,Reconductor line,22619000.0,7676000.0
Q11-0014,2012-02-03,Deerfield-Garnet 230.0 kV L,L:19617:20114:230,1.0,True,Tecumseh-Garnet 500.0 kV,L:19617:19893:500,103.1,439.0,5.5,,prose_overloaded,Reconductor line,5947000.0,1082000.0
Q11-0014,2012-02-03,Jewett-Eschinger-Bruceville 100.0 kV L,L:18809:19564:100,1.0,True,Jewett-Millercoors Trenton Brewery 230.0 kV,L:18809:19535:230,100.9,137.0,9.3,,prose_overloaded,Reconductor line,803000.0,803000.0
Q11-0014,2012-02-03,Buckeye-Mt. Harris 230.0 kV Line,L:22024:22493:230,1.0,True,Dekalb-Mcmichen 500.0 kV,L:21759:22035:500,108.6,646.0,5.4,,prose_loss,Reconductor line,38712000.0,38712000.0
Q11-0014,2012-02-03,Hamilton Hydro Substation-Southwest Shreveport 100.0 kV Line,L:18805:19555:100,1.0,True,Medicine Lake-Hamilton Hydro Substation 100.0 kV line,L:18794:18805:100,104.9,140.0,100.0,,prose_loss,Reconductor line,625000.0,625000.0
Q11-0014,2012-02-03,Walnut City-Watson Substation 100.0 kV line,L:19199:19210:100,1.0,True,Walnut City-Rio Vista 100.0 kV,L:18792:19199:100,101.7,177.0,9.8,,prose_loss,Reconductor line,1049000.0,1049000.0
Q11-0014,2012-02-03,Conord-Mt. Harris 230.0 kV Line,L:22022:22024:230,1.0,True,Dekalb-Mcmichen 500.0 kV,L:21759:22035:500,101.2,720.0,5.2,,prose_loss,Reconductor line,7195000.0,2334000.0
Q11-0014,2012-02-03,Quartz-Eschinger-Bruceville 100.0 kV,L:18796:19564:100,1.0,True,Jewett-Millercoors Trenton Brewery 230.0 kV,L:18809:19535:230,101.0,137.0,9.3,,prose_colon,Reconductor line,2355000.0,2355000.0
Q11-0018,2012-02-26,HYDEVILLE / WAUCHULA 100 KV Circuit 1,L:22845:23071:100,1.0,True,WAUCHLA SUBSTATION / HYDEVILLE 100 KV Circuit 2,L:22845:23071:100,110.9,144.0,8.6,,prose_loss,Rebuild line with higher-capacity conductor,1421000.0,1421000.0
Q11-0018,2012-02-26,LIND / WAUCHULA SUBSTATION 100 KV,L:22859:23071:100,1.0,True,MOIZ CRK 230-1 kV Auto,X:23005:230:1,107.5,137.0,12.0,,prose_loss,Reconductor line,302000.0,302000.0
Q11-0018,2012-02-26,WOMMACK SUBSTATION / NEW LONDON 100 KV,L:22868:22980:100,1.0,True,COMMONWEALTH EDISON DES PLAINES 2 / WOMMACK 100 KV,L:22868:22983:100,101.2,126.0,22.0,,prose_loss,Reconductor line,176000.0,176000.0
Q11-0006,2012-05-03,Arrowhead / Burke-Sideburn 138.0 kV line,L:9860:9876:138,1.0,True,Wiccopee Substation / Royse 138.0 kV,L:10074:10158:138,476.7,223.0,100.0,,table,Rebuild line with higher-capacity conductor,2448000.0,2448000.0
Q11-0006,2012-05-03,Royse / Burke-Sideburn 138.0 kV L,L:9876:10074:138,1.0,True,Royse / Wiccopee 138.0 kV,L:10074:10158:138,470.4,233.0,100.0,,table,Rebuild line with higher-capacity conductor,1761000.0,1761000.0
Q11-0006,2012-05-03,Royse Substation / Wiccopee 138.0 kV L,L:10074:10158:138,1.0,True,Burke-Sideburn / Royse 138.0 kV L,L:9876:10074:138,454.6,241.0,100.0,,table,Rebuild line with higher-capacity conductor,1042000.0,1042000.0
Q11-0006,2012-05-03,Crane Gulf 2 / Arrowhead 138.0 kV,L:9857:9860:138,1.0,True,Royse / Wiccopee 138.0 kV line,L:10074:10158:138,230.5,239.0,41.0,,table,Rebuild line with higher-capacity conductor,1443000.0,1443000.0
Q11-0006,2012-05-03,Crane Gulf 2 / Sugar Grove 138.0 kV,L:9857:9879:138,1.0,True,Wiccopee / Royse 138.0 kV,L:10074:10158:138,226.6,228.0,41.0,,table,Rebuild line with higher-capacity conductor,1687000.0,1687000.0
Q11-0006,2012-05-03,Green Springs / Sugar Grove 138.0 kV,L:9858:9879:138,1.0,True,Wiccopee / Royse 138.0 kV,L:10074:10158:138,226.3,209.0,41.0,,table,Rebuild line with higher-capacity conductor,1284000.0,1284000.0
Q11-0006,2012-05-03,Sideburn Substation / Arrowhead 138.0 kV,L:9859:9860:138,1.0,True,Wiccopee / Royse 138.0 kV,L:10074:10158:138,199.5,231.0,59.0,,table,Rebuild line with higher-capacity conductor,2700000.0,2700000.0
Q11-0006,2012-05-03,Wiccopee / Alexandria 138.0 kV,L:9881:10158:138,1.0,True,Royse / Burke-Sideburn 138.0 kV,L:9876:10074:138,190.8,215.0,27.2,,table,Rebuild line with higher-capacity conductor,2771000.0,2771000.0
Q11-0006,2012-05-03,Cornrs / Cwec Dewey 138.0 kV,L:10070:10307:138,1.0,True,Crane Gulf 2 / Arrowhead 138.0 kV,L:9857:9860:138,171.1,159.0,23.6,,table,Rebuild line with higher-capacity conductor,2181000.0,2181000.0
Q11-0006,2012-05-03,Port Allen Hi / Green Springs 138.0 kV L,L:9858:9888:138,1.0,True,Royse / Wiccopee 138.0 kV,L:10074:10158:138,147.7,228.0,22.3,,table,Rebuild line with higher-capacity conductor,2113000.0,2113000.0
Q11-0006,2012-05-03,Gallows Rd / Port Allen Hi 138.0 kV,L:9885:9888:138,1.0,True,Wiccopee Substation / Royse 138.0 kV,L:10074:10158:138,144.5,224.0,22.3,,table,Rebuild line with higher-capacity conductor,3517000.0,3517000.0
Q11-0006,2012-05-03,Sideburn / Keen Mill 138.0 kV Line,L:9859:9878:138,1.0,True,Royse / Wiccopee 138.0 kV,L:10074:10158:138,141.1,177.0,26.2,,table,Rebuild line with higher-capacity conductor,3032000.0,3032000.0
Q11-0006,2012-05-03,Alexandria / Sub 9874 138.0 kV Line,L:9874:9881:138,1.0,True,Crane Gulf 2 / Arrowhead 138.0 kV line,L:9857:9860:138,122.9,215.0,24.4,,table,Rebuild line with higher-capacity conductor,1372000.0,1372000.0
Q11-0006,2012-05-03,Tony Lappos / Wiccopee 138.0 kV,L:9875:10158:138,1.0,True,Burke-Sideburn / Royse 138.0 kV,L:9876:10074:138,120.4,338.0,46.4,,table,Rebuild line with higher-capacity conductor,1329000.0,1329000.0
Q11-0006,2012-05-03,Pleasant Valley / Usaa 1 Substation 138.0 kV line,L:10041:10068:138,1.0,True,Crane Gulf2 / Arrowhead 138.0 kV,L:9857:9860:138,115.2,273.0,9.5,,table,Rebuild line with higher-capacity conductor,6166000.0,6166000.0
Q11-0006,2012-05-03,Keene Mill Substation / Colleyville 138.0 kV,L:9854:9878:138,1.0,True,Royse / Wiccopee 138.0 kV L,L:10074:10158:138,115.2,197.0,26.2,,table,Rebuild line with higher-capacity conductor,1194000.0,1194000.0
Q11-0006,2012-05-03,Cub-Run Dp Substation / Sprecher 138.0 kV L,L:9871:10066:138,1.0,True,Crane Gulf 2 / Arrowhead 138.0 kV,L:9857:9860:138,111.5,239.0,9.5,,table,Rebuild line with higher-capacity conductor,2576000.0,2576000.0
Q11-0006,2012-05-03,Corvallis / Wiccopee 138.0 kV,L:9869:10158:138,1.0,True,Crane Gulf 2 / Arrowhead 138.0 kV,L:9857:9860:138,108.7,232.0,27.9,,table,Reconductor line,2782000.0,2782000.0
Q11-0006,2012-05-03,Buckeye / Mt. Harris 230.0 kV,L:22024:22493:230,1.0,True,Mcmichen / Dekalb 500.0 kV,L:21759:22035:500,108.6,646.0,5.6,,table,Reconductor line,24159000.0,24159000.0
Q11-0006,2012-05-03,Robison Park / Dekalb 230.0 kV,L:21759:21796:230,1.0,True,Dekalb / Mcmichen 500.0 kV,L:21759:22035:500,103.9,893.0,5.9,,table,Reconductor line,17151000.0,17151000.0
Q11-0006,2012-05-03,Robison Park Substation / Buckeye 230.0 kV L,L:21796:22493:230,1.0,True,Dekalb / Mcmichen Substation 500.0 kV,L:21759:22035:500,103.2,873.0,7.7,,table,Reconductor line,22415000.0,22415000.0
Q11-0006,2012-05-03,Annandale Substation / Deepcreek 138.0 kV,L:9694:9703:138,1.0,True,Idylwood / Gallows Road 138.0 kV,L:9855:9885:138,102.1,223.0,8.0,,table,Reconductor line,728000.0,728000.0
Q11-0006,2012-05-03,Idylwood / Gallows Road 138.0 kV,L:9855:9885:138,1.0,True,Deepcreek / Annandale 138.0 kV Line,L:9694:9703:138,102.1,227.0,9.2,,table,Reconductor line,477000.0,477000.0
Q11-0006,2012-05-03,Sub 9874 / County Club 2 138.0 kV,L:9874:9911:138,1.0,True,Crane Gulf 2 / Arrowhead 138.0 kV,L:9857:9860:138,101.6,227.0,24.4,,table,Reconductor line,2361000.0,2361000.0
Q11-0006,2012-05-03,Mt. Harris Substation / Concord 230.0 kV,L:22022:22024:230,1.0,True,Dekalb / Mcmichen 500.0 kV L,L:21759:22035:500,100.5,720.0,5.2,,table,Reconductor line,8060000.0,8060000.0
Q11-0036,2012-05-27,Shiloah Iv / Diamond Hill Substation 138.0 kV,L:7228:7238:138,1.0,True,Kettner 138/1 kV Transformer,X:7273:138:1,123.6,191.0,61.3,61.4,fields,Rebuild line with higher-capacity conductor,2898000.0,2898000.0
Q11-0036,2012-05-27,Tocaloma Jct / Diamond Hill 138.0 kV,L:7238:7240:138,1.0,True,Shiloah Iv Substation / Diamond Hill 138.0 kV,L:7228:7238:138,119.8,170.0,100.0,6.1,fields,Rebuild line with higher-capacity conductor,3714000.0,3714000.0
Q11-0036,2012-05-27,Kettner / Tocaloma Jct 138.0 kV,L:7240:7273:138,1.0,True,Diamond Hill / Shiloah Iv 138.0 kV line,L:7228:7238:138,107.0,203.0,100.0,11.5,fields,Reconductor line,606000.0,606000.0
Q11-0030,2012-06-25,Lake June Pump Substation-Hedges 345 KV,L:6300:6521:345,1.0,True,Lake June Pump-Amps 500 KV,L:6300:7127:500,101.0,1152.0,5.5,,table,Reconductor line,18159000.0,1903000.0
Q11-0034,2012-06-28,Sparwood Substation-Oak Villa 138.0 kV,L:5303:5318:138,1.0,True,Eureka Sta E-Sparwood 138.0 kV L,L:5286:5303:138,893.8,164.0,100.0,20.1,fields,Rebuild line with higher-capacity conductor,1698000.0,1698000.0
Q11-0034,2012-06-28,Eureka Sta E-Sparwood 138.0 kV line,L:5286:5303:138,1.0,True,Sparwood-Oak Villa 138.0 kV Line,L:5303:5318:138,711.6,206.0,100.0,16.0,fields,Rebuild line with higher-capacity conductor,5122000.0,5122000.0
Q11-0034,2012-06-28,Eureka Sta E-New River 138.0 kV Line,L:5286:5405:138,1.0,True,Sparwood-Oak Villa 138.0 kV,L:5303:5318:138,646.5,223.0,100.0,27.1,fields,Rebuild line with higher-capacity conductor,11263000.0,11263000.0
Q11-0034,2012-06-28,New Riv-Upper Pittsgrove 138.0 kV L,L:5345:5405:138,1.0,True,Sparwood-Oak Villa 138.0 kV Line,L:5303:5318:138,615.5,231.0,100.0,33.1,fields,Rebuild line with higher-capacity conductor,10747000.0,10747000.0
Q11-0034,2012-06-28,Mcqueeney-Upper Pittsgrove 138.0 kV,L:5344:5345:138,1.0,True,Sparwood-Oak Villa 138.0 kV,L:5303:5318:138,599.0,236.0,100.0,36.7,fields,Rebuild line with higher-capacity conductor,2062000.0,2062000.0
Q11-0034,2012-06-28,Carlls Corner-Mcqueeney 138.0 kV L,L:5344:5946:138,1.0,True,Sparwood-Oak Villa 138.0 kV L,L:5303:5318:138,586.3,239.0,100.0,40.6,fields,Rebuild line with higher-capacity conductor,4283000.0,4283000.0
Q11-0034,2012-06-28,Carlls Corner 138 kV/1 kV Auto,X:5946:138:1,0.9975148093858127,True,Sparwood-Oak Villa 138.0 kV line,L:5303:5318:138,348.4,403.0,100.0,24.1,fields,Replace transformer with higher-rated unit,5796000.0,5796000.0
Q11-0034,2012-06-28,Ok Villa-Cartwright 138.0 kV,L:5318:5320:138,1.0,True,Oak Villa-Cartwright 138.0 kV,L:5318:5320:138,333.5,263.0,41.4,97.8,fields,Rebuild line with higher-capacity conductor,3666000.0,3666000.0
Q11-0034,2012-06-28,Cartwright-Oak Villa 138.0 kV,L:5318:5320:138,1.0,True,Cartwright-Oak Villa 138.0 kV Circuit 2,L:5318:5320:138,326.8,269.0,41.4,95.9,fields,Rebuild line with higher-capacity conductor,3666000.0,3666000.0
Q11-0034,2012-06-28,Carlls Corner 345-1 kV Transformer Bank T1,X:5946:345:1,0.9975148093858127,True,Sparwood-Oak Villa 138.0 kV,L:5303:5318:138,265.9,528.0,100.0,18.4,fields,Replace transformer with higher-rated unit,25548000.0,25548000.0
Q11-0034,2012-06-28,Cosmar-Deerfield 4 138.0 kV,L:5289:6901:138,1.0,True,Mcwilliams-Deerfield 4 138.0 kV,L:5289:6904:138,233.6,186.0,19.9,73.6,fields,Rebuild line with higher-capacity conductor,377000.0,377000.0
Q11-0034,2012-06-28,Deerfield 4-Cuthbert Substation 138.0 kV,L:5289:6891:138,1.0,True,Oak Villa 345/138kV Transformer,X:5318:345:138,231.1,294.0,39.7,28.5,fields,Rebuild line with higher-capacity conductor,4844000.0,4844000.0
Q11-0034,2012-06-28,Cartwright-Cuthbert 138.0 kV line,L:5320:6891:138,1.0,True,Oak Villa 345/138 kV Auto,X:5318:345:138,223.5,316.0,39.7,34.6,fields,Rebuild line with higher-capacity conductor,10235000.0,10235000.0
Q11-0034,2012-06-28,Clear Lake-Mcwilliams 138.0 kV,L:5310:6904:138,1.0,True,Deerfield 4-Cosmar 138.0 kV,L:5289:6901:138,213.5,192.0,20.3,55.1,fields,Rebuild line with higher-capacity conductor,533000.0,533000.0
Q11-0034,2012-06-28,Deerfield 4-Mcwilliams 138.0 kV,L:5289:6904:138,1.0,True,Deerfield 4-Cosmar 138.0 kV,L:5289:6901:138,205.4,223.0,20.3,68.7,fields,Rebuild line with higher-capacity conductor,4518000.0,4518000.0
Q11-0034,2012-06-28,Cosmar-Woodlynne 138.0 kV line,L:6899:6901:138,1.0,True,Deerfield 4-Mcwilliams 138.0 kV L,L:5289:6904:138,199.1,207.0,19.9,55.0,fields,Rebuild line with higher-capacity conductor,1295000.0,1295000.0
Q11-0034,2012-06-28,Ottawa-Woodlynne 138.0 kV,L:6878:6899:138,1.0,True,Deerfield 4-Mcwilliams 138.0 kV L,L:5289:6904:138,181.5,160.0,12.9,60.2,fields,Rebuild line with higher-capacity conductor,2511000.0,2511000.0
Q11-0034,2012-06-28,Sienna-Midsun 138.0 kV,L:5285:5305:138,1.0,True,Cartwright Substation-Cuthbert 138.0 kV Line,L:5320:6891:138,178.3,193.0,19.8,24.4,fields,Rebuild line with higher-capacity conductor,3040000.0,3040000.0
Q11-0034,2012-06-28,Sienna-Cartwright 138.0 kV,L:5285:5320:138,1.0,True,Cartwright-Cuthbert 138.0 kV Line,L:5320:6891:138,175.2,232.0,19.8,47.6,fields,Rebuild line with higher-capacity conductor,4001000.0,4001000.0
Q11-0034,2012-06-28,Delaware-Tuna 138.0 kV,L:6862:6893:138,1.0,True,Deerfield 4-Mcwilliams 138.0 kV,L:5289:6904:138,138.4,259.0,10.4,78.3,fields,Rebuild line with higher-capacity conductor,2082000.0,2082000.0
Q11-0034,2012-06-28,Pine Hill-Midsun 138.0 kV,L:5305:5315:138,1.0,True,Cuthbert-Cartwright Substation 138.0 kV,L:5320:6891:138,132.0,212.0,19.8,7.6,fields,Rebuild line with higher-capacity conductor,7036000.0,7036000.0
Q11-0034,2012-06-28,Hidden Valey-Cartwright 138.0 kV,L:5287:5320:138,1.0,True,Cartwright-Cuthbert 138.0 kV Line,L:5320:6891:138,124.0,194.0,13.5,19.4,fields,Rebuild line with higher-capacity conductor,4397000.0,4397000.0
Q11-0034,2012-06-28,Henry Rd-Ottawa 138.0 kV,L:5899:6878:138,1.0,True,Deerfield 4-Mcwilliams 138.0 kV,L:5289:6904:138,110.2,216.0,12.9,20.2,fields,Rebuild line with higher-capacity conductor,606000.0,606000.0
Q11-0034,2012-06-28,Hidden Vly Substation-Beaver Brook 138.0 kV,L:5287:5307:138,1.0,True,Cartwright-Cuthbert 138.0 kV,L:5320:6891:138,109.4,190.0,13.5,2.7,fields,Reconductor line,948000.0,948000.0
Q11-0034,2012-06-28,Mt. Harris-Mcmichen 230.0 kV,L:22024:22035:230,1.0,True,Robison Park-Buckeye 230.0 kV,L:21796:22493:230,107.9,798.0,5.1,98.3,fields,Reconductor line,12258000.0,9087000.0
Q11-0019,2012-07-26,Sharpe – N Anna 138 kV,L:10268:10279:138,1.0,True,Louisa Generation Facility – Fluvanna P.S Substation 345 kV Line,L:9631:9643:345,220.1,211.0,84.6,70.8,fields,Rebuild line with higher-capacity conductor,2132000.0,2132000.0
Q11-0019,2012-07-26,Weadock – Sharpe 138 kV line,L:9952:10268:138,1.0,True,N Anna – Sharpe 138 kV,L:10268:10279:138,177.7,210.0,100.0,0.3,fields,Rebuild line with higher-capacity conductor,2644000.0,2644000.0
Q11-0019,2012-07-26,Weadock – Tres Vias 138 kV L,L:9952:9967:138,1.0,True,North Anna – Sharpe 138 kV L,L:10268:10279:138,158.9,223.0,100.0,8.1,fields,Rebuild line with higher-capacity conductor,5843000.0,5843000.0
Q11-0019,2012-07-26,Tres Vias – Gustine 138 kV,L:9941:9967:138,1.0,True,Shape – N Anna 138 kV,L:10268:10279:138,157.2,227.0,100.0,7.0,fields,Rebuild line with higher-capacity conductor,11588000.0,11588000.0
Q11-0019,2012-07-26,Us Gypsum – Gustine 138 kV,L:9411:9941:138,1.0,True,Sharpe – N Anna 138 kV,L:10268:10279:138,148.2,235.0,100.0,10.4,fields,Rebuild line with higher-capacity conductor,5205000.0,5205000.0
Q11-0019,2012-07-26,Riverton 11534 Kv Substation – Us Gypsum 138 kV Line,L:9411:9412:138,1.0,True,Sharpe – N Anna 138 kV,L:10268:10279:138,145.0,236.0,100.0,12.6,fields,Rebuild line with higher-capacity conductor,5901000.0,5901000.0
Q11-0019,2012-07-26,Riverton 11534 Kv – Jaffrey 138 kV L,L:9332:9412:138,1.0,True,North Anna – Sharpe 138 kV,L:10268:10279:138,141.7,238.0,100.0,14.8,fields,Rebuild line with higher-capacity conductor,9291000.0,9291000.0
Q11-0019,2012-07-26,Lagoon reek – Jaffrey 138 kV,L:9332:9360:138,1.0,True,Sharpe – N Anna 138 kV,L:10268:10279:138,137.5,240.0,100.0,17.5,fields,Rebuild line with higher-capacity conductor,6033000.0,6033000.0
Q11-0019,2012-07-26,Bremo Bluff – Lagoon Creek 138 kV Line,L:9360:9641:138,1.0,True,Sharpe Substation – North Anna 138 kV,L:10268:10279:138,131.5,245.0,100.0,20.6,fields,Rebuild line with higher-capacity conductor,5887000.0,5887000.0
Q11-0019,2012-07-26,North Anna – Vereda 3103 138 kV,L:10184:10279:138,1.0,True,Inrio – NAnna 138 kV,L:10119:10279:138,103.4,283.0,17.5,80.4,fields,Reconductor line,1722000.0,1722000.0
Q11-0024,2012-07-28,CELERY / WOODPECKER 138 KV,L:7716:7724:138,1.0,True,COPPER MOUNTAIN SOLAR 2 / RED OAK AP 138 KV Line,L:7725:8030:138,124.3,186.0,100.0,,prose_overloaded,Rebuild line with higher-capacity conductor,16827000.0,16827000.0
Q11-0024,2012-07-28,FOOTHILL / COPPER MTN SOLR 2 138 KV L,L:7710:8030:138,1.0,True,CELERY / WOODPECKER 138 KV,L:7716:7724:138,100.2,225.0,100.0,,prose_overloaded,Reconductor line,2871000.0,2871000.0
Q11-0024,2012-07-28,PUNTA DEL MAR 7302 SUBSTATION / CELEY SUBSTATION 138 KV,L:7711:7716:138,1.0,True,CELERY / WOODPECKER 138 KV line,L:7716:7724:138,107.5,186.0,100.0,,prose_loss,Reconductor line,2500000.0,2500000.0
Q11-0052,2012-07-31,Brockport to Lanexa 138 KV,L:9745:10012:138,1.0,True,National City to Camino 138 KV,L:9740:10003:138,194.3,175.0,5.5,191.2,fields,Rebuild line with higher-capacity conductor,5952000.0,5952000.0
Q11-0052,2012-07-31,Brockport to Ione 138 KV line,L:9745:9749:138,1.0,True,National City Substation to Camino 138 KV,L:9740:10003:138,180.1,197.0,5.5,177.4,fields,Rebuild line with higher-capacity conductor,24418000.0,24418000.0
Q11-0052,2012-07-31,Camino to National City 138 KV L,L:9740:10003:138,1.0,True,National City to Ione 138 KV line,L:9740:9749:138,179.1,286.0,6.9,176.7,fields,Rebuild line with higher-capacity conductor,12913000.0,12913000.0
Q11-0052,2012-07-31,National City to Ione 138 KV,L:9740:9749:138,1.0,True,Camino to National Cty 138 KV Line,L:9740:10003:138,174.3,220.0,5.5,171.9,fields,Rebuild line with higher-capacity conductor,20595000.0,20595000.0
Q11-0052,2012-07-31,Ensign Wind Llc to Retrieve 138 KV L,L:9798:9801:138,1.0,True,Anasco 6101 Substation to Whirlwind 345 KV,L:9816:9975:345,162.7,190.0,9.4,157.9,fields,Rebuild line with higher-capacity conductor,1885000.0,1885000.0
Q11-0052,2012-07-31,Running Springs to Roundtop 138 KV Line,L:9983:10174:138,1.0,True,Anasco 6101 to Whirlwind 345 KV,L:9816:9975:345,158.0,278.0,8.6,155.0,fields,Rebuild line with higher-capacity conductor,5668000.0,5668000.0
Q11-0052,2012-07-31,Collins Lake to Retrieve 138 KV,L:9801:9805:138,1.0,True,Anasco 6101 Substation to Whirlwind 345 KV,L:9816:9975:345,145.0,280.0,9.4,141.7,fields,Rebuild line with higher-capacity conductor,4505000.0,4505000.0
