year,zone_id,peak_mw
2022,33,5183.608507402159
2022,34,23810.771449625317
2022,35,579.3016233141615
2022,36,34.80838873972364
2022,39,10.19011813213771
2023,6,0.0
2023,7,1883.653220268
2023,8,47.4570095184
2023,9,21593.2643788824
2023,10,21914.650181698562
2023,11,10923.169935056483
2023,12,2811.5786104905605
2023,13,19729.980914118074
2023,14,8651.000645885433
2023,15,21870.047818297666
2023,16,1939.9407007355999
2023,17,0.0
2023,26,1254.7657868344354
2023,27,8647.243084922437
2023,28,6214.016698923428
2023,29,18066.954315055013
2023,30,16171.626336989964
2023,32,1979.5795970945105
2023,33,5302.862054792493
2023,34,24723.937924474296
2023,35,592.6289750018015
2023,36,35.60918683823477
2023,39,10.424550908812234
2024,6,0.0
2024,7,1926.97170960384
2024,8,48.54838129459199
2024,9,22089.846012198912
2024,10,22418.62274415329
2024,11,11166.334769801953
2024,12,2876.236657282252
2024,13,20486.468190162304
2024,14,9292.445653619136
2024,15,23491.64439032157
2024,16,1984.5536367329278
2024,17,0.0
2024,26,1282.7987632055153
2024,27,8846.104267717716
2024,28,6346.468774820314
2024,29,18759.677795919182
2024,30,16791.679119104963
2024,32,2025.1041112372907
2024,33,5424.812300675477
2024,34,25671.903588251942
2024,35,606.2577001076216
2024,36,36.428093505190446
2024,39,10.664284949300882
2025,6,0.0
2025,7,1971.2694772250063
2025,8,49.66442513802431
2025,9,22597.65360509653
2025,10,22933.98834903353
2025,11,11414.99670396322
2025,12,2942.356394501417
2025,13,21271.778135977984
2025,14,9981.366158195116
2025,15,25233.260764520826
2025,16,2030.1751138898544
2025,17,0.0
2025,26,1311.4654663167044
2025,27,9049.461000590833
2025,28,6481.915125073507
2025,29,19478.79450342992
2025,30,17435.35632577502
2025,32,2071.657774106945
2025,33,5549.519411571864
2025,34,26655.98737608398
2025,35,620.1945226276737
2025,36,37.26551276408906
2025,39,10.909438531045552
