datetime,constraint_name,shadow_price,flow_mw
2016-04-06 08:00:00,LA CONNER - FIVE FALLS 138 KV L,51.65,241.1
2016-04-06 08:00:00,LOGANS FERRY - SS3143 138 KV,5.09,250.5
2016-04-06 08:00:00,TYHEE - CTR 138 KV,11.35,238.9
2016-04-06 08:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,16.66,235.8
2016-04-06 08:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,11.36,206.3
2016-04-06 08:00:00,CAYUCOS 138 kV/69 kV TX Unit 1,2000.0,104.9
2016-04-06 08:00:00,CAYUCOS 138 kV/69 kV Autotransformer,2000.0,104.9
2016-04-06 08:00:00,N RANDOLPH - PAUL SWEET 138 KV,1055.32,260.5
2016-04-06 08:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,7.32,1131.0
2016-04-06 08:00:00,GREENLAND GAP - STEVENSVILLE 345 KV,10.99,1391.5
2016-04-06 08:00:00,SOUTHPAC - BRIDGEHAMPTON 100 KV,2000.0,156.6
2016-04-06 08:00:00,HAWTHORNE OCB ELECTRIC - N YUMA 100 KV,1869.85,135.2
2016-05-31 18:00:00,BRYANT - CASTO 138 KV L,6.79,262.5
2016-05-31 18:00:00,BRIDGEPORT - GRISWALD 138 KV,19.68,237.3
2016-05-31 18:00:00,DEL BAC - ELGIN 138 KV,111.07,164.7
2016-05-31 18:00:00,LOGANS FERRY - SS3143 138 KV,7.37,250.5
2016-05-31 18:00:00,CONOWINGO - HOLLAND 138 KV Line,33.82,245.9
2016-05-31 18:00:00,JOLLYVILLE - E HAGERSTOWN 138 KV,122.35,260.6
2016-05-31 18:00:00,STATION G - CLOVER 345 KV,15.89,1432.2
2016-05-31 18:00:00,FLUVANNA P.S - LOUISA GENERATION FACILITY 345 KV,0.57,1425.9
2016-05-31 18:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,1.25,206.3
2016-05-31 18:00:00,N RANDOLPH - PAUL SWEET 138 KV,617.55,260.5
2016-05-31 18:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,13.63,1131.0
2016-05-31 18:00:00,GREENLAND GAP - STEVENSVILLE 345 KV,15.56,1391.5
2016-05-31 18:00:00,KILLEN 100-1 kV Transformer,70.14,191.3
2016-05-31 18:00:00,DEDEDO - CHICOPEE HYDROELETRIC STATION 230 KV L,1.38,489.2
2016-05-31 18:00:00,CONCORD - MT. HARRIS 230 KV,7.12,434.8
2016-06-20 17:00:00,LA CONNER - FIVE FALLS 138 KV L,101.58,241.1
2016-06-20 17:00:00,BRIDGEPORT - GRISWALD 138 KV,37.22,237.3
2016-06-20 17:00:00,DEL BAC - ELGIN 138 KV,156.91,164.7
2016-06-20 17:00:00,EDDYSTONE - BUCKS CRK 138 KV,32.89,229.3
2016-06-20 17:00:00,LOGANS FERRY - SS3143 138 KV,7.54,250.5
2016-06-20 17:00:00,TYHEE - CTR 138 KV,1.68,238.9
2016-06-20 17:00:00,DAM NO. 4 HYDRO STATION - TIMBER SWAMP 138 KV L,11.25,218.7
2016-06-20 17:00:00,STATION G - CLOVER 345 KV,16.35,1432.2
2016-06-20 17:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,2.56,206.3
2016-06-20 17:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,18.0,1131.0
2016-06-20 17:00:00,SPORN SUBSTATION 345-230 kV Autotransformer,1.21,387.7
2016-06-20 17:00:00,KILLEN 100-1 kV Transformer,122.64,191.3
2016-06-20 17:00:00,DEDEDO - CHICOPEE HYDROELETRIC STATION 230 KV L,24.69,489.2
2016-06-20 17:00:00,KEMMERER - FIRSTENERGY BAY SHORE 230 KV,2.45,505.0
2016-06-20 17:00:00,MCMICHEN - MT. HARRIS 230 KV,25.95,508.3
2016-06-20 17:00:00,CRIST ROAD - BIPORT 100 KV,160.35,137.3
2016-07-25 16:00:00,PAPER - TECUMSEH RD 138 KV,0.57,264.5
2016-07-25 16:00:00,LA CONNER - FIVE FALLS 138 KV L,123.01,241.1
2016-07-25 16:00:00,BRIDGEPORT - GRISWALD 138 KV,214.79,237.3
2016-07-25 16:00:00,LIBERTY ELECTRIC POWER PLANT - GRISWALD 138 KV,94.84,254.4
2016-07-25 16:00:00,PLYMOUTH MEETING - BARBADOES 138 KV,152.69,255.6
2016-07-25 16:00:00,EDDYSTONE - BUCKS CRK 138 KV,227.4,229.3
2016-07-25 16:00:00,LOGANS FERRY - SS3143 138 KV,9.63,250.5
2016-07-25 16:00:00,DETROIT - RIDGELEY 345 KV,2.27,1287.3
2016-07-25 16:00:00,CONOWINGO - HOLLAND 138 KV Line,157.2,245.9
2016-07-25 16:00:00,JOLLYVILLE - E HAGERSTOWN 138 KV,91.43,260.6
2016-07-25 16:00:00,STATION G - CLOVER 345 KV,25.08,1432.2
2016-07-25 16:00:00,NEXEN TAP - MILLER REDWOOD 138 KV,18.87,274.9
2016-07-25 16:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,15.37,1131.0
2016-07-25 16:00:00,SPORN SUBSTATION 345-230 kV Autotransformer,10.67,387.7
2016-07-25 16:00:00,ROCHESTER HYDRO - SONORA 100 KV,35.22,148.3
2016-07-25 16:00:00,KILLEN 100-1 kV Transformer,148.84,191.3
2016-07-25 16:00:00,DEDEDO - CHICOPEE HYDROELETRIC STATION 230 KV L,14.42,489.2
2016-07-25 16:00:00,FIRSTENERGY EDGEWATER - BARNES JCT 100 KV L,124.16,136.1
2016-07-25 16:00:00,KEMMERER - FIRSTENERGY BAY SHORE 230 KV,3.2,505.0
2016-07-25 16:00:00,CONCORD - MT. HARRIS 230 KV,10.66,434.8
2016-08-12 16:00:00,EARLIMART SUBSTATION - NEW HOGAN 138 KV,58.06,244.2
2016-08-12 16:00:00,LA CONNER - FIVE FALLS 138 KV L,190.41,241.1
2016-08-12 16:00:00,HIGHLANDS - BEVERLY 138 KV,24.56,233.2
2016-08-12 16:00:00,BRIDGEPORT - GRISWALD 138 KV,165.36,237.3
2016-08-12 16:00:00,LIBERTY ELECTRIC POWER PLANT - GRISWALD 138 KV,38.68,254.4
2016-08-12 16:00:00,EDDYSTONE - BUCKS CRK 138 KV,192.76,229.3
2016-08-12 16:00:00,YUKON - SEVIERVILLE 138 KV,4.56,265.3
2016-08-12 16:00:00,LOGANS FERRY - SS3143 138 KV,10.37,250.5
2016-08-12 16:00:00,NORFORK 500 kV/345 kV XFMR,1.31,461.3
2016-08-12 16:00:00,CONOWINGO - HOLLAND 138 KV Line,108.3,245.9
2016-08-12 16:00:00,STATION G - CLOVER 345 KV,23.07,1432.2
2016-08-12 16:00:00,FLUVANNA P.S - LOUISA GENERATION FACILITY 345 KV,2.5,1425.9
2016-08-12 16:00:00,YADKIN - WHEELABRATOR PORTSMOUTH 138 KV,10.83,253.1
2016-08-12 16:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,11.01,1131.0
2016-08-12 16:00:00,GREENLAND GAP - STEVENSVILLE 345 KV,12.99,1391.5
2016-08-12 16:00:00,SPORN SUBSTATION 345-230 kV Autotransformer,11.33,387.7
2016-08-12 16:00:00,ROCHESTER HYDRO - SONORA 100 KV,23.78,148.3
2016-08-12 16:00:00,KILLEN 100-1 kV Transformer,146.66,191.3
2016-08-12 16:00:00,DEDEDO - CHICOPEE HYDROELETRIC STATION 230 KV L,15.28,489.2
2016-08-12 16:00:00,FIRSTENERGY EDGEWATER - BARNES JCT 100 KV L,254.76,136.1
2016-08-12 16:00:00,KEMMERER - FIRSTENERGY BAY SHORE 230 KV,7.36,505.0
2016-08-12 16:00:00,RANCHO MISSION VIEJO - FERMI 100 KV Line 1,421.11,160.9
2016-09-08 17:00:00,LA CONNER - FIVE FALLS 138 KV L,10.37,241.1
2016-09-08 17:00:00,HIGHLANDS - BEVERLY 138 KV,15.87,233.2
2016-09-08 17:00:00,BRIDGEPORT - GRISWALD 138 KV,92.94,237.3
2016-09-08 17:00:00,DEL BAC - ELGIN 138 KV,214.03,164.7
2016-09-08 17:00:00,EDDYSTONE - BUCKS CRK 138 KV,79.53,229.3
2016-09-08 17:00:00,LOGANS FERRY - SS3143 138 KV,10.55,250.5
2016-09-08 17:00:00,DETROIT - RIDGELEY 345 KV,4.78,1287.3
2016-09-08 17:00:00,JOLLYVILLE - E HAGERSTOWN 138 KV,88.23,260.6
2016-09-08 17:00:00,WESTROCK SOUTHEAST LLC - CASON LNE 345 KV line,3.34,1270.4
2016-09-08 17:00:00,STATION G - CLOVER 345 KV,20.53,1432.2
2016-09-08 17:00:00,JIM BRANCH - LOUISA GENERATION FACILITY 138 KV,4.58,275.7
2016-09-08 17:00:00,PERSON - MECKLENBURG POWER STATION 345 KV,2.89,1409.5
2016-09-08 17:00:00,NEXEN TAP - MILLER REDWOOD 138 KV,12.87,274.9
2016-09-08 17:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,14.74,1131.0
2016-09-08 17:00:00,SPORN SUBSTATION 345-230 kV Autotransformer,10.52,387.7
2016-09-08 17:00:00,LOMA VISTA - CEDAR HILL 100 KV,23.53,133.9
2016-09-08 17:00:00,KILLEN 100-1 kV Transformer,127.11,191.3
2016-09-08 17:00:00,DEDEDO - CHICOPEE HYDROELETRIC STATION 230 KV L,17.18,489.2
2016-09-08 17:00:00,FIRSTENERGY EDGEWATER - BARNES JCT 100 KV L,227.63,136.1
2016-09-08 17:00:00,KEMMERER - FIRSTENERGY BAY SHORE 230 KV,10.33,505.0
2016-09-08 17:00:00,BELLE GLADE - CASTALIA 100 KV,2000.0,156.3
2016-09-08 17:00:00,CONCORD - MT. HARRIS 230 KV,15.42,434.8
2016-10-19 17:00:00,GARY WORKS - MOLINO 161 KV,295.05,220.3
2016-10-19 17:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,272.25,101.4
2016-10-19 17:00:00,LA CONNER - FIVE FALLS 138 KV L,91.39,241.1
2016-10-19 17:00:00,LOGANS FERRY - SS3143 138 KV,2.91,250.5
2016-10-19 17:00:00,TYHEE - CTR 138 KV,3.71,238.9
2016-10-19 17:00:00,HERMANAS DAVILA 1705 - GUADALUPE GENERATING 138 KV L,81.05,227.7
2016-10-19 17:00:00,STATION G - CLOVER 345 KV,5.11,1432.2
2016-10-19 17:00:00,JENNINGS LODGE - AGANA 138 KV,4.76,233.5
2016-10-19 17:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,12.86,235.8
2016-10-19 17:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,6.94,206.4
2016-10-19 17:00:00,CAYUCOS 138 kV/69 kV TX Unit 1,173.18,102.3
2016-10-19 17:00:00,ALLINGS CROSSING - ERIN 138 KV,1271.21,251.6
2016-10-19 17:00:00,N RANDOLPH - PAUL SWEET 138 KV,2000.0,260.7
2016-10-19 17:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,2.8,1131.0
2016-10-19 17:00:00,GREENLAND GAP - STEVENSVILLE 345 KV,7.09,1391.5
2016-10-19 17:00:00,W BELLAIRE 138 kV/1 kV Transformer,44.71,152.3
2016-11-21 19:00:00,GARY WORKS - MOLINO 161 KV,306.58,220.3
2016-11-21 19:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,267.66,101.4
2016-11-21 19:00:00,LA CONNER - FIVE FALLS 138 KV L,86.91,241.1
2016-11-21 19:00:00,LOGANS FERRY - SS3143 138 KV,5.41,250.5
2016-11-21 19:00:00,TYHEE - CTR 138 KV,8.63,238.9
2016-11-21 19:00:00,CONOWINGO - HOLLAND 138 KV Line,4.49,245.9
2016-11-21 19:00:00,PERSON - MECKLENBURG POWER STATION 345 KV,5.94,1409.5
2016-11-21 19:00:00,JENNINGS LODGE - AGANA 138 KV,3.79,233.6
2016-11-21 19:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,7.31,235.8
2016-11-21 19:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,8.09,206.3
2016-11-21 19:00:00,CAYUCOS 138 kV/69 kV TX Unit 1,12.08,102.3
2016-11-21 19:00:00,N RANDOLPH - PAUL SWEET 138 KV,920.82,260.5
2016-11-21 19:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,9.7,1131.0
2016-11-21 19:00:00,KILLEN 100-1 kV Transformer,22.63,191.3
2016-12-15 19:00:00,BRIDGEPORT - GRISWALD 138 KV,36.79,237.3
2016-12-15 19:00:00,DEL BAC - ELGIN 138 KV,147.1,164.7
2016-12-15 19:00:00,EDDYSTONE - BUCKS CRK 138 KV,30.84,229.3
2016-12-15 19:00:00,LOGANS FERRY - SS3143 138 KV,10.3,250.5
2016-12-15 19:00:00,TYHEE - CTR 138 KV,6.29,238.9
2016-12-15 19:00:00,CONOWINGO - HOLLAND 138 KV Line,25.98,245.9
2016-12-15 19:00:00,DAM NO. 4 HYDRO STATION - TIMBER SWAMP 138 KV L,78.83,218.7
2016-12-15 19:00:00,STATION G - CLOVER 345 KV,16.29,1432.2
2016-12-15 19:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,3.45,206.3
2016-12-15 19:00:00,FOURTH PLAIN SUBSTATION - AMOS 345 KV,17.06,1131.0
2016-12-15 19:00:00,SPORN SUBSTATION 345-230 kV Autotransformer,9.44,387.7
2016-12-15 19:00:00,ROCHESTER HYDRO - SONORA 100 KV,33.82,148.3
2016-12-15 19:00:00,KILLEN 100-1 kV Transformer,151.28,191.3
2016-12-15 19:00:00,DEDEDO - CHICOPEE HYDROELETRIC STATION 230 KV L,13.51,489.2
2016-12-15 19:00:00,FIRSTENERGY EDGEWATER - BARNES JCT 100 KV L,134.56,136.1
2016-12-15 19:00:00,KEMMERER - FIRSTENERGY BAY SHORE 230 KV,3.23,505.0
2016-12-15 19:00:00,CONCORD - MT. HARRIS 230 KV,2.4,434.8
2016-12-15 19:00:00,ENDAKO CUST SUBSTATION - LOS OSITOS 230 KV Line,3.62,619.9
2012-01-03 19:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,19.61,102.3
2012-01-03 19:00:00,MOTOROLA - W ORANGE 138 KV,8.78,189.4
2012-01-03 19:00:00,EARLIMART - JEFFERSON TAP 138 KV,1.54,196.7
2012-01-03 19:00:00,SODA SPRINGS POWER PLANT - HICROSS 138 KV,6.87,190.1
2012-01-03 19:00:00,WALLENPAUPACK 500-345 kV Transformer,18.8,1043.8
2012-01-03 19:00:00,YOST BRIDGE - N STRASBURG SUBSTATION 138 KV,60.66,254.4
2012-01-03 19:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,1.37,235.8
2012-02-13 08:00:00,GARY WORKS - MOLINO 161 KV,326.41,220.3
2012-02-13 08:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,282.41,102.3
2012-02-13 08:00:00,LA CONNER - FIVE FALLS 138 KV L,15.39,307.3
2012-02-13 08:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV Line,7.45,189.0
2012-02-13 08:00:00,JENNINGS LODGE - AGANA 138 KV,5.17,233.5
2012-02-13 08:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,13.86,235.8
2012-02-13 08:00:00,CAYUCOS 138 kV/69 kV TX Unit 1,75.15,113.0
2012-03-05 20:00:00,GARY WORKS - MOLINO 161 KV,392.65,220.3
2012-03-05 20:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,332.2,102.3
2012-03-05 20:00:00,DIAMOND BAR - BAYONNE MUA- LEITNER-POMA WIND TURBINE 138 KV,0.72,211.3
2012-03-05 20:00:00,LA CONNER - FIVE FALLS 138 KV L,27.86,307.3
2012-03-05 20:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV Line,9.69,189.0
2012-03-05 20:00:00,JENNINGS LODGE - AGANA 138 KV,6.73,233.5
2012-03-05 20:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,16.68,235.8
2012-04-16 21:00:00,GARY WORKS - MOLINO 161 KV,404.33,220.3
2012-04-16 21:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,342.67,102.3
2012-04-16 21:00:00,EARLIMART - JEFFERSON TAP 138 KV,6.44,196.7
2012-04-16 21:00:00,LA CONNER - FIVE FALLS 138 KV L,77.2,307.3
2012-04-16 21:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV Line,8.89,189.0
2012-04-16 21:00:00,JENNINGS LODGE - AGANA 138 KV,7.07,233.5
2012-04-16 21:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,17.88,235.8
2012-04-16 21:00:00,NORTH RANDOLPH - CAMPO FRESCO 2 138 KV,244.01,256.5
2012-04-16 21:00:00,CONCORD - MT. HARRIS 230 KV,1.94,520.5
2012-04-16 21:00:00,MAALAEA - FARRAGUT 230 KV line,41.97,559.8
2012-05-29 17:00:00,EARLIMART - JEFFERSON TAP 138 KV,22.47,196.7
2012-05-29 17:00:00,LA CONNER - FIVE FALLS 138 KV L,117.11,307.3
2012-05-29 17:00:00,WALLENPAUPACK 500-345 kV Transformer,29.19,1043.8
2012-05-29 17:00:00,WESTROCK SOUTHEAST LLC - RIDGELEY 345 KV,6.2,1320.5
2012-05-29 17:00:00,FOURTH PLAIN - MILROY 345 KV,4.27,1068.9
2012-05-29 17:00:00,SOUTHPAC - SUNRISE POWER 100 KV Line,2000.0,143.4
2012-05-29 17:00:00,CONCORD - MT. HARRIS 230 KV,7.49,520.5
2012-06-21 17:00:00,TOKIO - JOSE 138 KV,110.82,279.5
2012-06-21 17:00:00,LA CONNER - FIVE FALLS 138 KV L,61.32,307.3
2012-06-21 17:00:00,N LAKE - PLAQUEMINE COGENERATION PLANT 138 KV,64.09,279.7
2012-06-21 17:00:00,BRIDGEPORT - GRISWALD 138 KV,43.03,293.5
2012-06-21 17:00:00,RIVERPLACE - HIGH RIDGE 138 KV,5.94,252.1
2012-06-21 17:00:00,WESTROCK SOUTHEAST LLC - RIDGELEY 345 KV,0.68,1320.5
2012-06-21 17:00:00,KEMMERER - DANIEL SIDING 230 KV,1.83,632.9
2012-06-21 17:00:00,CONCORD - MT. HARRIS 230 KV,2.54,520.5
2012-07-18 15:00:00,LA CONNER - FIVE FALLS 138 KV L,128.66,307.3
2012-07-18 15:00:00,BRIDGEPORT - GRISWALD 138 KV,46.01,293.5
2012-07-18 15:00:00,WALLENPAUPACK 500-345 kV Transformer,37.04,1043.8
2012-07-18 15:00:00,WESTROCK SOUTHEAST LLC - RIDGELEY 345 KV,0.8,1320.5
2012-07-18 15:00:00,OPP - CICO 138 KV Ckt 2,27.7,307.2
2012-07-18 15:00:00,KEMMERER - DANIEL SIDING 230 KV,1.94,632.9
2012-07-18 15:00:00,CONCORD - MT. HARRIS 230 KV,11.3,520.5
2012-08-03 16:00:00,EARLIMART - JEFFERSON TAP 138 KV,18.64,196.7
2012-08-03 16:00:00,LA CONNER - FIVE FALLS 138 KV L,79.26,307.3
2012-08-03 16:00:00,BRIDGEPORT - GRISWALD 138 KV,4.88,293.5
2012-08-03 16:00:00,WALLENPAUPACK 500-345 kV Transformer,33.14,1043.8
2012-08-03 16:00:00,FAYETTEVILLE S - SAN BRUNO SUBSTATION 100 KV,1.48,144.8
2012-08-03 16:00:00,KEMMERER - DANIEL SIDING 230 KV,1.07,632.9
2012-08-03 16:00:00,CONCORD - MT. HARRIS 230 KV,13.51,520.5
2012-09-07 17:00:00,BRYANT - CASTO 138 KV L,2.29,262.4
2012-09-07 17:00:00,EARLIMART - JEFFERSON TAP 138 KV,23.6,196.7
2012-09-07 17:00:00,LA CONNER - FIVE FALLS 138 KV L,86.54,307.3
2012-09-07 17:00:00,WALLENPAUPACK 500-345 kV Transformer,20.48,1043.8
2012-09-07 17:00:00,TYHEE - CTR 138 KV,1.66,289.8
2012-09-07 17:00:00,WESTROCK SOUTHEAST LLC - RIDGELEY 345 KV,4.86,1320.5
2012-09-07 17:00:00,FOURTH PLAIN - MILROY 345 KV,3.24,1068.9
2012-10-03 20:00:00,GARY WORKS - MOLINO 161 KV,425.45,220.3
2012-10-03 20:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,362.59,102.3
2012-10-03 20:00:00,LA CONNER - FIVE FALLS 138 KV L,59.19,307.3
2012-10-03 20:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV Line,8.31,189.0
2012-10-03 20:00:00,WESTROCK SOUTHEAST LLC - RIDGELEY 345 KV,10.07,1320.5
2012-10-03 20:00:00,JENNINGS LODGE - AGANA 138 KV,6.62,233.5
2012-10-03 20:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,16.34,235.8
2012-10-03 20:00:00,NORTH RANDOLPH - CAMPO FRESCO 2 138 KV,269.52,256.5
2012-10-03 20:00:00,MILLHOPPER - TURQUOISE 138 KV,24.17,214.1
2012-11-27 18:00:00,GARY WORKS - MOLINO 161 KV,324.27,220.3
2012-11-27 18:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,290.63,102.3
2012-11-27 18:00:00,LA CONNER - FIVE FALLS 138 KV L,61.26,307.3
2012-11-27 18:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV Line,6.18,189.0
2012-11-27 18:00:00,JENNINGS LODGE - AGANA 138 KV,5.52,233.6
2012-11-27 18:00:00,GEYSERS TAP 2 - WALTHALL 138 KV,13.96,235.8
2012-11-27 18:00:00,NORTH RANDOLPH - CAMPO FRESCO 2 138 KV,127.98,256.5
2012-12-26 18:00:00,GARY WORKS - MOLINO 161 KV,321.69,220.3
2012-12-26 18:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,274.8,102.3
2012-12-26 18:00:00,LA CONNER - FIVE FALLS 138 KV L,28.46,307.3
2012-12-26 18:00:00,WESTPORT - WHEELABRATOR BALTIMORE REFUSE 138 KV Line,4.06,189.0
2012-12-26 18:00:00,BADGER CREEK SUBSTATION - CHIPETA LAKE 138 KV,17.76,180.0
2012-12-26 18:00:00,WESTROCK SOUTHEAST LLC - RIDGELEY 345 KV,10.11,1320.5
2012-12-26 18:00:00,JENNINGS LODGE - AGANA 138 KV,5.91,233.6
2012-12-26 18:00:00,GILBOA - ORMOD 138 KV,17.2,261.7
2012-12-26 18:00:00,SPORN SUBSTATION 345-230 kV Autotransformer,5.1,581.1
2013-01-22 19:00:00,BLAKESLEE JCT 138/1 kV Transformer Bank,1.48,105.2
2013-01-22 19:00:00,MOTOROLA - W ORANGE 138 KV,6.67,189.4
2013-01-22 19:00:00,WALLENPAUPACK 500-345 kV Transformer,19.83,1128.0
2013-01-22 19:00:00,TYHEE - CTR 138 KV,5.87,289.8
2013-01-22 19:00:00,THURMONT - CALEDONIA SWITCHING YARD 138 KV,12.54,297.8
2013-01-22 19:00:00,POSSUM POINT 345 kV/138 kV Autotransformer,3.9,315.5
