project_id,queue_date,poi_sub_id,poi_kv,poi_name,project_type,fuel,mw,state,zone_id,source
Q13-0220,2013-03-27,17860,138.0,Baker 138 kV,gen,wind,185.1,Kentucky,27,synthetic
Q13-0221,2013-03-27,22035,230.0,Mcmichen 230 kV,gen,gas,184.5,Indiana,33,synthetic
Q13-0222,2013-03-28,21754,100.0,East Loop 100 kV,gen,solar,106.8,Indiana,33,synthetic
Q13-0223,2013-03-28,22020,100.0,Trap Falls 100 kV,gen,wind,256.0,Indiana,33,synthetic
Q13-0224,2013-04-02,23288,230.0,Thibodaux 230 kV,gen,solar,132.4,Illinois,34,synthetic
Q13-0225,2013-04-11,21397,100.0,Salinas 100 kV,gen,wind,197.3,Michigan,32,synthetic
Q13-0226,2013-04-13,8900,138.0,Solar 138 kV,gen,wind,447.2,Maryland,13,synthetic
Q13-0227,2013-04-15,18118,138.0,State Pen 138 kV,gen,gas,524.4,West Virginia,28,synthetic
Q13-0228,2013-04-24,18368,345.0,Wec 345 kV,gen,gas,1500.0,West Virginia,28,synthetic
Q13-0229,2013-04-25,18368,345.0,Wec 345 kV,gen,wind,484.8,West Virginia,28,synthetic
Q13-0230,2013-04-27,9687,138.0,Hayfield 138 kV,gen,gas,866.0,Virginia,15,synthetic
Q13-0231,2013-04-30,6764,345.0,North Wales 345 kV,gen,gas,659.1,Pennsylvania,10,synthetic
Q13-0232,2013-04-30,17423,138.0,Raco 138 kV,gen,wind,241.5,Kentucky,27,synthetic
Q13-0233,2013-05-09,22245,100.0,Sneath-Pacifica Tap 100 kV,gen,solar,46.3,Indiana,33,synthetic
Q13-0234,2013-05-10,19308,100.0,Sweeny 100 kV,gen,solar,390.7,Ohio,29,synthetic
Q13-0235,2013-05-11,10277,138.0,Possum Point 138 kV,gen,solar,38.1,Virginia,15,synthetic
Q13-0236,2013-05-20,11132,69.0,Thermo 69 kV,gen,solar,30.6,North Carolina,16,synthetic
Q13-0237,2013-05-24,9633,345.0,Kean Mtn And Grassy Creek 345 kV,gen,gas,322.1,Virginia,14,synthetic
Q13-0238,2013-05-28,20199,230.0,Ruskin 230 kV,gen,solar,47.4,Ohio,30,synthetic
Q13-0239,2013-05-29,20299,500.0,Hagan 500 kV,gen,gas,1500.0,Ohio,30,synthetic
Q13-0240,2013-06-02,22035,230.0,Mcmichen 230 kV,gen,gas,252.0,Indiana,33,synthetic
Q13-0241,2013-06-03,5318,138.0,Oak Villa 138 kV,gen,solar,149.7,New Jersey,9,synthetic
Q13-0242,2013-06-07,5653,138.0,Kellerville 138 kV,gen,gas,550.3,New Jersey,9,synthetic
Q13-0243,2013-06-08,24600,500.0,Farragut 500 kV,gen,solar,460.1,Illinois,35,synthetic
Q13-0244,2013-06-09,20035,100.0,Belle Vista 100 kV,gen,wind,133.2,Ohio,30,synthetic
Q13-0245,2013-06-11,21995,100.0,Desoto 100 kV,load,load,124.0,Indiana,33,synthetic
Q13-0246,2013-06-16,9219,138.0,Reusens 138 kV,gen,wind,446.4,Virginia,14,synthetic
Q13-0247,2013-06-29,17462,138.0,Jamacha 138 kV,gen,wind,214.7,Kentucky,27,synthetic
Q13-0248,2013-07-03,6693,138.0,Rosemark 138 kV,gen,gas,318.8,Pennsylvania,10,synthetic
Q13-0249,2013-07-04,9336,138.0,Skungamaug 138 kV,gen,gas,575.2,Virginia,14,synthetic
